,Lambda,Max_act,speed,persistance,global_order,lcl_order
0,2500,30,0.8277357237995551,1.4253029050721866,3.500570785829406,1.6754245881163863
1,400,20,1.1442830731845695,0.7781670008407453,3.971083245099304,2.3966941452646435
2,500,150,0.6448551554551188,1.0237127064455085,2.156131300265521,0.7992165635727649
3,5000,10,6.473577327396252,0.05078225164494995,13.613301166531935,7.944330954646342
4,400,60,0.7252614632515715,0.766597115270484,2.3853089253021773,1.5050117194476276
5,200,150,0.7822624335849793,0.43825101230328645,2.2916239913131253,1.4303005927689831
6,500,90,0.6223905022215033,1.2519535520245086,2.256324862388278,1.0228530574826487
7,500,10,4.443821619148279,0.11835325034637068,9.507451862610536,5.94922527308803
8,200,125,0.7970572919729831,0.7901564932493352,2.3060240842103448,0.48744399378805414
9,400,150,0.8948013416917145,1.2909357664854653,2.6482971824708343,1.1890491309991704
10,10000,100,0.8214588131848009,12.6514725750111,2.8381836324968903,1.2615096254571654
11,800,80,0.7922955595232065,1.5122399948614977,2.8266339169312285,1.6205221015758953
12,500,40,0.9610614490957285,0.8396388017906753,3.2304792590927867,1.532122876045089
13,2500,70,0.5450571254488342,8.058423782500256,2.4576383459502953,1.2823628912503942
14,300,200,0.8245389213636585,0.6360505699251101,2.44780731247761,1.2718998675322033
15,20000,125,0.5798701311731814,15.949987008456178,1.8786436527479369,1.3856601924411576
16,1000,125,0.5106466458333634,1.3956113263025307,2.1710528781453844,1.121915228800766
17,300,40,0.9709600547899606,1.3048324609225086,3.145897449269531,1.413183259051668
18,10000,90,1.0075060510134581,13.048679051938116,2.9691163008336297,1.4522212399156358
19,400,10,4.398580811873572,0.08588051646626728,9.541657078268821,5.510941561010378
20,500,125,0.8071997188028648,0.79909188847324,2.410661185381042,1.7063523878283513
21,500,60,0.941401577067234,1.224772807003743,2.9118811059050564,1.1344633096378272
22,10000,30,0.9633896195149969,4.33464881923238,4.0048550621581755,2.311065342590139
23,900,125,0.9790746454995803,2.01655786539255,3.1912792456179364,2.780693024908152
24,10000,40,0.6381993316484736,8.099263755254771,2.9673686760596256,1.4842563951815912
25,20000,80,0.9328021105720077,,2.4821386736774698,1.7760352786121019
26,20000,40,0.753849293916073,12.881404977930401,3.2124816640659026,1.236452850075535
27,300,150,0.7740631474720103,0.8150300289803397,2.3096765906053616,0.8948186393085055
28,800,100,0.7515898718920613,1.1602490713988385,2.528149131763647,1.207416455971486
29,100,70,0.9425564057284409,0.978402205676581,2.7021458360140587,1.2527107942378963
30,300,125,0.732774586021775,1.5007488772987365,2.259116372998029,1.1261914522004854
31,2500,80,0.687554070199727,7.71085869467329,2.5150393496918886,1.509109574802833
32,300,60,0.684355868036246,0.9439108071800821,2.4546433075588636,0.895688862768081
33,800,60,0.6438964035313962,1.2805259527532364,2.5316110330722026,1.1402252175980077
34,1000,10,3.2704715436458645,0.07897893167819192,9.04746762479841,4.648550303641758
35,100,90,0.8912354683456674,0.84665893102314,2.5664452099753543,0.9000875574389405
36,20000,90,0.9729394410952193,7.829915802181787,2.8581186920466846,1.1782000333403355
37,800,125,0.7349069460180924,1.6679473544925925,2.286715174883783,1.4357300030799525
38,5000,150,0.70651964011881,11.699345207693623,2.356217108445245,1.4609722638545852
39,10000,125,0.8838982673925391,13.47227147458022,2.7586278586216735,1.311755686920756
40,1000,150,0.5268296545757013,3.8692617666276328,2.135258100160143,1.1874702987171162
41,300,100,0.7543117756458985,0.6127193282811542,2.2692382051566358,0.7043235584523929
42,5000,200,0.9628965797093418,20.021369176765052,2.790378723342609,0.8087515438141771
43,500,200,0.846731506568238,1.045281259330566,2.618570285365758,1.8219839132571047
44,1000,100,0.6478095105732808,3.2816383003330434,2.432047608333756,1.0330143662122089
45,800,40,0.8111610054353059,0.48986439071146876,3.2763241106717023,1.5724374441800082
46,20000,100,0.8228134372426136,8.284832251004124,2.9107735600345976,1.4071537470785063
47,100,100,0.5157482311059445,0.5154204452777568,1.4612436381418727,0.4854483924737975
48,50,60,0.5050597336276844,3.272037925031569,1.5304766337772588,0.6833164860771564
49,600,80,0.8340733954360205,1.2028024172158662,2.8903992648157253,1.1979431966481164
50,800,200,0.788989345409935,2.0758774381488485,2.5676615883187353,1.3638518902546717
51,100,20,0.9403998933571944,0.3551601894105206,2.6128802685539347,1.8353790549491538
52,100,60,0.7024014582143167,1.581853895249056,2.0975744884366985,1.399717932675173
53,200,30,0.6023394405810081,1.4587855142051311,2.1728669753641077,0.9670993708618628
54,800,150,1.0165653103219208,1.9876509433488496,3.0746096506078073,1.7475494992769085
55,5000,60,0.5535814408855582,14.365027605371713,2.7898022351329637,1.3633999254939961
56,50,30,0.5918513532223827,0.28302971951101175,1.7413189668515225,0.5099883945578259
57,5000,20,2.668459243220753,0.49867081241230593,7.356349813935297,4.040664663347816
58,2500,125,0.8457919092915555,13.029820847609045,2.710261370996965,1.8982215514225078
59,5000,100,0.46680032114241055,12.521254856478542,1.9088129877671047,0.9794134219710526
60,200,50,0.9264212804585369,0.6860167975386823,2.9589153852963612,1.4436544721771276
61,600,70,0.5780021732823192,0.5420910275922274,2.3096004780568857,1.3401498437418844
62,20000,70,0.6182704325736899,0.0,2.0835878948222746,1.1345226547245206
63,500,100,1.0043596224151312,1.060167021220532,2.9565424387484813,1.5900558850698367
64,1000,70,0.6532827082150761,2.04862798656451,2.4889567096090977,1.4932800837132998
65,5000,50,0.865650334083819,5.717181060457008,3.0692443395665947,2.0923736992373274
66,50,200,0.26787900862081265,0.050746524000398155,0.7316663542289678,0.300390293201484
67,1000,200,0.6490641548290808,2.6108465214924177,2.3459025349341376,1.1981292936020995
68,20000,200,1.0933480560727546,17.343324361851273,2.711897656178434,1.5164814166092762
69,700,100,0.5629703511389922,2.2717968133223314,2.3891332392773967,1.3229209492017926
70,900,70,0.8564216455066668,0.9168636639648181,2.9773506536565577,1.65856627259243
71,100,200,0.9419480267356791,0.48420231912617023,2.6835579468884556,0.36160119743127117
72,400,30,0.9445994881447706,0.7307427123312207,3.3543041868422625,1.5513995764762236
73,5000,90,0.9052766652918879,17.309144461906566,3.3873141931579145,1.965786855106527
74,100,150,0.26763808274408807,0.3052241964846292,0.8547110440432194,0.40539227658666277
75,100,125,0.5447672882073672,0.3475643708269377,1.5320777072645728,0.4396052684782783
76,20000,50,0.8366643449417781,8.16213776363274,2.672273816345501,1.8282885041821837
77,5000,70,0.675326412001954,16.24304207888965,2.5863350952799036,1.6496633745677507
78,5000,80,0.6455692200550945,10.594521172438782,2.4163915543377796,0.9313258485350016
79,800,70,0.8242901128474577,2.7449242951790724,2.980239733114356,1.459207878211531
80,900,30,1.4521040783050996,0.47520371302247966,4.565945508056853,2.670564316719145
81,200,80,0.7213818142435096,1.2517935921678014,2.1059484720774453,1.3347170381498612
82,600,20,1.5258510564588272,0.46108899076224225,4.734144993051432,2.6752267818810296
83,20000,20,3.47822033478263,0.9038558868009001,8.674203530318117,5.5410306226092825
84,1000,60,0.5267136953964054,1.8719072837815718,2.375535122815998,1.233239989933421
85,2500,200,0.6035049182135666,10.093741947633022,2.0893172192311122,0.5128228175181111
86,20000,60,1.116723365722236,0.0,3.460057722475748,1.971563734709334
