,Lambda,Persist,speed,persistance,sum_order,global_order,lcl_order
5,750,0.7,0.9231783190947932,0.5001449258568228,27.157046967592045,0.9231783190947932,
6,2000,0.2,1.0409301072739072,0.478604063706651,19.638359288788767,1.0409301072739072,
7,500,0.01,0.8401337069469857,0.5156774896322862,23.50511055541373,0.8401337069469857,
8,1000,0.2,0.6528002337075796,0.5005475147776435,17.376354303733784,0.6528002337075796,
9,2000,0.1,0.8198241933290378,0.5138663803140772,6.744772461362632,0.8198241933290378,
10,3000,1,0.6288701500503557,0.49321338420195787,2.763636895268424,0.6288701500503557,
11,2000,1,0.8085850104234042,0.49381936481794503,34.62436264956928,0.8085850104234042,
12,5000,0.5,0.6483444151244125,0.5050904133842288,4.964988530813632,0.6483444151244125,
13,3000,0.3,0.6794618038815031,0.5055996690930431,19.380271755920596,0.6794618038815031,
14,500,0.8,0.8135173545612462,0.5023626563019503,9.121995395745387,0.8135173545612462,
15,500,0.9,0.6281837441773135,0.5143153356900673,21.79225856430062,0.6281837441773135,
16,750,0.2,0.7087953299396701,0.47482564616522094,6.5030659435889815,0.7087953299396701,
17,2000,0.3,0.7469723412759238,0.5060325156592704,15.20764135412047,0.7469723412759238,
18,5000,0.7,1.33317438990116,0.4906703719859623,31.641372353999493,1.33317438990116,
19,500,0.1,1.1223029463001768,0.49052580711964633,23.515700665252957,1.1223029463001768,
20,750,0.6,0.672635602346382,0.5080878647476885,14.402482810651462,0.672635602346382,
21,4000,0.8,0.6938487678752578,0.49900367613663127,12.84770796679316,0.6938487678752578,
22,2000,0.6,1.131874231108935,0.5042471654723806,25.29576951894436,1.131874231108935,
23,500,0.4,1.2011282090151283,0.4985730133110671,13.344690163340461,1.2011282090151283,
24,2000,0.01,1.0025297589807174,0.517976903203303,26.48484933777128,1.0025297589807174,
25,4000,0.6,0.6848613895861191,0.4998712699814094,23.433625413068285,0.6848613895861191,
26,4000,0.2,0.7539722337563867,0.5056874133294773,21.08782271043334,0.7539722337563867,
27,750,0.3,1.0561869215277657,0.4885966484962225,16.308881016182557,1.0561869215277657,
28,5000,1,0.7829044388530488,0.4869280820843623,18.411757113322995,0.7829044388530488,
29,500,0.5,0.7576762011998012,0.486354796692954,19.03687649449527,0.7576762011998012,
30,1000,1,0.7123047006833002,0.5171458971031806,7.304738188326796,0.7123047006833002,
31,3000,0.1,0.8676787548195961,0.49778732724110897,24.64600576158335,0.8676787548195961,
32,500,0.6,0.7302273045944947,0.4887953309416786,13.816519902718685,0.7302273045944947,
33,5000,0.8,0.6853500431727667,0.46152457641340633,11.881022930965228,0.6853500431727667,
34,750,1,1.8861866651082975,0.5012507798015179,19.281620494369477,1.8861866651082975,
35,1000,0.8,0.7444166729271804,0.5021552907466941,9.738557958502435,0.7444166729271804,
36,4000,1,0.7635436242355512,0.5145825858583908,30.744204151171143,0.7635436242355512,
37,3000,0.7,1.6121382606389947,0.4979334088859554,32.573170964256235,1.6121382606389947,
38,750,0.01,0.7260720688064861,0.4793534432465996,13.035038251659344,0.7260720688064861,
39,3000,0.2,1.8799175690420458,0.5064688821040423,21.245798716522348,1.8799175690420458,
40,4000,0.4,0.6301414818055688,0.49300108502845125,17.07493549686858,0.6301414818055688,
41,500,0.7,3.149840287686414,0.4833065441601123,20.551167579699424,3.149840287686414,
42,5000,0.4,0.750422535243953,0.4820188795500184,21.141732295260102,0.750422535243953,
43,3000,0.01,0.861239565704483,0.49861501296956284,9.574749198920166,0.861239565704483,
44,5000,0.6,0.7292319451262065,0.5136377138674917,19.888106998907666,0.7292319451262065,
45,2000,0.5,0.7677126794547897,0.5184435186372063,21.805933952838515,0.7677126794547897,
46,3000,0.6,0.627959857115665,0.5339800685318512,13.215003258081724,0.627959857115665,
47,5000,0.1,0.827762477115623,0.5178222059180994,24.861166505214527,0.827762477115623,
48,1000,0.6,0.7284092535214242,0.49288241071735645,29.337563331371292,0.7284092535214242,
49,1000,0.01,0.7664603283288718,0.5033617278550025,16.384319924919957,0.7664603283288718,
50,4000,0.9,0.609412464887242,0.5069568267850469,11.755586851460128,0.609412464887242,
51,5000,0.2,0.9272548808913451,0.4925324713598295,14.588820681908738,0.9272548808913451,
52,3000,0.9,0.9601404995029142,0.4972359309091551,19.676577163950267,0.9601404995029142,
53,2000,0.9,0.6626722192916326,0.506892870431281,8.658691202100552,0.6626722192916326,
54,1000,0.5,0.6665050948532674,0.5069910565043442,9.715755817799822,0.6665050948532674,
