,Lambda,Max_act,speed,persistance,global_order,lcl_order
0,1000,500,0.00012491195484612086,0.0,0.00012491195484612086,
1,5000,50,0.0038848313128448434,0.0,0.0038848313128448434,
2,3000,10,0.0,,0.0,
3,2000,50,0.0,,0.0,
4,750,250,0.00033751197894751536,0.0,0.00033751197894751536,
5,1000,50,0.0,,0.0,
6,1000,100,1.0673887131852465e-05,0.0,1.0673887131852465e-05,
7,500,10,0.0,,0.0,
8,2000,10,0.0,,0.0,
9,5000,1000,0.0011517812638398512,0.0,0.0011517812638398512,
10,1000,10,0.0,,0.0,
11,500,50,0.0,,0.0,
12,3000,1000,0.0004998829505290913,0.0,0.0004998829505290913,
13,3000,100,0.0023204662340976854,0.0,0.0023204662340976854,
14,750,100,1.5383170556826839e-06,,1.5383170556826839e-06,
15,500,1000,9.147871850199913e-05,0.0,9.147871850199913e-05,
16,1000,250,0.00024341397781788067,0.0,0.00024341397781788067,
17,5000,100,0.0026313596052940477,0.0,0.0026313596052940477,
18,500,500,0.00025082909158703537,0.0,0.00025082909158703537,
19,500,250,0.00010700946123548083,0.0,0.00010700946123548083,
20,2000,500,0.001294901251209662,0.0,0.001294901251209662,
21,2000,250,0.0013469668944025685,0.0,0.0013469668944025685,
22,1000,750,0.000737252769483275,0.0,0.000737252769483275,
23,750,1000,0.0006560312924449766,0.0,0.0006560312924449766,
24,3000,250,0.0015239054094571712,0.0,0.0015239054094571712,
25,2000,750,0.0013440616271895146,0.0,0.0013440616271895146,
26,500,750,7.616515483152705e-05,0.0,7.616515483152705e-05,
27,4000,500,0.0009782356215111661,0.0,0.0009782356215111661,
28,5000,500,0.0018781388215103596,0.0,0.0018781388215103596,
29,5000,250,0.0018713591534545656,0.0,0.0018713591534545656,
30,4000,1000,0.00024624508824038594,0.0,0.00024624508824038594,
31,3000,750,0.001714247164360217,0.0,0.001714247164360217,
32,2000,100,0.0003378161137314319,0.0,0.0003378161137314319,
33,500,100,0.0,,0.0,
34,4000,100,0.002764685657436904,0.0,0.002764685657436904,
35,750,10,0.0,,0.0,
36,3000,500,0.0009700760394306992,0.0,0.0009700760394306992,
37,5000,750,0.002086645098326659,0.0,0.002086645098326659,
38,4000,50,0.003587953108016728,0.0,0.003587953108016728,
39,750,750,0.00010511298846749567,0.0,0.00010511298846749567,
40,750,50,0.0,,0.0,
41,4000,750,0.0014874322849707548,0.0,0.0014874322849707548,
42,4000,10,0.0,,0.0,
43,2000,1000,0.001108635004944952,0.0,0.001108635004944952,
44,750,500,9.915338047142905e-05,0.0,9.915338047142905e-05,
45,3000,50,0.00021930090696176623,0.0,0.00021930090696176623,
46,4000,250,0.0017413774509298758,0.0,0.0017413774509298758,
47,5000,10,0.0,,0.0,
48,1000,1000,0.0007936757579333253,0.0,0.0007936757579333253,
