,Lambda,Max_act,speed,persistance,global_order,lcl_order
0,1000,125,0.8496980726474281,0.226916996843528,2.8051714979820788,1.5911888387340285
1,5000,90,0.6693198941100156,10.330387770293797,4.3698197870864615,1.843483578535721
2,200,150,0.6098186578119554,0.026730131482964985,1.7971394656498498,0.8815061922270074
3,800,20,1.292809157083355,0.2304388736810671,5.811690203796049,3.0013275182050583
4,10000,20,2.2273822084500856,0.4327060773927871,8.712239519458688,4.880241345571218
5,100,125,0.5420561666307072,0.023050865386536244,1.5878404426117656,0.694893388961287
6,50,125,0.4342948704347399,0.025327154273959745,1.3607590791659954,0.5722124514224464
7,300,40,0.7945214128354273,0.2833556669321084,3.289135334966329,1.3583044812762979
8,500,250,0.5497108765742362,0.020855841765161833,1.6161939109880072,1.3449468487963467
9,900,60,0.8646163215383667,0.2412868199836734,3.470222788443492,2.0385196291327334
10,500,80,0.9075456427426063,0.08845724223335291,2.9963277334070924,1.1598549684910844
11,500,70,0.7252722372415856,0.18618699600776023,2.703028146859273,0.9534159667060911
12,800,10,3.587573252468306,0.02934528338948392,9.91011431430955,5.6199125850386284
13,100,70,0.598122797335577,0.12296468549032205,1.8394154490955013,0.7410277765963907
14,20000,80,0.6504252301213297,13.00103429162425,3.4367048544601855,1.3533892856118899
15,50,100,0.8664453704181799,0.027572504172756935,2.463132903843593,1.4689607101583606
16,5000,100,0.6732628376741884,4.247279077631326,3.51226402921167,1.4754211074331247
17,600,90,1.0677927624199595,0.10998190979569741,3.1468417682838608,1.3003221083236798
18,400,40,0.8504093102280993,0.22348700900364515,3.1924164933360086,1.4018534913637277
19,100,10,0.6598911281530724,0.012856624741542038,1.8527962183960438,0.5183526297905
20,300,10,0.7659921347185088,0.01385693155949858,2.1915443075322734,0.8639173756098889
21,800,40,1.2207119824668777,0.18593842221825607,4.444045482489871,2.577906386377793
22,400,150,0.5061245407422341,0.02685913168329962,1.6242545038052862,0.6890793076142742
23,100,20,0.4916098840948855,0.017670714719836896,1.4599341579899228,0.6749836459589535
24,700,250,0.6782728463386394,0.04307113106719032,2.0622039126159493,0.7122460007535582
25,300,20,1.1404627240378382,0.05615988010349609,4.844525143164358,1.8623401631418386
26,5000,125,0.772119411318535,3.717547513777961,3.390549090282641,1.6050905789575896
27,2500,150,0.8067912692253252,1.1110481058456019,3.397913900697733,1.7295563489769477
28,2500,30,0.9767849687396416,0.4857107973285135,6.146505364685824,2.937794132403769
29,900,150,0.8953837297608602,0.10069500383154048,2.7592606089476837,1.4017501687764231
30,20000,10,9.150713864488807,0.021724309873478738,23.77430446918379,11.987642458509614
31,50,90,0.4854657899607371,0.024709857815545,1.4416550448551329,0.5984759877301864
32,20000,250,1.0552735669926772,11.104078150331468,3.3267056112586446,1.4474361879628466
33,100,80,0.6634577953295377,0.029074389406275904,1.8622780915729986,0.713497661484885
34,900,70,0.8711237707441021,0.1722671606068471,3.274790617007599,1.7692906871918501
35,5000,10,6.901738552847898,0.020314710257021435,17.946208391777677,10.275675082860957
36,10000,40,0.8463021532134937,4.76228176044106,5.207690943733521,2.8165159666636588
37,50,70,1.0283083819084098,0.03290040243460096,2.932073258613256,0.6340427726843731
38,800,90,0.8913530351582433,0.15731615272790656,2.961268301767215,1.3824362044597989
39,600,125,0.7670322828831301,0.08564512000733418,2.390686944043134,0.9709020422538127
40,400,125,0.7286941908815072,0.056347219668972104,2.2379845872975483,0.9670346707182648
41,700,50,0.8614596526859895,0.1925086966698465,3.601364407603112,1.6617587372649676
42,2500,60,0.7183427665947663,0.8319462472854166,4.696561863435764,2.0588604117095843
43,600,100,0.8051568643594025,0.10723267486703852,2.541817731380066,0.9831390290959121
44,800,50,0.7243545788295893,0.1776981900664341,3.5595360208370006,1.606912613811131
