,Lambda,Max_act,speed,persistance,sum_order,global_order,lcl_order
0,3000.0,175.0,2.443420731215976,9.96469197417279,814.6077133627916,7.307217706985135,3.4490237264721904
1,3500.0,175.0,2.5246835967187136,12.794820400864992,583.6886461821911,7.452613098726861,3.9565704721978254
2,4250.0,145.0,2.732583234601643,19.144972867271168,2370.904640807143,9.875101950165208,4.131087267467831
3,4000.0,190.0,2.478059840772599,18.160648568736164,1125.0848344544304,7.911106229267165,4.6345540294574565
4,3750.0,160.0,2.6396007376377084,14.893577816739523,1130.3626738850628,8.557615984191731,4.182344494999459
5,2500.0,130.0,2.6507349766632378,7.332335699945207,432.2409794641543,8.031954388526582,3.980532479665944
6,2500.0,190.0,2.2659248285785942,6.6529308587961395,705.6722603454026,6.865699189871588,3.2279750181651092
7,2500.0,235.0,2.0669198793261416,7.0296328697247885,459.32820027751444,6.419251022441497,3.227281820518708
8,4000.0,115.0,3.001675740654578,15.679363348993618,1714.2529712474848,9.332375976407736,4.775142939447058
9,3000.0,115.0,2.9177703081443487,9.729764607355282,1064.39708540963,9.093220550664876,4.239682840583981
10,5000.0,205.0,2.3969198798252527,28.048988351185677,1783.41356092704,7.958951117199008,3.769474500885622
11,5000.0,220.0,2.3215386339739883,27.65384499404409,1145.5273762063293,6.561110188961591,3.677532057672121
12,3000.0,160.0,2.552044878762842,9.96395440358265,779.3954677589496,7.554808525896698,3.981397996265068
13,3000.0,190.0,2.372409562687913,10.221558449243226,1140.0316073276308,7.332596424244863,3.558267440970749
14,3500.0,160.0,2.6167265861975886,12.581741285538834,212.16602392572014,7.746748261446964,4.036269195569622
15,2750.0,205.0,2.2315609811614516,8.226093205430711,1023.8769289789775,6.7401325911568835,3.4452690243403645
16,3250.0,115.0,2.953542871513336,11.037936933059207,1190.84849340174,8.831966122572876,4.365824178252792
17,3000.0,250.0,2.1392121396117254,8.951361603080695,1031.3372418410518,6.825779475152122,3.3618882000377166
18,2750.0,115.0,2.849117789747665,8.252448800624936,1090.0971873355409,8.262699479020895,4.023665723948825
19,3500.0,250.0,2.163986172362799,13.322333133413508,726.1760484697155,7.502134633963489,3.2671670086520783
20,4750.0,160.0,2.6571631544252132,24.325373933497723,1278.3523736139537,7.441546609941436,3.824966803741145
21,3750.0,145.0,2.7338618236772914,15.98424885645145,1083.9074574349327,9.211219560655957,4.198293786234374
22,3500.0,235.0,2.230250081514545,13.265712183495797,1216.9316276152072,7.226478320097134,3.6525493635227697
23,3000.0,100.0,3.0967384695321294,9.485832362831971,1883.1028219259256,9.756280115443008,4.758825704831035
24,4250.0,190.0,2.4629741919800456,24.88806419399668,2205.665934404476,7.499195725871023,4.052202978421726
25,3750.0,190.0,2.458303888128479,16.824916991581553,362.2475726362386,7.714442124991108,4.0879895688006505
26,4000.0,160.0,2.6221013550733887,15.510218787271745,683.8408144219763,6.857775924670938,3.6409876082965558
27,4500.0,250.0,2.216325067343435,21.162816923252038,1199.5345544598238,6.994312537235721,3.163842899727254
28,4750.0,235.0,2.263625189808218,23.692692335375376,195.70488122587966,5.333532507717443,3.566004358346525
