,Lambda,Max_act,speed,persistance,global_order,lcl_order
0,2500,50,0.0,,0.0,0.0
1,10000,75,0.0,,0.0,0.0
2,500,75,0.0,,0.0,0.0
3,10000,100,0.0,,0.0,0.0
4,5000,25,0.0,,0.0,0.0
5,2500,10,0.0,,0.0,0.0
6,500,50,0.0,,0.0,0.0
7,1000,50,0.0,,0.0,0.0
8,10000,10,0.0,,0.0,0.0
9,1000,25,0.0,,0.0,0.0
10,500,100,0.0,,0.0,0.0
11,5000,10,0.0,,0.0,0.0
12,1000,75,0.0,,0.0,0.0
13,5000,75,0.0,,0.0,0.0
14,2500,75,0.0,,0.0,0.0
15,1000,100,0.0,,0.0,0.0
16,2500,100,0.0,,0.0,0.0
17,500,25,0.0,,0.0,0.0
18,5000,50,0.0,,0.0,0.0
19,10000,50,0.0,,0.0,0.0
20,1000,10,0.0,,0.0,0.0
21,2500,25,0.0,,0.0,0.0
22,10000,25,0.0,,0.0,0.0
23,500,10,0.0,,0.0,0.0
24,5000,100,0.0,,0.0,0.0
