,time,center,coords,radius,order,type,iter,n_cells,speed
206,9,17,"[6, 6, 22]",6,1.6443611569047007,GM,2,12.0,1.9181803128389732
207,9,18,"[14, 38, 6]",6,9.649530037981656,GM,2,15.0,2.0703752881445436
208,9,19,"[23, 6, 6]",6,10.952077373902455,GM,2,9.0,2.451390421079111
209,9,20,"[8, 59, 6]",6,1.897388963680065,GM,2,12.0,1.982726130898099
210,10,0,"[53, 12, 35]",12,18.65528084206661,GM,2,15.0,2.226109548323839
211,10,1,"[14, 44, 46]",12,1.486460726110593,GM,2,9.0,2.174395123500386
212,10,2,"[35, 20, 41]",9,4.991851196810494,GM,2,9.0,3.554804006531257
213,10,3,"[51, 51, 15]",8,0.6656307658629714,GM,2,6.0,2.226877785956731
214,10,4,"[56, 25, 20]",8,0.46354313023805815,GM,2,12.0,2.5694298629166514
215,10,5,"[26, 48, 18]",8,3.641683218141978,GM,2,6.0,2.3375559556394614
216,10,6,"[28, 49, 40]",7,11.29532794485555,GM,2,9.0,1.9362453856785424
217,10,7,"[57, 54, 31]",7,16.0314061107662,GM,2,12.0,2.7866721620069654
218,10,8,"[8, 20, 57]",7,14.26896130630189,GM,2,9.0,2.1270097931380736
219,10,9,"[7, 37, 58]",7,14.547652095808587,GM,2,9.0,2.446315435928069
220,10,10,"[48, 7, 10]",7,5.6454366480383555,GM,2,6.0,1.758411599352949
221,10,11,"[58, 58, 56]",7,13.220099014771861,GM,2,12.0,2.485128673459215
222,10,12,"[7, 7, 58]",7,0.5018304741839401,GM,2,9.0,2.18686408398481
223,10,13,"[20, 7, 29]",6,2.3317105477920634,GM,2,15.0,2.160546922887896
224,10,14,"[58, 7, 52]",6,7.927089427730252,GM,2,9.0,1.9874453337629632
225,10,15,"[30, 58, 11]",6,2.575470798330322,GM,2,9.0,2.0551762344767366
226,10,16,"[41, 24, 29]",6,8.448710301900661,GM,2,12.0,2.1298300124379517
227,10,17,"[6, 6, 22]",6,6.921650309025637,GM,2,12.0,2.023542463626496
228,10,18,"[14, 38, 6]",6,0.989443190472791,GM,2,9.0,1.9263007151717606
229,10,19,"[23, 6, 6]",6,11.866508928872406,GM,2,9.0,2.2741342703766696
230,10,20,"[8, 59, 6]",6,4.49886824688528,GM,2,12.0,2.093400310195373
231,11,0,"[53, 12, 35]",12,14.425241116584566,GM,2,12.0,2.081375243686024
232,11,1,"[14, 44, 46]",12,2.1540808185103373,GM,2,3.0,2.3456923389809248
233,11,2,"[35, 20, 41]",9,16.565628954284385,GM,2,6.0,2.7609381590473974
234,11,3,"[51, 51, 15]",8,21.561306933703023,GM,2,9.0,2.6263414685808835
235,11,4,"[56, 25, 20]",8,3.8383498136614094,GM,2,9.0,2.764252641769417
236,11,5,"[26, 48, 18]",8,6.316733350803304,GM,2,9.0,1.9491821992028489
237,11,6,"[28, 49, 40]",7,1.8106195771650562,GM,2,12.0,2.4550002399726467
238,11,7,"[57, 54, 31]",7,10.198731674342739,GM,2,6.0,2.7449213712382132
239,11,8,"[8, 20, 57]",7,7.248050119150413,GM,2,18.0,2.3178445617052295
240,11,9,"[7, 37, 58]",7,11.800815229213583,GM,2,12.0,2.2225557344337523
241,11,10,"[48, 7, 10]",7,10.458692148037713,GM,2,9.0,2.3104564729579504
242,11,11,"[58, 58, 56]",7,18.71984109457675,GM,2,9.0,2.409984183910816
243,11,12,"[7, 7, 58]",7,13.876489060464664,GM,2,15.0,2.2192359785813713
244,11,13,"[20, 7, 29]",6,12.576501280340139,GM,2,12.0,2.004857274739013
245,11,14,"[58, 7, 52]",6,12.492557036588323,GM,2,9.0,1.9190414699220955
246,11,15,"[30, 58, 11]",6,1.541898896706961,GM,2,15.0,2.632710705767015
247,11,16,"[41, 24, 29]",6,2.679208766056057,GM,2,9.0,2.0225942156730294
248,11,17,"[6, 6, 22]",6,23.34659579780866,GM,2,15.0,2.262555968022507
249,11,18,"[14, 38, 6]",6,1.850450864218537,GM,2,12.0,2.910454567809125
250,11,19,"[23, 6, 6]",6,15.81761223842593,GM,2,9.0,2.61586058759326
251,11,20,"[8, 59, 6]",6,4.013217935687933,GM,2,9.0,1.9783180357526504
252,12,0,"[53, 12, 35]",12,29.552924550212886,GM,2,15.0,2.0324213325926666
253,12,1,"[14, 44, 46]",12,9.803064488602864,GM,2,12.0,2.4493581219113802
254,12,2,"[35, 20, 41]",9,11.304166847557212,GM,2,12.0,1.8087113572278308
255,12,3,"[51, 51, 15]",8,26.023869159988344,GM,2,15.0,2.1991305587271723
256,12,4,"[56, 25, 20]",8,3.169403614408189,GM,2,9.0,2.4290681292770913
257,12,5,"[26, 48, 18]",8,10.106927372695807,GM,2,9.0,1.9592874304909063
258,12,6,"[28, 49, 40]",7,0.10375013097533525,GM,2,9.0,2.792938058266073
259,12,7,"[57, 54, 31]",7,26.86769391470463,GM,2,12.0,2.6191146117042465
260,12,8,"[8, 20, 57]",7,11.736591278069383,GM,2,9.0,1.9559326726595825
261,12,9,"[7, 37, 58]",7,19.468217950887045,GM,2,12.0,2.2817341445215296
262,12,10,"[48, 7, 10]",7,1.110760085298395,GM,2,6.0,2.305650580766873
263,12,11,"[58, 58, 56]",7,5.663733551725976,GM,2,9.0,2.5076536673778875
264,12,12,"[7, 7, 58]",7,15.108712970934306,GM,2,12.0,2.3813346594082163
265,12,13,"[20, 7, 29]",6,2.8206190782661977,GM,2,12.0,2.1661747972851546
266,12,14,"[58, 7, 52]",6,19.66983034645839,GM,2,9.0,2.492144163893143
267,12,15,"[30, 58, 11]",6,3.198189811107234,GM,2,9.0,2.0876576140928815
268,12,16,"[41, 24, 29]",6,12.464607283852636,GM,2,15.0,1.9511254467849317
269,12,17,"[6, 6, 22]",6,7.258711940186288,GM,2,6.0,2.298313979962449
270,12,18,"[14, 38, 6]",6,12.52530407443853,GM,2,12.0,2.289799916096509
271,12,19,"[23, 6, 6]",6,16.68204962862105,GM,2,9.0,2.4510468768216445
272,12,20,"[8, 59, 6]",6,5.113670257439729,GM,2,9.0,2.4955321808357436
273,13,0,"[53, 12, 35]",12,21.590388512328154,GM,2,12.0,2.0692113941442014
274,13,1,"[14, 44, 46]",12,7.59876701651347,GM,2,9.0,2.3281073197370947
275,13,2,"[35, 20, 41]",9,4.513453132588637,GM,2,6.0,2.4870972964222156
276,13,3,"[51, 51, 15]",8,15.074934458302565,GM,2,12.0,2.0212105577672035
277,13,4,"[56, 25, 20]",8,0.6290349081038116,GM,2,12.0,2.6735725973100446
278,13,5,"[26, 48, 18]",8,2.5880424193431537,GM,2,6.0,2.528401097040915
279,13,6,"[28, 49, 40]",7,25.122874977988253,GM,2,12.0,2.424563454122652
280,13,7,"[57, 54, 31]",7,19.96960454269253,GM,2,12.0,2.3551387255253684
281,13,8,"[8, 20, 57]",7,10.119476468920745,GM,2,9.0,2.5901629341735464
282,13,9,"[7, 37, 58]",7,10.365917622271475,GM,2,15.0,2.45667448934964
283,13,10,"[48, 7, 10]",7,0.8088027154631519,GM,2,12.0,2.203730315190604
284,13,11,"[58, 58, 56]",7,29.30841139338834,GM,2,18.0,2.1175454785544088
285,13,12,"[7, 7, 58]",7,12.422604145056141,GM,2,9.0,2.4889929548157284
286,13,13,"[20, 7, 29]",6,1.8051658199422462,GM,2,15.0,2.3576942294620173
287,13,14,"[58, 7, 52]",6,3.1878494619712683,GM,2,9.0,1.937212344405566
288,13,15,"[30, 58, 11]",6,4.382835659254454,GM,2,9.0,2.264465747280004
289,13,16,"[41, 24, 29]",6,18.93080954849769,GM,2,12.0,2.275586164487271
290,13,17,"[6, 6, 22]",6,21.377782691933326,GM,2,15.0,2.058799181833097
291,13,18,"[14, 38, 6]",6,4.721011979752802,GM,2,12.0,2.8612284245817534
292,13,19,"[23, 6, 6]",6,11.085784195825347,GM,2,12.0,2.2193090697606
293,13,20,"[8, 59, 6]",6,4.71542756278285,GM,2,12.0,2.456405054907028
294,14,0,"[53, 12, 35]",12,20.67403481755523,GM,2,9.0,2.297114979728359
295,14,1,"[14, 44, 46]",12,22.81621173752604,GM,2,15.0,2.5048853071311665
296,14,2,"[35, 20, 41]",9,1.3623592740518546,GM,2,9.0,2.299152441475638
297,14,3,"[51, 51, 15]",8,9.348524795188219,GM,2,12.0,2.392661852690957
298,14,4,"[56, 25, 20]",8,0.7604593577829775,GM,2,12.0,2.4691194582045655
299,14,5,"[26, 48, 18]",8,4.077081222401709,GM,2,15.0,2.3559947559018073
300,14,6,"[28, 49, 40]",7,12.039058998396385,GM,2,9.0,2.5868268325519512
301,14,7,"[57, 54, 31]",7,24.736356626779035,GM,2,12.0,2.14110918909693
302,14,8,"[8, 20, 57]",7,21.381215047317248,GM,2,15.0,2.093452713668794
303,14,9,"[7, 37, 58]",7,5.969738544912744,GM,2,9.0,1.8781881807505698
304,14,10,"[48, 7, 10]",7,10.453853257787642,GM,2,9.0,2.169530333296788
305,14,11,"[58, 58, 56]",7,14.147250749780092,GM,2,12.0,2.6763191526052186
306,14,12,"[7, 7, 58]",7,13.065744918961158,GM,2,12.0,2.130295089387205
307,14,13,"[20, 7, 29]",6,3.2687512127463236,GM,2,9.0,2.6726806036986424
308,14,14,"[58, 7, 52]",6,16.339928348693576,GM,2,15.0,2.746595319704679
