,time,iter,type,v_x,v_y,v_z,order,variance,n_cells
486,88,1,GM,-290.23548434199887,184.54874176280387,237.13547587050198,417.76561415918155,9.010706831082567,1359
487,89,1,GM,-310.3818161003507,187.52001372519388,201.05891328214068,414.63877522904704,8.815307037658238,1359
488,90,1,GM,-318.3376075148205,184.9962090296456,218.08208981322423,427.92782990932415,8.952584856611665,1359
489,91,1,GM,-290.0490005425233,179.80191154920985,224.92203902539168,408.71392654496907,9.081672583634866,1359
490,92,1,GM,-291.7865324052045,160.16665117969595,253.2334820667622,418.2343040483756,8.838301551635555,1359
491,93,1,GM,-314.92554481731355,158.7546035171094,214.66345945126534,412.8698629591913,8.909498315066747,1359
492,94,1,GM,-328.3569232586564,198.8741967499514,257.24174313380615,462.10662145802314,8.862213036002771,1359
493,95,1,GM,-326.3357961443097,224.59214935630195,234.99094858676446,460.60550508578524,8.981815660564306,1359
494,96,1,GM,-305.8424339908531,171.49978951215243,228.2920044942262,418.4124897133853,9.072012705297357,1359
495,97,1,GM,-336.68395807731963,132.0269312021369,193.58122471078653,410.19615886767167,9.066564917376324,1359
496,98,1,GM,-352.21197879109144,171.10598227790686,202.33964547391508,440.7628243236188,8.91400931257294,1359
497,99,1,GM,-364.6347133145589,174.83530993134812,146.7598600453027,430.1910230040812,9.002608301296041,1359
498,100,1,GM,-330.191636564714,197.1538710206903,112.33707518217709,400.64421145976047,8.64254841081375,1359
499,101,1,GM,-298.2233998548845,277.04779503626213,84.3604836925701,415.70346181419444,8.581705969402705,1359
500,102,1,GM,-244.87780698367854,252.92565363405012,37.62259090945929,354.05082398730235,8.642750940641738,1359
501,103,1,GM,-284.7562154636752,226.00147519997964,17.006815269563923,363.93955652467224,8.75582436580175,1359
502,104,1,GM,-266.8041971578742,264.8445228518345,-17.144829683885344,376.3257180828373,8.647959674817189,1359
503,105,1,GM,-255.72845182097757,293.1558214392978,-53.771784189420615,392.71972383548183,8.800439790661473,1359
504,106,1,GM,-242.1535694564557,319.62069974844655,-89.21456553381543,410.79798150864445,8.514131736163923,1359
505,107,1,GM,-298.9391508535687,191.2961900964569,-75.11191883822798,362.768036918956,8.54491745476533,1359
506,108,1,GM,-308.9646697698292,221.54270910139087,-99.04673902285981,392.8747836563523,9.152842386032287,1359
507,109,1,GM,-305.07334557886213,237.34049134889617,-74.57481233581244,393.65169585731104,8.886990100677796,1359
508,110,1,GM,-306.9329683190816,241.3092204403549,-95.56104268359724,401.9575845651758,8.879843802319044,1359
509,111,1,GM,-298.80869080264335,206.20287267747796,-115.49998554732436,380.9809772955417,9.191371521821491,1359
510,112,1,GM,-265.44217960561275,217.91218326822946,-123.51908509733182,364.96881334408107,8.950059655092822,1359
511,113,1,GM,-303.11385979129,243.84726950016105,-147.90799558100719,416.19259723960636,8.918852306028906,1359
512,114,1,GM,-273.9381264415304,234.67400281826497,-131.23127229893416,383.84323824478133,8.796857579264804,1359
513,115,1,GM,-284.64371957802297,256.8352787455712,-157.10376113772625,414.32837130366437,9.05046010023383,1359
514,116,1,GM,-313.65213409025813,269.368337026276,-137.55477846474702,435.7272992252841,9.097930249757624,1359
515,117,1,GM,-302.00003582869033,231.84295132158005,-180.69946612471134,421.43501607695873,8.874398534709155,1359
516,118,1,GM,-305.3606209771943,205.7627042226206,-170.16057976953127,405.63286627205935,8.534661317854024,1359
517,119,1,GM,-318.8370312497238,225.33218156910357,-185.2084786610749,432.12709370598213,8.822084396084422,1359
518,120,1,GM,-267.25722991845186,189.80374854381577,-175.11960759221708,371.6433328720164,8.933508819599535,1359
519,121,1,GM,-230.1407152259968,188.27292554501554,-203.97964131836736,360.58166532754007,8.615942458435201,1359
520,122,1,GM,-223.24109769691657,196.08350796454263,-192.65310581964013,354.11939932536677,8.677664301292616,1359
521,123,1,GM,-265.19779433262664,204.37695214107782,-147.2111595151156,365.7470904479643,8.75736120226829,1359
522,124,1,GM,-270.64222601518736,194.55084845531053,-192.095332325629,384.7049048796113,8.901579859553683,1359
523,125,1,GM,-235.6560523972947,211.84544299434668,-163.1740799232791,356.42397100609855,8.864863348855488,1359
524,126,1,GM,-215.7652471203181,204.61205357918413,-193.7869778654993,354.92834083097165,8.833266641536932,1359
525,127,1,GM,-195.302702724147,218.09508618355576,-183.03066823512268,345.26632882944824,9.096438690082794,1359
526,128,1,GM,-210.28851395690896,217.2768644591841,-165.9389762693268,344.9148282934962,8.84290128448985,1359
527,129,1,GM,-216.51411848039493,192.86304837727363,-154.73174713116273,328.65853480623196,8.903628177860252,1359
528,130,1,GM,-212.30541980216174,197.75993811699675,-193.9525797294478,348.99883607989057,9.502458548677625,1359
529,131,1,GM,-182.47828408381963,239.46279052063753,-203.2476620476582,363.2497272317558,9.224458622339997,1359
530,132,1,GM,-182.7284586108507,241.8207043075068,-287.9747815685005,418.08661475524616,8.739676148822253,1359
531,133,1,GM,-171.58728806613152,184.7827829143487,-298.99939506918787,391.1361815777226,8.737743551662703,1359
532,134,1,GM,-126.81069425504108,201.22320340914973,-282.616733593456,369.3831992318005,8.526519969499159,1359
533,135,1,GM,-144.88311027898175,208.8388389819574,-341.0771608774617,425.3685531203187,8.456717493555399,1359
534,136,1,GM,-120.95884247574799,193.26055821078447,-365.3721741433423,430.671000383413,8.71756673534795,1359
535,137,1,GM,-60.71931904654502,176.178594646347,-364.77678304910137,409.61913330396214,9.060407584773877,1359
536,138,1,GM,-120.22883980268438,161.00505858362956,-334.9554506104098,390.60562810005723,8.816872461810622,1359
537,139,1,GM,-180.66775783626184,216.2354698713004,-333.59842087134996,436.6766808061802,8.761424494283894,1359
538,140,1,GM,-146.63430892946107,226.20643096894435,-369.64592320665383,457.503091257565,8.87545061677267,1359
539,141,1,GM,-141.26518136226724,235.9467701402859,-394.131570987007,480.5896639063655,9.093948106540473,1359
540,142,1,GM,-152.29749915208026,191.288178735074,-362.7691878409284,437.4782042782546,9.161617826891414,1359
541,143,1,GM,-182.89300817426053,251.32464450425215,-417.6604883525323,520.6286708442924,9.447242931613177,1359
542,144,1,GM,-181.26906904940026,235.28002621843734,-447.37556070603677,536.9916744684461,8.77184545456405,1359
543,145,1,GM,-124.32859772521228,226.61585954098976,-421.44715664951593,494.39867905950246,9.052944029927279,1359
544,146,1,GM,-162.33952282663273,247.2918250896557,-437.9562591476575,528.5007590858899,9.083448222777486,1359
545,147,1,GM,-129.58571262068818,256.1004986322092,-429.0215640364339,516.1777065346253,8.784334016182678,1359
546,148,1,GM,-80.39594385920041,259.93995023468403,-396.57471689182364,480.9405281267652,8.770313932843214,1359
547,149,1,GM,-110.36065185118365,174.926367129082,-402.97265223422744,452.9521672789348,8.605477545200342,1359
548,150,1,GM,-119.78860252256331,187.12684791745434,-387.45722680428105,446.6417682088128,8.889808797786953,1359
549,151,1,GM,-107.76387855465823,218.93537175966074,-373.8994177929997,446.48239064338037,8.68964444763803,1359
550,152,1,GM,-103.0124326842785,258.760755249628,-394.8706381849521,483.2095928740263,9.279872566379513,1359
551,153,1,GM,-127.29857359735377,292.83962654776644,-346.7440191082044,471.3718155595082,9.036907910891196,1359
552,154,1,GM,-142.16395014665252,244.90564377694767,-318.1230304288436,425.90095745881115,8.801337116744872,1359
553,155,1,GM,-120.11253669896824,215.80928235838144,-312.9995679199987,398.7096654740219,8.824951039651852,1359
554,156,1,GM,-138.11798929508493,220.1859688125355,-399.08894851126325,476.26718200255806,9.129988931181487,1359
555,157,1,GM,-119.14384159062071,255.47625993216894,-407.8962548407001,495.825300979054,8.871678817135416,1359
556,158,1,GM,-162.82044883491417,249.65482664848582,-396.03637202478245,495.66403843151693,8.919841972572758,1359
557,159,1,GM,-98.94753628533675,262.20543593738086,-426.1001136082824,510.00354154558687,8.711502581540671,1359
558,160,1,GM,-89.93426803194646,287.6694447333133,-423.0246622446087,519.4148119439607,8.974081919799415,1359
559,161,1,GM,-122.32978907227395,252.4780583810094,-404.34913619664195,492.14629044754764,8.740729251993784,1359
560,162,1,GM,-140.95031969046877,226.5059026244529,-396.7903877861247,478.1365164720498,8.802453509073729,1359
561,163,1,GM,-142.1003120026519,241.00135460444469,-433.6974125508554,516.1081255374063,8.777684199291734,1359
562,164,1,GM,-118.70161389687854,291.1629824126982,-438.4115388581352,539.5096225955002,9.379234465455518,1359
563,165,1,GM,-107.19877930670849,335.46915991970445,-468.3849895276715,586.0167522835142,9.456475074061684,1359
564,166,1,GM,-126.00592283113929,297.87876256785864,-448.7822770380443,553.1860283493588,8.917100274273103,1359
565,167,1,GM,-131.811739448289,278.52351119140883,-445.0658348126135,541.3254827367939,9.028901223599453,1359
566,168,1,GM,-81.58421970738561,244.39619954011684,-404.4237844164953,479.5248530125164,9.275147155906856,1359
567,169,1,GM,-102.93928505035376,243.52247098844182,-429.6327579672899,504.46406908874525,8.906132512306232,1359
568,170,1,GM,-71.79011390933405,251.74942493287168,-401.40029378121574,479.2220667465064,9.063113667556204,1359
569,171,1,GM,-147.94053708802488,250.15750543667025,-448.6977887907451,534.5978728969047,8.719074603697003,1359
570,172,1,GM,-92.75602287056424,197.60822078160868,-426.67882371026707,479.2781106017828,8.795158244402382,1359
571,173,1,GM,-164.84871355835926,257.2919047362217,-488.8714252235174,576.5149547103806,8.97527133133436,1359
572,174,1,GM,-133.571413834629,273.28761766966045,-445.6319108583119,539.5509656562303,9.129125671260837,1359
573,175,1,GM,-126.25293608314162,292.83557923912974,-397.16844296510885,509.347869756279,9.187147487420605,1359
574,176,1,GM,-155.96197810039868,291.30644874595953,-372.6421653599864,498.04193507991977,9.081536290980713,1359
575,177,1,GM,-133.04266638634516,316.6906492664812,-372.13791517852553,506.4384921443405,9.346192065811922,1359
576,178,1,GM,-163.43688110834162,341.5625549726638,-338.9903691486845,508.22343850066335,9.26379325218548,1359
577,179,1,GM,-180.08083649665642,309.7205478907816,-369.0868703313805,514.3744193776696,9.295749499944943,1359
578,180,1,GM,-190.3663766738667,290.84866642740104,-366.8889919406709,505.4105623528022,9.051239394599918,1359
579,181,1,GM,-156.20627556395294,275.9062108364873,-371.770583053784,488.60823174385865,9.149836683108418,1359
580,182,1,GM,-169.6217909213718,215.12558646015628,-321.9557132082364,422.7363849642279,9.000213055642432,1359
581,183,1,GM,-181.4073863310641,249.0636617507092,-335.42816724778646,455.47052901735435,8.884146891812339,1359
582,184,1,GM,-177.17901042583824,259.87144618936577,-364.39562147139,481.36237828433605,8.887690921171144,1359
583,185,1,GM,-190.20233068526804,245.3732282615507,-388.3118891236575,497.16302253927415,9.394845591476406,1359
584,186,1,GM,-219.45769338147093,246.64202554547413,-421.41936286715656,535.3393758624992,9.465754872170104,1359
585,187,1,GM,-210.5548253802966,228.41411033576244,-388.0489406108349,497.0797929916246,9.279055858251152,1359
586,188,1,GM,-211.93042649420707,165.95177683822803,-425.6055839785723,503.58178186221465,8.544296064272405,1359
587,189,1,GM,-158.91117465501583,196.6846144367718,-396.43046956438445,470.20709925033765,8.563616661957374,1359
588,190,1,GM,-134.23609797553416,181.6316319856265,-348.89673138191216,415.61798433951515,8.78975869852796,1359
589,191,1,GM,-108.07426664938647,189.31272489172508,-404.50013372621885,459.49941578010913,8.808460747835175,1359
590,192,1,GM,-158.11722339534472,171.49474561196243,-347.8981390429341,418.8610978072585,9.059824654227638,1359
591,193,1,GM,-177.5611762529647,249.32303625519683,-333.3678410489843,452.57492768104976,9.34806009158026,1359
592,194,1,GM,-202.2272994601298,221.17230685538175,-383.01052163405825,486.32307126956414,9.04399996916238,1359
593,195,1,GM,-224.70275157782726,229.36657416025014,-363.7695833123696,485.2099150387503,8.916450045451715,1359
594,196,1,GM,-221.68566477922784,267.5899164585753,-395.6073211396211,526.5491903879283,8.905111593092878,1359
595,197,1,GM,-201.67000520529916,232.15023485235716,-376.4242300820122,486.0655547704914,8.92989690688343,1359
596,198,1,GM,-174.12006577833924,226.12884282853662,-358.6184433127879,458.3221997129459,8.992240105523726,1359
597,0,R,OF,-1.8827957562305975,-140.08621958784838,62.784511871608736,153.52390292469357,13.797555806318924,1740
598,1,R,OF,-13.813463564118283,-223.51036343350876,129.33137954262153,258.6006575247132,15.644232856123743,1740
599,2,R,OF,17.893854941686495,-352.7468075146875,162.49064775491618,388.7849159423374,16.556409209373193,1740
600,3,R,OF,1.909297801132295,-499.55977311579437,184.2210772501602,532.4481361004157,16.926332925607205,1740
601,4,R,OF,7.343328347419244,-622.8888484220932,277.46442549720746,681.9317776554448,17.60407009913664,1740
602,5,R,OF,16.393185982353106,-775.5119805263457,421.36976423902,882.7457429528587,18.353486834124503,1740
603,6,R,OF,49.27403518705222,-921.9080712034698,584.9941283330064,1092.959538353461,19.425359071796674,1740
604,7,R,OF,82.864606701014,-1042.4547353019698,709.660122826312,1263.8021633654018,19.96566544450397,1740
605,8,R,OF,89.55624006871368,-1152.8717407723796,824.7844041991146,1420.3530843479978,20.54167138142741,1740
606,9,R,OF,97.52460452916894,-1263.730477104035,899.638204420943,1554.3084205214552,21.2449136549458,1740
607,10,R,OF,105.98433205443104,-1307.940981513467,970.2486726354678,1631.96960036464,21.960454390886614,1740
608,11,R,OF,100.39381971703672,-1323.1356197508208,1017.4237066797402,1672.0998134694912,22.45794295890396,1740
609,12,R,OF,71.00450562533683,-1336.0479936724257,1030.7607812553886,1688.9445430177486,22.65583429320643,1740
610,13,R,OF,55.57242908038832,-1325.4375246900636,1052.3175625238575,1693.2941797356332,22.55110801510319,1740
611,14,R,OF,78.21253190637674,-1336.4552201578902,1044.9312765331053,1698.2670956924255,22.702322113565213,1740
612,15,R,OF,72.44109628052306,-1326.7172957854737,1064.0315219545312,1702.230764344106,23.18991492755183,1740
613,16,R,OF,97.39524817497802,-1284.6872418413354,1114.715175072941,1703.6716424401918,23.023240924814225,1740
614,17,R,OF,94.73068561714132,-1267.3597742849704,1130.097489086857,1700.67487636925,23.125596972795567,1740
615,18,R,OF,69.22022658050538,-1241.3456604117564,1161.4179747302603,1701.358927568635,23.109955038276066,1740
616,19,R,OF,64.66352298307875,-1244.6738440563054,1154.1351676641927,1698.6530942254624,23.138489733457135,1740
617,20,R,OF,78.99791225082335,-1270.4670263761614,1123.378925530217,1697.7359469524404,23.257597235600066,1740
618,21,R,OF,65.95615871400767,-1285.7588290149595,1113.1113435531358,1701.9232780618795,23.423347720582477,1740
619,22,R,OF,79.05461559054989,-1266.4604255722754,1138.3063484847985,1704.6738646402937,23.025541675520895,1740
620,23,R,OF,91.38838344421823,-1267.480464596373,1129.628077887928,1700.2700253532553,23.13457404641234,1740
621,24,R,OF,86.3812094168832,-1266.8866701108473,1135.0546333179516,1703.177198315379,23.506326525344168,1740
622,25,R,OF,75.56273470687469,-1265.04000973212,1142.741622083803,1706.427369665098,23.059762061326733,1740
623,26,R,OF,91.91958400521823,-1237.0607400442907,1163.7365315962031,1700.8971748621905,22.948025322069526,1740
624,27,R,OF,76.39670698583176,-1255.6768828233457,1147.9094007905326,1703.0140584617945,22.995880512521797,1740
625,28,R,OF,61.50217131507707,-1267.4056776628754,1130.2898222329827,1699.3100809128478,22.947774300273622,1740
626,29,R,OF,65.48758084910119,-1266.06405944739,1138.0956995509694,1703.6633021833516,23.3681870798083,1740
627,30,R,OF,97.88670619822398,-1272.7762327071039,1125.754550206895,1702.0177593391772,23.28045130254812,1740
628,31,R,OF,113.16758519594117,-1267.614549878333,1126.28175876509,1699.4599582012263,23.19777673377485,1740
629,32,R,OF,104.47087976937149,-1236.0136292920326,1160.9402378850639,1698.9485255463385,23.282796702858295,1740
630,33,R,OF,127.01675284621946,-1234.4290423058656,1155.8550815705835,1695.8624017249497,22.99553904023314,1740
631,34,R,OF,122.12374923484603,-1254.4487662622794,1147.1481804111806,1704.2607972739422,23.132855348416133,1740
632,35,R,OF,90.56363051054673,-1249.7089253904667,1156.939554153831,1705.4276007317083,22.94907169502223,1740
633,36,R,OF,67.67714944975177,-1251.4000824894856,1155.8478404567725,1704.8655645830024,22.906237044850368,1740
634,37,R,OF,89.6880955059294,-1252.8920993214895,1150.8877316585758,1703.621183802289,22.669556273625755,1740
635,38,R,OF,101.0377619507608,-1238.2301234344782,1166.450990465032,1704.1215863539303,22.998437215484667,1740
636,39,R,OF,111.32690484159164,-1250.9775282442542,1152.583004296782,1704.6366292285018,23.218479864614228,1740
637,40,R,OF,113.53489248364201,-1238.5779900299656,1151.6007950013463,1695.036872827749,22.893877920503655,1740
638,41,R,OF,125.9654413282117,-1231.7088327894753,1163.0187546068494,1698.7014348460089,23.413244793837045,1740
639,42,R,OF,124.84500023053396,-1249.2129470815469,1153.1334323263952,1704.6512763575952,23.30742054647289,1740
640,43,R,OF,151.02660251701073,-1222.6339078698118,1180.9287639341449,1706.5273079642957,23.0712057363899,1740
641,44,R,OF,180.0334693644137,-1192.8108939426065,1203.4670053640411,1703.9784951106162,22.853622157389374,1740
642,45,R,OF,164.23822146727574,-1173.6595205600045,1226.405430488715,1705.4386953285903,22.932730029082702,1740
643,46,R,OF,158.31511433839066,-1165.636949221186,1231.9031841384879,1703.3374967716163,22.95523269813866,1740
644,47,R,OF,194.7490627521416,-1151.7592139309072,1235.4179982483943,1700.215902382297,22.81410395763711,1740
645,48,R,OF,211.87039205543925,-1148.3213440149248,1231.2666746220182,1696.9232735114254,22.794416748987267,1740
646,49,R,OF,239.52111543844188,-1164.5095797358722,1214.9779851633566,1699.889534784276,22.963385522822332,1740
647,50,R,OF,233.35429947293994,-1196.3676142589886,1185.933766989494,1700.6435832402221,22.969515133778746,1740
648,51,R,OF,197.49215917595507,-1193.6777874079328,1193.2600093420506,1699.33494726086,23.01435707306694,1740
649,52,R,OF,183.14696576875804,-1190.9827509632523,1197.57194813492,1698.8705939894205,22.837445349654118,1740
650,53,R,OF,189.66945401442223,-1186.6257733101825,1205.4481055403528,1702.1046862108522,22.905166800154177,1740
651,54,R,OF,216.6033203974356,-1180.6655337371635,1205.7509357403499,1701.3886739956818,22.92406982693325,1740
652,55,R,OF,235.333597992952,-1189.2366814632314,1196.1499667544213,1703.0679756981488,22.976971725617855,1740
653,56,R,OF,217.3045276713136,-1198.0775181626275,1182.6300386692265,1697.4170983102383,22.88843534973724,1740
654,57,R,OF,215.42667144856307,-1229.9887979434536,1156.1922007559797,1701.781859971114,23.117255104886514,1740
655,58,R,OF,224.7655403709332,-1230.4796356257957,1153.5319219769428,1701.5391787578235,23.199530558584,1740
656,59,R,OF,204.45159561964442,-1221.3001188268188,1171.3446839856656,1704.5300830138783,23.083164419366256,1740
657,60,R,OF,200.69502660825984,-1225.735815485825,1164.6625652994005,1702.6877793887436,23.41790645479635,1740
658,61,R,OF,187.67471319204444,-1221.5328613886438,1166.591948308783,1699.500251039383,22.95363591327772,1740
659,62,R,OF,167.72595708608648,-1193.6513475241532,1203.220953291263,1703.1371637556988,22.900382340913346,1740
660,63,R,OF,175.75488570062666,-1175.4570894745023,1213.6861200127562,1698.7122025096326,22.966981178737942,1740
661,64,R,OF,151.7318859192381,-1163.5454127160015,1229.7905223822488,1699.7779918560727,23.05932943244495,1740
662,65,R,OF,139.49275044735995,-1165.3577373569597,1232.5555891351091,1701.9724333118024,22.996435086692053,1740
663,66,R,OF,125.95877478897953,-1132.680645453708,1261.4686503655723,1700.0394740672664,22.9941036962572,1740
664,67,R,OF,132.52743155458205,-1124.5817908716047,1268.0043710695375,1700.024355568441,22.867372818965514,1740
665,68,R,OF,145.380711004043,-1134.1874333000276,1259.372329330024,1701.0394906849976,22.99656650374637,1740
666,69,R,OF,109.49854120652992,-1141.9693450453035,1260.080895662212,1704.0797455408124,23.233961766220155,1740
667,70,R,OF,91.19962342915062,-1158.1892169325708,1242.7640213628492,1701.229568966652,23.22470309015358,1740
668,71,R,OF,122.40229538220154,-1177.040164671376,1228.1176752204965,1705.4849443350265,23.065759371909035,1740
669,72,R,OF,113.52252116917253,-1175.471593722982,1228.9696323226624,1704.4022963002462,23.32980445617274,1740
670,73,R,OF,133.46606169315214,-1165.5732738031807,1228.328568814803,1698.5774398580616,23.19295285484096,1740
671,74,R,OF,111.19455940522057,-1183.6282589462246,1212.3034917611988,1697.9457710874592,22.969976441762096,1740
672,75,R,OF,103.47035551107807,-1217.6964118035035,1185.6403328207364,1702.7136179052493,23.20387782780827,1740
673,76,R,OF,145.8556632940158,-1218.4452444364972,1182.210703423078,1703.967380994408,23.033751490870984,1740
674,77,R,OF,172.3688905086398,-1198.286877779052,1192.6208605227328,1699.3960670857844,22.903581359736965,1740
675,78,R,OF,162.15351927653438,-1199.8632613902173,1190.4505857404088,1697.9806261961344,23.15050006049564,1740
676,79,R,OF,147.27610258438142,-1210.0126483587337,1189.679476086044,1703.2786370411993,23.037997048777537,1740
677,80,R,OF,148.49570763401275,-1182.6596498930348,1219.9733468645202,1705.5995396723877,22.926303006677788,1740
678,81,R,OF,178.71845702917375,-1174.0351640311228,1217.975571669481,1701.1065064974837,22.838500683876685,1740
679,82,R,OF,186.03932104915788,-1207.4928932747803,1185.7564256546766,1702.5475080792567,23.16932996167534,1740
680,83,R,OF,218.38143552211432,-1218.2192637253443,1161.0204879447217,1696.972951852686,22.87130241342946,1740
681,84,R,OF,218.34276733075663,-1250.255974156906,1129.9460033485254,1699.291480424707,23.055625427923207,1740
682,85,R,OF,206.2581940862146,-1257.4206635959886,1125.419663552514,1700.0642890716035,23.156909716159607,1740
683,86,R,OF,203.7663871701827,-1257.0854015583993,1128.6271772563614,1701.64148767985,22.845631168535864,1740
684,87,R,OF,205.03488987872976,-1268.9126021694647,1116.497690923787,1702.570289841278,23.11051237151035,1740
685,88,R,OF,209.3837589805321,-1259.6843778280597,1124.278528087055,1701.3666562462304,22.91221734889118,1740
686,89,R,OF,243.51904212447369,-1244.3321639775759,1134.1692373473138,1701.1772150870484,22.993271977536075,1740
687,90,R,OF,241.84507251025528,-1238.6412051320228,1140.0121072955349,1700.6906476278414,23.351899316033723,1740
688,91,R,OF,228.42665880052937,-1208.1081567369313,1175.914994915831,1701.3171756298054,23.367904899275736,1740
689,92,R,OF,209.50294245237654,-1214.6321774895437,1173.6106793459383,1701.9356145765412,22.85959955216604,1740
690,93,R,OF,194.9822698732265,-1209.998981008585,1174.6979407639342,1697.6545206966455,23.055263942720902,1740
691,94,R,OF,195.99718267939983,-1196.982334544585,1190.9238940156988,1699.8474420275434,22.962316614505053,1740
692,95,R,OF,170.3630074125948,-1195.2887506616487,1197.871786841622,1700.7749908392025,23.56727917401111,1740
693,96,R,OF,167.43700688881464,-1207.0145965320908,1184.8175049593494,1699.6211070634267,23.280109684732793,1740
694,97,R,OF,162.1427847772226,-1225.2394286345432,1169.2696034635464,1701.3798358155693,23.082772612362348,1740
695,98,R,OF,149.17876445205306,-1228.020645055982,1171.3958288910437,1703.6599415348376,23.23090662541354,1740
696,99,R,OF,167.98472156116063,-1200.2958768420324,1193.913619561537,1701.2815139231056,23.027385882872288,1740
697,100,R,OF,171.23937430328925,-1193.161731491821,1204.0071901529857,1703.6992559569985,22.937642402105837,1740
698,101,R,OF,156.87652762690513,-1189.835166137129,1206.6498717322893,1701.8583608656727,23.01299437338366,1740
699,102,R,OF,147.30931855133272,-1187.132176655638,1211.5745616266165,1702.614389274312,22.894355046455416,1740
700,103,R,OF,146.23998389019084,-1176.2105958816978,1217.089631183582,1698.8715869915447,23.0007274926748,1740
701,104,R,OF,180.3593117215584,-1167.9719240963882,1222.80438518877,1700.5700400862586,22.886186416475464,1740
702,105,R,OF,189.91245608537272,-1158.9478875562818,1228.0010145904334,1699.1802255448597,22.785355210061997,1740
703,106,R,OF,150.40649598372934,-1165.5468830028137,1220.3792048709058,1694.2393733451665,22.78136338720389,1740
704,107,R,OF,148.5064066602965,-1166.0685185503542,1233.200634437298,1703.6882776934065,23.038431750151084,1740
705,108,R,OF,142.18244889289093,-1192.1434603542507,1207.1354816552223,1702.5269307442898,23.014930899016026,1740
706,109,R,OF,144.96922999960145,-1230.0773961803945,1162.5637660966877,1698.7233407713957,22.94497240791899,1740
707,110,R,OF,162.5226289285657,-1240.4347542824448,1153.575189975816,1701.713167215128,23.147586920229344,1740
708,111,R,OF,158.73737521132503,-1236.9204452594465,1157.8159866341475,1701.677878182417,23.047012362438373,1740
709,112,R,OF,187.71664428772357,-1230.1135233936889,1161.7823747703362,1702.3968706813582,22.98264855237889,1740
710,113,R,OF,201.9675608657965,-1232.614576616009,1151.6075133763163,1698.920084934287,23.102092259813098,1740
711,114,R,OF,217.74627376548554,-1233.613090908829,1148.9780177644802,1699.8132788945916,23.006449607683916,1740
712,115,R,OF,240.16771918053908,-1234.5138485295274,1147.5178052541514,1702.4987779504781,23.141299397005724,1740
713,116,R,OF,258.0627703633225,-1197.6055857379988,1175.444217017962,1697.7999410293953,23.05683729952709,1740
714,117,R,OF,268.4880241974445,-1177.7821071669316,1191.7148981737816,1696.8915432723954,22.7644250663238,1740
715,118,R,OF,275.9753195848946,-1161.4834352714577,1209.715316791683,1699.593273436434,22.71690339766234,1740
716,119,R,OF,291.2422236873741,-1160.0032390881418,1201.9065232145797,1695.585101992556,22.617588308379563,1740
717,120,R,OF,302.5096210442586,-1143.4772314182387,1219.2586896075964,1698.7183409205584,22.51854309919856,1740
718,121,R,OF,286.11142403101053,-1124.7529085334081,1241.6960133630746,1699.6287364648688,22.60998717027822,1740
719,122,R,OF,258.7223793533297,-1120.803177750806,1258.0167839572139,1704.6240821813483,22.946084601255794,1740
720,123,R,OF,233.36068135069263,-1130.5001191425913,1250.7493931458362,1702.016971547743,22.757444524882008,1740
721,124,R,OF,231.84594549298112,-1119.922987456744,1264.5771340496292,1705.032365744635,22.6922627281678,1740
722,125,R,OF,238.20543756807757,-1124.6620829703343,1258.2097679967612,1704.3175911902786,22.870272699865644,1740
723,126,R,OF,224.56968071123148,-1132.5013690251758,1252.281938063103,1703.2912096108882,22.660286497970716,1740
724,127,R,OF,222.31890874766444,-1124.1679161599275,1261.233048895962,1704.0798116688989,22.888747769664313,1740
725,128,R,OF,211.08386545691647,-1109.5991894758654,1275.499847168126,1703.7214031841131,22.766124332917705,1740
726,129,R,OF,206.4221722261393,-1101.5051984625095,1277.8356048478508,1699.6433886093175,22.49439718271144,1740
727,130,R,OF,191.74637460598143,-1100.303209264916,1281.6413755014098,1700.0113058125105,22.565602989771957,1740
728,131,R,OF,212.37495342253024,-1093.6946460699353,1290.1109655482953,1704.5988980141979,22.55939515969361,1740
729,132,R,OF,227.40155878724374,-1067.9212931510428,1303.931361561672,1700.7070156168404,22.421408632936213,1740
730,133,R,OF,239.80987146213926,-1062.2655278424136,1309.0157247841375,1702.7739115411507,22.689999000985406,1740
731,134,R,OF,236.68638127975436,-1048.8911239744032,1311.7936496095504,1696.1708676284757,22.678271603490526,1740
732,135,R,OF,238.38501620857596,-1049.5755641841106,1314.7860031094351,1699.1464077170162,22.623401585968963,1740
733,136,R,OF,286.9178752192692,-1083.5905024778663,1280.0282481468864,1701.4589504994124,22.42770615578963,1740
734,137,R,OF,295.01929973552456,-1080.2104238796585,1284.9119158939725,1704.3736616954127,22.542524135118697,1740
735,138,R,OF,287.40530011405247,-1093.8495784407125,1274.232956302358,1703.7541881725838,22.551245804132627,1740
736,139,R,OF,271.9847027992587,-1071.8725207209932,1293.8184258688127,1702.0142473996007,22.709644652241202,1740
737,140,R,OF,281.582447584965,-1072.9427314733914,1280.2810578982187,1693.9936148116094,22.460946848019077,1740
738,141,R,OF,288.9792814905273,-1068.5960386985066,1288.0984630472399,1698.4122495900644,22.457531113291072,1740
739,142,R,OF,292.8090043248172,-1077.7843369651982,1284.5273446147269,1702.165294289648,22.555402977909935,1740
740,143,R,OF,283.7645112975366,-1100.071818416355,1266.2435901559543,1701.1916803102572,22.58001941582779,1740
741,144,R,OF,278.6010163809237,-1103.6279594313733,1265.898978670886,1702.3846285041263,22.716985521551305,1740
