,time,center,coords,radius,order,type,iter
435,39,6,"[53, 22, 22]",6,0.5555555555555556,ER,1
436,39,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
437,39,8,"[48, 6, 55]",6,0.2,ER,1
438,39,9,"[59, 45, 44]",6,0.06666666666666667,ER,1
439,39,10,"[23, 59, 6]",6,0.1111111111111111,ER,1
440,40,0,"[51, 32, 48]",7,0.16666666666666666,ER,1
441,40,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
442,40,2,"[13, 58, 48]",7,0.7777777777777778,ER,1
443,40,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
444,40,4,"[47, 41, 30]",7,0.16666666666666666,ER,1
445,40,5,"[48, 24, 7]",6,0.16666666666666666,ER,1
446,40,6,"[53, 22, 22]",6,0.1111111111111111,ER,1
447,40,7,"[28, 38, 51]",6,0.16666666666666666,ER,1
448,40,8,"[48, 6, 55]",6,0.5,ER,1
449,40,9,"[59, 45, 44]",6,0.1111111111111111,ER,1
450,40,10,"[23, 59, 6]",6,0.16666666666666666,ER,1
451,41,0,"[51, 32, 48]",7,0.1111111111111111,ER,1
452,41,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
453,41,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
454,41,3,"[25, 13, 7]",7,0.5555555555555556,ER,1
455,41,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
456,41,5,"[48, 24, 7]",6,0.5,ER,1
457,41,6,"[53, 22, 22]",6,0.6666666666666666,ER,1
458,41,7,"[28, 38, 51]",6,0.06666666666666667,ER,1
459,41,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
460,41,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
461,41,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
462,42,0,"[51, 32, 48]",7,0.16666666666666666,ER,1
463,42,1,"[40, 32, 56]",7,0.1111111111111111,ER,1
464,42,2,"[13, 58, 48]",7,0.16666666666666666,ER,1
465,42,3,"[25, 13, 7]",7,0.1111111111111111,ER,1
466,42,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
467,42,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
468,42,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
469,42,7,"[28, 38, 51]",6,0.1111111111111111,ER,1
470,42,8,"[48, 6, 55]",6,0.16666666666666666,ER,1
471,42,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
472,42,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
473,43,0,"[51, 32, 48]",7,0.0,ER,1
474,43,1,"[40, 32, 56]",7,0.5555555555555556,ER,1
475,43,2,"[13, 58, 48]",7,0.16666666666666666,ER,1
476,43,3,"[25, 13, 7]",7,0.16666666666666666,ER,1
477,43,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
478,43,5,"[48, 24, 7]",6,0.16666666666666666,ER,1
479,43,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
480,43,7,"[28, 38, 51]",6,0.0,ER,1
481,43,8,"[48, 6, 55]",6,0.16666666666666666,ER,1
482,43,9,"[59, 45, 44]",6,0.5,ER,1
483,43,10,"[23, 59, 6]",6,0.16666666666666666,ER,1
484,44,0,"[51, 32, 48]",7,0.1111111111111111,ER,1
485,44,1,"[40, 32, 56]",7,0.16666666666666666,ER,1
486,44,2,"[13, 58, 48]",7,0.0,ER,1
487,44,3,"[25, 13, 7]",7,0.1111111111111111,ER,1
488,44,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
489,44,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
490,44,6,"[53, 22, 22]",6,0.16666666666666666,ER,1
491,44,7,"[28, 38, 51]",6,0.1111111111111111,ER,1
492,44,8,"[48, 6, 55]",6,0.16666666666666666,ER,1
493,44,9,"[59, 45, 44]",6,0.16666666666666666,ER,1
494,44,10,"[23, 59, 6]",6,0.16666666666666666,ER,1
495,45,0,"[51, 32, 48]",7,0.1111111111111111,ER,1
496,45,1,"[40, 32, 56]",7,0.1111111111111111,ER,1
497,45,2,"[13, 58, 48]",7,0.16666666666666666,ER,1
498,45,3,"[25, 13, 7]",7,0.1111111111111111,ER,1
499,45,4,"[47, 41, 30]",7,0.5555555555555556,ER,1
500,45,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
501,45,6,"[53, 22, 22]",6,0.6,ER,1
502,45,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
503,45,8,"[48, 6, 55]",6,0.6666666666666666,ER,1
504,45,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
505,45,10,"[23, 59, 6]",6,0.0,ER,1
506,46,0,"[51, 32, 48]",7,0.0,ER,1
507,46,1,"[40, 32, 56]",7,0.5555555555555556,ER,1
508,46,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
509,46,3,"[25, 13, 7]",7,0.0,ER,1
510,46,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
511,46,5,"[48, 24, 7]",6,0.8333333333333334,ER,1
512,46,6,"[53, 22, 22]",6,0.6,ER,1
513,46,7,"[28, 38, 51]",6,0.6666666666666666,ER,1
514,46,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
515,46,9,"[59, 45, 44]",6,0.16666666666666666,ER,1
516,46,10,"[23, 59, 6]",6,0.5555555555555556,ER,1
517,47,0,"[51, 32, 48]",7,0.5,ER,1
518,47,1,"[40, 32, 56]",7,0.16666666666666666,ER,1
519,47,2,"[13, 58, 48]",7,0.1111111111111111,ER,1
520,47,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
521,47,4,"[47, 41, 30]",7,0.6,ER,1
522,47,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
523,47,6,"[53, 22, 22]",6,0.5,ER,1
524,47,7,"[28, 38, 51]",6,0.5555555555555556,ER,1
525,47,8,"[48, 6, 55]",6,0.5555555555555556,ER,1
526,47,9,"[59, 45, 44]",6,0.5,ER,1
527,47,10,"[23, 59, 6]",6,0.5555555555555556,ER,1
528,48,0,"[51, 32, 48]",7,0.1111111111111111,ER,1
529,48,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
530,48,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
531,48,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
532,48,4,"[47, 41, 30]",7,0.7777777777777778,ER,1
533,48,5,"[48, 24, 7]",6,0.1111111111111111,ER,1
534,48,6,"[53, 22, 22]",6,0.4666666666666667,ER,1
535,48,7,"[28, 38, 51]",6,0.1111111111111111,ER,1
536,48,8,"[48, 6, 55]",6,0.4666666666666667,ER,1
537,48,9,"[59, 45, 44]",6,0.16666666666666666,ER,1
538,48,10,"[23, 59, 6]",6,0.1111111111111111,ER,1
539,49,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
540,49,1,"[40, 32, 56]",7,0.16666666666666666,ER,1
541,49,2,"[13, 58, 48]",7,0.4444444444444444,ER,1
542,49,3,"[25, 13, 7]",7,0.0,ER,1
543,49,4,"[47, 41, 30]",7,0.0,ER,1
544,49,5,"[48, 24, 7]",6,0.1111111111111111,ER,1
545,49,6,"[53, 22, 22]",6,0.0,ER,1
546,49,7,"[28, 38, 51]",6,0.6666666666666666,ER,1
547,49,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
548,49,9,"[59, 45, 44]",6,0.16666666666666666,ER,1
549,49,10,"[23, 59, 6]",6,0.16666666666666666,ER,1
550,50,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
551,50,1,"[40, 32, 56]",7,0.1111111111111111,ER,1
552,50,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
553,50,3,"[25, 13, 7]",7,0.1111111111111111,ER,1
554,50,4,"[47, 41, 30]",7,0.16666666666666666,ER,1
555,50,5,"[48, 24, 7]",6,0.16666666666666666,ER,1
556,50,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
557,50,7,"[28, 38, 51]",6,0.5,ER,1
558,50,8,"[48, 6, 55]",6,0.6666666666666666,ER,1
559,50,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
560,50,10,"[23, 59, 6]",6,0.1111111111111111,ER,1
561,51,0,"[51, 32, 48]",7,0.1111111111111111,ER,1
562,51,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
563,51,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
564,51,3,"[25, 13, 7]",7,0.16666666666666666,ER,1
565,51,4,"[47, 41, 30]",7,0.1111111111111111,ER,1
566,51,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
567,51,6,"[53, 22, 22]",6,0.6666666666666666,ER,1
568,51,7,"[28, 38, 51]",6,0.5,ER,1
569,51,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
570,51,9,"[59, 45, 44]",6,0.16666666666666666,ER,1
571,51,10,"[23, 59, 6]",6,0.1111111111111111,ER,1
572,52,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
573,52,1,"[40, 32, 56]",7,0.2222222222222222,ER,1
574,52,2,"[13, 58, 48]",7,0.0,ER,1
575,52,3,"[25, 13, 7]",7,0.06666666666666667,ER,1
576,52,4,"[47, 41, 30]",7,0.1111111111111111,ER,1
577,52,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
578,52,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
579,52,7,"[28, 38, 51]",6,0.2,ER,1
580,52,8,"[48, 6, 55]",6,0.0,ER,1
581,52,9,"[59, 45, 44]",6,0.2222222222222222,ER,1
582,52,10,"[23, 59, 6]",6,0.5555555555555556,ER,1
583,53,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
584,53,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
585,53,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
586,53,3,"[25, 13, 7]",7,0.2,ER,1
587,53,4,"[47, 41, 30]",7,0.1111111111111111,ER,1
588,53,5,"[48, 24, 7]",6,0.6,ER,1
589,53,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
590,53,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
591,53,8,"[48, 6, 55]",6,0.2,ER,1
592,53,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
593,53,10,"[23, 59, 6]",6,0.6666666666666666,ER,1
594,54,0,"[51, 32, 48]",7,0.0,ER,1
595,54,1,"[40, 32, 56]",7,0.1111111111111111,ER,1
596,54,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
597,54,3,"[25, 13, 7]",7,0.0,ER,1
598,54,4,"[47, 41, 30]",7,0.1111111111111111,ER,1
599,54,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
600,54,6,"[53, 22, 22]",6,0.6666666666666666,ER,1
601,54,7,"[28, 38, 51]",6,0.0,ER,1
602,54,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
603,54,9,"[59, 45, 44]",6,0.1111111111111111,ER,1
604,54,10,"[23, 59, 6]",6,0.1111111111111111,ER,1
605,55,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
606,55,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
607,55,2,"[13, 58, 48]",7,0.1111111111111111,ER,1
608,55,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
609,55,4,"[47, 41, 30]",7,0.16666666666666666,ER,1
610,55,5,"[48, 24, 7]",6,0.16666666666666666,ER,1
611,55,6,"[53, 22, 22]",6,0.6,ER,1
612,55,7,"[28, 38, 51]",6,0.0,ER,1
613,55,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
614,55,9,"[59, 45, 44]",6,0.5,ER,1
615,55,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
616,56,0,"[51, 32, 48]",7,0.1111111111111111,ER,1
617,56,1,"[40, 32, 56]",7,0.06666666666666667,ER,1
618,56,2,"[13, 58, 48]",7,0.6666666666666666,ER,1
619,56,3,"[25, 13, 7]",7,0.0,ER,1
620,56,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
621,56,5,"[48, 24, 7]",6,0.5555555555555556,ER,1
622,56,6,"[53, 22, 22]",6,0.06666666666666667,ER,1
623,56,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
624,56,8,"[48, 6, 55]",6,0.16666666666666666,ER,1
625,56,9,"[59, 45, 44]",6,0.16666666666666666,ER,1
626,56,10,"[23, 59, 6]",6,0.1111111111111111,ER,1
627,57,0,"[51, 32, 48]",7,0.1111111111111111,ER,1
628,57,1,"[40, 32, 56]",7,0.16666666666666666,ER,1
629,57,2,"[13, 58, 48]",7,0.16666666666666666,ER,1
630,57,3,"[25, 13, 7]",7,0.1111111111111111,ER,1
631,57,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
632,57,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
633,57,6,"[53, 22, 22]",6,0.0,ER,1
634,57,7,"[28, 38, 51]",6,0.1111111111111111,ER,1
635,57,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
636,57,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
637,57,10,"[23, 59, 6]",6,0.1111111111111111,ER,1
638,58,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
639,58,1,"[40, 32, 56]",7,0.0,ER,1
640,58,2,"[13, 58, 48]",7,0.6666666666666666,ER,1
641,58,3,"[25, 13, 7]",7,0.7777777777777778,ER,1
642,58,4,"[47, 41, 30]",7,0.1111111111111111,ER,1
643,58,5,"[48, 24, 7]",6,0.06666666666666667,ER,1
644,58,6,"[53, 22, 22]",6,0.0,ER,1
645,58,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
646,58,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
647,58,9,"[59, 45, 44]",6,0.16666666666666666,ER,1
648,58,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
649,59,0,"[51, 32, 48]",7,0.7777777777777778,ER,1
650,59,1,"[40, 32, 56]",7,0.6666666666666666,ER,1
651,59,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
652,59,3,"[25, 13, 7]",7,0.0,ER,1
653,59,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
654,59,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
655,59,6,"[53, 22, 22]",6,0.16666666666666666,ER,1
656,59,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
657,59,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
658,59,9,"[59, 45, 44]",6,0.0,ER,1
659,59,10,"[23, 59, 6]",6,0.1111111111111111,ER,1
660,60,0,"[51, 32, 48]",7,1.0,ER,1
661,60,1,"[40, 32, 56]",7,0.5,ER,1
662,60,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
663,60,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
664,60,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
665,60,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
666,60,6,"[53, 22, 22]",6,0.0,ER,1
667,60,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
668,60,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
669,60,9,"[59, 45, 44]",6,0.16666666666666666,ER,1
670,60,10,"[23, 59, 6]",6,0.1111111111111111,ER,1
671,61,0,"[51, 32, 48]",7,0.6666666666666666,ER,1
672,61,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
673,61,2,"[13, 58, 48]",7,0.1111111111111111,ER,1
674,61,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
675,61,4,"[47, 41, 30]",7,0.1111111111111111,ER,1
676,61,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
677,61,6,"[53, 22, 22]",6,0.6666666666666666,ER,1
678,61,7,"[28, 38, 51]",6,0.0,ER,1
679,61,8,"[48, 6, 55]",6,0.06666666666666667,ER,1
680,61,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
681,61,10,"[23, 59, 6]",6,0.6,ER,1
682,62,0,"[51, 32, 48]",7,0.5,ER,1
683,62,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
684,62,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
685,62,3,"[25, 13, 7]",7,0.16666666666666666,ER,1
686,62,4,"[47, 41, 30]",7,0.0,ER,1
687,62,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
688,62,6,"[53, 22, 22]",6,1.0,ER,1
689,62,7,"[28, 38, 51]",6,0.16666666666666666,ER,1
690,62,8,"[48, 6, 55]",6,0.1111111111111111,ER,1
691,62,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
692,62,10,"[23, 59, 6]",6,0.5555555555555556,ER,1
693,63,0,"[51, 32, 48]",7,0.16666666666666666,ER,1
694,63,1,"[40, 32, 56]",7,0.0,ER,1
695,63,2,"[13, 58, 48]",7,0.1111111111111111,ER,1
696,63,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
697,63,4,"[47, 41, 30]",7,0.2,ER,1
698,63,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
699,63,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
700,63,7,"[28, 38, 51]",6,0.2,ER,1
701,63,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
702,63,9,"[59, 45, 44]",6,0.1111111111111111,ER,1
703,63,10,"[23, 59, 6]",6,0.5555555555555556,ER,1
704,64,0,"[51, 32, 48]",7,0.2,ER,1
705,64,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
706,64,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
707,64,3,"[25, 13, 7]",7,0.06666666666666667,ER,1
708,64,4,"[47, 41, 30]",7,0.0,ER,1
709,64,5,"[48, 24, 7]",6,0.5,ER,1
710,64,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
711,64,7,"[28, 38, 51]",6,0.2,ER,1
712,64,8,"[48, 6, 55]",6,0.0,ER,1
713,64,9,"[59, 45, 44]",6,0.5,ER,1
714,64,10,"[23, 59, 6]",6,0.2,ER,1
715,65,0,"[51, 32, 48]",7,0.0,ER,1
716,65,1,"[40, 32, 56]",7,0.0,ER,1
717,65,2,"[13, 58, 48]",7,0.06666666666666667,ER,1
718,65,3,"[25, 13, 7]",7,0.2,ER,1
719,65,4,"[47, 41, 30]",7,0.16666666666666666,ER,1
720,65,5,"[48, 24, 7]",6,0.06666666666666667,ER,1
721,65,6,"[53, 22, 22]",6,0.4666666666666667,ER,1
722,65,7,"[28, 38, 51]",6,0.06666666666666667,ER,1
723,65,8,"[48, 6, 55]",6,0.16666666666666666,ER,1
724,65,9,"[59, 45, 44]",6,0.16666666666666666,ER,1
725,65,10,"[23, 59, 6]",6,0.5555555555555556,ER,1
726,66,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
727,66,1,"[40, 32, 56]",7,0.0,ER,1
728,66,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
729,66,3,"[25, 13, 7]",7,0.5,ER,1
730,66,4,"[47, 41, 30]",7,0.16666666666666666,ER,1
731,66,5,"[48, 24, 7]",6,0.1111111111111111,ER,1
732,66,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
733,66,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
734,66,8,"[48, 6, 55]",6,0.16666666666666666,ER,1
735,66,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
736,66,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
737,67,0,"[51, 32, 48]",7,0.7777777777777778,ER,1
738,67,1,"[40, 32, 56]",7,0.16666666666666666,ER,1
739,67,2,"[13, 58, 48]",7,0.5,ER,1
740,67,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
741,67,4,"[47, 41, 30]",7,0.16666666666666666,ER,1
742,67,5,"[48, 24, 7]",6,0.1111111111111111,ER,1
743,67,6,"[53, 22, 22]",6,0.6666666666666666,ER,1
744,67,7,"[28, 38, 51]",6,0.1111111111111111,ER,1
745,67,8,"[48, 6, 55]",6,0.2,ER,1
746,67,9,"[59, 45, 44]",6,0.0,ER,1
747,67,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
748,68,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
749,68,1,"[40, 32, 56]",7,0.16666666666666666,ER,1
750,68,2,"[13, 58, 48]",7,0.1111111111111111,ER,1
751,68,3,"[25, 13, 7]",7,0.1111111111111111,ER,1
752,68,4,"[47, 41, 30]",7,0.0,ER,1
753,68,5,"[48, 24, 7]",6,0.1111111111111111,ER,1
754,68,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
755,68,7,"[28, 38, 51]",6,0.6666666666666666,ER,1
756,68,8,"[48, 6, 55]",6,0.5,ER,1
757,68,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
758,68,10,"[23, 59, 6]",6,0.0,ER,1
759,69,0,"[51, 32, 48]",7,0.16666666666666666,ER,1
760,69,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
761,69,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
762,69,3,"[25, 13, 7]",7,0.16666666666666666,ER,1
763,69,4,"[47, 41, 30]",7,0.0,ER,1
764,69,5,"[48, 24, 7]",6,0.5555555555555556,ER,1
765,69,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
766,69,7,"[28, 38, 51]",6,0.1111111111111111,ER,1
767,69,8,"[48, 6, 55]",6,0.5,ER,1
768,69,9,"[59, 45, 44]",6,0.16666666666666666,ER,1
769,69,10,"[23, 59, 6]",6,0.1111111111111111,ER,1
770,70,0,"[51, 32, 48]",7,0.5555555555555556,ER,1
771,70,1,"[40, 32, 56]",7,0.4666666666666667,ER,1
772,70,2,"[13, 58, 48]",7,0.5555555555555556,ER,1
773,70,3,"[25, 13, 7]",7,0.6666666666666666,ER,1
774,70,4,"[47, 41, 30]",7,0.0,ER,1
775,70,5,"[48, 24, 7]",6,1.0,ER,1
776,70,6,"[53, 22, 22]",6,0.7777777777777778,ER,1
777,70,7,"[28, 38, 51]",6,0.0,ER,1
778,70,8,"[48, 6, 55]",6,0.6666666666666666,ER,1
779,70,9,"[59, 45, 44]",6,0.16666666666666666,ER,1
780,70,10,"[23, 59, 6]",6,0.16666666666666666,ER,1
781,71,0,"[51, 32, 48]",7,0.16666666666666666,ER,1
782,71,1,"[40, 32, 56]",7,0.2,ER,1
783,71,2,"[13, 58, 48]",7,0.5555555555555556,ER,1
784,71,3,"[25, 13, 7]",7,0.0,ER,1
785,71,4,"[47, 41, 30]",7,0.1111111111111111,ER,1
786,71,5,"[48, 24, 7]",6,0.6666666666666666,ER,1
787,71,6,"[53, 22, 22]",6,0.1111111111111111,ER,1
788,71,7,"[28, 38, 51]",6,0.7777777777777778,ER,1
789,71,8,"[48, 6, 55]",6,0.4666666666666667,ER,1
790,71,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
791,71,10,"[23, 59, 6]",6,0.5,ER,1
792,72,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
793,72,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
794,72,2,"[13, 58, 48]",7,0.45454545454545453,ER,1
795,72,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
796,72,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
797,72,5,"[48, 24, 7]",6,0.2,ER,1
798,72,6,"[53, 22, 22]",6,0.5555555555555556,ER,1
799,72,7,"[28, 38, 51]",6,0.4666666666666667,ER,1
800,72,8,"[48, 6, 55]",6,0.16666666666666666,ER,1
801,72,9,"[59, 45, 44]",6,0.5,ER,1
802,72,10,"[23, 59, 6]",6,0.5555555555555556,ER,1
803,73,0,"[51, 32, 48]",7,0.0,ER,1
804,73,1,"[40, 32, 56]",7,0.16666666666666666,ER,1
805,73,2,"[13, 58, 48]",7,0.6666666666666666,ER,1
806,73,3,"[25, 13, 7]",7,0.6666666666666666,ER,1
807,73,4,"[47, 41, 30]",7,0.1111111111111111,ER,1
808,73,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
809,73,6,"[53, 22, 22]",6,0.6666666666666666,ER,1
810,73,7,"[28, 38, 51]",6,0.5555555555555556,ER,1
811,73,8,"[48, 6, 55]",6,0.2,ER,1
812,73,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
813,73,10,"[23, 59, 6]",6,0.6,ER,1
814,74,0,"[51, 32, 48]",7,0.5555555555555556,ER,1
815,74,1,"[40, 32, 56]",7,0.2,ER,1
816,74,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
817,74,3,"[25, 13, 7]",7,0.5,ER,1
818,74,4,"[47, 41, 30]",7,0.06666666666666667,ER,1
819,74,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
820,74,6,"[53, 22, 22]",6,1.0,ER,1
821,74,7,"[28, 38, 51]",6,0.06666666666666667,ER,1
822,74,8,"[48, 6, 55]",6,0.16666666666666666,ER,1
823,74,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
824,74,10,"[23, 59, 6]",6,0.6666666666666666,ER,1
825,75,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
826,75,1,"[40, 32, 56]",7,0.6666666666666666,ER,1
827,75,2,"[13, 58, 48]",7,0.5,ER,1
828,75,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
829,75,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
830,75,5,"[48, 24, 7]",6,0.16666666666666666,ER,1
831,75,6,"[53, 22, 22]",6,0.7777777777777778,ER,1
832,75,7,"[28, 38, 51]",6,0.0,ER,1
833,75,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
834,75,9,"[59, 45, 44]",6,1.0,ER,1
835,75,10,"[23, 59, 6]",6,0.5555555555555556,ER,1
836,76,0,"[51, 32, 48]",7,0.1111111111111111,ER,1
837,76,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
838,76,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
839,76,3,"[25, 13, 7]",7,0.1111111111111111,ER,1
840,76,4,"[47, 41, 30]",7,0.0,ER,1
841,76,5,"[48, 24, 7]",6,0.1111111111111111,ER,1
842,76,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
843,76,7,"[28, 38, 51]",6,0.16666666666666666,ER,1
844,76,8,"[48, 6, 55]",6,0.06666666666666667,ER,1
845,76,9,"[59, 45, 44]",6,0.16666666666666666,ER,1
846,76,10,"[23, 59, 6]",6,0.6666666666666666,ER,1
847,77,0,"[51, 32, 48]",7,0.1111111111111111,ER,1
848,77,1,"[40, 32, 56]",7,0.1111111111111111,ER,1
849,77,2,"[13, 58, 48]",7,0.6666666666666666,ER,1
850,77,3,"[25, 13, 7]",7,0.16666666666666666,ER,1
851,77,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
852,77,5,"[48, 24, 7]",6,0.5,ER,1
853,77,6,"[53, 22, 22]",6,0.6666666666666666,ER,1
854,77,7,"[28, 38, 51]",6,0.1111111111111111,ER,1
855,77,8,"[48, 6, 55]",6,0.16666666666666666,ER,1
856,77,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
857,77,10,"[23, 59, 6]",6,0.16666666666666666,ER,1
858,78,0,"[51, 32, 48]",7,0.1111111111111111,ER,1
859,78,1,"[40, 32, 56]",7,0.0,ER,1
860,78,2,"[13, 58, 48]",7,0.5,ER,1
861,78,3,"[25, 13, 7]",7,0.1111111111111111,ER,1
862,78,4,"[47, 41, 30]",7,0.5,ER,1
863,78,5,"[48, 24, 7]",6,0.1111111111111111,ER,1
864,78,6,"[53, 22, 22]",6,0.6666666666666666,ER,1
865,78,7,"[28, 38, 51]",6,0.6666666666666666,ER,1
866,78,8,"[48, 6, 55]",6,0.2,ER,1
867,78,9,"[59, 45, 44]",6,0.1111111111111111,ER,1
868,78,10,"[23, 59, 6]",6,0.0,ER,1
869,79,0,"[51, 32, 48]",7,0.0,ER,1
870,79,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
871,79,2,"[13, 58, 48]",7,0.0,ER,1
872,79,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
