,time,center,coords,radius,order,type,iter
873,79,4,"[47, 41, 30]",7,0.16666666666666666,ER,1
874,79,5,"[48, 24, 7]",6,0.0,ER,1
875,79,6,"[53, 22, 22]",6,0.5555555555555556,ER,1
876,79,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
877,79,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
878,79,9,"[59, 45, 44]",6,0.0,ER,1
879,79,10,"[23, 59, 6]",6,0.1111111111111111,ER,1
880,80,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
881,80,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
882,80,2,"[13, 58, 48]",7,0.0,ER,1
883,80,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
884,80,4,"[47, 41, 30]",7,0.1111111111111111,ER,1
885,80,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
886,80,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
887,80,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
888,80,8,"[48, 6, 55]",6,0.2,ER,1
889,80,9,"[59, 45, 44]",6,0.2,ER,1
890,80,10,"[23, 59, 6]",6,0.1111111111111111,ER,1
891,81,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
892,81,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
893,81,2,"[13, 58, 48]",7,0.2,ER,1
894,81,3,"[25, 13, 7]",7,0.0,ER,1
895,81,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
896,81,5,"[48, 24, 7]",6,0.5,ER,1
897,81,6,"[53, 22, 22]",6,0.16666666666666666,ER,1
898,81,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
899,81,8,"[48, 6, 55]",6,0.16666666666666666,ER,1
900,81,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
901,81,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
902,82,0,"[51, 32, 48]",7,0.2,ER,1
903,82,1,"[40, 32, 56]",7,0.5,ER,1
904,82,2,"[13, 58, 48]",7,0.1111111111111111,ER,1
905,82,3,"[25, 13, 7]",7,0.5555555555555556,ER,1
906,82,4,"[47, 41, 30]",7,0.4444444444444444,ER,1
907,82,5,"[48, 24, 7]",6,0.5,ER,1
908,82,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
909,82,7,"[28, 38, 51]",6,0.1111111111111111,ER,1
910,82,8,"[48, 6, 55]",6,0.06666666666666667,ER,1
911,82,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
912,82,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
913,83,0,"[51, 32, 48]",7,0.6666666666666666,ER,1
914,83,1,"[40, 32, 56]",7,0.1111111111111111,ER,1
915,83,2,"[13, 58, 48]",7,0.2,ER,1
916,83,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
917,83,4,"[47, 41, 30]",7,0.16666666666666666,ER,1
918,83,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
919,83,6,"[53, 22, 22]",6,0.1111111111111111,ER,1
920,83,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
921,83,8,"[48, 6, 55]",6,0.5,ER,1
922,83,9,"[59, 45, 44]",6,0.1111111111111111,ER,1
923,83,10,"[23, 59, 6]",6,0.0,ER,1
924,84,0,"[51, 32, 48]",7,0.5,ER,1
925,84,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
926,84,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
927,84,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
928,84,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
929,84,5,"[48, 24, 7]",6,0.5555555555555556,ER,1
930,84,6,"[53, 22, 22]",6,0.4444444444444444,ER,1
931,84,7,"[28, 38, 51]",6,0.0,ER,1
932,84,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
933,84,9,"[59, 45, 44]",6,0.1111111111111111,ER,1
934,84,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
935,85,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
936,85,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
937,85,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
938,85,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
939,85,4,"[47, 41, 30]",7,0.5,ER,1
940,85,5,"[48, 24, 7]",6,0.0,ER,1
941,85,6,"[53, 22, 22]",6,0.06666666666666667,ER,1
942,85,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
943,85,8,"[48, 6, 55]",6,0.5,ER,1
944,85,9,"[59, 45, 44]",6,0.7777777777777778,ER,1
945,85,10,"[23, 59, 6]",6,0.0,ER,1
946,86,0,"[51, 32, 48]",7,0.16666666666666666,ER,1
947,86,1,"[40, 32, 56]",7,0.6666666666666666,ER,1
948,86,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
949,86,3,"[25, 13, 7]",7,0.1111111111111111,ER,1
950,86,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
951,86,5,"[48, 24, 7]",6,0.16666666666666666,ER,1
952,86,6,"[53, 22, 22]",6,0.6,ER,1
953,86,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
954,86,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
955,86,9,"[59, 45, 44]",6,0.16666666666666666,ER,1
956,86,10,"[23, 59, 6]",6,0.0,ER,1
957,87,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
958,87,1,"[40, 32, 56]",7,0.7777777777777778,ER,1
959,87,2,"[13, 58, 48]",7,0.1111111111111111,ER,1
960,87,3,"[25, 13, 7]",7,0.1111111111111111,ER,1
961,87,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
962,87,5,"[48, 24, 7]",6,0.06666666666666667,ER,1
963,87,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
964,87,7,"[28, 38, 51]",6,0.16666666666666666,ER,1
965,87,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
966,87,9,"[59, 45, 44]",6,0.1111111111111111,ER,1
967,87,10,"[23, 59, 6]",6,0.2,ER,1
968,88,0,"[51, 32, 48]",7,0.16666666666666666,ER,1
969,88,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
970,88,2,"[13, 58, 48]",7,0.0,ER,1
971,88,3,"[25, 13, 7]",7,0.16666666666666666,ER,1
972,88,4,"[47, 41, 30]",7,0.2,ER,1
973,88,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
974,88,6,"[53, 22, 22]",6,0.6666666666666666,ER,1
975,88,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
976,88,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
977,88,9,"[59, 45, 44]",6,0.16666666666666666,ER,1
978,88,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
979,89,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
980,89,1,"[40, 32, 56]",7,0.1111111111111111,ER,1
981,89,2,"[13, 58, 48]",7,0.16666666666666666,ER,1
982,89,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
983,89,4,"[47, 41, 30]",7,0.16666666666666666,ER,1
984,89,5,"[48, 24, 7]",6,0.0,ER,1
985,89,6,"[53, 22, 22]",6,0.7777777777777778,ER,1
986,89,7,"[28, 38, 51]",6,0.5,ER,1
987,89,8,"[48, 6, 55]",6,0.2,ER,1
988,89,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
989,89,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
990,90,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
991,90,1,"[40, 32, 56]",7,0.16666666666666666,ER,1
992,90,2,"[13, 58, 48]",7,0.4666666666666667,ER,1
993,90,3,"[25, 13, 7]",7,0.5555555555555556,ER,1
994,90,4,"[47, 41, 30]",7,0.5,ER,1
995,90,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
996,90,6,"[53, 22, 22]",6,0.1111111111111111,ER,1
997,90,7,"[28, 38, 51]",6,0.7777777777777778,ER,1
998,90,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
999,90,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
1000,90,10,"[23, 59, 6]",6,0.0,ER,1
1001,91,0,"[51, 32, 48]",7,0.0,ER,1
1002,91,1,"[40, 32, 56]",7,0.16666666666666666,ER,1
1003,91,2,"[13, 58, 48]",7,0.5555555555555556,ER,1
1004,91,3,"[25, 13, 7]",7,0.5555555555555556,ER,1
1005,91,4,"[47, 41, 30]",7,0.1111111111111111,ER,1
1006,91,5,"[48, 24, 7]",6,0.5,ER,1
1007,91,6,"[53, 22, 22]",6,0.5,ER,1
1008,91,7,"[28, 38, 51]",6,0.5555555555555556,ER,1
1009,91,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
1010,91,9,"[59, 45, 44]",6,0.0,ER,1
1011,91,10,"[23, 59, 6]",6,0.16666666666666666,ER,1
1012,92,0,"[51, 32, 48]",7,0.16666666666666666,ER,1
1013,92,1,"[40, 32, 56]",7,0.06666666666666667,ER,1
1014,92,2,"[13, 58, 48]",7,0.5555555555555556,ER,1
1015,92,3,"[25, 13, 7]",7,0.16666666666666666,ER,1
1016,92,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
1017,92,5,"[48, 24, 7]",6,0.5555555555555556,ER,1
1018,92,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
1019,92,7,"[28, 38, 51]",6,0.16666666666666666,ER,1
1020,92,8,"[48, 6, 55]",6,1.0,ER,1
1021,92,9,"[59, 45, 44]",6,0.06666666666666667,ER,1
1022,92,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
1023,93,0,"[51, 32, 48]",7,0.1111111111111111,ER,1
1024,93,1,"[40, 32, 56]",7,0.16666666666666666,ER,1
1025,93,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
1026,93,3,"[25, 13, 7]",7,0.1111111111111111,ER,1
1027,93,4,"[47, 41, 30]",7,0.0,ER,1
1028,93,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
1029,93,6,"[53, 22, 22]",6,0.5,ER,1
1030,93,7,"[28, 38, 51]",6,0.16666666666666666,ER,1
1031,93,8,"[48, 6, 55]",6,0.5555555555555556,ER,1
1032,93,9,"[59, 45, 44]",6,0.1111111111111111,ER,1
1033,93,10,"[23, 59, 6]",6,0.5,ER,1
1034,94,0,"[51, 32, 48]",7,0.2,ER,1
1035,94,1,"[40, 32, 56]",7,0.1111111111111111,ER,1
1036,94,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
1037,94,3,"[25, 13, 7]",7,0.7777777777777778,ER,1
1038,94,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
1039,94,5,"[48, 24, 7]",6,0.16666666666666666,ER,1
1040,94,6,"[53, 22, 22]",6,0.4666666666666667,ER,1
1041,94,7,"[28, 38, 51]",6,0.1111111111111111,ER,1
1042,94,8,"[48, 6, 55]",6,1.0,ER,1
1043,94,9,"[59, 45, 44]",6,0.06666666666666667,ER,1
1044,94,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
1045,95,0,"[51, 32, 48]",7,0.16666666666666666,ER,1
1046,95,1,"[40, 32, 56]",7,0.2,ER,1
1047,95,2,"[13, 58, 48]",7,0.5555555555555556,ER,1
1048,95,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
1049,95,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
1050,95,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
1051,95,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
1052,95,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
1053,95,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
1054,95,9,"[59, 45, 44]",6,0.0,ER,1
1055,95,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
1056,96,0,"[51, 32, 48]",7,0.6,ER,1
1057,96,1,"[40, 32, 56]",7,0.1111111111111111,ER,1
1058,96,2,"[13, 58, 48]",7,0.6666666666666666,ER,1
1059,96,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
1060,96,4,"[47, 41, 30]",7,0.5,ER,1
1061,96,5,"[48, 24, 7]",6,0.4666666666666667,ER,1
1062,96,6,"[53, 22, 22]",6,0.5555555555555556,ER,1
1063,96,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
1064,96,8,"[48, 6, 55]",6,0.6666666666666666,ER,1
1065,96,9,"[59, 45, 44]",6,0.5555555555555556,ER,1
1066,96,10,"[23, 59, 6]",6,0.5,ER,1
1067,97,0,"[51, 32, 48]",7,0.0,ER,1
1068,97,1,"[40, 32, 56]",7,0.0,ER,1
1069,97,2,"[13, 58, 48]",7,0.16666666666666666,ER,1
1070,97,3,"[25, 13, 7]",7,0.0,ER,1
1071,97,4,"[47, 41, 30]",7,0.16666666666666666,ER,1
1072,97,5,"[48, 24, 7]",6,0.1111111111111111,ER,1
1073,97,6,"[53, 22, 22]",6,0.5555555555555556,ER,1
1074,97,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
1075,97,8,"[48, 6, 55]",6,0.6666666666666666,ER,1
1076,97,9,"[59, 45, 44]",6,0.06666666666666667,ER,1
1077,97,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
1078,98,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
1079,98,1,"[40, 32, 56]",7,0.6666666666666666,ER,1
1080,98,2,"[13, 58, 48]",7,0.5555555555555556,ER,1
1081,98,3,"[25, 13, 7]",7,0.2,ER,1
1082,98,4,"[47, 41, 30]",7,0.5,ER,1
1083,98,5,"[48, 24, 7]",6,0.6666666666666666,ER,1
1084,98,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
1085,98,7,"[28, 38, 51]",6,0.5555555555555556,ER,1
1086,98,8,"[48, 6, 55]",6,0.16666666666666666,ER,1
1087,98,9,"[59, 45, 44]",6,0.1111111111111111,ER,1
1088,98,10,"[23, 59, 6]",6,0.4666666666666667,ER,1
1089,99,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
1090,99,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
1091,99,2,"[13, 58, 48]",7,0.16666666666666666,ER,1
1092,99,3,"[25, 13, 7]",7,0.06666666666666667,ER,1
1093,99,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
1094,99,5,"[48, 24, 7]",6,0.5,ER,1
1095,99,6,"[53, 22, 22]",6,0.6666666666666666,ER,1
1096,99,7,"[28, 38, 51]",6,0.0,ER,1
1097,99,8,"[48, 6, 55]",6,0.1111111111111111,ER,1
1098,99,9,"[59, 45, 44]",6,0.7777777777777778,ER,1
1099,99,10,"[23, 59, 6]",6,0.0,ER,1
1100,100,0,"[51, 32, 48]",7,0.0,ER,1
1101,100,1,"[40, 32, 56]",7,0.0,ER,1
1102,100,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
1103,100,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
1104,100,4,"[47, 41, 30]",7,0.1111111111111111,ER,1
1105,100,5,"[48, 24, 7]",6,0.8666666666666667,ER,1
1106,100,6,"[53, 22, 22]",6,0.5555555555555556,ER,1
1107,100,7,"[28, 38, 51]",6,0.1111111111111111,ER,1
1108,100,8,"[48, 6, 55]",6,0.5,ER,1
1109,100,9,"[59, 45, 44]",6,0.16666666666666666,ER,1
1110,100,10,"[23, 59, 6]",6,0.16666666666666666,ER,1
1111,101,0,"[51, 32, 48]",7,0.1111111111111111,ER,1
1112,101,1,"[40, 32, 56]",7,0.1111111111111111,ER,1
1113,101,2,"[13, 58, 48]",7,0.16666666666666666,ER,1
1114,101,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
1115,101,4,"[47, 41, 30]",7,0.7333333333333333,ER,1
1116,101,5,"[48, 24, 7]",6,0.5555555555555556,ER,1
1117,101,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
1118,101,7,"[28, 38, 51]",6,0.7777777777777778,ER,1
1119,101,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
1120,101,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
1121,101,10,"[23, 59, 6]",6,0.16666666666666666,ER,1
1122,102,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
1123,102,1,"[40, 32, 56]",7,0.1111111111111111,ER,1
1124,102,2,"[13, 58, 48]",7,0.16666666666666666,ER,1
1125,102,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
1126,102,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
1127,102,5,"[48, 24, 7]",6,0.5,ER,1
1128,102,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
1129,102,7,"[28, 38, 51]",6,0.2,ER,1
1130,102,8,"[48, 6, 55]",6,0.06666666666666667,ER,1
1131,102,9,"[59, 45, 44]",6,0.16666666666666666,ER,1
1132,102,10,"[23, 59, 6]",6,0.16666666666666666,ER,1
1133,103,0,"[51, 32, 48]",7,0.1111111111111111,ER,1
1134,103,1,"[40, 32, 56]",7,0.0,ER,1
1135,103,2,"[13, 58, 48]",7,0.0,ER,1
1136,103,3,"[25, 13, 7]",7,0.6666666666666666,ER,1
1137,103,4,"[47, 41, 30]",7,0.0,ER,1
1138,103,5,"[48, 24, 7]",6,0.5555555555555556,ER,1
1139,103,6,"[53, 22, 22]",6,0.0,ER,1
1140,103,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
1141,103,8,"[48, 6, 55]",6,0.5555555555555556,ER,1
1142,103,9,"[59, 45, 44]",6,0.16666666666666666,ER,1
1143,103,10,"[23, 59, 6]",6,0.5555555555555556,ER,1
1144,104,0,"[51, 32, 48]",7,0.16666666666666666,ER,1
1145,104,1,"[40, 32, 56]",7,0.16666666666666666,ER,1
1146,104,2,"[13, 58, 48]",7,0.16666666666666666,ER,1
1147,104,3,"[25, 13, 7]",7,0.16666666666666666,ER,1
1148,104,4,"[47, 41, 30]",7,0.1111111111111111,ER,1
1149,104,5,"[48, 24, 7]",6,0.5,ER,1
1150,104,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
1151,104,7,"[28, 38, 51]",6,0.5555555555555556,ER,1
1152,104,8,"[48, 6, 55]",6,0.1111111111111111,ER,1
1153,104,9,"[59, 45, 44]",6,0.0,ER,1
1154,104,10,"[23, 59, 6]",6,0.1111111111111111,ER,1
1155,105,0,"[51, 32, 48]",7,0.1111111111111111,ER,1
1156,105,1,"[40, 32, 56]",7,0.1111111111111111,ER,1
1157,105,2,"[13, 58, 48]",7,0.1111111111111111,ER,1
1158,105,3,"[25, 13, 7]",7,1.0,ER,1
1159,105,4,"[47, 41, 30]",7,0.06666666666666667,ER,1
1160,105,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
1161,105,6,"[53, 22, 22]",6,0.06666666666666667,ER,1
1162,105,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
1163,105,8,"[48, 6, 55]",6,0.06666666666666667,ER,1
1164,105,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
1165,105,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
1166,106,0,"[51, 32, 48]",7,0.0,ER,1
1167,106,1,"[40, 32, 56]",7,0.1111111111111111,ER,1
1168,106,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
1169,106,3,"[25, 13, 7]",7,0.0,ER,1
1170,106,4,"[47, 41, 30]",7,0.1111111111111111,ER,1
1171,106,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
1172,106,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
1173,106,7,"[28, 38, 51]",6,0.1111111111111111,ER,1
1174,106,8,"[48, 6, 55]",6,0.6,ER,1
1175,106,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
1176,106,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
1177,107,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
1178,107,1,"[40, 32, 56]",7,0.1111111111111111,ER,1
1179,107,2,"[13, 58, 48]",7,0.3333333333333333,ER,1
1180,107,3,"[25, 13, 7]",7,0.16666666666666666,ER,1
1181,107,4,"[47, 41, 30]",7,0.06666666666666667,ER,1
1182,107,5,"[48, 24, 7]",6,0.0,ER,1
1183,107,6,"[53, 22, 22]",6,0.5,ER,1
1184,107,7,"[28, 38, 51]",6,0.06666666666666667,ER,1
1185,107,8,"[48, 6, 55]",6,0.1111111111111111,ER,1
1186,107,9,"[59, 45, 44]",6,0.0,ER,1
1187,107,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
1188,108,0,"[51, 32, 48]",7,0.16666666666666666,ER,1
1189,108,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
1190,108,2,"[13, 58, 48]",7,0.5555555555555556,ER,1
1191,108,3,"[25, 13, 7]",7,0.1111111111111111,ER,1
1192,108,4,"[47, 41, 30]",7,0.06666666666666667,ER,1
1193,108,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
1194,108,6,"[53, 22, 22]",6,0.7333333333333333,ER,1
1195,108,7,"[28, 38, 51]",6,0.3333333333333333,ER,1
1196,108,8,"[48, 6, 55]",6,0.2,ER,1
1197,108,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
1198,108,10,"[23, 59, 6]",6,0.0,ER,1
1199,109,0,"[51, 32, 48]",7,0.16666666666666666,ER,1
1200,109,1,"[40, 32, 56]",7,0.3333333333333333,ER,1
1201,109,2,"[13, 58, 48]",7,0.16666666666666666,ER,1
1202,109,3,"[25, 13, 7]",7,0.16666666666666666,ER,1
1203,109,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
1204,109,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
1205,109,6,"[53, 22, 22]",6,0.8666666666666667,ER,1
1206,109,7,"[28, 38, 51]",6,0.1111111111111111,ER,1
1207,109,8,"[48, 6, 55]",6,0.16666666666666666,ER,1
1208,109,9,"[59, 45, 44]",6,0.1111111111111111,ER,1
1209,109,10,"[23, 59, 6]",6,0.2,ER,1
1210,110,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
1211,110,1,"[40, 32, 56]",7,0.0,ER,1
1212,110,2,"[13, 58, 48]",7,0.5555555555555556,ER,1
1213,110,3,"[25, 13, 7]",7,0.1111111111111111,ER,1
1214,110,4,"[47, 41, 30]",7,0.0,ER,1
1215,110,5,"[48, 24, 7]",6,0.1111111111111111,ER,1
1216,110,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
1217,110,7,"[28, 38, 51]",6,0.0,ER,1
1218,110,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
1219,110,9,"[59, 45, 44]",6,0.0,ER,1
1220,110,10,"[23, 59, 6]",6,0.06666666666666667,ER,1
1221,111,0,"[51, 32, 48]",7,0.0,ER,1
1222,111,1,"[40, 32, 56]",7,0.06666666666666667,ER,1
1223,111,2,"[13, 58, 48]",7,0.5,ER,1
1224,111,3,"[25, 13, 7]",7,0.5,ER,1
1225,111,4,"[47, 41, 30]",7,0.0,ER,1
1226,111,5,"[48, 24, 7]",6,0.1111111111111111,ER,1
1227,111,6,"[53, 22, 22]",6,0.7777777777777778,ER,1
1228,111,7,"[28, 38, 51]",6,0.5555555555555556,ER,1
1229,111,8,"[48, 6, 55]",6,0.5,ER,1
1230,111,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
1231,111,10,"[23, 59, 6]",6,0.6666666666666666,ER,1
1232,112,0,"[51, 32, 48]",7,0.1111111111111111,ER,1
1233,112,1,"[40, 32, 56]",7,0.16666666666666666,ER,1
1234,112,2,"[13, 58, 48]",7,0.4666666666666667,ER,1
1235,112,3,"[25, 13, 7]",7,0.16666666666666666,ER,1
1236,112,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
1237,112,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
1238,112,6,"[53, 22, 22]",6,0.16666666666666666,ER,1
1239,112,7,"[28, 38, 51]",6,0.16666666666666666,ER,1
1240,112,8,"[48, 6, 55]",6,0.16666666666666666,ER,1
1241,112,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
1242,112,10,"[23, 59, 6]",6,0.6666666666666666,ER,1
1243,113,0,"[51, 32, 48]",7,0.1111111111111111,ER,1
1244,113,1,"[40, 32, 56]",7,0.1111111111111111,ER,1
1245,113,2,"[13, 58, 48]",7,0.6666666666666666,ER,1
1246,113,3,"[25, 13, 7]",7,0.16666666666666666,ER,1
1247,113,4,"[47, 41, 30]",7,0.16666666666666666,ER,1
1248,113,5,"[48, 24, 7]",6,0.1111111111111111,ER,1
1249,113,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
1250,113,7,"[28, 38, 51]",6,0.2,ER,1
1251,113,8,"[48, 6, 55]",6,0.06666666666666667,ER,1
1252,113,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
1253,113,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
1254,114,0,"[51, 32, 48]",7,0.16666666666666666,ER,1
1255,114,1,"[40, 32, 56]",7,0.16666666666666666,ER,1
1256,114,2,"[13, 58, 48]",7,0.1111111111111111,ER,1
1257,114,3,"[25, 13, 7]",7,0.16666666666666666,ER,1
1258,114,4,"[47, 41, 30]",7,0.06666666666666667,ER,1
1259,114,5,"[48, 24, 7]",6,0.3333333333333333,ER,1
1260,114,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
1261,114,7,"[28, 38, 51]",6,0.5555555555555556,ER,1
1262,114,8,"[48, 6, 55]",6,0.2,ER,1
1263,114,9,"[59, 45, 44]",6,0.0,ER,1
1264,114,10,"[23, 59, 6]",6,0.3333333333333333,ER,1
1265,115,0,"[51, 32, 48]",7,0.1111111111111111,ER,1
1266,115,1,"[40, 32, 56]",7,0.1111111111111111,ER,1
1267,115,2,"[13, 58, 48]",7,0.16666666666666666,ER,1
1268,115,3,"[25, 13, 7]",7,0.1111111111111111,ER,1
1269,115,4,"[47, 41, 30]",7,0.5,ER,1
1270,115,5,"[48, 24, 7]",6,0.1111111111111111,ER,1
1271,115,6,"[53, 22, 22]",6,0.4666666666666667,ER,1
1272,115,7,"[28, 38, 51]",6,0.6666666666666666,ER,1
1273,115,8,"[48, 6, 55]",6,0.1111111111111111,ER,1
1274,115,9,"[59, 45, 44]",6,0.0,ER,1
1275,115,10,"[23, 59, 6]",6,0.1111111111111111,ER,1
1276,116,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
1277,116,1,"[40, 32, 56]",7,0.16666666666666666,ER,1
1278,116,2,"[13, 58, 48]",7,0.7777777777777778,ER,1
1279,116,3,"[25, 13, 7]",7,0.6666666666666666,ER,1
1280,116,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
1281,116,5,"[48, 24, 7]",6,0.16666666666666666,ER,1
1282,116,6,"[53, 22, 22]",6,0.5,ER,1
1283,116,7,"[28, 38, 51]",6,0.5,ER,1
1284,116,8,"[48, 6, 55]",6,0.06666666666666667,ER,1
1285,116,9,"[59, 45, 44]",6,0.16666666666666666,ER,1
1286,116,10,"[23, 59, 6]",6,0.16666666666666666,ER,1
1287,117,0,"[51, 32, 48]",7,0.3333333333333333,ER,1
1288,117,1,"[40, 32, 56]",7,0.06666666666666667,ER,1
1289,117,2,"[13, 58, 48]",7,0.6666666666666666,ER,1
1290,117,3,"[25, 13, 7]",7,0.3333333333333333,ER,1
1291,117,4,"[47, 41, 30]",7,0.3333333333333333,ER,1
1292,117,5,"[48, 24, 7]",6,0.16666666666666666,ER,1
1293,117,6,"[53, 22, 22]",6,0.3333333333333333,ER,1
1294,117,7,"[28, 38, 51]",6,0.6666666666666666,ER,1
1295,117,8,"[48, 6, 55]",6,0.3333333333333333,ER,1
1296,117,9,"[59, 45, 44]",6,0.3333333333333333,ER,1
1297,117,10,"[23, 59, 6]",6,0.16666666666666666,ER,1
1298,118,0,"[51, 32, 48]",7,0.1111111111111111,ER,1
1299,118,1,"[40, 32, 56]",7,0.0,ER,1
1300,118,2,"[13, 58, 48]",7,0.06666666666666667,ER,1
