,0,1,2,3,4,5,6,7,8,9
0,4.291883648567747,6.661141851106635,0.5287004662004477,0.0,0.4380281690140606,3.4736312511081167,0.30069930069932127,4.4652777777777715,0.16013472137174745,4.206826308794355
1,9.813135247957476,4.404554989511482,0.7841134804162806,0.006799417192823398,1.944411147737469,0.0,3.1850111108262382,5.4359011983369925,3.601036776212837,7.609858249351433
2,3.3710996955860537,3.232562917020857,1.4326241134751996,4.760563380281667,0.0,3.200567548393657,0.0,2.2650862068965836,1.8024800828030152,5.329175050301842
3,0.0,5.693637883855303,1.41194685845565,1.9596357825337236,4.768328600194764,3.8112858464384303,3.1745348578892703,1.9104697459933888,3.861849881796715,11.969045537188975
4,5.7580859969558205,5.3662949921753125,2.866599559557301,3.850950594788557,2.631701631701617,0.6387227474436088,6.957214916806166,6.4823914533593054,1.2213138973702087,1.4220595181861313
5,6.979257077960597,0.9221743295019209,2.4819933689499294,1.8848375141203135,3.3168179338392036,3.5530821917809305,0.14719787254994543,2.8691314553990424,0.0,3.131083394472995
6,4.204271644431209,3.4742228624271334,0.7334595680965847,2.550311791383251,0.030027386541512158,3.5868548947002807,3.486029588778905,0.0,0.4975285078060381,4.606358180826291
7,0.5902777777777288,4.253424657534239,6.139198639198643,0.7133954807984679,5.871357808857844,1.596228376973258,3.6068965517241836,6.361272530286627,9.239455782312902,2.9166794224195556
8,5.298729439574494,2.9732834929570515,7.250102355458239,2.402777079036099,2.1560800310800587,3.6978957530965317,1.2059489805968866,4.4466731423020605,4.012453485487498,3.0742445472278632
9,3.9529761904762353,0.0,4.673692504678428,0.9930069930070431,0.0,0.5996860282573948,13.067808729520703,1.4889621416441763,0.0,1.275516110360769
10,3.3038170163169482,6.526828136402592,7.3266407807575575,0.1978438228438648,2.367767180239646,0.17188328912470752,5.4788898720618135,4.232624113475206,8.877336239660224,2.435751495273024
11,4.437618409958873,0.0,4.899472366926162,1.941906130268194,10.391376488515107,3.0320120470221923,10.553356975448352,2.3793220668220627,1.704518779342692,7.414084507042247
12,5.75524475524476,4.169727891156484,0.21558809636272258,1.8840699368625593,1.1054204660587175,6.393026004728114,3.643356643356597,3.384664631143451,0.2713768989630978,2.1573577941075825
13,4.900709219858175,2.32722883805976,7.4143845833622635,3.1619718309859053,2.1033045977011966,1.3535756501182021,1.4634809634809613,0.0,4.426730596344029,3.1730200945626734
14,9.418489661372428,1.7875265864810999,2.7823129251700394,0.0,5.281031468531495,9.198234389723709,6.061003785475627,3.373051558753005,9.29457646123062,1.071359128913123
15,5.09519353885549,4.418818466353699,5.7391655963084816,5.687499999999972,0.9419326241135195,6.667496886674968,6.530293066007317,0.15476951929245786,5.355678803954717,4.247773772933428
