,time,iter,type,v_x,v_y,v_z,x,y,z,n_cells
537,139,1,PW,41.7259722421357,578.7040252063911,-436.3506735757968,[118.63846154  48.78461538  37.91538462],[122.45637584  49.33557047  33.45637584],[123.97887324  50.5         29.59859155],1360
538,140,1,PW,-70.59927841745967,319.75323064801216,-355.1558051628789,[  0.6         38.92142857 145.55      ],[ -1.625       40.21527778 141.02777778],[ -5.38028169  37.18309859 138.88028169],1360
539,141,1,PW,39.18708772241716,434.87502922189736,-143.18120833144127,[-41.72222222 -63.32638889  -9.99305556],[-40.51724138 -67.12413793  -8.36551724],[-40.93150685 -68.59589041  -3.95205479],1360
540,142,1,PW,12.305501968167329,708.0230041953615,-335.0598983918446,[ 4.87671233 26.2739726  56.17808219],[ 1.29861111 23.21597936 54.86041468],[ 0.87837838 22.87837838 50.41891892],1360
541,143,1,PW,114.77164734277125,467.03471726160075,-510.6169339142191,[ -70.74468085 -141.17021277  138.07092199],[ -66.60544218 -140.7755102   135.82312925],[ -64.29370629 -141.02797203  133.35664336],1360
542,144,1,PW,8.030955455561276,313.52305481875675,-523.7793269905499,[195.60283688  -1.02836879  44.54609929],[198.37681159   0.87681159  42.60869565],[1.97413486e+02 7.51879699e-03 4.08180324e+01],1360
543,145,1,PW,-13.251518352032678,261.08458810868467,-578.9971016855601,[98.93055556 61.66666667 75.72222222],[99.19014085 60.07042254 72.66197183],[96.83108108 60.98648649 68.91216216],1360
544,146,1,PW,111.48339338340983,-38.68924456844579,-774.824098252328,[-62.30872483 177.85234899  10.54362416],[-63.45255474 182.23357664   7.55474453],[-65.53020134 184.5033557    3.53691275],1360
545,147,1,PW,218.07278420688039,125.89436284566652,-682.969302296613,[-46.07194245  42.9352518   13.75539568],[-50.87142857  43.52142857  15.07857143],[-52.77777778  46.48148148  16.21481481],1360
546,148,1,PW,386.6077406770204,-38.74557873231122,-807.2522547129125,[ 54.38410596 -43.12582781  50.27152318],[ 55.82758621 -46.55172414  45.93103448],[ 59.5034965  -45.92307692  43.26573427],1360
547,149,1,PW,254.1011435164076,213.81706341382292,-852.2756869345038,[ 85.82394366 -69.11267606 104.4084507 ],[ 82.08759124 -71.37956204 104.13868613],[ 79.24161074 -71.97315436  99.63758389],1360
548,150,1,PW,235.23432783087222,143.9173754670142,-667.9376283793811,[-41.37162162  75.78378378 210.41216216],[-38.37908497  72.47058824 208.67320261],[-33.69736842  70.47368421 210.59868421],1360
549,151,1,PW,285.9845368732911,208.26299246424472,-495.62198770608245,[ 34.56944444 -47.96527778  94.83333333],[ 32.41007194 -47.4028777   95.10071942],[ 32.54814815 -47.62222222  94.02962963],1360
550,152,1,PW,400.4089367910043,290.81007474620594,-532.7052446807979,[-18.01459854  65.60583942  99.38686131],[-18.73287671  66.64383562 102.2260274 ],[-18.774246    65.30075188 105.48695862],1360
551,153,1,PW,226.3118634018461,136.94399438399103,-493.3215962897759,[ 40.4057971  -55.68115942 149.95652174],[ 44.54482759 -54.1862069  152.00689655],[ 47.40310078 -52.53488372 155.3255814 ],1360
552,154,1,PW,197.35862697333235,356.6208099740917,-519.1578217993174,[-51.98601399 -73.13286713  16.55244755],[-52.43262411 -76.95744681  14.96453901],[-49.68382353 -79.45588235  14.78676471],1360
553,155,1,PW,148.74843593899615,185.1513096137029,-239.2004795448356,[30.51094891 52.02189781 23.        ],[28.3        50.05714286 22.72142857],[28.24822695 46.61702128 20.59574468],1360
554,156,1,PW,199.97175888199342,401.22492930704595,-48.74841608071421,[-94.2238806  -35.11940299  63.02985075],[-94.01342282 -36.36912752  59.05369128],[-94.39160839 -40.05594406  57.45454545],1360
555,157,1,PW,131.76641824898104,146.7932608534802,-184.59530988025702,[ -77.66197183 -114.38028169  -13.05633803],[ -77.98601399 -110.93006993  -13.7972028 ],[ -79.00719424 -110.54676259  -12.21582734],1360
556,158,1,PW,161.30788766865038,146.03032763472658,-302.4527772427136,[83.24657534 12.01369863 -7.78082192],[84.97037037 15.27407407 -8.59259259],[84.05223881 17.23134328 -7.6119403 ],1360
557,159,1,PW,78.44973117660392,275.84301021743966,-427.3123419853897,[ 20.58940397  13.77483444 150.36423841],[ 20.61654135  12.5037594  150.81954887],[ 22.18309859   8.54225352 149.52112676],1360
558,160,1,PW,128.37952352163606,323.53483207625624,-350.20811668848586,[ 17.98026316  -4.51315789 134.42763158],[ 17.08843537  -1.05442177 130.53061224],[ 17.89928058   2.28057554 128.89928058],1360
559,161,1,PW,93.48603319914248,294.12955473262076,-343.1170064812022,[ 64.43064182 -21.22728194  66.26086957],[ 63.57638889 -22.42361111  73.125     ],[ 65.79710145 -22.36956522  76.76086957],1360
560,162,1,PW,240.13455823881327,226.84193052031117,-400.82188415078565,[-50.56934307 151.57664234 102.02919708],[-49.64233577 151.34306569 101.50364964],[-48.39455782 151.19727891  97.14285714],1360
561,163,1,PW,207.16706261088797,233.75107951180053,-475.63905061608534,[ -1.04895105 -15.6993007  -14.44055944],[ -3.4028777  -11.61151079 -16.13669065],[ -4.36153846  -9.7        -19.45384615],1360
562,164,1,PW,94.00378894263962,174.2090010899615,-482.61675966419534,[107.14184397 -11.54609929   1.75177305],[106.95683453 -12.02158273   3.6618705 ],[105.38571429 -13.14285714   4.82142857],1360
563,165,1,PW,134.02439816026134,286.449052444175,-343.8378329826512,[ -9.63235294   4.88970588 250.15441176],[-10.73529412   3.56617647 252.07352941],[-12.44680851   3.87234043 250.74468085],1360
564,166,1,PW,108.65241862767161,336.32080836131894,-222.06426903715808,[ 28.1294964  -44.17985612  68.5323741 ],[ 27.52985075 -44.19402985  68.73880597],[ 27.75342466 -42.52054795  72.12328767],1360
565,167,1,PW,185.2735212378302,146.25091039283603,-305.16920555991675,[38.57142857 45.89285714 51.65714286],[40.28082192 49.47260274 49.17808219],[41.16326531 52.76870748 51.9047619 ],1360
566,168,1,PW,26.483519505251905,288.02253011730755,-273.52536327571477,[ -0.4619263   36.59748088 193.23489933],[-11.75225661  33.93124561 190.90618265],[ -0.71328671  32.51048951 187.75524476],1360
567,169,1,PW,286.97150816134774,287.1029244785901,-203.733319409147,[-82.20634921 -32.92063492 104.48412698],[-85.15972222 -32.26388889 105.91666667],[-88.70714286 -30.92142857 106.65      ],1360
568,170,1,PW,312.1828020610409,56.113591901828975,-41.31234521500403,[ 25.86666667  58.42       -25.85333333],[ 27.9862069   61.69655172 -25.02068966],[ 26.95744681  65.5035461  -25.83687943],1360
569,171,1,PW,430.2838507199169,-114.41871095882807,-51.11262808084918,[-22.88321168 -61.45985401 -60.08029197],[-25.67981514 -61.88356164 -62.18244697],[-27.8        -59.65       -61.93571429],1360
570,172,1,PW,320.69595493480045,-82.40646742661806,-130.87940920083906,[-90.26896552 -54.44827586  63.73793103],[-92.0212766  -53.39007092  64.4964539 ],[-95.14383562 -57.07534247  64.71917808],1360
571,173,1,PW,372.8245953337123,-9.026672113017622,-266.38494858249885,[ -6.08441558 -20.11038961  31.81168831],[ -6.81333333 -23.9         29.79333333],[ -7.77372263 -27.96350365  28.5620438 ],1360
572,174,1,PW,246.94494122976099,-46.342259669097785,-108.0485309699173,[-17.26573427 -28.1958042   86.82517483],[-16.1971831  -28.45774648  89.55633803],[-18.16666667 -23.3         91.2       ],1360
573,175,1,PW,237.17799958609618,-4.381917956998757,-141.6894564103727,[55.55479452 86.71232877 65.97260274],[52.14       85.04666667 66.63333333],[51.69285714 83.55       67.36428571],1360
574,176,1,PW,221.8904938858032,-5.104299868825873,-222.12641874825718,[-49.63571429  31.32142857  81.80714286],[-49.34482759  32.42758621  84.93793103],[-46.23404255  34.20567376  85.78014184],1360
575,177,1,PW,191.2995770446721,23.837173207133844,-61.76017042724524,[ 69.63013699 -48.68493151  68.02739726],[ 65.6        -51.02142857  71.17857143],[ 61.78321678 -53.51048951  70.25174825],1360
576,178,1,PW,155.45859911237574,-93.48236871876077,-172.45338033739614,[-27.64583333 -16.24305556   9.41666667],[-21.95862069 -16.44827586  13.02758621],[-20.96376812 -16.56521739  16.84057971],1360
577,179,1,PW,191.8719424358448,-168.94654567453853,-116.8212502303157,[-18.79577465   2.92957746 167.85211268],[-18.5          2.38405797 171.39130435],[-18.68211921   1.99337748 176.23178808],1360
578,180,1,PW,95.43493182298792,-203.44916004785347,-219.3554190805404,[ 72.93333333 -83.77777778  30.36296296],[ 75.23972603 -79.61643836  30.67808219],[ 76.16438356 -74.91780822  30.93150685],1360
579,181,1,PW,289.9790547688583,-317.17444798260556,-235.77006676605356,[76.79310345 47.31034483 59.94482759],[77.16438356 42.65753425 64.67808219],[77.80597015 40.28358209 66.89552239],1360
580,182,1,PW,153.97926830438325,-256.44416503682,-250.09831826281538,[-70.1         49.1        171.51428571],[-64.76595745  49.27659574 171.53900709],[-62.72222222  47.42361111 167.80555556],1360
581,183,1,PW,27.85719404819622,-382.5563291377497,-305.2817486927857,[-42.10810811 -19.46621622 -50.15540541],[-43.05921053 -24.42763158 -46.19078947],[-42.75714286 -27.92857143 -44.20714286],1360
582,184,1,PW,50.79225449853773,-332.8752099082774,-350.89003728077887,[-126.30769231   28.98601399  103.06993007],[-121.94078947   29.73026316  102.61842105],[-119.86713287   30.92307692   99.91608392],1360
583,185,1,PW,154.7684141685866,-459.2485494838422,-218.8513521375567,[ 30.56551724 -82.11724138  73.15172414],[ 30.30555556 -83.05555556  68.54861111],[ 29.9270073  -81.80291971  65.01459854],1360
584,186,1,PW,47.12066129049012,-625.9833326603642,-415.3004617063128,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],1360
585,187,1,PW,212.41796913100842,-589.8776439833885,-431.8928812837637,[-29.79470199 -96.8410596   37.44370861],[-27.36111111 -92.34722222  37.07638889],[-27.83916084 -88.55244755  40.51748252],1360
586,188,1,PW,344.36135803329626,-441.41654630066523,-731.2840776941956,[-20.125       48.47222222 -44.20138889],[-17.94155844  49.20779221 -40.01298701],[-17.31944444  49.92361111 -36.73611111],1360
587,189,1,PW,309.09855590601,-556.8539341020972,-651.631559234211,[ 41.70454545  62.14393939 285.45454545],[ 45.31386861  60.18978102 288.29927007],[ 45.57971014  57.34057971 287.4057971 ],1360
588,190,1,PW,229.91972035594463,-652.5449104428047,-438.49168043667146,[ 28.38356164 -71.53424658 108.76712329],[ 26.68148148 -68.60740741 108.99259259],[ 22.32608696 -67.34057971 111.84782609],1360
589,191,1,PW,250.13890823262307,-689.5085368437103,-522.4165437720453,[ 62.58647184 -55.18593757   1.71942446],[ 63.47391938 -57.77477082   2.53846154],[ 60.16326531 -59.04081633   5.16326531],1360
590,192,1,PW,439.9542219667871,-551.7593835933862,-506.4212146265474,[ 90.31972789   8.5170068  141.89115646],[ 94.39455782   5.86394558 142.78911565],[ 97.53521127   2.95774648 143.02816901],1360
591,193,1,PW,239.7289118779318,-541.6970570994308,-405.5514708926591,[-36.54610279  61.05555556 189.26156579],[-36.15384615  63.04487179 194.14102564],[-37.29861111  61.28472222 197.04166667],1360
592,194,1,PW,193.46156040376604,-567.2339715858277,-560.9511546851372,[132.82269504 -12.92907801 180.43971631],[129.84210526 -10.49342105 178.51973684],[129.3877551   -7.95918367 175.60544218],1360
593,195,1,PW,153.10157576193453,-580.4242788676196,-531.7121828714646,[ 34.72413793 -81.45517241  79.00689655],[ 31.2826087  -81.92753623  80.50724638],[ 27.61428571 -78.84285714  81.28571429],1360
594,196,1,PW,155.72393727109528,-613.5553051071627,-439.1911997971735,[  98.46103896 -133.94155844    8.83766234],[  98.42758621 -137.88965517    8.8       ],[ 102.93706294 -139.13986014   11.69230769],1360
595,197,1,PW,160.24720830321374,-457.1586502601715,-544.0569760716794,[-101.82         58.55333333  256.44      ],[-99.07638889  57.59722222 257.97916667],[-95.31292517  59.55782313 256.24489796],1360
596,198,1,PW,-67.15954706373427,-466.74808355690993,-624.2134663572594,[ 45.82638889 -11.44444444 278.26388889],[ 47.41007194  -7.71223022 278.56115108],[ 47.41549296  -5.06338028 277.15492958],1360
597,0,2,PW,-117.06461719600615,-248.9999286626592,-246.9101512946206,[149.74647887  71.33802817 -14.35211268],[148.60447761  69.94029851 -17.23134328],[144.86666667  70.67407407 -16.67407407],1364
598,1,2,PW,-133.03812491254826,-322.97065718587834,-287.994014068168,[ 89.8        -76.19310345  -1.28275862],[ 89.92907801 -72.66666667  -2.5177305 ],[ 90.42553191 -69.76595745  -4.95035461],1364
599,2,2,PW,-176.8429134914626,-46.00189735954495,-303.54285418523625,[ 7.55244755 15.6993007  31.13286713],[ 9.51079137 18.48920863 31.94244604],[ 8.34246575 23.69863014 34.69863014],1364
600,3,2,PW,-131.4197787389159,-226.03335969698196,-172.24112230802046,[ 19.92857143  35.9        103.62142857],[19.38888889 34.84027778 99.29166667],[19.73972603 35.62328767 94.20547945],1364
601,4,2,PW,74.14185047553843,14.0625533669485,-317.41232929803834,[ 198.34042553 -132.43971631  -81.15602837],[ 195.16891892 -129.23648649  -78.08783784],[ 193.35332234 -125.0137931   -77.70769622],1364
602,5,2,PW,84.68705983693594,-139.86603156866406,-404.9161056653508,[-14.01459854  46.58394161 128.0729927 ],[ -9.32624113  47.20567376 128.33333333],[ -4.24  46.92 129.98],1364
603,6,2,PW,75.43413150456874,-76.36549373766535,-486.5634770496455,[  90.81751825  -97.51094891 -125.56934307],[  90.75572519  -98.41221374 -123.47328244],[  87.61486486  -99.22972973 -120.82432432],1364
604,7,2,PW,-0.47303987637024747,-80.01360468625344,-543.4837504138633,[  42.04195804  -27.16783217 -111.67832168],[  43.88965517  -24.77931034 -109.66206897],[  44.04895105  -22.06993007 -109.95804196],1364
605,8,2,PW,30.20200244242755,-54.19593714273011,-240.63157478642347,[ 88.33333333 -83.45390071 145.26950355],[ 93.27777778 -82.58333333 145.1875    ],[ 96.26241135 -81.61702128 146.9787234 ],1364
606,9,2,PW,-92.83269816967409,38.96759568629471,-219.63896250416514,[ 86.40145985 -93.38686131 -84.71532847],[ 86.29285714 -94.28571429 -85.92857143],[ 85.10687023 -93.82442748 -88.35877863],1364
607,10,2,PW,-4.512747484411957,-101.31734910883219,-291.6184225098065,[58.33793103 42.83448276 -6.95172414],[61.13422819 38.10738255 -8.16778523],[ 62.07638889  36.375      -10.86805556],1364
608,11,2,PW,-72.09379420841017,-171.8368155095663,-318.7443954754963,[-39.53333333  19.82666667  18.33333333],[-40.71621622  15.67567568  20.87837838],[-42.09395973  11.59060403  19.18791946],1364
609,12,2,PW,-98.39175529973309,1.8017230798178616,-368.5964891733563,[ 129.49295775  -21.04929577 -116.54225352],[ 128.20567376  -20.60992908 -113.56028369],[ 126.73972603  -17.17123288 -109.73287671],1364
610,13,2,PW,-37.821597981516845,-5.064760209450704,-147.21386590750998,[136.11428571 -74.67142857 -82.45      ],[134.60958904 -69.66438356 -83.82876712],[130.32894737 -66.6319759  -81.65235392],1364
611,14,2,PW,-74.99070949689161,-81.86351134851382,-204.15679512249108,[179.78472222  40.24305556 -91.27083333],[179.23188406  43.55072464 -89.97826087],[180.23529412  42.69852941 -90.09558824],1364
612,15,2,PW,23.877399628481864,-45.52252737962667,-379.81899267191284,[136.90066225 -33.81456954  32.9602649 ],[134.61538462 -29.72727273  32.09090909],[132.71126761 -27.20422535  35.85915493],1364
613,16,2,PW,20.77941458197541,-130.68896792105977,-244.34744538413162,[ -2.16083916  -3.55944056 -18.58041958],[ -3.03787879  -5.03787879 -17.27272727],[ -3.09352518  -7.53956835 -14.51798561],1364
614,17,2,PW,77.20860249410933,-52.99617953278486,-66.72680921228532,[ 134.39041096 -186.00684932  -72.39041096],[ 136.31944444 -185.79861111  -75.36805556],[ 137.62318841 -184.36231884  -77.42753623],1364
615,18,2,PW,-146.5348171688734,106.61091208655425,-99.68652144362815,[ 18.23776224  -1.55244755 -11.95104895],[ 20.93706294  -2.48951049 -15.93706294],[ 21.41984733  -2.97709924 -16.49618321],1364
616,19,2,PW,-121.59039159017709,126.11948984013583,-50.845831601881855,[ -3.39098945 -68.0915493  -31.69022302],[ -4.75177305 -66.24822695 -34.58865248],[ -5.60606061 -65.95972492 -36.16104836],1364
617,20,2,PW,-57.078102425719344,69.81529338404272,-58.142911704656356,[  8.13043478  75.15217391 -39.77536232],[  8.20895522  75.41044776 -38.85820896],[  8.6969697   75.71969697 -38.87878788],1364
618,21,2,PW,-46.904497425275736,219.50203828447567,-77.63583969850274,[121.90909091 -85.0979021  -27.73426573],[123.82312925 -87.75510204 -29.08843537],[128.42666667 -90.14       -32.66666667],1364
619,22,2,PW,-99.07372958741348,319.32503037038884,42.605571339266696,[33.83448276 83.10344828 33.91034483],[35.39189189 87.37837838 34.15540541],[37.82638889 90.33333333 35.90277778],1364
620,23,2,PW,-73.33191592825878,340.01693497484155,37.09445186865664,[ 95.66887417 -48.39735099 -48.47019868],[ 98.89041096 -48.20547945 -50.19178082],[100.24087591 -47.45985401 -48.21167883],1364
621,24,2,PW,-90.65511670621338,255.9371874611449,-98.37636139065197,[144.8410596  -66.2384106   88.39072848],[144.86231884 -67.82608696  85.95652174],[145.30612245 -72.00680272  86.23129252],1364
622,25,2,PW,-134.43143099732853,334.07194162457176,-15.970422661660756,[101.19565217  59.16666667 -24.2173913 ],[101.6122449   63.19727891 -21.27210884],[102.97278912  65.95918367 -24.02721088],1364
623,26,2,PW,-189.4932969564685,465.68276606975945,64.97051394016282,[ 46.27692308 -72.66923077   9.71538462],[ 47.54285714 -72.95714286  11.50714286],[ 47.15540541 -78.35810811  12.14864865],1364
624,27,2,PW,-264.73362891151993,504.7340746895904,-281.68408635414266,[ -0.87234043 -49.08510638 -57.85815603],[  2.3862069  -47.57931034 -61.28275862],[  3.93984962 -46.15789474 -63.79699248],1364
625,28,2,PW,-280.51967596643476,607.3418030256898,-403.9733498711682,[ 39.71323529 -25.47058824 -63.58823529],[ 37.04316547 -22.56834532 -60.92805755],[ 31.76712329 -20.19178082 -58.16438356],1364
626,29,2,PW,-335.89314891008854,722.4262134480583,-100.09734403454895,[  15.08633094  -81.23021583 -130.4676259 ],[  13.85815603  -85.04255319 -133.68085106],[  11.23255814  -86.18604651 -133.31007752],1364
627,30,2,PW,-422.1522261854842,544.7228595126844,-35.51518000551831,[102.70503597 -87.92805755  96.50359712],[105.27027027 -89.22972973  99.45945946],[106.01398601 -89.01398601 102.15384615],1364
628,31,2,PW,-366.1479584033137,644.1159325250675,-50.55688714303873,[ 46.26950355 -13.21276596  24.32624113],[ 42.53676471 -11.02205882  22.41911765],[44.53061224 -5.04761905 20.50340136],1364
629,32,2,PW,-311.17156505935066,879.6798095740336,-80.39638279848742,[148.11538462   0.91538462 -27.52307692],[150.03759398   0.92481203 -29.59398496],[152.90647482   1.88489209 -35.51798561],1364
630,33,2,PW,-326.5821809675324,544.0436510090732,-199.68081472989596,[  78.20895522 -116.          -12.50746269],[  80.77857143 -114.47857143   -9.26428571],[  82.37931034 -113.90344828   -6.25517241],1364
631,34,2,PW,-166.25146564570798,800.2291160569624,0.8812884819468039,[   6.48920863 -167.11510791  -60.76978417],[   8.00699301 -166.71328671  -64.05594406],[  10.58992806 -169.76978417  -62.02158273],1364
632,35,2,PW,-403.32740322642337,617.0967823346762,155.67563278879203,[  0.75886525   0.34603332 117.53977342],[  2.34931507   5.2260274  117.93150685],[ -2.60992908   8.44680851 118.13475177],1364
633,36,2,PW,-414.2723382064216,617.3396471972093,-107.9075127519446,[25.43055556 35.45833333  7.31944444],[25.97183099 41.13380282  6.52112676],[25.09677419 45.60645161  5.25806452],1364
634,37,2,PW,-319.0442204147402,546.7690288980153,-4.083176459299473,[90.84353741 56.24489796  9.27210884],[90.8115942  53.44202899 12.18115942],[90.93835616 49.42465753 13.42465753],1364
635,38,2,PW,-369.70083114256914,516.0534048903876,-116.4297967108261,[ 76.83206107 -97.91603053 -62.17557252],[ 74.43835616 -95.28082192 -60.21917808],[ 73.38461538 -90.58041958 -59.98601399],1364
636,39,2,PW,-145.63240421490354,480.732865086492,-171.93361230422596,[ 65.65735816 -76.29787234 -30.89508471],[ 63.05594406 -74.99300699 -26.56643357],[ 59.42465753 -71.60958904 -27.98630137],1364
637,40,2,PW,-132.31379929784487,374.6420300957376,-101.08351060820934,[ 28.45394737 129.26315789 -23.02631579],[ 26.90441176 130.15441176 -26.63970588],[ 25.17808219 126.05479452 -31.02054795],1364
638,41,2,PW,-112.20106501782423,384.93683977779045,14.36605066334203,[  -8.43262411   45.91489362 -170.83687943],[ -10.78666667   49.5        -170.88666667],[ -11.65441176   52.85294118 -171.        ],1364
639,42,2,PW,-174.3451151856721,342.98548329999835,70.69429625242294,[-24.36619718 -67.86619718 -31.90140845],[-21.97122302 -67.92805755 -29.41007194],[-19.3630137  -69.09589041 -24.95205479],1364
640,43,2,PW,-236.236332946142,519.7194417857005,104.62800424077709,[  57.39130435  -79.01449275 -249.76086957],[  54.88356164  -77.64383562 -248.21917808],[  51.875       -80.54861111 -244.98611111],1364
641,44,2,PW,-236.98145036076951,567.3119975262199,-44.94455874384428,[ 55.20979021 -98.21678322  59.64335664],[ 53.16891892 -96.52702703  56.59459459],[ 51.33986928 -97.64705882  51.69281046],1364
642,45,2,PW,-260.26214452857715,523.8224118396947,239.31381008460102,[ 126.11678832  -50.78832117 -108.91970803],[ 126.2238806   -50.3880597  -109.12686567],[ 126.18978102  -49.23357664 -110.26277372],1364
643,46,2,PW,-309.27860641114137,510.46191977671265,180.61267022402006,[ 133.59574468 -144.93617021   57.19858156],[ 132.47445255 -140.27737226   56.66423358],[ 134.40972222 -135.95138889   57.04861111],1364
644,47,2,PW,-372.8776661612612,499.6351215717349,44.90996046243986,[ -41.69387755   78.86394558 -105.51020408],[ -44.32666667   75.66666667 -104.90666667],[ -43.94405594   72.97202797 -106.29370629],1364
645,48,2,PW,-180.98859734119043,719.4863488728454,259.67281778835684,[  -1.46575342 -142.93150685  -74.21917808],[   1.06382979 -146.76595745  -72.31205674],[   0.85211268 -150.57746479  -75.48591549],1364
646,49,2,PW,-193.8996813280981,602.2719649812486,156.61602509411483,[  86.00689655   -2.64827586 -144.90344828],[  90.09489051   -1.81751825 -144.54744526],[  88.29054054   -3.08108108 -148.25675676],1364
647,50,2,PW,-379.1101380452741,466.5215107468488,66.54967955773138,[  75.20979021  -72.34265734 -174.74125874],[  71.32191781  -69.35616438 -174.86986301],[  74.08219178  -65.87671233 -175.66438356],1364
648,51,2,PW,-254.66370045505298,549.3615019739304,40.54945979374168,[-62.61486486 -30.98648649  -5.93243243],[-64.03586279 -34.01381299  -1.90277778],[-75.50776603 -35.52353881  -0.47184355],1364
649,52,2,PW,-216.080748231705,504.56306282818457,70.86278962642113,[  85.78431373  -57.15686275 -116.88888889],[  81.34246575  -54.99315068 -119.39041096],[  79.72727273  -54.43181818 -118.28787879],1364
650,53,2,PW,-310.7436925167723,445.2611215594861,121.77694828847785,[ 120.85616438  -80.37671233 -137.7260274 ],[ 122.31205674  -85.5106383  -137.5177305 ],[ 121.70344828  -89.1862069  -136.5862069 ],1364
651,54,2,PW,-258.9859072325172,599.1739801025964,121.30460306697404,[129.84782609  30.88249643 129.37622391],[131.3877551   31.51020408 134.68707483],[129.81560284  35.44680851 136.70921986],1364
652,55,2,PW,-210.47325488098062,586.0662054779393,122.04286181187855,[  73.02112676 -164.38732394 -142.17605634],[  76.02919708 -161.95620438 -145.78832117],[  76.35971223 -157.25899281 -146.14388489],1364
653,56,2,PW,-222.63902861882718,592.9831560726676,169.57937116321403,[ 64.00729927 -74.5620438   85.96350365],[ 62.26206897 -71.28965517  87.7862069 ],[ 59.56338028 -67.78169014  85.71830986],1364
654,57,2,PW,-168.05181838012513,633.8362265362656,335.79418559154453,[-20.14788732 -31.97183099  -1.20422535],[-20.3880597  -32.3358209    1.67910448],[-20.57462687 -30.7238806    2.55223881],1364
655,58,2,PW,-59.58484389648821,392.40520498157343,535.4207210616815,[ -57.51034483   75.19310345 -115.33793103],[ -57.47619048   75.28571429 -111.40816327],[ -58.06896552   74.44137931 -108.03448276],1364
656,59,2,PW,-224.50696820155096,544.8008742962373,572.0565548367248,[ 36.02777778 -84.10416667 -68.81944444],[ 32.58273381 -86.5971223  -67.23021583],[ 33.05384615 -88.29230769 -64.26153846],1364
657,60,2,PW,34.10000450725878,532.8584280621355,413.13877532086,[  48.81333333 -134.46666667 -200.39333333],[  50.60869565 -131.23913043 -200.12318841],[  52.35074627 -127.6119403  -201.37313433],1364
658,61,2,PW,-278.1272027173284,391.1749436309334,289.4530715716785,[ 66.09722222 -57.73611111  93.38194444],[ 70.35172414 -57.96551724  90.11724138],[ 74.29577465 -59.15492958  90.88732394],1364
659,62,2,PW,-411.1247938096784,505.22251706104436,563.2753952309928,[-9.7826087  29.47826087 50.43478261],[-7.28776978 26.65467626 50.81294964],[-6.60273973 21.97945205 51.17123288],1364
660,63,2,PW,-535.3756574255437,551.0450859768091,521.671981545783,[ 44.67361111 -62.47916667 -82.5       ],[ 43.93382353 -61.42647059 -84.19117647],[ 45.22302158 -59.22302158 -83.86330935],1364
661,64,2,PW,-249.0342872896639,452.7863032933258,353.40198415977517,[ 77.46478873 -72.71830986 -82.12676056],[ 79.1292517  -74.7414966  -77.19047619],[ 83.34693878 -76.36734694 -79.80272109],1364
662,65,2,PW,-287.4840388787557,455.9979619391525,417.20651945759005,[   2.97297297  -32.44594595 -102.10810811],[  -0.27972028  -30.58041958 -102.79020979],[   0.12587413  -26.54545455 -104.75524476],1364
663,66,2,PW,-313.60743332380633,510.32589436562125,434.97248207669827,[-25.43537415 105.56462585  17.2585034 ],[-27.06622517 101.38410596  13.33774834],[-27.25735294 100.07352941  10.13970588],1364
664,67,2,PW,-229.51589686703468,543.9806970082218,443.60331773162085,[80.22972973 -7.65540541 53.18918919],[81.99270073 -9.01459854 56.90510949],[ 85.31543624 -10.65771812  59.52348993],1364
665,68,2,PW,-261.62775845473425,518.8368306293228,479.87250280648936,[ 75.89130435  75.01449275 103.30434783],[ 72.95035461  75.39007092 101.72340426],[ 67.95522388  73.37313433 100.42537313],1364
666,69,2,PW,-172.99222666972162,442.6985653339281,491.13137209350487,[ 73.2516129  -59.32903226   7.98064516],[ 71.45774648 -58.0915493    3.69014085],[ 70.63288549 -54.98767457   1.70833333],1364
667,70,2,PW,-214.1711640535604,404.2337365572165,601.7644266621365,[  68.72463768 -132.46376812    7.38405797],[  69.00719424 -134.17266187    8.12230216],[  70.29078014 -134.9858156     7.80851064],1364
668,71,2,PW,-141.72145053612874,492.76262950442475,330.89122961618784,[ 150.97037037  -37.45185185 -128.08148148],[ 148.38028169  -37.54225352 -132.20422535],[ 150.76595745  -40.0141844  -133.15602837],1364
669,72,2,PW,-355.75911075299337,350.664228390681,377.2807376725027,[  34.09774436   14.32330827 -116.93984962],[  30.76388889   11.45138889 -115.20138889],[  28.26351351   10.18243243 -112.14864865],1364
670,73,2,PW,-359.97917848544785,470.40763485589446,394.5398769121878,[ 22.78911565 -58.25170068  21.1292517 ],[ 21.09285714 -58.77857143  17.32142857],[ 20.84137931 -57.6         11.76551724],1364
671,74,2,PW,-246.30144855474072,436.7779702625718,258.99902592566923,[ 36.43262411  46.39716312 -38.42553191],[ 34.20437956  49.08029197 -38.27737226],[ 35.6122449   52.45578231 -37.52380952],1364
672,75,2,PW,-180.72679222618464,219.41379072983509,498.72728918361616,[ 54.29530201  24.93959732 -11.4966443 ],[ 54.08088235  24.01470588 -10.50735294],[ 53.39735099  24.35099338 -14.99337748],1364
673,76,2,PW,-176.456784203465,252.3069019014195,438.86369536864976,[ 93.84671533  26.74452555 103.16058394],[ 94.12587413  25.99300699 106.82517483],[ 97.64788732  30.43661972 106.79577465],1364
674,77,2,PW,-101.8248929193355,276.52813161014365,432.0695497341205,[  83.00714286 -111.04285714   -6.8       ],[  77.4137931  -110.8          -6.53103448],[  74.56849315 -114.80136986   -8.04794521],1364
