,time,iter,type,v_x,v_y,v_z,x,y,z,n_cells
1771,179,R,OF,-4436.397585131812,-4485.518966538252,-4714.021329314774,[562.86092715 477.86092715 462.81456954],[564.1409396  479.22818792 458.13422819],[565.48951049 480.83916084 454.22377622],1741
1772,180,R,OF,-4422.060510041683,-4559.670180485134,-4756.960294750609,[553.68918919 383.07432432 498.68918919],[556.52       385.86666667 502.29333333],[558.37410072 388.75539568 503.17266187],1741
1773,181,R,OF,-4474.221241487222,-4542.683752775563,-4645.442943583735,[524.11585737 383.33922795 512.90972222],[520.28471267 384.06805269 514.29677419],[522.52941176 389.86928105 515.86928105],1741
1774,182,R,OF,-4482.659552084262,-4601.952956384693,-4581.011048937219,[509.85430464 484.45695364 514.75496689],[511.39273197 481.65587858 513.37931034],[512.6971917  476.04327004 514.75838926],1741
1775,183,R,OF,-4415.270105049302,-4588.637280074881,-4691.40560457374,[585.27922078 416.18181818 564.14935065],[585.69736842 420.67763158 566.92105263],[587.40540541 425.06756757 565.12162162],1741
1776,184,R,OF,-4407.64258254974,-4676.090928351639,-4636.077751424954,[584.89855072 442.4057971  471.81884058],[583.83108108 446.5472973  473.95945946],[582.15646259 447.96598639 476.94557823],1741
1777,185,R,OF,-4539.350824665241,-4615.946718848459,-4604.959443956272,[537.90066225 470.65562914 459.47682119],[541.4  470.02 462.64],[540.87755102 469.80952381 466.93197279],1741
1778,186,R,OF,-4512.227967895106,-4531.794260534938,-4513.156780323637,[527.17482517 479.79020979 519.84615385],[528.38095238 476.27210884 515.88435374],[530.90410959 473.04794521 514.62328767],1741
1779,187,R,OF,-4498.877362886899,-4482.009538183924,-4523.80101677923,[603.73943662 443.72535211 562.26056338],[598.75838926 441.30201342 561.00671141],[599.44927536 438.61594203 563.63043478],1741
1780,188,R,OF,-4490.347089634554,-4596.4152188525895,-4603.137173041261,[594.14685315 401.09090909 556.8041958 ],[590.62987013 398.67532468 555.2987013 ],[587.97368421 396.71710526 552.01315789],1741
1781,189,R,OF,-4498.286315365443,-4642.117933200536,-4538.818889636513,[593.06622517 393.01986755 511.75496689],[596.34027778 392.25       510.67361111],[600.85416667 394.73611111 511.30555556],1741
1782,190,R,OF,-4457.004219692365,-4626.271920082458,-4547.755049720165,[571.34027778 397.24305556 522.88194444],[575.08552632 392.78289474 524.44078947],[576.59183673 393.34693878 529.33333333],1741
1783,191,R,OF,-4522.122085044458,-4459.576240057236,-4634.644192908699,[597.34722222 475.80555556 528.81944444],[602.50340136 475.78231293 528.33333333],[604.70547945 473.00684932 525.80136986],1741
1784,192,R,OF,-4477.634325905549,-4476.072617308867,-4697.161260039174,[552.18181818 480.16783217 506.74825175],[553.18918919 477.52027027 509.0472973 ],[552.29931973 473.98639456 509.66666667],1741
1785,193,R,OF,-4474.178197553768,-4519.492766115767,-4716.310675505712,[551.62237762 413.54545455 485.69230769],[553.52380952 414.52380952 481.70068027],[551.02068966 419.13793103 480.30344828],1741
1786,194,R,OF,-4486.9566096454055,-4567.28733834115,-4633.408908747673,[624.22727273 453.88961039 467.07792208],[623.86111111 450.63888889 465.17361111],[622.24111432 448.17931034 463.18554104],1741
1787,195,R,OF,-4509.515973849921,-4541.722680883321,-4702.7843906617445,[564.36184211 466.03289474 406.42105263],[563.77483444 459.33112583 406.61589404],[564.79605263 457.48684211 410.57236842],1741
1788,196,R,OF,-4472.415866083089,-4588.932930758714,-4703.545050177169,[596.44897959 435.42176871 482.36734694],[596.92413793 440.46896552 482.9862069 ],[594.25       443.13235294 482.18382353],1741
1789,197,R,OF,-4515.789456178662,-4400.570693600784,-4790.013645093166,[647.15686275 379.94771242 517.0130719 ],[647.36486486 377.39189189 513.44594595],[643.59285714 378.89285714 510.65      ],1741
1790,198,R,OF,-4543.90634306927,-4503.325340810776,-4736.5922837052785,[535.21276596 491.77304965 536.35460993],[538.56953642 495.47682119 533.94039735],[539.26490066 499.43046358 531.20529801],1741
1791,0,1,BA,34.022737332378505,43.332988422751654,66.77510073439599,[ 10.61333333 -23.2         74.2       ],[ 12.23404255 -24.87234043  74.12056738],[ 13.75539568 -26.9352518   73.43165468],1344
1792,1,1,BA,34.37606066514673,224.40872435357863,-328.5391642550318,[-40.90151515  34.93181818 -91.48484848],[-36.97727273  35.31060606 -91.78030303],[-34.7739726   32.75342466 -93.60273973],1344
1793,2,1,BA,64.27841221219045,131.28459252019164,-248.24093124474854,[-42.10416667   7.15972222 233.34027778],[-42.66216216  11.25675676 234.27702703],[-42.15555556  13.07407407 232.60740741],1344
1794,3,1,BA,209.97791485237104,-169.87210860210567,-92.96366657003631,[ 35.81560284 -74.87234043   4.4964539 ],[ 39.2137931  -74.35862069   3.84137931],[ 43.02054795 -75.54109589   1.81506849],1344
1795,4,1,BA,111.84857232426444,49.801835920164685,-235.06823482909215,[ 64.32624113  38.74468085 -57.34042553],[ 68.19333333  38.70666667 -55.11333333],[ 69.07042254  40.85211268 -51.3028169 ],1344
1796,5,1,BA,168.80236573214864,-80.60270600509014,-259.2863168575566,[136.19117647  16.95588235 157.33823529],[138.75694444  18.95833333 157.15277778],[137.48888889  19.82222222 155.88888889],1344
1797,6,1,BA,106.49038692173605,28.806117430697753,-180.14118772147114,[ 66.6056338   33.97183099 -32.11971831],[ 68.70138889  29.88888889 -32.24305556],[ 70.36231884  27.14492754 -35.5       ],1344
1798,7,1,BA,7.19524584261875,124.40370185030912,-173.51242004882965,[-49.68571429  81.01428571  -5.92142857],[-48.29861111  79.80555556 -10.49305556],[-47.87837838  77.47972973 -14.33783784],1344
1799,8,1,BA,131.96234454566098,-78.47077829723963,-362.8191346122423,[-38.11594203  22.55072464 -61.08695652],[-37.79545455  22.73484848 -60.64393939],[-37.65        22.4        -59.12142857],1344
1800,9,1,BA,13.706815112040204,218.94844624712567,-360.4979367809528,[-56.19727891  -1.97959184 162.13605442],[-56.66438356  -1.10958904 160.06849315],[-56.53731343   0.3358209  157.40298507],1344
1801,10,1,BA,-17.64178105042075,171.20298840453464,-401.37725117186716,[-15.13533835  47.21804511 228.20300752],[-17.91891892  50.71621622 228.13513514],[-18.73880597  52.79104478 228.14179104],1344
1802,11,1,BA,-140.72474350050533,22.004698538751143,-543.1862042698839,[-50.26797386 -23.94771242 170.24836601],[-49.15333333 -24.54666667 166.37333333],[-45.2260274  -25.58219178 166.80136986],1344
1803,12,1,BA,-138.525319664137,-170.75307085014478,-330.9519013464407,[ 83.9020979    2.81118881 132.43356643],[ 87.28666667   1.18666667 137.44666667],[ 86.17880795   2.26490066 142.82781457],1344
1804,13,1,BA,-157.06891905843904,-125.07576697654466,-626.4134268576088,[ 56.23776224  36.45454545 299.88111888],[ 58.375       39.41447368 296.19736842],[ 61.04511278  41.33834586 292.9924812 ],1344
1805,14,1,BA,-149.43848814011946,-169.5777057405263,-567.7378142378826,[127.20138889 159.55917018 127.63703516],[123.9787234  157.17021277 128.73758865],[123.72483221 152.32885906 126.41610738],1344
1806,15,1,BA,-175.72969267548055,42.32882050589252,-641.7563490061563,[ 47.26950355 154.53900709 170.89361702],[ 45.29333333 150.70666667 167.6       ],[ 43.76712329 147.84931507 169.52054795],1344
1807,16,1,BA,-120.09630206912448,98.45489455437183,-449.6997762734743,[-61.74647887  67.45774648  28.83098592],[-60.61805556  70.48611111  25.22916667],[-60.16783217  74.35664336  23.83916084],1344
1808,17,1,BA,-27.206714524847804,-8.848070334650444,-492.8125341663658,[ 25.95774648 -88.57042254 -13.77464789],[ 26.62121212 -87.09848485 -14.57575758],[ 27.48905109 -86.78832117 -13.64963504],1344
1809,18,1,BA,-131.33690101072824,-93.09237835277062,-510.1365612739852,[-97.8540146  -20.41605839  49.05839416],[-97.32824427 -19.95419847  47.96946565],[-98.4109589  -17.99315068  48.34246575],1344
1810,19,1,BA,-0.8277518921718361,-186.450968072347,-365.127433451066,[ 79.00704225 -56.24647887 228.52112676],[ 79.42361111 -57.60416667 233.25694444],[ 78.16176471 -59.35294118 235.93382353],1344
1811,20,1,BA,-28.404139288976886,-99.4396712781911,-534.8109340390595,[ -6.71621622 -97.26351351 185.47297297],[ -2.97222222 -94.18055556 186.97222222],[  0.70072993 -95.26277372 188.37956204],1344
1812,21,1,BA,-20.523653311702056,-208.95382088399714,-586.869939951042,[ 17.47445255  98.4379562  252.27007299],[ 13.69230769 101.67832168 252.46153846],[ 10.95302013 105.45637584 251.94630872],1344
1813,22,1,BA,-24.491631229963794,-107.08111080067513,-549.1154672641051,[140.20833333  21.11111111  92.03472222],[141.71328671  25.8041958   90.04895105],[141.74452555  27.46715328  93.03649635],1344
1814,23,1,BA,-0.3427124872939231,15.32202632700865,-748.7984792550421,[ 38.18571429 -20.57142857  80.22142857],[ 41.42857143 -21.69285714  77.83571429],[ 41.53472222 -17.625       78.20138889],1344
1815,24,1,BA,-61.437923837581735,60.80117645628643,-690.6243521815322,[ 38.73426573 -96.55244755   2.86713287],[ 48.03773412 -96.31140947   1.02238806],[ 45.4137931  -97.92413793   1.51034483],1344
1816,25,1,BA,-97.2794591718817,113.42942073223759,-676.0318247098295,[-50.79411765  15.75735294  14.72058824],[-49.54482759  19.3862069   17.33793103],[-43.32        18.77333333  17.4       ],1344
1817,26,1,BA,44.705243858110485,-99.96288130852349,-559.5148647569929,[  6.85925926  70.71111111 154.57777778],[  5.80916031  70.1221374  163.49618321],[  7.73571429  73.95       156.74285714],1344
1818,27,1,BA,35.14258073149978,-103.23059177431041,-551.6867969066146,[ 47.95620438 -15.71532847 -20.78832117],[ 48.02222222 -15.8        -16.64444444],[ 44.94630872 -15.97986577 -14.4295302 ],1344
1819,28,1,BA,132.89699247426304,48.753630309396605,-578.4335079061982,[97.56944444 28.50694444  1.3125    ],[96.2173913  32.41304348  1.58695652],[97.62162162 34.4527027  -1.70945946],1344
1820,29,1,BA,40.15718169748358,18.8963304017185,-577.5409626792256,[156.88235294  46.06617647  79.36029412],[159.40540541  45.34459459  76.24324324],[162.36805556  45.43055556  73.34722222],1344
1821,30,1,BA,67.56242953600636,112.43910436434933,-397.1196517464242,[ 79.84172662  37.01438849 -29.42446043],[ 83.27210884  39.17687075 -31.39455782],[ 81.09929078  41.93617021 -28.70921986],1344
1822,31,1,BA,-221.7617165871677,78.09574809065708,-545.8594411738442,[26.13103448 11.66206897 64.69655172],[26.4676259   7.38129496 65.39568345],[26.19014085  3.6056338  67.16197183],1344
1823,32,1,BA,-55.775013805922306,-66.1007364093954,-425.5536396210707,[ -1.42028986  78.74637681 -68.32608696],[ -3.20740741  78.5037037  -71.47407407],[ -8.6137931   75.51034483 -72.95862069],1344
1824,33,1,BA,-138.63829244213522,-79.52699161811157,-384.2966016022304,[-8.14952627e-02  1.06086705e+02  1.77805535e+02],[  2.33333333 126.7479951  176.48543493],[  5.2962963  124.04444444 178.08148148],1344
1825,34,1,BA,73.76933607854826,-90.57139974789065,-507.076065147543,[-67.09027778   9.89583333 -23.32638889],[-64.44285714  11.         -24.73571429],[-61.72661871  12.61870504 -24.16546763],1344
1826,35,1,BA,-47.86767045171386,69.46336987409327,-439.83970047339125,[-36.00704225 -61.57042254 100.06338028],[-38.88652482 -61.80851064 101.06382979],[-41.2027972  -59.92307692  98.37062937],1344
1827,36,1,BA,-118.03634554026272,-27.12889340501676,-365.9433681270634,[  1.1862069   30.3862069  143.06896552],[  1.41496599  34.81632653 142.20408163],[  3.02797203  35.88111888 139.8951049 ],1344
1828,37,1,BA,-18.88689508730502,49.57537555001905,-363.96509204879504,[-96.97202797  53.60839161 -27.91608392],[-96.74468085  54.88652482 -24.29078014],[-100.50666667   56.15333333  -24.61333333],1344
1829,38,1,BA,-87.33213276777148,-70.83396283154863,-463.3163074484841,[ -8.26428571 -64.81428571   7.82857143],[-11.97278912 -66.31972789  10.65306122],[-13.34532374 -62.17985612   9.05035971],1344
1830,39,1,BA,-98.44883621154355,-125.75714369411637,-613.1555334615682,[ 25.18978102   8.87591241 210.40145985],[ 25.76551724  11.14482759 204.54482759],[ 23.11643836  14.78767123 203.38356164],1344
1831,40,1,BA,-56.04099858449922,39.116678973750695,-484.4115536145806,[ -1.52669961 -61.31944444 101.16393541],[  0.44360902 -58.29323308  97.84962406],[  3.71917808 -59.05479452  98.26027397],1344
1832,41,1,BA,-284.3330021132685,0.38853068364130117,-543.1479163534565,[ 70.25547445   9.27007299 273.35036496],[ 68.69863014  11.67123288 270.39726027],[ 64.70921986  12.34751773 267.59574468],1344
1833,42,1,BA,8.625140492366182,124.20977767340145,-428.0842553835285,[ 66.35714286 -95.30714286 123.07857143],[ 68.73333333 -91.17333333 123.58666667],[ 70.28476821 -87.98013245 128.8013245 ],1344
1834,43,1,BA,-13.601248036674605,-98.35362120130077,-440.15154924944136,[ 5.23021583 96.14388489 67.62589928],[ 0.70860927 94.0794702  66.60927152],[-1.76390151 93.76950343 68.78195489],1344
1835,44,1,BA,-181.69153046810268,-73.27822497215524,-456.62564389334256,[ 13.89261745 102.97315436 -10.19463087],[ 10.45517241 101.28275862 -10.13103448],[  6.58503401 102.27210884  -6.95238095],1344
1836,45,1,BA,-3.5369024661269037,44.20103862842591,-353.17620447918625,[ -5.5112782  -99.68421053  90.80451128],[ -5.64285714 -99.62142857  90.52857143],[ -5.24087591 -99.45985401  89.55474453],1344
1837,46,1,BA,-104.60871793035246,21.970367409229944,-460.3484318938582,[-8.50359712 31.15107914 92.38129496],[-7.16783217 34.27272727 96.43356643],[ -8.125       33.84722222 102.04861111],1344
1838,47,1,BA,-65.37994359397926,197.82652435504997,-532.9074429070338,[107.04895105 106.86013986  76.76923077],[109.7810219  104.28467153  77.54744526],[111.20714286 102.65        78.87857143],1344
1839,48,1,BA,-101.86680603065457,51.134466896907206,-333.9546046994652,[-81.0738255   18.82550336  46.45637584],[-77.84507042  20.31690141  47.87323944],[-76.92307692  18.23076923  52.22377622],1344
1840,49,1,BA,-87.23655572403825,-106.88742566231541,-225.77453341542173,[ -62.17518248 -194.07995508  184.66307301],[ -62.67942029 -189.67785235  187.92437504],[ -63.57236842 -183.67763158  185.57236842],1344
1841,50,1,BA,-6.282639824366459,-167.2312625985066,-261.1376278010086,[ 4.0212766   4.60992908 56.20567376],[ 8.46853147  4.5034965  57.25174825],[ 9.61594203  4.62318841 58.14492754],1344
1842,51,1,BA,16.41585336507417,-54.80778172486137,-389.3024268937607,[ 75.28846154 -11.04487179 140.21794872],[ 74.68421053  -8.96992481 140.29323308],[ 77.21527778 -12.21527778 142.60416667],1344
1843,52,1,BA,-33.82229924890652,-127.16658982514892,-442.62686659760544,[103.19594595   2.23648649 -64.07432432],[102.36986301   6.54109589 -62.28767123],[101.6993007    8.62237762 -61.55244755],1344
1844,53,1,BA,-8.036813279191925,-75.17886068878919,-529.9577860562663,[ 17.25362319  94.95652174 159.47101449],[ 18.10144928  93.81884058 161.84057971],[ 18.93129771  92.81679389 163.58778626],1344
1845,54,1,BA,99.178119809223,-35.06821278727908,-615.1494763501369,[ 58.62237762  57.83216783 164.36363636],[ 53.47368421  59.76315789 162.65789474],[ 50.5890411   58.12328767 160.04794521],1344
1846,55,1,BA,15.67314020122297,-116.39983611077159,-275.84733271310006,[ 66.8028169  -29.41549296 214.5915493 ],[ 67.44755245 -28.31468531 220.32167832],[ 69.79861111 -29.59027778 222.08333333],1344
1847,56,1,BA,196.69524386836127,-77.71306880946241,-477.44633358434464,[ 95.44055944 -37.44755245  75.0979021 ],[ 98.23489933 -41.24832215  74.77181208],[ 98.4084507  -45.97887324  72.14788732],1344
1848,57,1,BA,90.22012023338803,-160.1410298870896,-688.4909908011336,[-20.19852941  65.82352941  15.96323529],[-17.65034965  65.8951049   16.35664336],[-12.86619718  65.5         18.71830986],1344
1849,58,1,BA,53.031116472997475,-64.32273475271947,-452.90385392285583,[-7.43918919 55.86486486 64.12162162],[-7.875      57.08088235 65.58823529],[-8.9858156  59.02836879 71.22695035],1344
1850,59,1,BA,119.77714170306814,49.31504610345105,-585.8627169479745,[ 39.27338129   6.02158273 -23.6618705 ],[ 41.22297297  11.03378378 -23.42567568],[ 41.00689655  15.03448276 -21.1862069 ],1344
1851,60,1,BA,135.29603672285498,-24.334332041625288,-607.3127773164662,[121.14482759 -66.46896552 122.35172414],[123.33746164 -66.56559457 125.89101441],[125.6947055  -67.36619281 128.61377925],1344
1852,61,1,BA,76.29393535223686,116.34790672936352,-574.7017240390113,[-13.11294688   1.71333333 147.06655607],[-13.88028169   0.64788732 143.76056338],[-14.40764331  -4.43949045 141.33757962],1344
1853,62,1,BA,-138.26894808244927,50.818107007072435,-686.1238063308616,[ 27.60958904  74.5        -23.21917808],[ 29.5         72.73188406 -22.39130435],[ 32.02684564  72.04697987 -25.98657718],1344
1854,63,1,BA,66.41891901966372,165.16430483291742,-690.5819614218397,[ 46.65986395  86.28571429 101.7755102 ],[ 46.21192053  80.66887417 103.08609272],[ 48.69594595  80.39189189 106.35135135],1344
