,time,center,coords,length,order,type,iter,n_cells,speed
17368,31,1,"[46.0, 57.0, 29.5]",20.322401432901575,12.955882858259827,GM,1,18.0,1.8960945022877382
17369,31,2,"[48.5, 13.0, 53.0]",20.223748416156685,1.0404333375141164,GM,1,6.0,0.8784099460679803
17370,31,3,"[16.0, 17.0, 11.0]",20.199009876724155,0.1618427444632502,GM,1,12.0,1.7277127835352146
17371,31,4,"[40.0, 6.5, 29.5]",20.149441679609886,4.412436818893177,GM,1,15.0,2.1662780601084624
17372,31,5,"[46.0, 42.5, 3.0]",20.12461179749811,0.297101449275317,GM,1,3.0,1.9543209876543415
17373,31,6,"[41.5, 31.0, 48.0]",20.12461179749811,14.922609819105105,GM,1,18.0,2.010591012506751
17374,31,7,"[40.0, 29.0, 59.0]",20.09975124224178,1.9346741584834035,GM,1,3.0,1.2741339774895362
17375,31,8,"[4.0, 49.5, 45.5]",20.049937655763422,16.40564948815903,GM,1,15.0,2.108838496511941
17376,31,9,"[41.5, 17.0, 10.5]",20.049937655763422,0.41657674082882323,GM,1,6.0,1.5770442161929796
17377,31,10,"[26.5, 27.5, 14.0]",20.049937655763422,1.7550838365165262,GM,1,6.0,2.274909606610214
17378,31,11,"[34.0, 54.0, 29.5]",20.024984394500787,16.41496922632644,GM,1,18.0,2.013109134730458
17379,31,12,"[47.5, 6.0, 19.0]",20.024984394500787,0.7010121885712195,GM,1,12.0,1.8630876212009948
17380,31,13,"[23.0, 8.0, 54.0]",20.0,25.388467934377864,GM,1,18.0,2.0600184530346923
17381,31,14,"[42.5, 27.5, 12.0]",19.949937343260004,6.98350164983502,GM,1,3.0,3.4896843648968408
17382,31,15,"[42.0, 20.5, 21.5]",19.949937343260004,11.395794476707252,GM,1,18.0,2.6056319666182355
17383,31,16,"[3.5, 26.0, 35.5]",19.949937343260004,1.8251136090046831,GM,1,9.0,1.4795331418500917
17384,31,17,"[36.0, 44.0, 1.5]",19.924858845171276,2.979744136460539,GM,1,3.0,0.9932480454868463
17385,31,18,"[24.0, 39.0, 19.0]",19.8997487421324,8.232658316726727,GM,1,15.0,1.9158583855625475
17386,31,19,"[48.5, 14.5, 7.5]",19.87460691435179,6.014859801101011,GM,1,12.0,1.4163105117894095
17387,31,20,"[38.5, 19.5, 6.5]",19.87460691435179,1.182431333675808,GM,1,6.0,2.9176942053290773
17388,32,0,"[18.5, 28.5, 45.5]",20.46948949045872,2.2201452972007587,GM,1,6.0,0.8804808343049141
17389,32,1,"[46.0, 57.0, 29.5]",20.322401432901575,3.4779682917880237,GM,1,21.0,2.1181126791554417
17390,32,2,"[48.5, 13.0, 53.0]",20.223748416156685,10.526557533881856,GM,1,6.0,1.7852133906448604
17391,32,3,"[16.0, 17.0, 11.0]",20.199009876724155,4.217294249706683,GM,1,6.0,1.746738779189421
17392,32,4,"[40.0, 6.5, 29.5]",20.149441679609886,3.4480579484053706,GM,1,12.0,2.2765814788424916
17393,32,5,"[46.0, 42.5, 3.0]",20.12461179749811,6.207766486534474,GM,1,9.0,1.7355557561902302
17394,32,6,"[41.5, 31.0, 48.0]",20.12461179749811,8.464259717626433,GM,1,18.0,1.7835138613552957
17395,32,7,"[40.0, 29.0, 59.0]",20.09975124224178,0.5356973995272085,GM,1,3.0,3.494982926188603
17396,32,8,"[4.0, 49.5, 45.5]",20.049937655763422,2.8143514491821406,GM,1,15.0,2.0253261831458267
17397,32,9,"[41.5, 17.0, 10.5]",20.049937655763422,15.305786099032503,GM,1,12.0,1.872001372470488
17398,32,10,"[26.5, 27.5, 14.0]",20.049937655763422,2.8770729270729376,GM,1,3.0,1.6774059274059308
