,time,iter,type,v_x,v_y,v_z,x,y,z,n_cells
1411,18,1,PW,144.080497404642,-429.7761275952446,3418.323652801422,[-394.92993631 -228.9044586  -445.33757962],[-400.59872611 -228.55414013 -444.32484076],[-402.08496732 -231.01960784 -437.9869281 ],1334
1412,19,1,PW,271.1853171946446,-484.2866956860374,3712.9272457803704,[-314.81578947 -395.51973684 -593.63815789],[-311.41721854 -393.78807947 -590.7218543 ],[-307.51333333 -391.38666667 -592.48666667],1334
1413,20,1,PW,314.7845195742131,-430.1662907690804,3750.7788784677664,[-322.45512821 -303.43589744 -533.05769231],[-318.83116883 -304.86363636 -529.57142857],[-317.15753425 -305.47260274 -524.91780822],1334
1414,21,1,PW,540.5510688473671,-357.6919722526296,4009.263209626487,[-218.13793103 -369.74482759 -641.50344828],[-219.83870968 -364.53548387 -640.60645161],[-221.02158273 -359.79856115 -641.17266187],1334
1415,22,1,PW,354.69992350595095,-135.66079989722127,4184.115348933623,[-247.04666667 -273.15333333 -527.04666667],[-244.0890411  -274.69178082 -522.67808219],[-246.1656051  -276.21019108 -520.07006369],1334
1416,23,1,PW,321.36000901550364,-66.24003969372228,4287.460054545672,[-336.20382166 -224.15923567 -554.61146497],[-338.98039216 -218.30065359 -555.30065359],[-338.33333333 -212.7654321  -554.75925926],1334
1417,24,1,PW,322.9689996317868,-127.47168588197755,4301.928513140119,[-227.09433962 -373.27044025 -568.6918239 ],[-228.24836601 -368.18954248 -569.97385621],[-230.36477987 -362.46540881 -568.4591195 ],1334
1418,25,1,PW,358.39238763242645,-63.903648521957294,4545.6829542670475,[-160.86792453 -332.7672956  -528.71069182],[-164.33742331 -330.22699387 -525.67484663],[-164.88961039 -324.83116883 -526.32467532],1334
1419,26,1,PW,383.9580830165475,-118.37780504589045,4543.867348600749,[-195.79738562 -308.67973856 -558.43137255],[-194.89677419 -314.66451613 -560.36774194],[-191.31638072 -318.50641026 -560.71357371],1334
1420,27,1,PW,458.46780674949906,77.95882815378587,4680.847162639052,[-188.35151515 -410.87878788 -567.29090909],[-191.99367089 -415.13924051 -566.91772152],[-193.94630872 -414.66442953 -562.22818792],1334
1421,28,1,PW,588.2564366979194,176.37450471382428,4850.804251422661,[-213.35172414 -249.04137931 -550.91724138],[-209.51034483 -247.64137931 -552.36551724],[-206.14379085 -244.54248366 -554.11764706],1334
1422,29,1,PW,632.1077006466999,419.42858994068473,4978.69276130875,[-258.8807947  -350.89360978 -623.24516736],[-261.38129496 -349.31654676 -619.12230216],[-261.9527027  -348.89864865 -614.29054054],1334
1423,30,1,PW,690.1839961123198,334.235251692061,4997.607581598159,[-299.94267516 -231.0955414  -527.48407643],[-298.44 -235.88 -527.82],[-295.2        -237.32903226 -531.30967742],1334
1424,31,1,PW,701.130682220511,504.5537525455965,4988.240083199634,[ -57.04101193 -383.28342657 -523.17231592],[ -59.53061224 -386.60544218 -518.80952381],[ -61.40104416 -386.15903322 -514.79513504],1334
1425,32,1,PW,688.8453249400958,339.0212924686894,4953.782198404771,[-281.50322581 -316.23870968 -590.67741935],[-280.26143791 -320.65359477 -588.12418301],[-277.98684211 -322.65131579 -584.44736842],1334
1426,33,1,PW,677.1475042356074,252.77814011817307,4986.550795148155,[-233.94557823 -229.89115646 -565.01360544],[-234.74482759 -225.51034483 -565.50344828],[-236.42857143 -222.77272727 -559.83766234],1334
1427,34,1,PW,623.7113018554883,247.97861603989082,4953.764442918604,[-145.95       -214.69285714 -518.36428571],[-146.97222222 -219.22222222 -516.42361111],[-149.6626506  -221.72289157 -511.6746988 ],1334
1428,35,1,PW,603.8381889161403,312.179938559633,5015.658599317965,[-289.69863014 -236.97260274 -461.1369863 ],[-288.17834395 -232.47133758 -462.33121019],[-285.7027027  -230.07432432 -463.14189189],1334
1429,36,1,PW,580.2270484735287,302.9879894701602,4991.1240702677405,[-344.13422819 -301.01342282 -575.5704698 ],[-345.46621622 -304.07432432 -571.46621622],[-345.88461538 -302.29487179 -567.21794872],1334
1430,37,1,PW,693.7501115194544,351.2716783326134,5024.771548512436,[-298.39735099 -257.29139073 -443.68211921],[-296.45454545 -253.04545455 -439.77272727],[-300.09271523 -249.60264901 -440.96688742],1334
1431,38,1,PW,669.4374108359009,386.5309532522934,5031.233562567612,[-340.92857143 -279.93506494 -527.11038961],[-342.42767296 -277.18867925 -530.10062893],[-342.58709677 -272.26451613 -531.24516129],1334
1432,39,1,PW,686.4736483512954,427.02041428856927,5045.339356485672,[-128.85764299 -254.3566879  -516.3624813 ],[-130.90434846 -252.27854929 -511.99006063],[-135.17333333 -251.29333333 -507.92      ],1334
1433,40,1,PW,902.3209803264472,256.30900627929725,5130.08231723813,[-201.84313725 -341.37254902 -544.85620915],[-206.45454545 -345.49350649 -545.52597403],[-211.21935484 -345.97419355 -543.19354839],1334
1434,41,1,PW,883.9326791843364,439.54998422567877,5185.165198572517,[-267.62745098 -264.29411765 -613.9869281 ],[-266.24666667 -260.62666667 -611.4       ],[-269.83870968 -258.09032258 -608.83225806],1334
1435,42,1,PW,878.7945857886709,389.92798825469475,5231.4145150687855,[-287.69333333  -98.60666667 -464.92      ],[-284.39160839 -102.         -462.21678322],[-279.70860927 -103.72847682 -461.59602649],1334
1436,43,1,PW,1001.9586261111705,412.62234742768396,5188.730702456478,[-274.23809524 -288.79591837 -465.56462585],[-276.75163399 -292.1372549  -468.12418301],[-278.98709677 -293.69677419 -471.2       ],1334
1437,44,1,PW,882.2127045842428,526.7715182209333,5272.835026483893,[-169.96855346 -210.88679245 -463.6918239 ],[-174.90322581 -210.95483871 -466.93548387],[-178.40666667 -210.01333333 -460.94      ],1334
1438,45,1,PW,1107.9129929962196,243.68971327598257,5239.45570747743,[-335.51572327 -315.53459119 -442.04402516],[-335.41780822 -316.19863014 -445.63013699],[-333.75302929 -317.26760563 -450.87877636],1334
1439,46,1,PW,1055.1298412396727,350.88423903803823,5257.585287962134,[-280.40516513 -257.7972973  -575.05478052],[-280.11693118 -253.49668874 -578.67549669],[-274.87662338 -250.57792208 -578.48051948],1334
1440,47,1,PW,1069.4434955789088,707.7536119850486,5183.231502063423,[-381.89375 -371.6     -562.05625],[-384.28125 -374.56875 -565.425  ],[-389.475   -370.925   -563.85625],1334
1441,48,1,PW,964.4167908186639,725.7869017064381,5080.495230323291,[-296.1372549  -163.04575163 -494.49673203],[-297.1595092  -157.55828221 -490.87116564],[-293.17333333 -154.47333333 -488.96666667],1334
1442,49,1,PW,957.8654666493487,778.354590367378,5219.307322831132,[-292.72435897 -350.39102564 -624.        ],[-288.68666667 -347.26       -626.29333333],[-286.23489933 -343.18791946 -626.18791946],1334
1443,50,1,PW,885.8283653897502,784.3968845760145,5126.449760356952,[-215.43506494 -359.2987013  -508.14285714],[-216.31884058 -360.43478261 -502.92028986],[-214.63398693 -355.37908497 -496.45098039],1334
1444,51,1,PW,915.6592430090718,851.1008863309066,5043.401995117392,[-272.         -264.19745223 -517.91719745],[-276.22666667 -263.12       -514.72666667],[-280.69503546 -262.67375887 -514.76595745],1334
1445,52,1,PW,977.4971366382556,1003.3587970140311,4909.093597097552,[-290.56944444 -337.5        -461.67361111],[-291.32903226 -337.70967742 -457.8516129 ],[-296.725  -335.05   -460.9875],1334
1446,53,1,PW,1108.4627590580426,1158.9215122533174,4896.39659862047,[-248.1910828  -215.52866242 -592.03821656],[-251.22818792 -215.10738255 -588.63758389],[-255.38157895 -211.79605263 -587.17105263],1334
1447,54,1,PW,1026.7104928306208,1139.391238455168,4987.721909378791,[-176.5125  -293.76875 -565.4125 ],[-178.82       -296.05333333 -559.74666667],[-175.75949367 -299.36075949 -557.05063291],1334
1448,55,1,PW,1187.725287638136,1195.0617757663658,4987.83949161994,[-274.63157895 -213.19736842 -555.26973684],[-271.88961039 -210.32467532 -552.24675325],[-270.42307692 -206.53846154 -547.83974359],1334
1449,56,1,PW,1178.8866346426958,1329.1310776725666,4925.3170922212685,[-213.35947712 -303.01960784 -507.2875817 ],[-212.2611465  -302.02547771 -501.37579618],[-215.49350649 -301.53896104 -496.40909091],1334
1450,57,1,PW,1270.2492514766734,1178.7383934291597,4914.259562217101,[-286.56081081 -324.4527027  -647.35810811],[-284.77777778 -327.66666667 -646.        ],[-282.5304878  -331.96341463 -642.8597561 ],1334
1451,58,1,PW,1253.1389950022372,1238.583111458201,4944.558861846126,[-152.43396226 -321.48427673 -517.40880503],[-154.39735099 -324.69536424 -513.03311258],[-157.8757764  -325.9689441  -509.47826087],1334
1452,59,1,PW,1258.9473492256352,1447.2087670478581,5007.582812000324,[-344.64666667 -355.1        -483.26      ],[-342.3557047  -354.32885906 -480.41610738],[-340.10218978 -354.1459854  -476.20437956],1334
1453,60,1,PW,1243.474851569562,1424.747001568024,5020.352860177653,[-181.26027397 -236.55479452 -511.80821918],[-184.28767123 -238.93150685 -511.35616438],[-186.0516129  -242.99354839 -509.52903226],1334
1454,61,1,PW,1213.8682216088716,1374.1372751271194,4985.788520165303,[-247.86092715 -240.9602649  -523.19205298],[-249.90322581 -245.49677419 -525.36129032],[-249.48407643 -250.         -526.17834395],1334
1455,62,1,PW,1213.5295524089474,1382.2343962711684,4903.5947721851335,[-238.83221477 -348.33557047 -559.36912752],[-237.59574468 -345.31205674 -560.66666667],[-234.67073171 -342.70121951 -567.7195122 ],1334
1456,63,1,PW,1248.9265340053328,1440.755612067204,4881.682166972882,[-243.34042553 -283.58156028 -573.71631206],[-244.95973154 -283.06040268 -568.54362416],[-243.79084967 -278.44444444 -570.77124183],1334
1457,64,1,PW,1251.5761191836327,1470.3811228436177,4996.871787417247,[-129.56052388 -196.76452216 -507.61038961],[-134.04026846 -199.5704698  -508.61744966],[-136.5        -202.01282051 -505.8974359 ],1334
1458,65,1,PW,1344.250127453995,1581.7915357789996,4903.8085758708185,[-277.5875  -333.6375  -532.80625],[-274.39333333 -332.14       -528.91333333],[-269.57051282 -328.99358974 -530.37179487],1334
1459,66,1,PW,1304.013085279099,1693.5253525612836,4705.918296875209,[-298.10135135 -270.2972973  -570.12837838],[-293.50340136 -270.7755102  -565.23129252],[-296.13333333 -269.73333333 -560.30666667],1334
1460,67,1,PW,1418.4539734550992,1774.2936451419826,4790.046266696544,[-260.85211268 -344.1971831  -533.4084507 ],[-263.         -340.10869565 -534.83333333],[-266.04191617 -336.10778443 -536.49700599],1334
1461,68,1,PW,1348.2982483818487,1977.0188286147775,4684.5075073182015,[-200.6993007  -303.         -489.16783217],[-203.3483871  -301.50967742 -494.74193548],[-202.56375839 -306.18791946 -497.48993289],1334
1462,69,1,PW,1489.361809535765,2016.3863208844762,4675.10390614357,[-316.30872483 -244.74496644 -580.12080537],[-316.85333333 -249.11333333 -578.44666667],[-319.21014493 -251.42733743 -576.14482988],1334
1463,70,1,PW,1545.8412722116593,2106.932750964181,4727.8130002930075,[-260.99300699 -227.43356643 -462.15384615],[-266.71604938 -227.20987654 -460.42592593],[-269.91447368 -223.94736842 -462.40789474],1334
1464,71,1,PW,1600.195666996247,2128.951454638298,4810.464251466038,[-263.65408805 -245.20754717 -506.40251572],[-259.89102564 -247.96794872 -503.85897436],[-260.84076433 -253.00636943 -500.10191083],1334
1465,72,1,PW,1616.6830647099625,2206.553452758343,4674.2895369691905,[-265.63636364 -267.4025974  -488.46753247],[-267.1986755  -262.19205298 -487.27152318],[-268.54054054 -257.71621622 -485.03378378],1334
1466,73,1,PW,1811.616138511618,2157.7955365440603,4705.041019985119,[-310.91194969 -384.5408805  -453.79245283],[-312.82133974 -383.81012658 -463.14490453],[-313.         -384.22972973 -444.72297297],1334
1467,74,1,PW,1800.031612525519,2248.939305406356,4712.740391567359,[-163.42       -194.83333333 -549.38666667],[-165.07432432 -192.89189189 -544.64189189],[-170.22000297 -189.74834437 -548.90819835],1334
1468,75,1,PW,1789.9190189188694,2181.8037669222977,4570.976641221312,[-260.51898734 -263.96202532 -615.62025316],[-257.25       -269.88815789 -616.47368421],[-257.16774194 -274.51612903 -614.31612903],1334
1469,76,1,PW,1914.9574737441822,2201.2251865139447,4694.627080312316,[-294.7114094  -274.16778523 -470.04697987],[-289.78082192 -272.01369863 -468.7260274 ],[-286.23684211 -272.18421053 -466.18421053],1334
1470,77,1,PW,1853.4383311655358,2200.984235946331,4720.9183412470275,[-157.54439547 -388.24050633 -509.95724407],[-154.58598726 -384.44585987 -508.00636943],[-150.63461538 -380.06410256 -510.75      ],1334
1471,78,1,PW,2078.262113866129,2022.506432436742,4757.923741161884,[-110.98675497 -258.95364238 -434.58278146],[-111.47682119 -264.09933775 -435.9205298 ],[-114.18300654 -267.11111111 -439.7124183 ],1334
1472,79,1,PW,2051.9615852253623,2204.178161358129,4742.514499763731,[-157.88888889 -324.22222222 -615.70833333],[-157.55704698 -319.20805369 -615.65771812],[-157.76470588 -322.59477124 -611.29411765],1334
1473,80,1,PW,2048.087721860022,2108.47169683693,4689.736744973741,[-281.34722222 -323.18055556 -425.25694444],[-278.27439024 -320.34756098 -430.50609756],[-276.60130719 -314.71895425 -430.94117647],1334
1474,81,1,PW,2146.7214628224483,2206.8016921616595,4486.598770483701,[-280.65734266 -234.05594406 -643.91608392],[-276.9125  -236.0375  -639.26875],[-280.0738255  -236.73825503 -634.66442953],1334
1475,82,1,PW,2199.693278192966,2260.5752625100995,4430.286144654393,[-340.57961783 -199.2611465  -609.29936306],[-342.16129032 -200.5483871  -602.67741935],[-344.75471698 -199.88679245 -598.40251572],1334
1476,83,1,PW,2272.1342901295247,2190.6611953667434,4362.819274645088,[-274.05228758 -135.02614379 -513.19607843],[-271.93506494 -139.42857143 -511.56493506],[-270.28846154 -144.98717949 -510.41666667],1334
1477,84,1,PW,2323.5784405423046,2294.960354641824,4409.627211917434,[-320.44078947 -366.83552632 -546.71710526],[-317.30344828 -370.53103448 -546.64827586],[-315.04516129 -374.60645161 -548.72903226],1334
1478,85,1,PW,2142.4746766945013,2561.7151135023732,4316.918438322412,[-249.98507463 -383.70547268 -429.99650213],[-247.12244898 -379.93197279 -428.14965986],[-251.18421053 -378.24342105 -434.11842105],1334
1479,86,1,PW,2139.0259257620473,2581.7405567745814,4574.971117408738,[-219.07236842 -241.54605263 -480.16447368],[-219.74647887 -240.74647887 -476.90140845],[-225.01351351 -240.93243243 -475.05405405],1334
1480,87,1,PW,2163.642410494613,2850.877298043937,4329.367706644085,[-283.53191489 -290.53900709 -521.04964539],[-283.         -285.15131579 -515.86842105],[-280.85526316 -282.11842105 -511.65789474],1334
1481,88,1,PW,2267.0983904539867,2644.180607187892,4483.4559765203785,[-264.61783439 -226.12738854 -476.99363057],[-264.86956522 -229.02173913 -481.47101449],[-259.99371069 -232.78616352 -477.79874214],1334
1482,89,1,PW,2301.2609384553484,2692.31518289044,4375.9559657542895,[-306.59868421 -253.29605263 -520.11184211],[-305.93670886 -248.10759494 -521.0443038 ],[-304.67948718 -245.29487179 -525.53846154],1334
1483,90,1,PW,2268.9146407048397,2714.3533350249745,4383.038997766884,[-226.76510067 -375.40268456 -550.2885906 ],[-223.37086093 -375.69536424 -547.34437086],[-217.92356688 -378.0955414  -547.1656051 ],1334
1484,91,1,PW,2379.7834233708536,2758.015540415167,4353.979884403766,[-139.20689655 -286.55172414 -596.86206897],[-142.27516779 -286.53020134 -592.72483221],[-148.69387755 -285.56462585 -593.5170068 ],1334
1485,92,1,PW,2360.0665904138446,2644.145590500795,4351.594878863684,[-330.96835443 -394.12658228 -529.98734177],[-326.41176471 -392.11111111 -527.91503268],[-324.16       -390.10666667 -523.72      ],1334
1486,93,1,PW,2525.1563784256045,2743.2890444746354,4287.805475995784,[-238.67105263 -323.92105263 -542.78289474],[-237.64473684 -318.48026316 -543.05263158],[-241.17808219 -314.96575342 -540.76712329],1334
1487,94,1,PW,2604.528806833078,2733.0796766391827,4240.083800456695,[-313.95652174 -346.34161491 -606.39751553],[-316.22292994 -347.70063694 -611.2611465 ],[-315.575   -351.94375 -613.73125],1334
1488,95,1,PW,2496.663485693605,2652.0665454526625,4225.60929102141,[-250.3943662  -266.73239437 -548.88732394],[-248.31724138 -271.22068966 -546.89655172],[-245.75657895 -274.95394737 -543.01315789],1334
1489,96,1,PW,2471.882406780059,2729.653605653376,4075.746561054375,[-276.73584906 -358.17610063 -567.09433962],[-275.01973684 -354.84868421 -562.5       ],[-274.60625 -353.7     -557.5625 ],1334
1490,97,1,PW,2564.4630192725185,2746.10972379272,3992.000429890182,[-367.47222222 -343.39583333 -563.35416667],[-360.88157895 -341.125      -564.80921053],[-356.875      -340.11184211 -568.15131579],1334
1491,98,1,PW,2610.2316700114684,2812.031778431511,3904.4528439036894,[-217.01973684 -311.42105263 -570.63815789],[-215.62893082 -316.48427673 -568.25786164],[-216.32142857 -320.21428571 -565.81428571],1334
1492,99,1,PW,2602.0371589407273,2807.232092421711,3847.687990170882,[-367.6038961  -275.13636364 -662.85714286],[-371.4964539  -274.04964539 -664.9787234 ],[-372.76510067 -274.31543624 -659.08053691],1334
1493,100,1,PW,2622.590781574505,2882.212074089575,3919.968895178811,[-307.16770186 -393.54658385 -584.30434783],[-308.67763158 -388.125      -583.60526316],[-306.50993377 -383.36423841 -582.60927152],1334
1494,101,1,PW,2631.8298477931207,2792.168795898724,3716.8242837479283,[-335.87417219 -317.51655629 -595.88741722],[-336.17218543 -312.94701987 -593.98675497],[-335.00653595 -308.90196078 -592.55555556],1334
1495,102,1,PW,2591.8357960136395,2842.6449693685236,3589.8296810226425,[-190.0137931  -353.76551724 -627.33103448],[-194.39285714 -354.47142857 -628.40714286],[-198.11258278 -354.39072848 -631.47019868],1334
1496,103,1,PW,2757.0562456624066,2895.1855396803567,3434.61904838325,[-287.11333333 -366.5        -557.31333333],[-284.67586207 -367.84827586 -561.22068966],[-284.15540541 -372.93243243 -561.89189189],1334
1497,104,1,PW,2874.281252470603,3092.8786223338984,3441.164026577408,[-301.55921053 -437.26315789 -517.84868421],[-299.28187919 -433.71812081 -519.72483221],[-304.1038961  -432.16883117 -525.33766234],1334
1498,105,1,PW,2837.571496752411,3067.8083014519875,3413.6937911182213,[-283.25675676 -226.81081081 -443.68918919],[-280.92763158 -223.84868421 -449.40131579],[-277.19375 -226.6625  -450.5    ],1334
1499,106,1,PW,2851.6332448431926,3161.089103402268,3418.2934482349797,[-258.10596026 -333.52980132 -540.98013245],[-260.90384615 -332.32051282 -545.22435897],[-262.7218543  -333.05298013 -548.64238411],1334
1500,107,1,PW,2900.232812310296,3182.964301526678,3542.260488559384,[-341.70512821 -268.16666667 -477.92307692],[-338.10967742 -268.56129032 -475.42580645],[-335.0472973  -271.62837838 -471.47972973],1334
1501,108,1,PW,2784.3582481817975,3265.2392294216625,3688.6453170894647,[-229.70666667 -207.7        -586.63333333],[-231.27777778 -209.00694444 -590.25694444],[-234.94039735 -211.92715232 -591.58278146],1334
1502,109,1,PW,2881.0766430395615,3236.4134096013872,3685.5392578508213,[-253.62179487 -298.85897436 -567.33974359],[-255.93793103 -294.26206897 -568.72413793],[-252.42567568 -289.22972973 -568.81081081],1334
1503,110,1,PW,2925.027966808516,3094.545884950569,3581.999481469136,[-318.83950617 -213.01234568 -528.74691358],[-318.62328767 -215.69863014 -531.74657534],[-318.60714286 -217.37044472 -534.92359089],1334
1504,111,1,PW,2955.3626984570947,3070.1828008404436,3630.3064834220486,[-257.34075116 -387.         -550.22192639],[-256.53691275 -388.40268456 -545.63087248],[-258.15646259 -391.31972789 -541.91156463],1334
1505,112,1,PW,2894.7527694279097,3016.9196004452806,3532.001347907586,[-199.06081081 -332.39189189 -504.25      ],[-198.56375839 -326.93288591 -502.83221477],[-201.54901961 -325.52287582 -497.00653595],1334
1506,113,1,PW,3055.968076236674,2995.684729671785,3507.473829559155,[-290.48344371 -276.68211921 -620.12582781],[-290.73684211 -280.34210526 -617.125     ],[-289.99350649 -284.70779221 -614.27922078],1334
1507,114,1,PW,3008.3001046659383,3140.084694973254,3377.7595395118533,[-213.49367089 -331.44936709 -586.36075949],[-214.87898089 -330.01273885 -590.57324841],[-215.95804196 -327.31468531 -591.96503497],1334
1508,115,1,PW,3155.8890233883762,2974.8641596910434,3458.8354107910463,[-332.4057971  -247.35507246 -565.65217391],[-335.1884058  -246.15217391 -566.50724638],[-331.72       -249.22666667 -567.83333333],1334
1509,116,1,PW,3116.6609479354906,3122.6931076631186,3540.840373225701,[-151.64968153 -312.         -539.44585987],[-152.37908497 -316.03921569 -535.02614379],[-149.68666667 -318.76666667 -531.19333333],1334
1510,117,1,PW,3095.6249359424,2989.1319817790572,3438.75617945155,[-186.67132867 -249.01398601 -511.88111888],[-191.64827586 -250.14226015 -511.44734257],[-196.53691275 -248.36912752 -510.68456376],1334
1511,118,1,PW,3108.2880574513924,3047.5338758873318,3410.6748549572317,[-330.42138365 -270.44654088 -508.23899371],[-325.08108108 -271.47297297 -505.35810811],[-320.99354839 -268.48387097 -504.76129032],1334
1512,119,1,PW,3074.7821353913973,3115.83674330466,3473.882049447892,[-213.19631902 -331.63190184 -574.91411043],[-209.73856209 -335.49673203 -573.35294118],[-211.96129032 -338.97419355 -572.72258065],1334
1513,120,1,PW,3133.1772673624987,2929.3971515750227,3423.426778521167,[-280.8490566  -273.74213836 -640.22012579],[-279.30666667 -272.10666667 -644.15333333],[-274.57407407 -268.92592593 -645.5       ],1334
1514,121,1,PW,3070.8738042129507,2901.100198948034,3448.6542388913044,[-269.4        -332.45714286 -555.59285714],[-266.61935484 -337.38064516 -554.76129032],[-264.70394737 -340.84868421 -558.625     ],1334
1515,122,1,PW,2878.382501967344,2974.4182331710717,3621.947423699109,[-243.84563758 -360.20805369 -522.3557047 ],[-242.2260274  -361.25342466 -518.23287671],[-239.08391608 -362.16083916 -515.47552448],1334
1516,123,1,PW,2781.710660611986,3104.8271332767185,3594.7144638432924,[-213.66233766 -401.00649351 -671.57142857],[-211.05031447 -396.37735849 -672.87421384],[-209.50967742 -392.42580645 -669.58064516],1334
1517,124,1,PW,2781.895829244354,3225.736395320266,3443.7434296332613,[-269.16774194 -268.42580645 -521.37419355],[-273.60526316 -270.05921053 -522.84210526],[-278.22818792 -269.06711409 -524.26845638],1334
1518,125,1,PW,2785.2492561643435,3198.9713750113096,3516.103381630659,[-274.32317073 -269.99390244 -602.79878049],[-272.84       -270.55333333 -598.34      ],[-268.04938272 -266.94444444 -598.32716049],1334
1519,126,1,PW,2668.9483201050166,3208.1855403990835,3565.3244018446007,[-286.43589744 -187.1474359  -540.15384615],[-283.73509934 -187.55629139 -544.59602649],[-282.025   -192.60625 -542.39375],1334
1520,127,1,PW,2713.2163704071622,3244.6705675045996,3497.7430642902264,[-294.7987013  -234.32467532 -523.79220779],[-300.89240506 -236.07594937 -523.43670886],[-305.26751592 -236.82165605 -519.14649682],1334
1521,128,1,PW,2642.1637452184395,3195.0036213531976,3564.1649648615994,[-234.22875817 -453.83660131 -511.39869281],[-231.63193277 -451.52598522 -514.57931034],[-232.47729181 -445.40990025 -515.52579254],1334
1522,129,1,PW,2726.0810146577974,3203.3828930779528,3484.9447791808902,[-260.3877551  -346.21768707 -539.14285714],[-263.24675325 -346.72077922 -535.27272727],[-267.28846154 -341.69230769 -536.26282051],1334
1523,130,1,PW,2622.3914366385484,3284.9011780144147,3475.5814243065765,[-189.21854305 -208.86092715 -580.17880795],[-190.17333333 -210.95827032 -575.05614694],[-194.50666667 -206.37729492 -574.96311445],1334
1524,131,1,PW,2794.0439151074015,3069.6113834447515,3457.272133657899,[-291.90620343 -323.52666667 -509.77875984],[-286.96129032 -321.84516129 -508.49032258],[-282.22818792 -320.59731544 -505.5704698 ],1334
1525,132,1,PW,2783.7651575300038,3176.0359371474487,3507.181075045497,[-307.9025974  -301.31168831 -606.7987013 ],[-310.56291391 -306.28476821 -607.54304636],[-310.92763158 -308.875      -611.53947368],1334
1526,133,1,PW,2730.6374913493164,3122.1135266984293,3390.371363271239,[-293.82       -310.87333333 -518.66666667],[-293.78205128 -305.56410256 -521.3525641 ],[-295.09333333 -301.43333333 -518.64      ],1334
1527,134,1,PW,2747.353373215205,3263.9263987875142,3301.499670233744,[-362.53521127 -287.76760563 -632.6971831 ],[-361.70394737 -281.20394737 -634.26315789],[-358.75483871 -279.87741935 -636.84516129],1334
1528,135,1,PW,2872.9642821265397,3246.6621253905173,3236.261033313978,[-259.66216216 -356.23648649 -483.75675676],[-262.57236842 -355.68421053 -488.64473684],[-265.47682119 -357.31125828 -491.41059603],1334
1529,136,1,PW,2755.2344273540402,3200.1322779979264,3289.247881543167,[-358.90849673 -287.01960784 -568.29411765],[-359.03921569 -284.45751634 -563.90849673],[-361.43589744 -282.13461538 -559.67307692],1334
1530,137,1,PW,2734.841325555492,3374.8479939642093,3176.0970792690714,[-167.90849673 -301.96732026 -612.21568627],[-168.53947368 -298.76315789 -608.48026316],[-169.1656051  -295.98089172 -604.94904459],1334
1531,138,1,PW,2731.5835509747135,3388.811834627181,3234.0125006444437,[-171.46896552 -217.17241379 -473.97241379],[-171.10559006 -212.73291925 -476.44720497],[-170.95483871 -207.53548387 -478.78064516],1334
1532,139,1,PW,2801.461654050347,3426.099466718705,3268.38496211489,[-187.81045752 -305.62091503 -584.32026144],[-191.61688312 -303.27922078 -580.48701299],[-196.5034965  -303.11888112 -579.2027972 ],1334
1533,140,1,PW,2913.8070526415377,3330.900518629046,3241.532348834309,[-268.37579618 -236.94904459 -556.18471338],[-267.41290323 -241.39354839 -561.69032258],[-267.45751634 -238.55555556 -565.34640523],1334
1534,141,1,PW,3010.8921495422815,3270.6235866315387,3351.605274879764,[-120.51034483 -320.7509525  -436.79789176],[-122.16981132 -321.46540881 -442.18238994],[-126.1048951  -322.00427479 -445.17737301],1334
1535,142,1,PW,3118.629984714579,3298.3953988856124,3307.4101891815794,[-363.37908497 -306.97385621 -578.23529412],[-357.74647887 -309.23239437 -577.21126761],[-352.56737589 -309.58865248 -577.30496454],1334
1536,143,1,PW,3013.3327243328335,3329.8613281955786,3348.2746690996855,[-198.88435374 -360.91156463 -489.29931973],[-201.50666667 -362.24       -483.9       ],[-198.96503497 -364.48251748 -483.40559441],1334
1537,144,1,PW,3076.9102190270564,3499.940815696197,3439.6912863787716,[-294.24358974 -447.30769231 -501.30769231],[-296.78472222 -449.         -498.02083333],[-298.73248408 -450.8089172  -493.33757962],1334
1538,145,1,PW,3098.773446155239,3421.8017627296344,3382.9349779680365,[-149.83006536 -463.11111111 -622.31372549],[-147.96710526 -467.44078947 -621.19078947],[-152.14       -468.02       -620.22666667],1334
1539,146,1,PW,3055.412721796357,3507.5343619710384,3418.8434121683217,[-230.80405405 -183.83108108 -637.15540541],[-226.37837838 -183.78378378 -636.89189189],[-220.88866545 -183.68456205 -638.32191781],1334
1540,147,1,PW,3061.087651755186,3462.93209318079,3480.6407981819534,[-173.84662577 -382.03680982 -478.95705521],[-176.27777778 -378.79166667 -477.20833333],[-182.50641026 -376.67307692 -476.08974359],1334
1541,148,1,PW,2929.522171256665,3488.3744529194987,3478.8964072267054,[-146.86092715 -323.56953642 -452.35761589],[-151.18543046 -323.06622517 -453.90066225],[-155.75       -324.88461538 -453.51923077],1334
1542,149,1,PW,2832.4314080141726,3577.293681046378,3328.606453834783,[-229.52287582 -206.03267974 -498.85620915],[-234.68       -207.31333333 -499.20666667],[-239.31875 -209.8875  -500.54375],1334
1543,150,1,PW,2714.694793572315,3446.8633003321193,3380.4687909589434,[-193.81879195 -328.18791946 -560.44295302],[-198.1     -328.35625 -556.35625],[-203.73026316 -328.78947368 -558.67763158],1334
1544,151,1,PW,2720.2262176684308,3524.0924363102604,3335.3692438793396,[-281.42       -190.95333333 -609.7       ],[-281.37162162 -194.53378378 -605.97297297],[-284.76821192 -196.66225166 -603.05960265],1334
