,Lambda,Persist,speed,persistance,sum_order,global_order,lcl_order
0,5000,50,7.217894356843301,0.47340725561077884,101.90120272013353,14.189975776488264,13.376799203581013
1,2000,200,4.573030543239539,0.4989776566957589,247.99450301147485,8.736630099227165,4.3239637391523305
2,2000,20,5.926804897827538,0.4896479088669672,271.7388889314734,11.577485475631429,10.374091380349673
3,50,75,3.9313186252648866,0.5029329669388339,75.92678906837773,7.363240260317644,6.24348835559454
4,20000,50,12.124712455813748,0.46349869838327423,265.01631099238887,22.68405110705779,20.004176092982174
5,5000,200,5.248398868179852,0.49147592985130556,404.96501113617364,10.539799035887967,8.813435709421103
6,50,200,4.171293391824468,0.4948292762196305,275.7169401298619,8.077787304814116,5.073669418591801
7,20000,200,9.083215054559473,0.4685597275637163,364.6721043129172,17.748852296294686,16.119938019431366
8,5000,20,8.264887867033098,0.48127141900377346,545.2293383502183,15.786657385662991,12.510945050766097
9,5000,75,6.392583635637879,0.48759080543146344,280.6975410101698,12.466400627000326,11.455071777290183
10,100,100,4.192885281845917,0.5059903446890447,187.9665565461049,8.082242668582886,4.933197199739744
11,1000,75,4.530045020651071,0.5016906465336323,246.871470125738,8.801318909154142,6.265951640225356
12,100,20,4.460344344955389,0.49190079533500475,395.5871310606292,8.826112654235123,7.996099081339939
13,10000,50,8.622094724235263,0.4797795202776715,150.86402616153592,16.349210355311214,16.642199541919855
14,100,200,3.8592949949321413,0.5067671843717308,343.19065159268473,7.417297520361409,5.91263910405478
15,20000,20,12.01935087736948,0.45539720115906085,438.9041983967463,22.18656323407318,15.305286455106238
16,20000,75,10.368274543480707,0.4611526472826601,433.8451272974896,19.58887918401217,16.789863246762305
17,10000,75,8.037700291396177,0.4671187919148954,412.69208152079,15.866148742713195,10.157381338511149
18,50,20,4.068635065560452,0.5037962202495896,160.74888413798803,7.909497851745973,4.210533918053154
19,500,50,4.3525548412357375,0.4915422092705312,158.58964241887693,8.29828758880377,5.364684104416359
20,500,20,4.423911555983055,0.49682259121089495,337.54867540392365,8.559909782422139,8.1595187552423
21,10000,20,10.78320992015135,0.4802043568266982,167.59350410466027,20.317806325055614,13.722611672905963
22,500,200,3.7227602436598066,0.4875989880193523,152.5000339146619,6.848643970762097,5.900123071989396
23,100,50,4.290054681992046,0.5085320289590625,351.49742283861866,8.371501326307198,6.172769878693033
24,1000,100,4.251075037702436,0.5102613944721588,206.37197955452234,8.395486464293176,5.9936837447677345
25,2000,100,5.509946199422914,0.505068283975664,247.18941120361131,10.98273640592187,6.731592621939984
26,10000,100,8.092416000142263,0.4800684722459061,265.95992407347956,15.85243293548146,7.5834698985462765
27,1000,50,5.230250017048296,0.49401451363656607,293.89379167556234,10.409005399246727,9.007587763218707
28,20000,100,10.447544673099118,0.463723529294564,189.70173364609423,20.03498854937383,20.798548923495183
29,50,50,4.0453947778590775,0.492253411374902,194.61334555885355,7.829809756256005,
30,5000,100,6.115430412749723,0.4773200392585671,294.3683253696779,11.743036642991969,8.271630731917911
31,500,100,4.726234055710131,0.4917395645663394,410.3505536591116,9.307826236118867,6.622543943943074
32,2000,50,4.843873213946138,0.49584338087644825,137.7220020036474,9.59935825254784,9.695046480169994
33,50,100,4.026527185706804,0.5126925314551732,62.08806977237942,7.572360801704201,6.139044416268502
34,500,75,4.858953805504924,0.49773852265427143,360.20632839209486,9.417968740662587,7.4234573804797455
35,100,75,4.187688953675983,0.48617397051170014,313.13360060674074,8.28968579788584,7.8052607305693815
36,1000,200,4.106420201956174,0.48729460273138353,170.40378835549507,7.847601535842202,8.64207457726303
37,2000,75,5.004993241509338,0.49079254912119136,195.97515398818084,9.827301483156273,7.179543175162383
38,1000,20,4.911750340111939,0.4960284271116017,233.41979340307088,9.502976229750306,10.331896441834067
39,10000,200,6.871244782870901,0.48119515555107834,275.17752931097914,13.669769099923624,9.047345322481164
