,Lambda,Perist,speed,persistance,global_order,lcl_order
0,2000,0.0001,1.2374939422638762,0.005975460761119743,2.8898001012370274,0.6378988417606256
1,500,1,0.7949877410527164,0.011658858767060094,1.9291836045612498,0.7419468222480448
2,750,0.001,2.2044650884833334,0.01826403733599237,5.060178146561153,1.3102253940900963
3,750,0.00001,1.8619576621137455,0.01697025928643105,3.940927121349979,1.97000025707132
4,1000,0.001,2.5657525754967727,0.0143550773386609,5.686417270779021,3.0388592545925586
5,2000,0.000001,1.8789251978646304,0.011177653147702278,4.23544380489985,1.4634744397509738
6,750,0.000001,1.388359114800571,0.010427762301820747,3.042637445368739,1.5140979698409298
7,500,0.01,0.5028877085655064,0.011242573882283214,1.0591916111918822,0.5476359940217883
8,2000,0.00001,1.9239011800383634,0.0076965839048309375,4.254530378876789,2.243987647416461
9,500,0.000001,2.7615419146060587,0.011071375838839322,6.603901898573245,2.639327212243623
10,2000,0.1,1.013603961862482,0.014349722970468676,2.322495566487198,0.6522510216017653
11,3000,1,1.5663847115093843,0.010641717118506462,3.3619634557105424,2.112842363086957
12,2000,1,1.2686152871490761,0.015256926704234855,2.8670456831930204,1.5954856082010724
13,750,0.0001,2.1136290458137155,0.015356850346882932,5.148215208756518,2.30343515449215
14,4000,0.000001,1.249852773109688,0.012251600340926755,2.81007425479286,1.5717995231044106
15,500,0.1,0.8128852376104816,0.011942492587699178,1.7831825002912147,1.0917931616907044
16,3000,0.001,1.7633788445946503,0.013771399043369699,3.860710137859426,2.420446694187655
17,4000,0.00001,1.5859563025295742,0.012608041625131027,3.9477896818588873,1.475642651311136
18,2000,0.01,1.7994759989978402,0.00732729018049953,4.269672107754123,1.7439698409155853
19,500,0.001,2.6797041541983133,0.006428722826769204,5.951799584545497,2.256690726810256
20,5000,1,2.326411077210797,0.009322138450901034,5.258600019973516,3.1686058600443734
21,1000,1,1.3860143902968867,0.005358743140670314,3.0199645819865197,1.0903886167833496
22,500,0.00001,1.6550653994246012,0.02305044988819766,3.6374319358463434,1.005041473953044
23,3000,0.1,1.8062616479531262,0.011374432519541773,3.872154541048205,2.240552283192758
24,5000,0.001,1.5618934704710736,0.013038778227787736,3.6229695717978125,1.0188036736811363
25,1000,0.00001,2.1721305740001835,0.01703455309057559,4.821441154986258,0.8003955132885873
26,750,1,3.996542797814863,0.008569651948396066,8.581569699232476,3.5077997606160856
27,4000,1,1.9261684507992598,0.01648142398539713,4.0385600368803205,1.893887652425788
28,750,0.01,1.4627180932614328,0.016645324211133176,3.3412232280976215,1.1892304606107038
29,1000,0.000001,1.3628491732422852,0.00828539850941478,3.1005961868879726,1.6397540505051156
30,3000,0.01,2.136256405679931,0.004328639262379436,4.781324587259022,2.219787539707769
31,4000,0.001,1.402396927405572,0.01825765251771227,3.167316273825934,1.2095354484510188
32,3000,0.000001,0.8235841268879084,0.01221216128144987,1.9947533496510375,0.5764990075231186
33,5000,0.1,0.6117952479812957,0.01408578304869084,1.2549538255571218,0.6944801458269327
34,1000,0.01,2.6601425386488655,0.020601104121841015,5.7501811884327685,2.692391697420074
35,2000,0.001,1.8722537044053964,0.013389472225234024,4.235739019877922,1.7298438403721783
36,3000,0.0001,1.909904385962843,0.011105147486893301,4.305730166180421,1.891460312291228
37,1000,0.0001,2.2796680185276377,0.017153076290636865,5.287305654372959,1.7717898261550844
38,750,0.1,1.3286539746249257,0.020637408844785942,3.0204131826792784,1.4843035301854692
39,500,0.0001,1.9806051322650062,0.013298651438337483,4.477653713534996,1.7454022439902794
40,4000,0.1,1.772667979639647,0.014945635881259607,2.689115688094943,2.054174894977402
41,5000,0.000001,0.9303336697066535,0.007415135717220947,2.0738158346244604,0.5445096329170437
42,5000,0.0001,1.1788529045119556,0.013763264724866506,2.535945300606985,1.2355051884966517
43,4000,0.01,3.414128262235234,0.020104205169068686,7.545157685472087,4.713709498661696
44,5000,0.00001,2.250463555725661,0.00967091573343089,4.7994834950921055,3.381299226711637
45,1000,0.1,1.308835921768791,0.015418237734302134,2.936266491599134,1.415673872951298
46,4000,0.0001,1.6095525136063795,0.013432827579554107,3.5685541387515296,1.1233785714041875
47,5000,0.01,1.249707653953847,0.018138479158383583,2.8660328100392456,1.4615268220115685
48,3000,0.00001,2.0013626648525484,0.01058110167986319,4.46581600648378,1.8346332904088039
