,Lambda,Persist,speed,persistance,sum_order,global_order,lcl_order
3,3000,0.8,0.7782250127975188,0.5231920209136562,13.9816085547328,0.7782250127975188,
4,500,1,2.0536790828928506,0.47435662292259984,11.000082827970992,2.0536790828928506,
5,750,0.7,0.6920665477051127,0.4726911880172664,11.244431708381006,0.6920665477051127,
6,2000,0.2,0.6752681845339159,0.5009451760236601,17.742744369960864,0.6752681845339159,
7,500,0.01,0.7687107042597217,0.5114149813037988,20.282704180875125,0.7687107042597217,
8,1000,0.2,0.7809920280620802,0.5004051587297175,26.633643719509664,0.7809920280620802,
9,2000,0.1,1.4203920235603618,0.4792160708464777,14.835156442271384,1.4203920235603618,
10,3000,1,0.6480850503873703,0.5042528254742271,21.86037170552698,0.6480850503873703,
11,2000,1,0.968912255343495,0.4886590712035942,12.289061079766118,0.968912255343495,
12,5000,0.5,0.6940473131156943,0.5018304482416601,11.923060755434314,0.6940473131156943,
13,3000,0.3,0.6018296982159197,0.4879278419825924,10.772087386698356,0.6018296982159197,
14,500,0.8,0.6574433740974105,0.5164656484907861,13.1807367860155,0.6574433740974105,
15,500,0.9,0.7797760580896063,0.5054748842182362,18.302813384225317,0.7797760580896063,
16,750,0.2,0.5799701486311223,0.5148281190805891,23.927152625086364,0.5799701486311223,
17,2000,0.3,0.5878743009786229,0.5048818011607968,5.433987690657966,0.5878743009786229,
18,5000,0.7,0.7574383576056121,0.4987520024538632,6.3532843649739075,0.7574383576056121,
19,750,0.6,0.7848120184316981,0.5092108717550021,25.3398524210354,0.7848120184316981,
20,4000,0.8,2.1876272017198377,0.5099528716025512,28.584055384466044,2.1876272017198377,
21,2000,0.6,1.4263840636418146,0.49522643476522704,34.0477403394443,1.4263840636418146,
22,500,0.4,2.300173547792394,0.488417548831977,12.977953956186186,2.300173547792394,
23,4000,0.6,0.7163084752691982,0.5235209344777298,12.811331789561203,0.7163084752691982,
24,4000,0.2,0.9092870972640213,0.4806655380285315,25.877992365886655,0.9092870972640213,
25,750,0.3,0.7819288034104083,0.5179067540591126,17.597280092862814,0.7819288034104083,
26,5000,1,0.6767101254568199,0.4934757703021395,17.052636159843438,0.6767101254568199,
27,500,0.5,0.7162506784341613,0.4812909840406061,17.40029373953848,0.7162506784341613,
28,1000,1,0.8177476847374332,0.5005250414045381,24.156988406854204,0.8177476847374332,
29,3000,0.1,0.8505324688260473,0.48085397209426356,18.073284150922873,0.8505324688260473,
30,500,0.6,1.7361704090623693,0.5054535600474368,31.3248843980385,1.7361704090623693,
31,5000,0.8,0.732837359495755,0.49240128168476616,16.567778634714095,0.732837359495755,
32,750,1,1.1188932740700122,0.479016107298243,13.851223819765774,1.1188932740700122,
33,1000,0.8,0.8191467588172759,0.4758785691830496,24.510447658997283,0.8191467588172759,
34,4000,1,0.653019989460905,0.5311047762798786,16.15383545787194,0.653019989460905,
35,3000,0.7,0.6421728304759745,0.48995431175184695,17.419747414931134,0.6421728304759745,
36,3000,0.2,1.2792296673520311,0.4823007208356505,20.747529973469103,1.2792296673520311,
37,4000,0.4,0.8168197398379567,0.4920715026999451,9.19938403735089,0.8168197398379567,
38,500,0.7,1.1274860289163375,0.4747275418878695,30.203650257690512,1.1274860289163375,
39,5000,0.4,2.176254866884976,0.49293463721476316,9.07487863402159,2.176254866884976,
40,5000,0.6,0.7389710212299839,0.5033814352922582,13.55900520769214,0.7389710212299839,
41,2000,0.5,0.7418076716813801,0.5302444116676158,31.106322329855875,0.7418076716813801,
42,3000,0.6,0.8113060256314859,0.5077047915687443,18.152694458914034,0.8113060256314859,
43,5000,0.1,0.7774744817075258,0.48215961391475126,27.607416877836787,0.7774744817075258,
44,1000,0.6,0.6882207223855265,0.5299135892806838,18.28119859916803,0.6882207223855265,
45,4000,0.9,0.7745436768626232,0.48422836228438715,18.85925649530107,0.7745436768626232,
46,5000,0.2,0.7119245336703712,0.5001406495333711,28.023924699362794,0.7119245336703712,
47,3000,0.9,0.793500437819159,0.5214809681347139,17.699531694997535,0.793500437819159,
48,2000,0.9,0.7468594158008595,0.47824134798343204,14.473949380057006,0.7468594158008595,
49,1000,0.5,0.6652798916444568,0.49857776659686487,26.332717292372237,0.6652798916444568,
50,3000,0.4,1.5120605935254112,0.5134000442231307,26.421642643862977,1.5120605935254112,
51,3000,0.5,0.6330932811156478,0.5287461148674666,22.234195687231086,0.6330932811156478,
52,1000,0.3,0.9401114956641454,0.5010094900060216,12.796169565755047,0.9401114956641454,
53,750,0.9,0.6550152276507702,0.4995898781951513,8.568230726222167,0.6550152276507702,
54,750,0.1,0.6461371600058354,0.48534453256252263,11.500517862736046,0.6461371600058354,
55,4000,0.1,0.7099986252503774,0.5109472332306559,11.926033148816375,0.7099986252503774,
56,4000,0.3,0.7430041733896765,0.5056685643212062,23.14843791226049,0.7430041733896765,
57,1000,0.9,0.8006200516948909,0.4967487191148798,16.734310728427236,0.8006200516948909,
58,4000,0.5,0.6591048864252198,0.5027510746895528,3.7513671581912216,0.6591048864252198,
59,750,0.4,0.6317098926711286,0.49668987076513255,15.285870018491648,0.6317098926711286,
60,2000,0.8,0.6542911041956545,0.506140860766821,15.223948856321043,0.6542911041956545,
61,4000,0.7,0.6103559406874042,0.49241511741984084,10.225058543706334,0.6103559406874042,
62,500,0.2,0.6811829203061317,0.5137839975287758,26.04560188933589,0.6811829203061317,
63,1000,0.1,1.0228810930732377,0.49680503801631787,19.821108837690097,1.0228810930732377,
64,5000,0.3,0.7466597701863993,0.5471635633768818,19.071361892755405,0.7466597701863993,
65,500,0.3,1.3067913566793208,0.47943822952435045,26.272697277253858,1.3067913566793208,
66,1000,0.7,0.9739524571419158,0.5012352323599553,11.186082622815038,0.9739524571419158,
67,750,0.5,0.6836420087913876,0.5136407151539384,15.963878670994154,0.6836420087913876,
68,1000,0.4,0.6622057929716071,0.4943171525682104,9.797834227805444,0.6622057929716071,
69,750,0.8,0.8433547014952527,0.49660454684119737,15.42936017972085,0.8433547014952527,
