,Lambda,Perist,speed,persistance,global_order,lcl_order
0,2000,0.000010000000000000006,3.3333406472139373,0.014393174651328663,6.1324980630425046,2.5671231891503816
1,500,0.0010000000000000002,3.101997470340806,0.013498535266660072,6.145099226638822,4.148210477611864
2,750,0.0000010000000000000006,3.432088215299851,0.015140042279838088,6.369259501926978,4.406348890446086
3,2000,0.0010000000000000002,3.2001715949902105,0.006997743563973494,6.080255456186185,5.916435484783133
4,2000,0.1,2.980289663891635,0.020067656180520952,5.564736145447504,2.9654541915603865
5,500,0.000010000000000000006,3.8889235946622427,0.007585273292136682,6.988416363393748,3.9435125832164077
6,1000,0.00010000000000000005,3.5015767344496505,0.007237385517639391,6.510727104824064,2.335997282410417
7,1000,0.000010000000000000006,3.2560722886256763,0.009579472466370352,6.003382148473306,3.7592818027431156
8,500,0.1,2.7431716676391167,0.016519460725586122,4.901862190526421,3.257642852941509
9,2000,0.00010000000000000005,3.237337640064073,0.016032659974482822,6.062738257537173,5.844321354795817
10,750,0.00010000000000000005,2.9751943796038534,0.00873000285663227,6.136422546142892,1.6380219663395756
11,3000,0.00010000000000000005,3.3721248242638735,0.01085959325394068,6.29875854555014,5.915384348845901
12,5000,0.0010000000000000002,3.5523710942223037,0.012414108868293331,6.721340467276808,5.256148456055431
13,1000,0.0010000000000000002,3.8735870538469226,0.011100175904513981,7.0090748926916975,4.335079685114881
14,1000,0.0000010000000000000006,3.036838745622442,0.012625563637588993,5.496536402007851,4.837966032251234
15,3000,0.1,3.1372990680533133,0.0081411025621264,5.746465158144959,4.331199249830028
16,4000,0.0000010000000000000006,3.525035529236395,0.00662140085693985,6.49968744542751,6.2194102393193536
17,500,0.00010000000000000005,4.018405576874624,0.011130366997887579,7.241852214026268,5.645166367903338
18,4000,0.000010000000000000006,3.3490333920591233,0.00806726430344245,6.137349807491635,6.821194890294402
19,3000,0.010000000000000002,3.7967251864046894,0.018086135345566415,6.791989996269949,6.2255091168771814
20,5000,0.00010000000000000005,3.6958930368863556,0.010933973886055975,6.755628248758085,3.5943710498180166
21,5000,0.010000000000000002,3.5870327752396745,0.008043170746121235,6.786562647080842,3.7053614556785672
22,5000,0.000010000000000000006,3.3591378214860286,0.013262676522943835,6.388310495735253,4.857738729789156
23,1000,0.010000000000000002,4.619935447785169,0.016385203396503456,8.235136764575628,10.315640564959962
24,500,0.0000010000000000000006,3.2938721787862253,0.018851405236511083,5.940795529396994,4.626949606395272
25,5000,0.1,2.9730092844649576,0.015242927684991876,5.655644195475037,6.433352505938659
26,3000,0.000010000000000000006,2.5579675727212754,0.00544425514934151,4.842296344868728,2.851468601148563
27,500,0.010000000000000002,2.4934690941294564,0.013366677357979917,4.934122272948531,1.020497042040032
28,5000,0.0000010000000000000006,2.8877958677761746,0.01653927940992062,5.211526496576684,6.904999096955648
29,750,0.0010000000000000002,3.051539891464139,0.007599152016986397,5.64791460622244,3.7597773637140732
30,4000,0.00010000000000000005,2.226145958031818,0.007563398153196194,4.0218996635847155,2.8668741613235404
31,3000,0.0010000000000000002,2.3598774221121084,0.007576063190737558,4.57068257775178,4.528521598339628
32,4000,0.0010000000000000002,2.7492631311428832,0.004493126195218182,5.090870743470194,3.624917820888355
33,750,0.1,3.3949971353695902,0.0051068252629487805,6.538870445497843,7.383051191053532
34,4000,0.1,3.7045421591877057,0.014081236351127673,6.949123971509344,2.3954483746760875
35,2000,0.0000010000000000000006,3.1713171350067113,0.01109577500462183,5.9875836404303255,5.230869798898787
36,4000,0.010000000000000002,3.1142708383835664,0.016443904133259836,5.912392720033076,3.5252646182678875
37,1000,0.1,3.0300989857367795,0.0090449204319762,5.688081877737596,3.250290648477633
38,750,0.010000000000000002,3.2203404355545318,0.012211251056043575,6.0629188294837935,3.7932116549729047
39,2000,0.010000000000000002,3.3182457257376026,0.01762433768341245,6.642092407714185,5.436590407857711
40,3000,0.0000010000000000000006,2.5667527025924204,0.016816885879099866,4.572238003002924,3.149920656836705
41,750,0.000010000000000000006,2.389271097399278,0.013385365443515639,4.459204252602752,4.131806342967595
