0	112	1	5.333333333333333	22.555555555555557	31.222222222222225
0	252	1	49.166666666666664	25.333333333333332	31.833333333333336
0	366	1	3	22	21
0	392	1	4	20	32
0	407	1	5.888888888888889	15	22.88888888888889
0	626	1	7.5	18	28
0	720	1	7	19.5	29
0	735	1	4.5	18.5	35.75
0	804	1	48	23	29
0	828	1	3.8333333333333335	23.666666666666668	33.833333333333336
0	856	1	2	29.666666666666668	34
0	1015	1	10	21	34
0	1098	1	48	27	35
0	1111	1	0	24.333333333333332	49.666666666666664
0	1315	1	5	29	27
0	1319	1	6	29	31
0	1382	1	9	19	28
0	1408	1	9.75	24.25	31
0	1639	1	13.25	20.25	33.75
0	1663	1	8	26	27
0	1684	1	10.833333333333334	20.833333333333332	27
0	1827	1	7	44	25
0	2008	1	11.714285714285714	23.999999999999996	24.571428571428573
0	2225	1	5.666666666666667	40.333333333333336	25.666666666666668
0	2725	1	6	40.666666666666664	23.333333333333332
0	2884	1	12.5	23.5	23
0	3049	1	8	37	27.333333333333332
0	3188	1	5.2	45.6	26.8
0	3302	1	9.88888888888889	18.11111111111111	25
0	3331	1	11	17	45
0	3354	1	12.299999999999999	21.1	19.099999999999998
0	4499	1	18	24	14.666666666666666
0	4587	1	10.333333333333334	21.666666666666668	33
0	4676	1	15.4	31.6	37.4
0	4692	1	12.5	36	35
0	4793	1	17.5	43.62499999999999	42
0	4925	1	15.666666666666666	47.5	7.5
0	5168	1	18	13	16
0	5261	1	16	20.666666666666668	17.333333333333332
0	5979	1	14	24	27
0	5994	1	21.666666666666668	20.666666666666668	20.666666666666668
0	6312	1	21.77777777777778	48.44444444444444	16.88888888888889
0	6608	1	13.5	13.5	28
0	6770	1	18.571428571428573	24.142857142857146	18.285714285714285
0	7268	1	16	7.333333333333333	42.333333333333336
0	7395	1	20.2	18	15.6
0	7442	1	21	17	47
0	8314	1	20.333333333333332	29.666666666666668	15.666666666666666
0	8481	1	13	48.5	45
0	8568	1	23.5	49.5	11.5
0	8750	1	25	11.25	45.5
0	8804	1	21	19.8	15.8
0	8888	1	21.5	23.75	21.25
0	8983	1	25	23	44.5
0	9362	1	18.8	7.6	34.9
0	9478	1	22.5	11	47.5
0	9564	1	21.5	16.25	49.25
0	9926	1	24	40	13
0	10153	1	24.5	48	11
0	10174	1	27	15.8	10.8
0	10292	1	23	12	48
0	10353	1	23	17	48
0	10656	1	20	32	13
0	10802	1	22.5	46	27.5
0	10885	1	23.75	1.75	11.25
0	11759	1	26.25	16.25	2
0	11869	1	29	20	49
0	11896	1	17	25	26.5
0	11902	1	25.71428571428571	22.57142857142857	48.285714285714285
0	12008	1	20.75	24.75	21.5
0	12010	1	25	22	16.5
0	12042	1	17	25	28
0	12387	1	18.666666666666668	1.6666666666666667	15
0	12448	1	30.555555555555557	15	17
0	12588	1	28.166666666666668	16.166666666666668	0.8333333333333334
0	12670	1	21.500000000000004	20.625	13.25
0	13095	1	31.333333333333332	11	19.333333333333336
0	13190	1	26.666666666666668	16.666666666666668	47
0	13234	1	26.666666666666668	22	43
0	13279	1	19.25	25.5	17
0	13376	1	21	26	26
0	13542	1	30.4	40.2	35.8
0	13580	1	24	0	26
0	13758	1	27	20.5	45
0	13777	1	26.5	20.5	47
0	13858	1	20.666666666666668	27.666666666666668	14.666666666666666
0	13873	1	22	24	31
0	14125	1	27	44	37
0	14142	1	24	44.44444444444444	26.111111111111114
0	14193	1	22	2	18
0	14214	1	29.1	15.099999999999998	21.2
0	14222	1	31.2	13.400000000000002	20.1
0	14227	1	26.545454545454543	14.636363636363637	47.63636363636364
0	14234	1	25	7	46
0	14250	1	26.75	12.5	42
0	14364	1	35.75	25	38.12500000000001
0	14713	1	29	18	4
0	14714	1	29.333333333333332	21	46.666666666666664
0	14718	1	28	17.333333333333332	45
0	15042	1	28.333333333333332	44.666666666666664	36.333333333333336
0	15104	1	31.333333333333332	13.166666666666666	46.666666666666664
0	15402	1	31	42	30
0	15531	1	32	19	42
0	15631	1	33.333333333333336	31	32.666666666666664
0	15699	1	32	38.5	43
0	15857	1	29.625	12.749999999999998	47.125
0	15872	1	29.5	15	45.5
0	15875	1	32.5	16.5	42.5
0	16061	1	32	45.333333333333336	28.333333333333332
0	16132	1	31.333333333333332	10.333333333333334	46
0	16149	1	23	11.5	36.5
0	16155	1	28.555555555555554	9.444444444444445	43.888888888888886
0	16175	1	29	18.5	1.5
0	16178	1	32	16	44
0	16309	1	31.75	35	25.5
0	16383	1	34.666666666666664	5.333333333333334	47.66666666666667
0	16421	1	32.4	6.4	45
0	16645	1	34.5	42.25	27.75
0	16754	1	31.25	19.25	1
0	16961	1	38	9	44
0	17065	1	35.125	31.75	29.625
0	17338	1	38	18	43
0	17345	1	28	14	41
0	17569	1	33	9	46
0	17654	1	33.5	17.25	40.875
0	17666	1	34.5	16	46.5
0	18015	1	32.5	16	47.5
0	18044	1	35.8	29.4	31.8
0	18114	1	35.44444444444444	35.111111111111114	27.88888888888889
0	18335	1	34.33333333333333	16.083333333333332	45.83333333333333
0	18402	1	40	39	21
0	18641	1	37.5	20.5	42.5
0	19192	1	46	16	48.5
0	19296	1	43	36	28
0	19584	1	42	6	43
0	19617	1	45.38461538461539	24.153846153846157	28.000000000000004
0	19677	1	40.5	44	34.25
0	20216	1	48	25	22
0	20220	1	46	25	2.5
0	20285	1	47.57142857142858	20.571428571428573	10.571428571428571
0	20335	1	0	29	17.666666666666668
0	20365	1	0.25000000000000056	21	19
0	20399	2	24.62412060301508	1.1859296482411992	43.321608040200985
0	20400	2	27.285427135678397	9.923618090452264	15.297487437185936
0	20401	2	46.19477911646587	4.140562248995983	20.878514056224887
0	20402	2	21.12964824120604	10.677386934673349	4.177889447236181
0	20403	2	19.528112449799224	7.2058232931726955	15.912650602409638
0	20404	2	36.212851405622445	42.341365461847346	31.18574297188757
0	20405	2	5.67336683417086	45.823115577889446	10.19597989949749
0	20406	2	27.280842527582724	20.77532597793379	35.92076228686057
0	20407	2	29.850401606425702	32.70080321285141	34.45381526104423
0	20408	2	42.01911468812877	18.90643863179076	37.454728370221254
0	20409	2	45.46485943775102	47.617469879518076	9.341365461847381
0	20410	2	38.117706237424514	12.17002012072437	49.311871227364186
