,Lambda,Perist,speed,persistance,global_order,lcl_order
0,2000,0.4,7.320213850148057,0.009103045983339353,11.972793352182615,9.788282070246716
1,5000,0.9,8.683542884724762,0.005086161412471742,14.404860334886974,1.7350722235370408
2,500,0.9999999999,7.228862108453712,0.008913690657225562,11.677925959410448,5.1152444186757515
3,2000,0.7,11.553840487080612,0.012257714160913143,18.064431196911855,21.241490550950946
4,100,0.9999999999,9.425853857088097,0.011929281559816977,16.055390181702847,7.455070515842523
5,2000,0.2,9.615499358398376,0.0022990433695460003,15.832749680061404,5.90274482403469
6,1000,0.001,9.029671610901808,0.002969824113675403,14.740289902304129,16.924504064641063
7,50,0.3,6.9547386604161,0.013992777618161062,11.299205206026054,9.439227343571687
8,1000,0.2,9.556310083918518,0.005622820263055106,15.524814521127,11.521958672291692
9,2000,0.1,10.126117040271774,0.012747251940801816,16.490882732145394,7.368602506995358
10,5000,0.5,10.364032388182503,0.0010500494391802904,16.86520864037842,14.630480359801401
11,50,0.1,7.419175057829116,0.011478367396515445,11.637680698385601,6.8154900688875575
12,50,0.2,10.169961922778539,0.010833157185688929,16.28984801957846,7.875723189727404
13,500,0.8,5.809067551583285,0.006528741769557854,9.54456042434984,6.930121370242403
14,500,0.9,10.002755530846366,0.009477342852977182,16.368817777672326,1.0257577607323745
15,2000,0.3,9.012655149176593,0.022106328219483034,14.463007668929993,13.899706965169608
16,10000,0.4,6.953422582033564,0.008562387443020299,11.60721577497349,19.71719221415762
17,5000,0.7,10.383436856607917,0.013713015747633613,17.06966083093839,9.7364290940848
18,500,0.1,10.978551525866953,0.00952408684110094,17.178147963956246,11.705482750726786
19,20000,0.9999999999,9.789041613881203,0.009784419832978598,15.397214221994382,11.214680196267414
20,10000,0.7,9.875038854564359,0.008233899371393948,16.35899253585852,6.873146546091534
21,100,0.001,6.94634641491031,0.00485932717117787,11.416262888590648,1.2159418875548436
22,2000,0.6,9.118173339808703,0.012328017599726303,14.509988822180658,1.0793118136802224
23,500,0.4,11.109429687571758,0.007981711473479931,17.462018562924364,18.22682991034356
24,20000,0.4,6.9148760512500616,0.02217149646913054,11.424691093304476,8.960777861672767
25,100,0.5,9.63684859185516,0.008628468968996649,15.01344112909912,15.58596517689382
26,500,0.001,11.526556680105063,0.006050310952564461,17.991804355266538,15.58003103591615
27,50,0.001,9.152347480642812,0.008303224188234462,14.7230654013018,14.396758270615024
28,10000,0.001,12.725290688937728,0.009176665604116811,19.730575177933336,11.751182826699923
29,100,0.6,9.415658443508137,0.01575652670986277,15.151139970185529,13.831155441295568
30,1000,0.9999999999,11.58159578142199,0.00981160686120745,18.122671088037155,14.31181085190781
31,500,0.5,7.453349620800719,0.011564529593793067,12.161808529618499,1.153670830781879
32,50,0.8,11.476388413232192,0.011891380090619448,18.312140081822896,13.476418775777317
33,20000,0.7,9.81883841474969,0.005924507887593212,15.829556961662274,8.861043379428658
34,100,0.3,11.39926432163147,0.01930746738552329,18.187934695492043,23.850841597910136
35,5000,0.001,7.757478857522932,0.0067551428216331266,13.217869602289072,
36,100,0.9,10.693666986906582,0.006390738781175765,16.606787654135854,12.103077920930664
37,500,0.6,8.057809850973038,0.007900015186290334,13.097837947814275,1.9968513688683958
38,10000,0.9,9.659613604411547,0.007600973897367923,15.281494043961928,7.16177741861422
39,50,0.6,5.059128592741807,0.007833175453207242,8.372973056056736,1.4301938429643417
40,5000,0.8,8.629259886980794,0.0015059662796068217,13.738097377853103,2.850121863627429
41,20000,0.8,8.575250860358663,0.023792557684681213,13.852646935585074,12.884220111201621
42,1000,0.8,9.115988068410333,0.00677166472848493,14.340600291882915,16.571109255368764
43,20000,0.1,10.096476243325558,0.013336573798843902,15.970681229471461,7.599461270975172
44,5000,0.9999999999,11.969247934476542,0.017704581455305422,18.9641400001663,16.934787021607065
45,100,0.8,10.682403493414414,0.012599634898582275,16.909010588392825,16.865119247917875
46,100,0.7,10.052176377426571,0.011688412152123812,16.12536663720658,18.48369435631795
47,20000,0.001,8.727243982397066,0.014686549564277134,15.229496442489273,14.207414714986884
48,20000,0.3,9.802128026234858,0.005888398595194465,15.945536755055898,1.3359653919457066
49,20000,0.9,9.851661804926747,0.03113991409276302,15.850736638559042,11.929367678325304
50,10000,0.6,7.967652910703919,0.009151496341675409,12.64706772278649,
51,500,0.7,8.224008809915365,0.0016493416991571425,13.463032373900266,9.799317958026476
52,10000,0.2,10.728785873077147,0.013768206728002337,17.024919376876124,
53,5000,0.4,9.972890340063493,0.011732799427218691,16.130148234921304,11.772491127187964
54,5000,0.6,10.83010846935723,0.006603997838387336,17.110992421597054,7.7284656499475775
55,2000,0.5,5.458998960714376,0.008738080198070462,8.99692383768602,1.4068344280388128
56,10000,0.8,9.910784241220162,0.002487149041970212,16.14412730939734,15.034446753665366
57,5000,0.1,9.615795756108346,0.0029028337115171742,15.113592365805253,15.721599002205881
58,1000,0.6,8.13986410227829,0.006763881362927617,13.210128365847833,8.711311040340844
59,100,0.4,10.41522875996399,0.0026707483703135877,16.824773261735373,1.921614380179459
60,5000,0.2,7.94206807169994,0.012896923344427448,13.149616842117274,7.786918574898094
61,20000,0.6,11.358082198112054,0.017979311870969322,18.59055346235605,10.25370624382661
62,2000,0.9,10.618546925691675,0.023672393310337807,15.98280321353571,13.963503852055943
63,2000,0.001,9.706995346316525,0.0073163012556947725,15.336091828844067,15.055646777197488
64,1000,0.5,11.186905406900761,0.0048544346809342625,17.438074496694515,10.96477324701832
65,1000,0.3,11.090846984676064,0.012574783666004868,17.770806404880364,
66,10000,0.1,9.472357437497198,0.009399005429338938,15.01202732669531,16.377754422245363
67,2000,0.9999999999,10.776270739225131,0.01535697926866778,17.57971510524324,21.92445831187844
68,1000,0.9,10.330857592671098,0.006696294295485695,16.778085484689548,1.6307976009729082
69,10000,0.5,9.504358205966417,0.011950693514413788,15.116662845719306,10.633929278062293
70,50,0.5,8.479316597189454,0.009247031157540525,13.635393994190618,6.660050416634834
71,20000,0.5,11.590327669669996,0.0072790761325858214,17.7964527483242,22.210859763197547
72,10000,0.3,8.993272030981327,0.014818716613603653,14.324611466734602,10.228100842168
73,50,0.9,6.7830781683764645,0.014933084328838246,10.79798458335426,1.739846567349312
74,50,0.9999999999,10.589677415815764,0.003847701542147181,17.295481522023305,1.6326407048483773
75,20000,0.2,10.293239634964534,0.008362569738027853,16.501518928349437,5.160082199909761
76,2000,0.8,9.979588291621168,0.004800160113951751,16.04462760076689,1.5876412936400475
77,500,0.2,6.87866482823503,0.009898650844804185,11.202231805959359,
78,1000,0.1,8.876022642520594,0.010759518757233012,14.41560362825657,16.10012121250232
79,5000,0.3,7.529434156571132,0.005513216504127885,12.041258325216925,9.981118179298448
80,500,0.3,13.660690199631102,0.00784953538123132,21.118044070919783,13.575197866804817
81,1000,0.7,10.59173429461778,0.004690357947481919,16.874656322888626,17.102550095378632
82,10000,0.9999999999,9.600900747686715,0.007960739695372173,15.394059534413433,1.3438132135739387
83,100,0.2,9.177859283614003,0.008696281484645473,14.802188462504601,24.36815383242639
84,50,0.4,8.217939350019394,0.019240226755394284,13.36328622728251,17.4005184551488
85,1000,0.4,6.540935918263349,0.008887763264096295,10.397734891990956,1.7879078161838464
86,50,0.7,7.900342024853917,0.008163989564480965,13.083201691187412,0.6069011387246214
87,100,0.1,9.633825159497603,0.017259703146720012,15.315598188669728,9.875093011588397
