,Lambda,Perist,speed,persistance,global_order,lcl_order
0,2000,0.000010000000000000006,4.243013574658214,0.007706740649212189,6.364380800523251,1.6282305017126613
1,500,0.0010000000000000002,4.6090687808824,0.02995049143035199,6.91180793192826,4.5840011613155385
2,750,0.0000010000000000000006,3.796204282429142,0.017302504761125985,5.33685260590174,
3,2000,0.0010000000000000002,4.027366954702095,0.017755941893526948,5.91501187777139,0.0
4,2000,0.1,2.9139432549682565,0.01882616675646574,4.28776680438581,
5,500,0.000010000000000000006,4.5740122752198396,0.018997553753425718,6.462088971631207,8.404353208081156
6,1000,0.00010000000000000005,4.596151382541556,0.006986874836882702,6.460532032486469,
7,1000,0.000010000000000000006,4.4616995972536975,0.013474765550469683,6.0845064057468115,2.5982037225018515
8,500,0.1,3.910795030833385,0.009439558553188211,5.804334014454816,4.09251752163015
9,2000,0.00010000000000000005,3.5239361599087515,0.01225746410929578,5.031371427158732,
10,750,0.00010000000000000005,4.020878559048628,0.006621922933346923,5.756457097034582,
11,3000,0.00010000000000000005,4.298837758249321,0.01314472900230849,6.555909761338201,
12,5000,0.0010000000000000002,3.196167568139839,0.02672326392881719,4.358915334723373,
13,1000,0.0010000000000000002,4.880828356949224,0.008539209112484382,7.206732017668659,
14,1000,0.0000010000000000000006,4.170565486274164,0.019599722733602623,5.753426225096964,1.4714260215326478
15,3000,0.1,3.763857514396464,0.005920717634747103,5.578005805691008,2.441883696040717
16,4000,0.0000010000000000000006,3.940793087976325,0.015418249720047421,5.907344638357883,0.0
17,500,0.00010000000000000005,3.4829010020512983,0.021139460674909807,5.341728862646899,
18,4000,0.000010000000000000006,3.3410642197861216,0.017449827108315663,5.4633767455795885,
19,3000,0.010000000000000002,4.3229261031344395,0.012275588742583457,6.270648625398281,1.570279077656612
20,5000,0.00010000000000000005,3.3449201622257636,0.008392586913852577,4.966687099835939,
21,5000,0.010000000000000002,3.2765121893356945,0.005999918978979406,5.026296643313065,7.044617593222326
22,5000,0.000010000000000000006,5.420389764567979,0.016286049228696153,8.012772791806682,10.153123540772663
23,1000,0.010000000000000002,3.400204692760705,0.0057031230879179455,5.2400605807426235,3.1611133059223646
24,500,0.0000010000000000000006,4.229774316119217,0.0057328283248902915,6.130455953463222,1.78079202998994
25,5000,0.1,4.735158151856081,0.01582486718671443,7.083258100707902,2.721874123698422
26,3000,0.000010000000000000006,3.7216438774534915,0.01507677020679602,5.4010592064153125,2.247496765683248
27,500,0.010000000000000002,5.074748346395983,0.021700218487811965,7.678023259077685,
28,5000,0.0000010000000000000006,3.9177041298013564,0.013069730448217895,5.607363651664556,4.945440731343156
29,750,0.0010000000000000002,2.96757696020048,0.026398243678868463,4.467061695231327,1.6248530378927384
30,4000,0.00010000000000000005,3.9669570191697114,0.015326976243799357,6.142105164700256,4.65891056457443
31,3000,0.0010000000000000002,4.279419720331675,0.014060080269708236,6.840743986028169,11.96607895031914
32,4000,0.0010000000000000002,3.4653507167285227,0.007429180728168506,5.331871913582437,5.1835278911692075
33,750,0.1,3.7923457250639463,0.018797141165801678,5.246042810154015,3.2290643172280302
34,4000,0.1,3.5538500211069226,0.011204046267419183,5.273804050759526,2.543233210660877
35,2000,0.0000010000000000000006,3.1231263419500235,0.00752938424136406,4.704439278255607,5.275256633769724
36,4000,0.010000000000000002,3.7158927312941628,0.019293791872292937,5.340936072483372,6.185422985616062
37,1000,0.1,3.521329918525714,0.009735244236680648,5.700702796406405,
38,750,0.010000000000000002,3.134207197572408,0.020285314324209807,4.8440894885850945,
39,2000,0.010000000000000002,3.9722026792347607,0.015008352087031974,6.0454584905193665,
40,3000,0.0000010000000000000006,4.167353960953181,0.021169686392787324,6.404209697135843,0.8286351622772297
41,750,0.000010000000000000006,4.023196955308412,0.02640499444167271,6.051212603995381,
