,Lambda,Max_act,speed,persistance,pooled_pers,sum_order,global_order,lcl_order
27,300,190.0,1.7340869349553596,57.4003431588029,26.09017475075448,927.7523759323764,6.3840126397928145,0.14120832034040384
28,100,220.0,1.0787808680982174,67.99870777631632,34.827896554989145,776.4821195394524,4.309922176444919,0.0896179071589534
29,500,140.0,2.4939862156837806,64.47342135798503,20.788207012202367,1460.8484809010863,10.841729252910762,0.20689815818858057
30,400,10.0,0.21391385868414495,182.1313602722716,0.4709010540994488,18.009697649870567,0.9526860761325261,0.015108170407355397
31,800,100.0,3.4305436726963383,99.44961060815261,18.096572730951852,1976.1307680342152,15.316815813465418,0.2798975227554825
32,50,50.0,0.21170767322170653,239.68933770022053,0.4663706840504365,13.77752544726793,0.9651605317597725,0.015423364636588688
33,600,50.0,4.248771756755948,54.40526512609765,15.352630685748577,4236.5622795771715,16.545519107004846,0.3416785932505565
34,900,200.0,2.56489272188136,51.31072081907691,19.71238953143236,1681.071779830688,10.744525058192854,0.218877101349026
35,50,120.0,0.24153493559706093,141.03250924841186,0.46880127456667,21.905928953079332,1.4254653227419813,0.014515851860570923
36,2500,50.0,6.07459443172923,46.327379034881695,9.526121235358012,1546.6688163729707,25.4678598628889,0.4930336706228133
37,800,220.0,2.3459623879890157,61.35648664988054,21.855101970920632,2382.792516910134,10.295485958923049,0.2057711625100373
38,700,90.0,3.4656867428322773,75.64377298332788,17.498553930555065,1437.3994605649295,13.149060079735975,0.28802375239455297
39,300,180.0,1.8026211305707207,96.99708739836166,24.12396983279368,1079.3772137392102,7.9661687047757725,0.14930322232212512
40,600,70.0,3.6537533311645354,104.7364160637616,17.108952703313104,2169.912184806428,12.2807261704069,0.3112794332133477
41,1000,160.0,2.9579878664732373,64.52885525846288,18.369428939303358,3489.00269409649,13.859303464149923,0.24952028617506206
42,200,210.0,1.3709687685058016,74.66203203446874,28.651131598721197,1265.492251664716,6.139911024031089,0.11646339397636786
43,50,240.0,0.283857457570034,253.09501861103814,0.4737781253715785,44.162682841062015,2.129916328319368,0.015018738883504152
44,600,80.0,3.470748144096924,70.18597720042837,17.585391112522753,3463.182645281275,15.195681153348003,0.3015974558871167
45,5000,30.0,8.465801560713127,48.74579117507223,4.28161929637667,4815.584902890681,35.22793244292291,0.6579062047160691
46,900,180.0,2.723993430882866,85.43999242166763,18.433707403640113,1018.3983318003873,10.619541174910733,0.21343169916433963
47,700,140.0,2.8215458455929054,56.29994969262852,19.06350356214225,859.099857687356,10.869387449340525,0.24939990812336305
48,300,160.0,1.9420838505942393,101.51102154843478,24.843309639636136,1009.5546777878355,7.414598299144189,0.15696930773681633
49,800,230.0,2.2981953430389197,39.576831686705916,20.96987492026244,1073.1014980987977,10.305675003926648,0.19226771509133783
50,300,200.0,1.6938781450314144,41.9356249239189,26.27709921611119,1297.6070874109878,7.003039683364539,0.14267091663578232
51,2500,40.0,6.620518302232785,46.62944572438316,7.890192139282907,2644.3430538453913,28.41339490269469,0.5305354394353398
52,50,100.0,0.21229808457689323,90.86414290443814,0.4704402881633198,12.33861536429915,0.9362312463984354,0.01554613399144985
53,1000,170.0,2.8646084573867747,50.273178768673134,18.101189273439598,2515.417552524246,11.028031616288423,0.23171166570232854
54,2500,170.0,3.62629767666924,105.5777168069772,16.067706353477863,2648.803477432576,14.366732273462729,0.2895519669360804
55,500,230.0,1.9413186473012536,85.10681435296233,21.658276296950337,834.4671993913023,7.246436171624315,0.17386871149730107
56,400,30.0,0.2105027180402741,148.1527837485383,0.4701933939142487,10.258016944590613,0.9536878634929393,0.015348385008776558
57,800,240.0,2.2542024507060887,75.78127892057364,20.719067176607176,2197.14625138707,9.577584368211838,0.1902030401534049
58,2500,110.0,4.394390548799444,91.6893300192634,16.38875546157,2470.141701384633,17.90978020791504,0.3771234438432243
