,Lambda,Max_act,speed,persistance,sum_order,global_order,lcl_order
0,5000,20,0.001907840250850801,1.019240698769887,0.07048196094083144,0.005395419824956149,0.005391186323375633
1,2500,200,0.0013185426990067522,0.4610406894951068,0.02172126869798797,0.0034749827634836133,0.0034766686280326324
2,2500,100,0.0012054377914769573,0.5298742020019714,0.048277427549879216,0.00325580970176792,0.003251835716105906
3,1000,20,0.0007273406131025062,0.6270603184593212,0.04535639542427819,0.002059374692741758,0.0020562134220885146
4,10000,50,0.0017083905708411653,0.623562260483171,0.055422660758646415,0.00472231818691227,0.004708241761742291
5,500,20,0.00059987323567784,0.4822358469029921,0.01859842776936306,0.0017436471395339606,0.0017429702670761769
6,5000,75,0.0014443608160136126,0.5672946041890183,0.03744687244472397,0.0038287148003515997,0.003827544838396489
7,1000,50,0.0012330948409078606,0.8151637334074614,0.07100435152353586,0.003430698801159394,0.003430289395491485
8,10000,100,0.0013008969817111125,0.5031041890777842,0.030080584844510982,0.003378474618898268,0.003372197082209524
9,2500,50,0.0013869809941986187,0.7673206672807007,0.069105446615201,0.003887287816488308,0.0038889678212842647
10,10000,200,0.0009976189720503337,0.4622668279805784,0.03048375099682497,0.002552797101536307,0.0025502451126913723
11,5000,200,0.0012933628458337628,0.44506534598724634,0.04488099056598972,0.0032538894279588323,0.0032495798218987394
12,5000,100,0.0013285483391747904,0.5288471340527346,0.025751016054522374,0.003478672157144032,0.003476323860184315
13,500,200,0.0006829044820565941,0.47498259394544934,0.04529631504635948,0.001860058732711362,0.0018566625092446202
14,500,75,0.0010035189474121157,0.5937313655205436,0.04976723642147147,0.0029047146505740136,0.002904613533779713
15,1000,100,0.0009842103039999187,0.5312164370216437,0.03861488153704666,0.0027704796783087184,0.002769108811046986
16,10000,75,0.0015933389265655187,0.54942960535942,0.022822310255019865,0.004303686079706909,0.004302861036549802
17,5000,50,0.001647004577310268,0.6746762492657478,0.03297255795534083,0.004393574079026788,0.0043910581440102315
18,10000,20,0.0024470397957206667,0.8060973904421482,0.04188747165777877,0.006963854452016564,0.006961216318829271
19,500,100,0.0007749546077202829,0.5570736931884206,0.04208429432648466,0.002194830546231699,0.0021932496256472727
20,1000,75,0.0011014052355476339,0.6417295644250849,0.05034934211360038,0.003138334562562003,0.0031370943524372617
21,2500,20,0.0015519656181069584,0.9928081763561298,0.03235886708742793,0.004461861360732437,0.004462053903875009
22,1000,200,0.0007585673830390188,0.4887833176505336,0.041541200153993645,0.0021372881788063085,0.0021379695382689463
23,2500,75,0.0014006295477949383,0.5994167050953556,0.03414870350824955,0.003914520998695766,0.0039057640575261955
24,500,50,0.0007616434882189767,0.6916284195748849,0.05329035499516309,0.002120972857629743,0.0021224183510664585
