,Lambda,Max_act,speed,persistance,sum_order,global_order,lcl_order
0,5000,100,0.0006378418133056462,0.6044377536049487,0.07471415968192008,0.0017133465270903836,0.0017131343667764545
1,500,100,0.00029061465764451384,0.41146477965633627,0.007262666883680628,0.0008934953421607658,0.0008934329907610379
2,500,75,0.00022393449860956934,0.3982069740011213,0.0042241180075292635,0.000647231764839363,0.0006468590441696188
3,10000,75,0.0013725874085205834,0.5902825764104195,0.05189574005276204,0.003953628271611614,0.003956034839188149
4,2500,100,0.0005010354243921588,0.8049473435423018,0.004512876270714784,0.001470570741466504,0.0014679839621207864
5,10000,100,0.0009606997237062636,0.5560074376759552,0.040086141604609805,0.002658332834132424,0.002657870096327673
6,2500,75,0.0004753740447697475,0.4369817728008954,0.041907347236050614,0.0013715851907916499,0.0013718651033524916
7,5000,75,0.0007567577556309173,0.7213868241215553,0.07063260292499253,0.0020558220784055743,0.0020547981115427425
8,1000,50,0.00024167540922306668,0.4078084594942707,0.007064800064164007,0.0007907747980569336,0.0007908419640122304
9,1000,10,0.00029432980826346676,0.4079044690115573,0.00405137123993848,0.0009243496553517335,0.0009246220043321675
10,500,50,0.00029486264028854447,0.406304034920052,0.005481748470506167,0.0009432955675344498,0.0009443697905214177
11,5000,10,0.00031545099186630876,0.4030181903300322,0.0025199756862809733,0.0009606091466539116,0.0009599740269678403
12,1000,100,0.00025881945768505216,0.39891044249309837,0.006659432979847736,0.0008044124823130994,0.0008025610873537622
13,10000,10,0.00011601847184647925,0.4015137417966169,0.0006164249686230814,0.00026375866404222475,0.0002634118844983859
14,500,250,0.00025570451034333887,0.4130834067626964,0.003019877372336427,0.0007903642570160209,0.0007899100042459213
15,10000,25,0.001579496065859287,1.9569546550010828,0.02221369341302086,0.004410209930997306,0.004409889974091175
16,2500,10,0.0002842089181683757,0.4087681512781476,0.0019060629767922053,0.0008749997082787839,0.0008746625901771175
17,2500,25,0.00034569832420140267,0.40633514901358014,0.006302476117833346,0.0009842216702115848,0.0009817733484713657
18,5000,25,0.00026756337480229837,0.401445245646726,0.00833061469453511,0.0007742487435927274,0.0007738836686300492
19,500,25,0.00020308568303516956,0.40639379060161485,0.0036939987625171865,0.0006150287639315492,0.0006144707395723196
20,10000,250,0.0007286837837075979,0.4702833767189281,0.02217731235906766,0.001958248603904458,0.0019569166355673314
21,2500,250,0.0006928442773399512,0.4712680640331593,0.04774581537477125,0.0018746139328681389,0.0018742476803068255
22,500,10,0.00030244300247632915,0.40689311879419554,0.001122693448267227,0.0009553072650891042,0.0009536799408516842
23,1000,25,0.0002513433380840234,0.41328169129644204,0.0028251305347873467,0.0008012035515738501,0.0007984244209795729
24,10000,50,0.0014491042776270302,0.7877167459453891,0.05483771706514903,0.0042924661013345345,0.004291800358984611
25,5000,250,0.00047352674093998856,0.47866537972036804,0.020607298108898657,0.0011720889670404568,0.0011696714708241838
26,1000,75,0.0002613034071850436,0.40463236288441073,0.005021151787406831,0.0008325815484841951,0.000832607643420607
27,5000,50,0.0010609331486850855,1.2123221322502573,0.064139208828469,0.003081753201344858,0.003082233787019902
28,2500,50,0.000356371614601996,0.3986895569886486,0.010369532311326422,0.0010240211448647037,0.001023899318473317
29,1000,250,0.0002976795613238183,0.4210717898198319,0.02084295391488135,0.000888095849955805,0.0008878413293135246
