,Lambda,Max_act,speed,persistance,global_order,lcl_order
0,5000,100,0.002744046514271111,1.0788673357354515,0.004855203547642836,0.004853075085741884
1,1000,100,0.0007483544554112021,0.014394676608213766,0.0009767617898165939,0.0009781288365155686
2,500,250,0.0006566705388520776,0.004365470624863129,0.0010537753859023598,0.0010540714900716896
3,5000,75,0.002996832898625366,0.9124093931277237,0.004966706556179042,0.00496614647841753
4,10000,250,0.002352932265628833,0.030571749337327033,0.004323919227358978,0.004324576450749514
5,10000,50,0.00403222479487616,0.5464770323556654,0.006796199325835078,0.006801607575499708
6,500,100,0.0006529292742398674,0.007913513233053804,0.0008969894746925593,0.0008969894746925593
7,2500,250,0.0015833855773976682,0.03229134611672184,0.0025119618469261317,0.0025130418368891263
8,10000,75,0.0033192548441736917,0.9735854016863579,0.005383249406679756,0.005382941557923857
9,5000,50,0.0037567217697860836,0.5993888079504609,0.006273579885014119,0.0062734043969396485
10,2500,25,0.0006942637423111467,0.009857554974747433,0.0009645940579748317,0.0009629114517161637
11,2500,50,0.0007742693564434906,0.013545692418416857,0.0009588728919350701,0.0009589769139638612
12,500,75,0.0006127625622134538,0.009058722387603108,0.0007459451342799444,0.0007470780725342592
13,5000,250,0.001865551343115144,0.02702210448969855,0.003359042932696605,0.003359224673276743
14,1000,25,0.0005934429553095873,0.013999159820007654,0.0008813884964292381,0.000881621322238404
15,500,50,0.0005872657705558651,0.01225245850973479,0.0008240918807555367,0.0008251827188455147
16,10000,25,0.005918744049112413,0.49779129971602915,0.009649986548833232,0.009644927450871782
17,5000,25,0.0008516356442398312,0.01664843990635088,0.0014167762300294317,0.00141670844257178
18,500,10,0.0005594341454274571,0.0052394908294977035,0.0007855755511718069,0.0007854499716442847
19,2500,75,0.002146834910636343,1.6986590847870446,0.003797892063228582,0.003801243265273151
20,2500,100,0.0021362394674481065,1.2442634897539684,0.003804419749889166,0.0037999375076826886
21,500,25,0.0005886080512297961,0.010841205536374915,0.0007823148111846753,0.0007821314876485197
22,5000,10,0.0004762210914187428,0.00697900946540305,0.0007099478483606379,0.0007102508545483439
23,10000,10,0.0008710437082507097,0.01071928920937412,0.0012272173757336318,0.0012270162426249245
24,1000,75,0.0007005901482496223,0.010059120824054189,0.0009525643555889888,0.0009545701119873882
25,1000,10,0.0006428881725361354,0.00758495330728621,0.0009245011763308183,0.0009256128369321294
26,1000,50,0.0005844636011074062,0.010549324900398926,0.0008706948208411038,0.0008685802211403551
27,2500,10,0.0007790786371794416,0.015362534897984833,0.0010126697743214797,0.0010153725626142393
28,1000,250,0.0009079328441767947,5.245951563754678,0.0016720822845057522,0.0016732636163432244
29,10000,100,0.003158306332845777,1.3857706505730165,0.005514994367264158,0.0054993201498985695
