,Lambda,Max_act,speed,persistance,sum_order,global_order,lcl_order
0,50,0.6,1.2666775662186376,1.9790672716744786,154.32203222985927,4.103299544377251,1.74524829488842
1,900,0.5,2.611537355348093,5.104623142238304,628.4212221632938,8.129378456175981,3.680660296659702
2,800,0.4,2.5776108637152233,4.609859976386931,554.3921501430283,7.381571428809607,3.6598445010479037
3,700,0.9,2.5552890229990814,23.28829453297765,533.5471905133718,7.521704041319983,3.941696300463398
4,100,0.3,1.8201943963754061,3.1257990379560288,467.3550575578279,5.8535909117058935,2.8569040596876483
5,900,0.8,2.571711858245643,10.258198950370598,616.159385061762,7.588898999633225,3.918659536736642
6,600,1.0,2.5040286850376523,,5246.933638266959,10.886091053069446,6.08095256648945
7,900,0.1,2.6101978953733447,3.9834158491635656,627.0160407984268,8.332810000828566,3.82671705698457
8,100,1.0,1.7923289474258102,,2283.003133676944,5.32352547890366,4.335697152185844
9,200,0.2,2.238488482985409,4.0345799097865935,211.02259567928095,6.67150376095985,3.34514546111772
10,300,0.9,2.4047512236648356,22.46780225016905,1873.3919434951981,8.149483298301007,3.987198488490116
11,50,0.7,1.3018664982150856,2.287611957205726,245.0628129918267,4.198354926769738,1.8564752451719213
12,1000,0.3,2.6296352113796453,4.5014724035142875,385.2312765466964,7.8685919175110834,3.9641394061130755
13,20000,0.9,2.747517824342028,53.12761443206333,1870.5335813129675,8.302601870640332,4.580097926357718
14,5000,0.4,2.701270800997399,4.424506713334678,528.4092782622052,8.13537013555681,4.15388115518837
15,400,1.0,2.4222216255506965,,4014.0684783842216,8.352904167235923,4.928975654693506
16,800,0.3,2.5886788105117056,4.433839626025855,449.40786663496266,7.441633541060232,3.6534131730002004
17,500,0.1,2.5349054921219607,4.120032265510623,461.9110170020047,7.384841479590666,3.603904832217318
18,400,0.5,2.4914261380543317,5.144487928549154,1148.9478994792742,7.174652641489946,3.7537949982112746
19,200,0.4,2.264065515911859,4.228648457981412,291.85698959233275,7.449877178180518,3.3164400973905224
20,1000,0.7,2.6277520594014834,6.949891675835393,916.9259864095178,7.571451618336268,3.6932860576819353
21,400,0.8,2.457334384266147,10.208128397883884,1103.0941815292986,7.75439401421679,3.9145574392338554
22,100,0.5,1.8705600397455673,3.6551383829162516,310.41827840861464,6.0291393865141805,2.823365026908501
23,600,0.5,2.5487514074853808,5.254062933566061,721.4699578566813,7.897675107933669,3.925152078705089
24,10000,0.3,2.7619077029099355,3.914855993332212,559.2954740207156,8.395608486818483,4.188779787754891
25,1000,0.1,2.631431380140063,3.7462641245658843,396.76290734282634,7.746750205859973,3.8063657448387835
26,900,0.3,2.589049134873431,4.348603773724371,909.7403497049796,7.694103739024298,3.506260324425713
27,10000,1.0,2.6775729565469097,,2441.1046951301223,5.705558318130553,4.957128091836591
28,20000,0.2,2.7732785597194627,3.63975280224779,813.5344713552029,8.630597138211089,4.095651282690755
29,1000,0.4,2.620251418562132,4.727817129161435,408.41182742258854,8.959831182570559,4.33069105106982
30,100,0.1,1.8157472031598074,2.915784677628415,378.78419832432786,5.317375815848845,2.652531279430567
31,900,1.0,2.5525053415045407,,1502.9122272922223,3.992867534819071,4.898997476333725
32,50,0.5,1.2676409238608781,1.823934348640254,259.19654281759017,4.041921185640037,1.8342988828677127
33,2500,0.8,2.6557015771599857,12.805846313050523,671.5991059564727,9.312955784362673,4.204077530743601
34,700,0.2,2.573694924879286,4.0747379550199705,477.05985587073235,7.108658261027395,3.805454575380535
35,900,0.9,2.5645118921511303,31.34821493451263,1124.7335340598306,8.590697625481372,3.97725809451327
36,10000,0.9,2.7371921669185526,55.410699495419514,1565.693896230166,7.747229074951585,4.390430770338785
37,100,0.7,1.8213185482988101,4.428721173245188,688.1930892278871,5.591978039177384,2.66474578501904
38,700,0.5,2.5872925661050354,5.063173409353472,1158.9494027221815,7.268141748812769,3.9947549380545815
39,1000,1.0,2.545924384349928,,4687.632409551283,9.69046043250154,6.781318767892628
40,50,0.3,1.265844014906684,1.668340422820434,262.98829197479125,3.9951497662462367,1.808047188354281
41,5000,0.9,2.7153470158437827,44.98517797900062,560.2313817266851,7.260744802643847,4.090784550722308
42,5000,0.3,2.7008165113970217,4.068521089040572,733.8208381688072,8.015007548184052,3.7936660374003135
43,800,0.5,2.592305496965933,4.947828702855306,458.0572927463247,7.769274472326322,3.6327924055803544
