,Lambda,Max_act,speed,persistance,sum_order,global_order,lcl_order
0,5000,50,0.0007872862757482803,5.483948300505466,0.02229673239298028,0.0023958436116824,0.0023946828303486626
1,2500,50,0.0,,0.0,0.0,0.0
2,2500,10,0.0,,0.0,0.0,0.0
3,5000,75,0.0009682376793777659,3.1488111752986194,0.06531421333458205,0.002755095685933313,0.002746355095328153
4,10000,250,0.0005259979023492894,0.5540804007364065,0.039392519152745664,0.0014386775885317814,0.0014373732288792032
5,5000,250,0.0006933909883671033,0.5536641066118037,0.034214342888180094,0.0020058725330183227,0.0020052028215514764
6,15000,100,0.0009924819864381336,0.6896119479317958,0.028503212753546486,0.0028845190711435996,0.002885248528644469
7,15000,25,0.0012125757401565429,3.222075918116462,0.02328062414473134,0.003567050105241991,0.0035666562851623816
8,15000,250,0.0007073750669415387,0.49598356439123165,0.03206193429591538,0.001985598585454189,0.001986426644294673
9,2500,100,6.2733325332279475e-06,18.344578670691543,0.004976406247251034,1.9591408509881954e-05,1.9287765927378467e-05
10,15000,50,0.0013606826907991225,2.7337873675159985,0.056188486620612856,0.0039031334749705824,0.0039015285848921044
11,5000,25,0.0,,0.0,0.0,0.0
12,20000,75,0.0011973294090576458,0.7502490959224226,0.025871433741225663,0.0034105903881040535,0.0034105531820333036
13,15000,10,0.0,,0.0,0.0,0.0
14,10000,100,0.0010369830724768104,0.7218546201522269,0.028191150140296734,0.002974462369628069,0.002977747534096813
15,10000,25,5.8822738704468485e-05,11.990313409950014,0.028820491099988813,0.00022618327896796816,0.00022663301949260578
16,20000,250,0.0010632133496719174,0.4728971923022929,0.04039156904160181,0.002961535269864032,0.002963664574565444
17,20000,25,0.0016531783457511,2.512394098612077,0.02281343560213794,0.004918541686161153,0.0049192911330394416
18,10000,75,0.0010714961729470437,1.2698076760297605,0.05453348310758657,0.0031445770954982074,0.0031434275678429184
19,10000,50,0.0012602344002623337,3.121336993189022,0.04869548188885867,0.0036399458709596468,0.003639890412934032
20,2500,25,0.0,,0.0,0.0,0.0
21,2500,250,0.00044610368742932515,0.5865691148191549,0.052511145890623175,0.0013005461482378767,0.0013007108117828344
22,20000,10,0.0,,0.0,0.0,0.0
23,5000,100,0.0007510128475078679,0.8780661040010367,0.04987631027856069,0.002128129228450558,0.002128296150373323
24,10000,10,0.0,,0.0,0.0,0.0
25,15000,75,0.0010829840599772512,0.8425293687545631,0.07427184146408392,0.0030261193825003208,0.0030252617893673497
26,20000,50,0.0013285783741781285,2.326891592768998,0.06520711718281699,0.0036361500182173863,0.003626390514823189
27,2500,75,1.1959058309211366e-08,,2.5604418163428388e-05,5.1311459245347473e-08,4.8977886134627066e-08
28,20000,100,0.0010532311611063097,0.6591829529323276,0.04759829167457016,0.00299973404020905,0.002999117582261348
29,5000,10,0.0,,0.0,0.0,0.0
