,Lambda,Max_act,speed,persistance,global_order,lcl_order
0,3000.0,0.82,0.6879373760611306,1.463136789520122,2.7532065444954044,1.7509545308324046
1,2700.0,0.7,0.7396212147836624,1.9177061880313384,3.2579395855037316,1.537708955937167
2,2900.0,0.83,0.735826578659159,2.4574663412035695,3.3973674581418627,1.6343143653328793
3,2700.0,0.8099999999999999,0.8462990553860937,3.425311138911026,3.3668445947024317,1.7919085002360868
4,2800.0,0.79,0.8127606859509567,1.4507083206138556,3.6601197055631056,2.134026609221768
5,2700.0,0.73,0.6354749166389153,0.7294140801780132,3.5102996602837804,1.62930606320993
6,2900.0,0.74,0.7536930433020707,1.3233046583471826,3.5196627540315735,1.4349805274303606
7,3100.0,0.78,0.9439772734225205,1.9971361693722782,3.6231731985955564,2.341425315856819
8,3100.0,0.75,0.8246078131995698,2.1286393039412985,3.4377122969895333,1.663210868310121
9,2800.0,0.77,0.8221111092125445,1.8595819419100743,3.4020954780731505,1.5403411174762769
10,3100.0,0.76,0.8282795230070896,2.086815809866827,3.413782612246525,1.5531948069229367
11,2800.0,0.76,0.7893713404537663,2.0168584048830396,3.346803372800751,1.6950735336245026
12,2900.0,0.7,0.9265028511299206,1.238745477769984,3.823791833706173,2.242169762409111
13,2800.0,0.82,0.6617088064308994,2.118869257554345,3.6065357919253103,1.5045591808298888
14,2700.0,0.74,0.7399930881352603,1.6802709618791236,3.68107246547581,1.7567826495560988
15,2700.0,0.84,0.7820897143260744,2.9288806232195603,2.7899772783621075,1.6282611800863132
16,3000.0,0.79,0.809880537974507,1.0425510568161769,3.5763325451914296,1.7338228572348757
17,2700.0,0.83,0.7944518479933904,3.635654263089692,3.3008444329232267,1.7092266770762439
18,3100.0,0.7999999999999999,0.8400902255191328,1.7808235673282353,3.3988925592766948,1.8412537267715614
19,2700.0,0.85,0.9559068584234519,4.653991415844631,3.7236128362612737,2.498720585321416
20,2900.0,0.7999999999999999,0.8555935431076668,2.372914296610419,3.63744032975149,2.8215970473943672
21,2700.0,0.72,1.0322782368242522,1.3215416671248543,3.6118536359428592,1.5500950232588337
22,2900.0,0.71,0.7619061197680369,0.8255273083095798,3.66279915326692,1.5873684825074168
23,3100.0,0.79,0.9859887881698249,2.846754707660119,3.6951218172123097,2.095862434389196
