,Lambda,Max_act,speed,speed_std,persistance
0,4000.0,50.0,5.144079823560096,1.264482830996058,93.21846033124146
1,2000.0,70.0,3.780610818448426,0.8449236176885137,63.51679545063053
2,4000.0,60.0,4.742525330084376,1.1335206204216228,88.75549966801722
3,2800.0,50.0,4.817141161209275,1.0585779059109142,100.0
4,2800.0,70.0,4.103430686482467,0.9343880050261191,34.3355137315412
5,3200.0,100.0,3.7094372493899472,0.8956353218519696,100.0
6,4000.0,10.0,14.155117131858365,8.742005022133332,0.4985917359039798
7,2800.0,60.0,4.396652839547169,0.9761750836615075,100.0
8,3200.0,90.0,3.8556624383691718,0.9366932018711492,100.0
9,3600.0,80.0,4.15590952059973,0.9834293817755245,100.0
10,3600.0,90.0,3.9710386711979475,0.9125489380071259,100.0
11,4000.0,20.0,9.297083250909129,4.891885221759435,0.7906433567038519
12,2400.0,70.0,3.9678793599738107,0.9215041527713316,21.659538612005015
13,2000.0,90.0,3.3735797344375054,0.8834132134141414,18.936072800250262
14,3200.0,40.0,5.527715244127047,1.4016308854017232,100.0
15,3000.0,40.0,5.481755658649308,1.4636894730724381,28.027386276153685
16,2000.0,100.0,3.2230139838151484,0.8516741776849889,54.843517719517585
17,3600.0,40.0,5.635959921969675,1.515398982891385,94.41388167908458
18,2200.0,10.0,6.719397769356537,7.620894879572086,0.4196898344284988
19,2000.0,20.0,7.1596262656313,1.886135720507487,1.0541829020667286
20,2200.0,70.0,3.8796476028394435,0.882591454761087,24.831749624369987
21,3800.0,40.0,5.699734342515334,1.6112587150103614,69.12815823259622
22,3000.0,90.0,3.7750658726208157,0.9367177162700635,59.318408430990424
23,3600.0,10.0,14.131089918497132,9.349944210394991,0.4934962478754543
24,2400.0,30.0,6.293489030292368,1.6695209969622375,5.707666436488067
25,3600.0,70.0,4.3803427103647055,1.0061049748669266,100.0
26,4000.0,100.0,3.921454726262915,0.9178913732915154,100.0
27,3000.0,100.0,3.635910683603027,0.9233498100671677,100.0
28,3200.0,10.0,14.345685097894902,10.413566062506362,0.4792917129935878
29,4000.0,80.0,4.2732670673292565,0.968761610416445,100.0
30,4000.0,90.0,4.075247264730901,0.9851743575302364,73.26741660877484
31,2600.0,50.0,4.7498051611628345,1.0124757575100722,100.0
32,3800.0,90.0,4.064961721877072,0.9101319590815232,100.0
33,3400.0,20.0,8.771042161820745,4.118197084369046,0.853333217219615
34,2000.0,50.0,4.518574570120616,0.9572976581496494,73.46040334999576
35,3800.0,100.0,3.8650289331825474,0.9435936275456629,100.0
36,2800.0,30.0,6.414540741105133,1.8328867733022423,5.867158503147948
37,2000.0,30.0,6.080694423968841,1.257996519746874,67.00069475193672
38,3400.0,100.0,3.774145144705288,0.9168678558087404,92.72120825140018
39,2600.0,30.0,6.363028086606528,1.7982842282270546,5.622079832518144
40,2000.0,60.0,4.1123988167598835,0.8925670195188449,100.0
41,2200.0,20.0,7.4414835594997735,2.144546687680961,1.0436441219774804
42,3000.0,20.0,8.341412233966615,3.423670355674595,0.9134080774442961
43,2600.0,20.0,7.9159872549934045,2.73715816405085,0.9723998277159518
44,3400.0,50.0,4.97451000521476,1.1713032736708051,100.0
45,2400.0,100.0,3.392968847714773,0.8899616389996442,72.39538627860999
46,3600.0,60.0,4.679963862010001,1.0578796710171494,100.0
47,3000.0,30.0,6.51642184238875,2.0323898020549893,4.927257231809096
48,2400.0,90.0,3.5701471246684418,0.8570498192347977,100.0
49,2800.0,80.0,3.8757507039281935,0.930663733357638,70.38149932756069
50,3800.0,20.0,9.127131269600888,4.627000354110538,0.812986431323942
51,2200.0,60.0,4.188497155594857,0.9366966235200183,31.778593212329717
52,3000.0,60.0,4.466481689443223,1.0333563311892684,100.0
53,2200.0,50.0,4.638613741374068,1.0025556993875033,11.239448149796596
54,3200.0,50.0,4.9349933079758825,1.1212071680874447,100.0
55,3000.0,50.0,4.87718707801969,1.1282765754880384,90.0134553531721
56,3200.0,70.0,4.249607598224724,1.0178627275251335,70.13248737267654
57,3800.0,30.0,6.842717431586848,2.7357511027112627,2.710486038500146
58,3200.0,60.0,4.561397451489284,0.9864961700705601,100.0
59,3400.0,30.0,6.668841039666201,2.2979825352118963,3.994893177641532
60,2400.0,80.0,3.7425485227049102,0.8752282195877177,100.0
61,3800.0,60.0,4.73879319005682,1.1280389611686652,84.92280708953429
62,3400.0,70.0,4.2904983018447655,0.987823154884592,96.17152244072635
63,2600.0,80.0,3.7840920505048414,0.918445479206259,29.513763709300182
64,2600.0,90.0,3.6210023230964197,0.9262760350365681,58.883264652867084
65,3800.0,50.0,5.1220834555689025,1.3049449997447262,77.53316975085754
66,3800.0,80.0,4.245064702732784,0.9797094667179522,100.0
67,3200.0,20.0,8.55048359061761,3.7548945058682657,0.8818523996096418
68,2400.0,40.0,5.291600108824695,1.1281319474717646,88.28079825692284
69,2600.0,40.0,5.345183446639131,1.1976209907923625,98.39279361504695
70,3600.0,100.0,3.834989601019433,0.9252535970604719,100.0
71,3400.0,80.0,4.1269045095663035,0.9650956073551448,100.0
72,2200.0,90.0,3.456425995916378,0.8935011667468499,43.794436971175415
73,3000.0,80.0,3.982950839911229,0.9251454118011166,100.0
74,2200.0,80.0,3.6504522366452337,0.8965012992038529,24.69805189214379
75,2200.0,100.0,3.2969365082287423,0.8716968997164019,71.28479002019098
76,2600.0,70.0,4.061827872126546,0.9331273594497995,50.6962224005172
77,2800.0,100.0,3.5580371422757406,0.8855935217966182,96.81018192746932
78,2800.0,10.0,13.437378995185412,11.05844656640338,0.45773287422578024
79,2800.0,90.0,3.7322173632426114,0.9134456623169755,100.0
80,3400.0,40.0,5.592784306066393,1.472500920967274,78.51615792029335
81,3400.0,10.0,14.208217565201688,9.828461095354433,0.4886627612830492
82,3800.0,10.0,14.042430207080827,8.94358087199574,0.4981084745808041
83,3600.0,30.0,6.757027856625044,2.559963735050546,3.2301127728234857
84,2800.0,40.0,5.416181390139082,1.3306867713191395,80.6894191532342
85,2200.0,40.0,5.210697450867695,1.07936087614572,100.0
86,3600.0,20.0,8.955988431572809,4.392162101938317,0.8287373905662284
