,Lambda,Max_act,speed,speed_std,persistance
0,500.0,0.30000000000000004,3.1479266791292386,0.8840501046222762,0.8867448248167027
1,1000.0,0.6,5.219539845086908,0.8785336795777553,94.3586554973678
2,3000.0,0.30000000000000004,7.899316475954005,1.2168804245271962,100.0
3,1000.0,0.4,5.160056965796177,0.91381437717966,100.0
4,1500.0,0.5,6.266524574421443,0.9707383101822897,100.0
5,1500.0,0.8,6.410733520608132,0.9439592236340316,100.0
6,1500.0,1.0,4.620783374913533,1.3383074425414565,100.0
7,500.0,0.1,3.1248032629116467,0.8796528697935813,0.8515889781907778
8,2500.0,1.0,5.507278861056692,1.4972079819182404,100.0
9,500.0,1.0,2.6132991410151756,1.046205121890009,100.0
10,2500.0,0.7000000000000001,7.580242149948896,1.1253028135595813,100.0
11,1500.0,0.7000000000000001,6.341384972427464,0.9518801777739953,100.0
12,500.0,0.5,3.178592578024939,0.8621124223456151,0.9492662898451818
13,1000.0,0.5,5.201518624418117,0.8825093596153506,100.0
14,1500.0,0.4,6.2264204407492505,0.9713745117120425,100.0
15,500.0,0.4,3.155511913697794,0.8793529233330079,0.9054706705077536
16,1500.0,0.30000000000000004,6.210763309216684,0.9697918204011917,100.0
17,1000.0,0.8,5.372194602680797,0.867506490648738,100.0
18,500.0,0.2,3.128102693489602,0.8914109888329353,0.8606521057330281
19,500.0,0.7000000000000001,3.281345938590469,0.8542736896089385,1.2998961000059395
20,1000.0,0.1,5.101659832960974,0.9260591440254495,100.0
21,2500.0,0.5,7.526993564390308,1.1135714819549907,100.0
22,500.0,0.9,3.66789226702158,0.7776455154901963,100.0
23,500.0,0.6,3.2087689034781883,0.8710970106402065,1.017384190969601
24,1000.0,0.30000000000000004,5.140186894138577,0.899969788840808,100.0
25,1500.0,0.6,6.286711642348593,0.958067987996143,100.0
26,1000.0,0.9,5.472141130243965,0.859844442025137,100.0
27,2000.0,0.1,6.887249786230744,1.0619845579186347,100.0
28,500.0,0.8,3.4555214972067003,0.8545812269390207,2.531179219909878
29,1500.0,0.2,6.184767509926405,0.9700932738134012,100.0
30,1000.0,1.0,3.8908948292869727,1.2344789137247563,100.0
