,Lambda,Max_act,iter,speed,speed_std,persistance,std_persit
0,800.0,0.1,0,5.033242600163001,2.532095231371551,0.6874858268015345,0.0
1,800.0,0.1,1,5.019951344322738,2.5181156054311185,0.683786484662887,0.0
2,200.0,0.30000000000000004,0,0.9788480944352066,0.8686515556535669,0.3792372689116452,0.0
3,200.0,0.30000000000000004,1,0.9825549750209778,0.8886392298972392,0.3789284913967107,0.0
4,400.0,1.0,0,1.5305645111972974,1.4527430224153897,0.7450096127458125,0.0
5,400.0,1.0,1,1.5360472309631423,1.4586242335206319,0.7453118919405322,0.0
6,200.0,0.1,0,0.9688881521409698,0.8656218329836867,0.3790946836463058,0.0
7,200.0,0.1,1,0.9682103478849657,0.8929238842509739,0.3800801183605572,0.0
8,400.0,0.8,0,2.645105973407276,1.5578936583343799,0.5037236240081739,0.0
9,400.0,0.8,1,2.6376655606714476,1.54420393728456,0.5064797129379616,0.0
10,200.0,1.0,0,0.7286293931903435,0.8226085702350364,0.5200290289424015,0.0
11,200.0,1.0,1,0.7328058200718414,0.8447447297078791,0.5203257606463794,0.0
12,400.0,0.30000000000000004,0,2.2001993560285764,1.4553918474130318,0.4410017588580018,0.0
13,400.0,0.30000000000000004,1,2.2048870968267575,1.4766533182391528,0.44136957910088764,0.0
14,200.0,0.8,0,1.197086623609733,0.9961516054481814,0.39022116559319864,0.0
15,200.0,0.8,1,1.1928990455107817,0.9844756064298329,0.390312382406666,0.0
16,200.0,0.7000000000000001,0,1.0924046977455275,0.919864254159205,0.38394728163562775,0.0
17,200.0,0.7000000000000001,1,1.0910559582472847,0.936009313938858,0.38323728741050866,0.0
18,800.0,0.5,0,5.223326868230062,2.5470795436246707,0.7281196950370861,0.0
19,800.0,0.5,1,5.198401918045752,2.54153156684663,0.7193666802870704,0.0
20,600.0,0.1,0,3.5931563977218297,2.0342622668076547,0.5459365633115831,0.0
21,600.0,0.1,1,3.5590581154793126,2.0087321841126333,0.5402080576934621,0.0
22,800.0,0.6000000000000001,0,5.3389566977960135,2.5488493606571128,0.7533097174546612,0.0
23,800.0,0.6000000000000001,1,5.296482661203908,2.5333745592503596,0.7506749977528399,0.0
24,400.0,0.7000000000000001,0,2.4550054656719618,1.5131271871262164,0.4708482169574145,0.0
