,Lambda,Max_act,iter,speed,speed_std,persistance,std_persit
55,1200.0,70.0,1,3.548559843557445,2.2206935349809256,2.8788183469702475,9.246761805460526
56,400.0,100.0,0,1.8855744090825788,1.0940618307282857,3.3970086301219466,10.03667272341235
57,400.0,100.0,1,1.8973205325856464,1.096898865849817,3.4735706920866742,10.037562704214078
58,400.0,90.0,0,1.9419262232482712,1.1029433179578771,3.1809347632991063,9.100599273269216
59,400.0,90.0,1,1.9481778797517293,1.1258537808298306,3.589398000857576,10.559108178813387
60,800.0,40.0,0,3.411005989272447,1.7010215611192285,2.194268490727533,8.445888340874385
61,800.0,40.0,1,3.393771817314241,1.678208819877708,2.224141514171283,8.848432549396657
62,400.0,40.0,0,0.6608213682205029,0.9167631160724564,1.2008165783281273,8.516332550040469
63,400.0,40.0,1,0.6171027411546148,0.8851917539038033,1.4086190411086348,9.693080064023071
64,800.0,20.0,0,0.5238363617523649,0.7283537793498321,1.150785927636117,8.52028046488542
65,800.0,20.0,1,0.5020292933120077,0.6856318540482523,1.293458037454224,9.320005065812602
66,800.0,100.0,0,2.5416161361372347,1.3594041017200895,2.9451841665880756,8.392878782912716
67,800.0,100.0,1,2.541054644322077,1.3755476409094667,3.2002955150766694,9.28892251857023
68,1600.0,50.0,0,4.694527524365089,3.128902771777883,2.3705982770485563,8.422418679804265
69,1600.0,50.0,1,4.689307767276247,3.1784243391840388,2.4636769197070705,9.214841419750357
70,800.0,10.0,0,0.3883697646182521,0.602587428006007,1.2038461634572333,8.934619302795515
71,800.0,10.0,1,0.37641451937594433,0.478320108379073,1.202725272630271,8.928083031106837
72,400.0,10.0,0,0.38108652087033906,0.6335549297510311,1.130514255638662,8.521981853434099
73,400.0,10.0,1,0.3824966532610619,0.650027341128133,1.2021843112850035,8.928131906407677
74,2000.0,30.0,0,6.290918263124732,3.6731860163519428,1.9587295816767938,8.454943723184522
75,2000.0,30.0,1,6.301344300177619,3.6787417100185107,2.019828848560971,8.858173446392046
76,400.0,80.0,0,1.9705625953979173,1.179194111508175,3.068000422239874,8.994079828479904
77,400.0,80.0,1,1.9673348521132648,1.1722172432682967,2.923674003993465,9.060163529599832
78,1600.0,20.0,0,4.8560925306349585,3.3821513152804346,1.506856128424114,8.907422326146518
79,1600.0,20.0,1,4.8413359862224015,3.367677970619783,1.5041098173068916,8.90105503742587
80,1200.0,10.0,0,0.4149213710228113,0.6040360188395156,1.1322173167116525,8.521834525691993
81,1200.0,10.0,1,0.4207423750566536,0.6635342552986931,1.2032140300685739,8.928039560031932
82,1600.0,70.0,0,3.9741882550550685,2.9719602272161647,2.7089005815490292,9.2137783645251
83,1600.0,70.0,1,3.96773241253021,2.9988398026077006,2.5846860500179396,8.823625300366642
84,1600.0,30.0,0,5.5637958360115585,2.716291393905158,2.1635118807684597,9.248044474310973
85,1600.0,30.0,1,5.541289403217935,2.6537944191378444,2.1304676639803186,8.848930660274444
86,800.0,60.0,0,3.2298496583652367,1.3871577316758412,2.905432158389771,9.000013715824577
87,800.0,60.0,1,3.2255607620680498,1.3800461649553581,2.809861523964911,8.859466551658183
88,2000.0,100.0,0,3.571000919160584,2.9845092351961964,2.6665291562884237,9.30945677775224
89,2000.0,100.0,1,3.5925748313330836,3.0825607628664664,2.506023503281272,8.818232501387213
90,400.0,60.0,0,1.789316715491828,1.3757721099980187,2.127227229301276,8.638615356506495
91,400.0,60.0,1,1.7650989566581492,1.3579758262976935,2.0741456001968572,8.876728587816556
92,800.0,30.0,0,2.412104555226215,2.015427052659015,1.5428086537746883,8.905964531058844
93,800.0,30.0,1,2.413955063828871,2.0249849550450385,1.619580268461407,9.291236383134034
94,1600.0,100.0,0,3.259470168341586,2.5997486763366413,3.25130452197561,11.223383942081561
95,1600.0,100.0,1,,,,
96,1600.0,90.0,0,3.4538556402923053,2.669101781026515,2.5925226438427145,8.816629812656354
97,1600.0,90.0,1,3.467061940856908,2.7314544506279392,2.7144079499644023,9.194971889511528
98,2000.0,60.0,2,,,,
99,1200.0,60.0,2,,,,
100,2000.0,80.0,2,,,,
101,1600.0,40.0,2,,,,
102,1200.0,80.0,2,,,,
103,400.0,50.0,2,,,,
104,800.0,90.0,2,,,,
105,1600.0,10.0,2,,,,
106,2000.0,40.0,2,,,,
107,1600.0,80.0,2,,,,
108,800.0,50.0,2,,,,
109,400.0,20.0,2,,,,
110,2000.0,70.0,2,,,,
111,1200.0,50.0,2,,,,
112,2000.0,10.0,2,,,,
113,400.0,70.0,2,,,,
114,1200.0,90.0,2,,,,
115,2000.0,90.0,2,,,,
116,1200.0,100.0,2,,,,
117,1200.0,20.0,2,,,,
118,400.0,30.0,2,,,,
119,2000.0,20.0,2,,,,
120,1600.0,60.0,2,,,,
121,1200.0,40.0,2,,,,
122,800.0,80.0,2,,,,
123,800.0,70.0,2,,,,
124,2000.0,50.0,2,,,,
125,1200.0,70.0,2,,,,
126,400.0,100.0,2,,,,
127,400.0,90.0,2,,,,
128,800.0,40.0,2,,,,
129,400.0,40.0,2,,,,
130,800.0,20.0,2,,,,
131,800.0,100.0,2,,,,
132,1600.0,50.0,2,,,,
133,800.0,10.0,2,,,,
134,400.0,10.0,2,,,,
135,2000.0,30.0,2,,,,
136,400.0,80.0,2,,,,
137,1600.0,20.0,2,,,,
138,1200.0,10.0,2,,,,
139,1600.0,70.0,2,,,,
140,1600.0,30.0,2,,,,
141,800.0,60.0,2,,,,
142,2000.0,100.0,2,,,,
143,400.0,60.0,2,,,,
144,800.0,30.0,2,,,,
145,1600.0,100.0,2,,,,
146,1600.0,90.0,2,,,,
