,Lambda,Max_act,iter,speed,speed_std,persistance,std_persit
0,1000.0,0.7000000000000001,0,6.628909561231468,2.8507287836112334,1.6872288276170826,8.18589450437508
1,1000.0,0.7000000000000001,1,6.614277783061304,2.85921119297797,1.9269309553626086,9.653087443524925
2,800.0,0.7000000000000001,0,5.484388488786408,2.5447208666046386,1.5104657800107322,8.05659501504395
3,800.0,0.7000000000000001,1,5.45966994341212,2.5582515005357926,1.7923746238568576,9.664780759325028
4,200.0,0.9,0,1.44221181007902,1.0146436079314503,1.1056506351448723,8.086882031851085
5,200.0,0.9,1,1.445697736391084,1.013023185012624,1.3999791729201474,9.701037093378842
6,800.0,1.0,0,3.1666319460713392,2.3802942915432115,11.25341928676568,25.619794660696616
7,800.0,1.0,1,3.165090611696304,2.405957540216205,12.188382593526269,27.213181326726563
8,200.0,0.30000000000000004,0,0.9788480944352066,0.8686515556535669,1.0420072272254715,8.091909206721324
9,200.0,0.30000000000000004,1,0.9825549750209778,0.8886392298972392,1.3350147351380957,9.707281693181189
10,600.0,0.6000000000000001,0,3.916919870288017,2.0979971738878485,1.2893515963326785,8.072445846162902
11,600.0,0.6000000000000001,1,3.911600611288608,2.0987487165662295,1.5817201698553056,9.683650235448413
12,200.0,1.0,0,0.7286293931903435,0.8226085702350364,1.2480701954608666,8.198462663964827
13,200.0,1.0,1,0.7328058200718414,0.8447447297078791,1.5722704076663845,9.82192102993691
14,400.0,0.7000000000000001,0,2.4550054656719618,1.5131271871262164,1.1379107575727732,8.072278642509778
15,400.0,0.7000000000000001,1,2.443827464073245,1.5142429581708565,1.4302577095285847,9.687265089477082
16,400.0,0.5,0,2.276407051351043,1.4801740885189412,1.115352649769562,8.086036240348193
17,400.0,0.5,1,2.2894606648097593,1.4996642063738255,1.4095617473763127,9.700054830053961
18,400.0,0.6000000000000001,0,2.349827173114932,1.498431803116822,1.1243172565507142,8.085337146119013
19,400.0,0.6000000000000001,1,2.3413233982553807,1.5017464601858905,1.4170486633264816,9.699338143679197
20,400.0,0.1,0,2.1555222774723664,1.439154305902784,1.1026540848353164,8.087047142130107
21,400.0,0.1,1,2.151889105810434,1.4544737222058646,1.396168692687566,9.701346856030929
22,400.0,0.8,0,2.645105973407276,1.5578936583343799,1.1774002454462722,8.081193889863304
23,400.0,0.8,1,2.6376655606714476,1.54420393728456,1.4733759354017686,9.693973638627847
24,1000.0,0.5,0,6.35420626924346,2.8412633991803493,1.5180630843236722,8.055250021658951
25,1000.0,0.5,1,6.364937389021698,2.8700865212435325,1.827168213661818,9.661018674711412
26,600.0,0.1,0,3.5931563977218297,2.0342622668076547,1.217155228160384,8.065995449279688
27,600.0,0.1,1,3.5590581154793126,2.0087321841126333,1.5037233373162908,9.680178337159571
28,400.0,0.30000000000000004,0,2.2001993560285764,1.4553918474130318,1.107259324098335,8.08667962166836
29,400.0,0.30000000000000004,1,2.2048870968267575,1.4766533182391528,1.4007606576989542,9.700902497777356
30,200.0,0.6000000000000001,0,1.0430068052421577,0.8982728503206348,1.0455755253271684,8.091621458861342
31,200.0,0.6000000000000001,1,1.0483370769469746,0.9350213330786384,1.3386556773600935,9.706926637959898
32,400.0,0.9,0,3.114385016033849,1.6192804759782975,1.36596953136631,8.067248401349381
33,400.0,0.9,1,3.1198631781488797,1.6532292879963473,1.660582114840317,9.676998072725825
34,600.0,0.2,0,3.6235960882901845,2.020775156254366,1.2261856932325144,8.077281285643664
35,600.0,0.2,1,3.615832587730578,2.022578126356341,1.5182138970016084,9.689598918369382
