,Lambda,Max_act,speed,speed_std,persistance
0,3400.0,30.0,6.658608680635061,2.1340808370695767,3.9579917127588633
1,4000.0,80.0,4.265536649230932,1.058331791121739,100.0
2,2000.0,100.0,3.268182032120075,1.0786502608838826,27.1788086347191
3,2200.0,70.0,3.8659306166856338,0.9007191765981488,9.777233416570818
4,4000.0,90.0,3.9598688114308565,1.0015794382678709,55.750625323321856
5,3800.0,40.0,5.74092622560318,1.500720872815581,93.25332554588317
6,2400.0,50.0,4.717652554020833,1.1389215414325968,37.79749787105609
7,3600.0,50.0,5.052980162605703,1.2752367057353413,100.0
8,2800.0,80.0,3.8841094540634216,0.9056457149394475,67.19711652482265
9,3600.0,10.0,14.097091822387993,9.213681925658971,0.49459441824411315
10,2200.0,20.0,7.4139837743330865,1.9809169605128767,1.0808702810358837
11,3800.0,100.0,3.83237414020159,1.0057005724879404,100.0
12,3000.0,50.0,4.851644043305571,0.9710432304074286,84.2173099102883
13,3400.0,40.0,5.603244643015566,1.4881606145701485,93.89250313392643
14,2600.0,20.0,7.9375453546261285,2.732325987116764,0.9514595007633481
15,2400.0,10.0,9.129891041322084,9.483886246243797,0.4267560255526328
16,2000.0,30.0,6.0706833966592795,1.0881248127399124,100.0
17,3200.0,90.0,3.840206342647663,0.7335727590438422,100.0
18,3000.0,90.0,3.7602249212983603,1.1388423634823452,35.273785867466756
19,3000.0,100.0,3.667650423082644,1.0128038720664385,100.0
20,3200.0,20.0,8.38308863084968,3.3397697300644276,0.9522832965421248
21,3800.0,50.0,5.155915111522555,1.6836638037012492,69.14081632221553
22,2000.0,40.0,5.195653292663276,1.559723982432261,82.41158015318759
23,3600.0,70.0,4.404670354035656,1.0145314677613873,100.0
24,2600.0,90.0,3.6509175356308226,0.7027991783923088,77.73911150989254
25,2800.0,20.0,8.088127640987384,2.7216165796873697,0.9308015515386552
26,2400.0,70.0,4.0358532667656055,1.3817580294291372,12.482290052126315
27,2400.0,90.0,3.6962056673548846,0.7667425280599344,100.0
28,2000.0,90.0,3.3960599375900573,0.6739825615918964,29.591582449983747
29,3200.0,10.0,14.135819943403128,10.276338864581628,0.4799978038847069
30,3000.0,40.0,5.391741886188946,0.8659908664919689,6.877254277250739
31,2000.0,60.0,4.068544819823145,0.8577988065558874,65.37751765357422
