0	262144	7737
10	262144	15457
20	262144	23094
30	262144	30582
40	262144	38444
50	262144	46100
60	262144	53874
70	262144	61259
80	262144	69191
90	262144	76215
100	262144	84008
110	262144	91556
120	262144	98982
130	262144	106306
140	262144	113844
150	262144	121069
160	262144	128849
170	262144	135828
180	262144	143080
190	262144	150419
200	262144	157514
210	262144	164417
220	262144	172156
230	262144	178901
240	262144	185508
250	262144	192554
260	262144	199533
270	262144	206237
280	262144	213103
290	262144	219743
300	262144	225671
310	262144	232331
320	262144	238728
330	262144	244838
340	262144	251192
350	262144	257450
360	262144	262060
370	262144	262011
380	262144	262013
390	262144	262029
400	262144	262014
410	262144	262015
420	262144	262017
430	262144	262033
440	262144	262023
450	262144	262033
460	262144	262032
470	262144	262032
480	262144	262041
490	262144	262037
500	262144	262053
510	262144	262047
520	262144	262043
530	262144	262044
540	262144	262053
550	262144	262050
560	262144	262054
570	262144	262056
580	262144	262056
590	262144	262054
600	262144	262064
610	262144	262060
620	262144	262058
630	262144	262060
640	262144	262063
650	262144	262070
660	262144	262067
670	262144	262073
680	262144	262071
690	262144	262072
700	262144	262072
710	262144	262075
720	262144	262065
730	262144	262075
740	262144	262074
750	262144	262076
760	262144	262075
770	262144	262079
780	262144	262078
790	262144	262078
800	262144	262081
810	262144	262081
820	262144	262083
830	262144	262082
840	262144	262085
850	262144	262085
860	262144	262085
870	262144	262086
880	262144	262087
890	262144	262087
900	262144	262088
910	262144	262087
920	262144	262090
930	262144	262091
940	262144	262090
950	262144	262090
960	262144	262090
970	262144	262091
980	262144	262090
990	262144	262092
1000	262144	262093
1010	262144	262094
1020	262144	262093
1030	262144	262094
1040	262144	262096
1050	262144	262095
1060	262144	262096
1070	262144	262096
1080	262144	262096
1090	262144	262097
1100	262144	262099
1110	262144	262098
1120	262144	262099
1130	262144	262100
1140	262144	262101
1150	262144	262101
1160	262144	262100
1170	262144	262101
1180	262144	262100
1190	262144	262100
1200	262144	262103
1210	262144	262102
1220	262144	262102
1230	262144	262102
1240	262144	262102
1250	262144	262103
1260	262144	262105
1270	262144	262104
1280	262144	262103
1290	262144	262103
1300	262144	262104
1310	262144	262106
1320	262144	262104
1330	262144	262105
1340	262144	262106
1350	262144	262107
1360	262144	262105
1370	262144	262105
1380	262144	262108
1390	262144	262106
1400	262144	262107
1410	262144	262107
1420	262144	262108
1430	262144	262109
1440	262144	262109
1450	262144	262108
1460	262144	262107
1470	262144	262107
1480	262144	262107
1490	262144	262109
1500	262144	262108
1510	262144	262109
1520	262144	262109
1530	262144	262110
1540	262144	262111
1550	262144	262111
1560	262144	262113
1570	262144	262111
1580	262144	262112
1590	262144	262110
1600	262144	262113
1610	262144	262113
1620	262144	262113
1630	262144	262112
1640	262144	262113
1650	262144	262113
1660	262144	262112
1670	262144	262113
1680	262144	262114
1690	262144	262112
1700	262144	262115
1710	262144	262115
1720	262144	262115
1730	262144	262114
1740	262144	262114
1750	262144	262115
1760	262144	262113
1770	262144	262115
1780	262144	262116
1790	262144	262117
1800	262144	262114
1810	262144	262115
1820	262144	262118
1830	262144	262115
1840	262144	262116
1850	262144	262115
1860	262144	262115
1870	262144	262115
1880	262144	262118
1890	262144	262117
1900	262144	262116
1910	262144	262116
1920	262144	262116
1930	262144	262118
1940	262144	262117
1950	262144	262119
1960	262144	262119
1970	262144	262117
1980	262144	262117
1990	262144	262117
2000	262144	262116
2010	262144	262121
2020	262144	262119
2030	262144	262117
2040	262144	262120
2050	262144	262118
2060	262144	262119
2070	262144	262121
2080	262144	262119
2090	262144	262119
2100	262144	262121
2110	262144	262120
2120	262144	262120
2130	262144	262120
2140	262144	262120
2150	262144	262121
2160	262144	262121
2170	262144	262121
2180	262144	262119
2190	262144	262121
2200	262144	262120
2210	262144	262120
2220	262144	262120
2230	262144	262121
2240	262144	262120
