,index,Lambda,Max_act,speed,persistance,order
0,0,2000,261,2.717062424945232,7.021415538475341,0.01754882654112481
1,1,10000,50,13.605123698575756,3.820924451389241,0.014749992744913282
2,2,2000,472,3.7265538847289,11.25182893367716,-0.021229438294047057
3,3,1000,366,0.6693265354771324,,0.007226013762964072
4,4,10000,155,14.161833169430022,7.536162177393551,-0.0177072898312976
5,5,10000,894,7.391606653668148,9.118086355621731,0.017163107623447922
6,6,1000,788,1.2101551045688057,0.5289253115218521,-0.02664603603613728
