0	262144	7478
10	262144	14954
20	262144	22447
30	262144	29914
40	262144	37388
50	262144	44863
60	262144	52343
70	262144	59804
80	262144	67260
90	262144	74732
100	262144	82170
110	262144	89643
120	262144	97106
130	262144	104561
140	262144	111992
150	262144	119413
160	262144	126862
170	262144	134294
180	262144	141637
190	262144	149001
200	262144	156404
210	262144	163685
220	262144	171023
230	262144	178296
240	262144	185590
250	262144	192874
260	262144	200062
270	262144	207273
280	262144	214516
290	262144	221701
300	262144	228801
310	262144	236015
320	262144	243147
330	262144	250348
340	262144	257564
350	262144	261998
360	262144	262003
370	262144	262006
380	262144	262011
390	262144	262013
400	262144	262018
410	262144	262020
420	262144	262022
430	262144	262024
440	262144	262029
450	262144	262032
460	262144	262034
470	262144	262036
480	262144	262038
490	262144	262041
500	262144	262043
510	262144	262044
520	262144	262048
530	262144	262050
540	262144	262051
550	262144	262053
560	262144	262055
570	262144	262056
580	262144	262058
590	262144	262059
600	262144	262059
610	262144	262061
620	262144	262063
630	262144	262064
640	262144	262065
650	262144	262067
660	262144	262069
670	262144	262070
680	262144	262070
690	262144	262072
700	262144	262072
710	262144	262074
720	262144	262076
730	262144	262076
740	262144	262077
750	262144	262077
760	262144	262078
770	262144	262079
780	262144	262080
790	262144	262081
800	262144	262082
810	262144	262082
820	262144	262082
830	262144	262082
840	262144	262084
850	262144	262084
860	262144	262085
870	262144	262085
880	262144	262086
890	262144	262087
900	262144	262087
910	262144	262088
920	262144	262088
930	262144	262088
940	262144	262089
950	262144	262090
960	262144	262090
970	262144	262090
980	262144	262091
990	262144	262092
1000	262144	262092
1010	262144	262093
1020	262144	262093
1030	262144	262094
1040	262144	262094
1050	262144	262094
1060	262144	262095
1070	262144	262096
1080	262144	262096
1090	262144	262096
1100	262144	262097
1110	262144	262097
1120	262144	262098
1130	262144	262098
1140	262144	262098
1150	262144	262099
1160	262144	262099
1170	262144	262100
1180	262144	262100
1190	262144	262100
1200	262144	262101
1210	262144	262101
1220	262144	262101
1230	262144	262101
1240	262144	262102
1250	262144	262102
1260	262144	262103
1270	262144	262103
1280	262144	262103
1290	262144	262104
1300	262144	262104
1310	262144	262104
1320	262144	262105
1330	262144	262105
1340	262144	262105
1350	262144	262105
1360	262144	262106
1370	262144	262106
1380	262144	262106
1390	262144	262106
1400	262144	262107
1410	262144	262107
1420	262144	262107
1430	262144	262108
1440	262144	262108
1450	262144	262108
1460	262144	262108
1470	262144	262108
1480	262144	262109
1490	262144	262109
1500	262144	262109
1510	262144	262109
1520	262144	262110
1530	262144	262110
1540	262144	262110
1550	262144	262110
1560	262144	262111
1570	262144	262111
1580	262144	262111
1590	262144	262111
1600	262144	262111
1610	262144	262111
1620	262144	262112
1630	262144	262112
1640	262144	262112
1650	262144	262112
1660	262144	262113
1670	262144	262113
1680	262144	262113
1690	262144	262113
1700	262144	262113
1710	262144	262113
1720	262144	262114
1730	262144	262114
1740	262144	262114
1750	262144	262114
1760	262144	262114
