,sigma,omega,std_sigma,std_omega,params,type,CUMUL_STD
171,15.624224110212106,-0.6207389310527147,0.6601485797340576,0.019277620450189704,500N_0.3125V/E,WS,0.26222120444465635
172,18.342829759324054,-0.5205442841586738,1.2073491094481177,0.043775973930873416,500N_0.3125V/E,WS,0.5634605138926334
173,21.727651551398104,-0.3690169165576159,0.7064283095287036,0.03573598217811134,500N_0.3125V/E,WS,0.40964796619080085
174,23.580678935283164,-0.18210537868075236,0.3349645387034013,0.033880141882134514,500N_0.3125V/E,WS,0.33039443821460784
175,23.05825595447833,0.05164348695910594,0.36048989770596146,0.02585292283079363,500N_0.3125V/E,WS,0.26671501871959585
176,19.56946905588883,0.29350626939779645,0.5941189244385762,0.025139676789279936,500N_0.3125V/E,WS,0.30062074303297276
177,11.734216584428182,0.6159382932425929,0.6980574329383628,0.023757444311814816,500N_0.3125V/E,WS,0.30667795524255587
178,3.5359141447666493,0.870182129949457,0.24273126432753384,0.006407288774483087,500N_0.3125V/E,WS,0.08174278536698085
179,0.8579118077809905,0.9444251904183766,0.13983122775756088,0.004049352997800723,500N_0.3125V/E,WS,0.04415884821519806
180,9.244333901895985,-0.7817880311555326,0.9869921634592331,0.026926632925405373,500N_0.375V/E,WS,0.38295148355875774
181,11.197511540208902,-0.7264018766977768,1.2468531970808787,0.03720247569839663,500N_0.375V/E,WS,0.5144942898637409
182,14.15276847654251,-0.615550069970042,1.2779781994698627,0.04715281212000346,500N_0.375V/E,WS,0.6041628987196743
183,17.09595050792361,-0.4855594005236532,0.9325458842176425,0.0478537154667296,500N_0.375V/E,WS,0.5510336420166038
184,19.109879132967688,-0.34516128765123105,0.474249827859664,0.04136024234916522,500N_0.375V/E,WS,0.41761951774020106
185,19.432240006477898,-0.10885162970718654,0.28922826803767193,0.03201493434568052,500N_0.375V/E,WS,0.3067624962029512
186,17.019584732360823,0.15165964980815555,0.8286310353148327,0.0411799655835396,500N_0.375V/E,WS,0.47669227734960506
187,10.709865802697438,0.4523405927874579,0.856182971217811,0.029866370663188424,500N_0.375V/E,WS,0.38550176855488805
188,3.330975550283707,0.717857939202311,0.48252312455230617,0.013195594039185674,500N_0.375V/E,WS,0.1802908332483848
189,0.5624945087669394,0.8008979073544961,0.26474901116429905,0.008325586647851966,500N_0.375V/E,WS,0.10176877546492342
190,20.1805227477113,-0.4943683241672499,0.637628308815873,0.019753168158578215,1000N_0.125V/E,WS,0.26240120677968826
191,22.499369958162752,-0.41234133212617596,0.41484057065532387,0.01638780996508858,1000N_0.125V/E,WS,0.19577626443215207
192,24.61946618806859,-0.31421133575753135,0.26386606845993715,0.013437950993915959,1000N_0.125V/E,WS,0.14495380024903087
193,26.08631252724184,-0.18478136127499978,0.09037287230072479,0.010589813363312356,1000N_0.125V/E,WS,0.09114279165084965
194,25.95303717665463,-0.03288323788405091,0.0982576866622678,0.014957085829031746,1000N_0.125V/E,WS,0.12951122039035573
195,23.839702661363198,0.1555418091497901,0.1679001281545448,0.008508724121592239,1000N_0.125V/E,WS,0.08675954729102653
196,18.881122615938317,0.38918506371449046,0.1975952680468448,0.007338668511998846,1000N_0.125V/E,WS,0.08191934283472127
197,11.373369924268555,0.6665792365070365,0.26048961705414075,0.008632532087494087,1000N_0.125V/E,WS,0.10364228473806927
198,3.456179754215092,0.9090442497715557,0.15201447472984506,0.004305664267368921,1000N_0.125V/E,WS,0.04841491821336731
199,0.9306478134549648,0.9795482953899324,0.04863631567815753,0.0013216309088018364,1000N_0.125V/E,WS,0.005441974320907979
200,22.200389054990893,-0.6074042902406926,0.9709700024482544,0.021591777095724043,1000N_0.1875V/E,WS,0.3349896086715858
201,26.253323663814818,-0.5084005025138506,0.5001918821580603,0.013493883043687609,1000N_0.1875V/E,WS,0.18584078522786845
202,29.741416045264167,-0.4090749774716982,0.6461052964536893,0.022522766971819676,1000N_0.1875V/E,WS,0.2873278893352602
203,32.562424371027866,-0.27577601277851854,0.23014805589087547,0.013802743084765255,1000N_0.1875V/E,WS,0.14228009134426378
204,33.57416092268623,-0.11450096714198402,0.09337652010728041,0.01479658745523147,1000N_0.1875V/E,WS,0.12731601951591145
205,31.682370299851478,0.08962405547540506,0.3411980286025164,0.017234648989124923,1000N_0.1875V/E,WS,0.19036143688398358
206,25.805550100105137,0.3393263083812142,0.3996549597503911,0.01240425782974202,1000N_0.1875V/E,WS,0.15941204855185165
207,15.532898617266378,0.6296704180824372,0.38434456100576353,0.009497499985871584,1000N_0.1875V/E,WS,0.13215416255599072
208,4.622707089626244,0.8775734082527453,0.2832601144174963,0.005830770369929323,1000N_0.1875V/E,WS,0.08378643883881105
209,0.8500482268679374,0.9581572747788047,0.08872278523352732,0.0014944797913541313,1000N_0.1875V/E,WS,0.01376214514983339
210,25.025947212178856,-0.653680675697556,2.1782672456078034,0.03430388012105675,1000N_0.25V/E,WS,0.64920008547018
211,31.10404575845835,-0.5499749252652901,1.2074727266584997,0.021694443311073425,1000N_0.25V/E,WS,0.3763029980168186
212,35.041163206251355,-0.46454180654928834,0.8601670669686549,0.017324032978558786,1000N_0.25V/E,WS,0.27986535245700855
