,FILE,VOLUME
266,VOLLAMBDA_7168MAX3151.pkl,0.00037097930908203125
267,VOLLAMBDA_7168MAX3152.pkl,0.00031054019927978516
268,VOLLAMBDA_7168MAX390.pkl,0.0013739466667175293
269,VOLLAMBDA_7168MAX391.pkl,0.0012955665588378906
270,VOLLAMBDA_7168MAX392.pkl,0.001404404640197754
271,VOLLAMBDA_7168MAX49990.pkl,0.00012236833572387695
272,VOLLAMBDA_7168MAX49991.pkl,0.00016367435455322266
273,VOLLAMBDA_7168MAX49992.pkl,0.00016564130783081055
274,VOLLAMBDA_7168MAX6290.pkl,0.00020879507064819336
275,VOLLAMBDA_7168MAX6291.pkl,0.00026917457580566406
276,VOLLAMBDA_7168MAX6292.pkl,0.00019210577011108398
277,VOLLAMBDA_7168MAX790.pkl,0.0009742975234985352
278,VOLLAMBDA_7168MAX791.pkl,0.0009697079658508301
279,VOLLAMBDA_7168MAX792.pkl,0.0009714365005493164
280,VOLLAMBDA_767MAX100.pkl,1.0073184967041016e-05
281,VOLLAMBDA_767MAX20570.pkl,2.7835369110107422e-05
282,VOLLAMBDA_767MAX3480.pkl,1.5854835510253906e-05
283,VOLLAMBDA_767MAX3481.pkl,1.5854835510253906e-05
284,VOLLAMBDA_767MAX590.pkl,1.2040138244628906e-05
285,VOLLAMBDA_767MAX591.pkl,1.2099742889404297e-05
286,VOLLAMBDA_972MAX100.pkl,9.953975677490234e-06
287,VOLLAMBDA_972MAX101.pkl,1.049041748046875e-05
288,VOLLAMBDA_972MAX102.pkl,1.055002212524414e-05
289,VOLLAMBDA_972MAX12560.pkl,3.1888484954833984e-05
290,VOLLAMBDA_972MAX12561.pkl,2.5331974029541016e-05
291,VOLLAMBDA_972MAX12562.pkl,2.7358531951904297e-05
292,VOLLAMBDA_972MAX1580.pkl,1.4543533325195312e-05
293,VOLLAMBDA_972MAX1581.pkl,1.3887882232666016e-05
294,VOLLAMBDA_972MAX1582.pkl,1.4543533325195312e-05
295,VOLLAMBDA_972MAX190.pkl,1.0907649993896484e-05
296,VOLLAMBDA_972MAX191.pkl,1.1026859283447266e-05
297,VOLLAMBDA_972MAX192.pkl,1.1444091796875e-05
298,VOLLAMBDA_972MAX25060.pkl,3.528594970703125e-05
299,VOLLAMBDA_972MAX25061.pkl,3.540515899658203e-05
300,VOLLAMBDA_972MAX25062.pkl,4.076957702636719e-05
301,VOLLAMBDA_972MAX3150.pkl,1.71661376953125e-05
302,VOLLAMBDA_972MAX3151.pkl,1.5854835510253906e-05
303,VOLLAMBDA_972MAX3152.pkl,1.6808509826660156e-05
304,VOLLAMBDA_972MAX390.pkl,1.150369644165039e-05
305,VOLLAMBDA_972MAX391.pkl,1.2278556823730469e-05
306,VOLLAMBDA_972MAX392.pkl,1.1980533599853516e-05
307,VOLLAMBDA_972MAX49990.pkl,3.528594970703125e-05
308,VOLLAMBDA_972MAX49991.pkl,3.337860107421875e-05
309,VOLLAMBDA_972MAX49992.pkl,3.534555435180664e-05
310,VOLLAMBDA_972MAX6290.pkl,1.722574234008789e-05
311,VOLLAMBDA_972MAX6291.pkl,1.823902130126953e-05
312,VOLLAMBDA_972MAX6292.pkl,1.901388168334961e-05
313,VOLLAMBDA_972MAX790.pkl,1.3053417205810547e-05
314,VOLLAMBDA_972MAX791.pkl,1.33514404296875e-05
315,VOLLAMBDA_972MAX792.pkl,1.3709068298339844e-05
