,Degree,iter,type
114,8,0,WS
115,8,0,WS
116,8,0,WS
117,8,0,WS
118,8,0,WS
119,8,0,WS
120,8,0,WS
121,8,0,WS
122,8,0,WS
123,8,0,WS
124,8,0,WS
125,8,0,WS
126,8,0,WS
127,8,0,WS
128,8,0,WS
129,8,0,WS
130,8,0,WS
131,8,0,WS
132,8,0,WS
133,9,0,WS
134,8,0,WS
135,8,0,WS
136,8,0,WS
137,8,0,WS
138,8,0,WS
139,8,0,WS
140,8,0,WS
141,8,0,WS
142,8,0,WS
143,8,0,WS
144,8,0,WS
145,7,0,WS
146,8,0,WS
147,8,0,WS
148,8,0,WS
149,8,0,WS
150,8,0,WS
151,8,0,WS
152,8,0,WS
153,8,0,WS
154,8,0,WS
155,8,0,WS
156,8,0,WS
157,8,0,WS
158,8,0,WS
159,8,0,WS
160,8,0,WS
161,8,0,WS
162,8,0,WS
163,8,0,WS
164,8,0,WS
165,8,0,WS
166,8,0,WS
167,9,0,WS
168,8,0,WS
169,7,0,WS
170,8,0,WS
171,8,0,WS
172,8,0,WS
173,8,0,WS
174,8,0,WS
175,8,0,WS
176,8,1,WS
177,8,1,WS
178,9,1,WS
179,8,1,WS
180,8,1,WS
181,8,1,WS
182,8,1,WS
183,8,1,WS
184,8,1,WS
185,8,1,WS
186,8,1,WS
187,8,1,WS
188,8,1,WS
189,8,1,WS
190,8,1,WS
191,8,1,WS
192,8,1,WS
193,8,1,WS
194,7,1,WS
195,8,1,WS
196,8,1,WS
197,8,1,WS
198,7,1,WS
199,8,1,WS
200,8,1,WS
201,8,1,WS
202,8,1,WS
203,8,1,WS
204,8,1,WS
205,8,1,WS
206,8,1,WS
207,7,1,WS
208,8,1,WS
209,8,1,WS
210,8,1,WS
211,8,1,WS
212,8,1,WS
213,8,1,WS
214,8,1,WS
215,8,1,WS
216,8,1,WS
217,8,1,WS
218,8,1,WS
219,8,1,WS
220,9,1,WS
221,8,1,WS
222,8,1,WS
223,8,1,WS
224,8,1,WS
225,8,1,WS
226,8,1,WS
227,8,1,WS
228,8,1,WS
229,8,1,WS
230,8,1,WS
231,8,1,WS
232,8,1,WS
233,8,1,WS
234,8,1,WS
235,8,1,WS
236,8,1,WS
237,8,1,WS
238,8,1,WS
239,8,1,WS
240,9,1,WS
241,8,1,WS
242,8,1,WS
243,8,1,WS
244,8,1,WS
245,8,1,WS
246,8,1,WS
247,8,1,WS
248,8,1,WS
249,8,1,WS
250,8,1,WS
251,8,1,WS
252,8,1,WS
253,8,1,WS
254,8,1,WS
255,8,1,WS
256,8,1,WS
257,8,1,WS
258,8,1,WS
259,9,1,WS
260,8,1,WS
261,8,1,WS
262,8,1,WS
263,8,1,WS
264,8,1,WS
265,8,1,WS
266,8,1,WS
267,8,1,WS
268,8,1,WS
269,8,1,WS
270,8,1,WS
271,9,1,WS
272,8,1,WS
273,8,1,WS
274,8,1,WS
275,8,1,WS
276,8,1,WS
277,8,1,WS
278,8,1,WS
279,8,1,WS
280,8,1,WS
281,7,1,WS
282,8,1,WS
283,8,1,WS
284,8,1,WS
285,8,1,WS
286,8,1,WS
287,8,1,WS
288,8,1,WS
289,8,1,WS
290,8,1,WS
291,8,1,WS
292,8,1,WS
293,8,1,WS
294,8,1,WS
295,8,1,WS
296,8,1,WS
297,7,1,WS
298,8,1,WS
299,8,1,WS
300,8,1,WS
301,8,1,WS
302,8,1,WS
303,8,1,WS
304,8,1,WS
305,8,1,WS
306,8,1,WS
307,9,1,WS
308,8,1,WS
309,8,1,WS
310,8,1,WS
311,8,1,WS
312,8,1,WS
313,8,1,WS
314,8,1,WS
315,8,1,WS
316,8,1,WS
317,8,1,WS
318,7,1,WS
319,8,1,WS
320,8,1,WS
321,8,1,WS
322,8,1,WS
323,8,1,WS
324,8,1,WS
325,9,1,WS
326,9,1,WS
327,8,1,WS
328,8,1,WS
329,8,1,WS
330,8,1,WS
331,8,1,WS
332,7,1,WS
333,8,1,WS
334,8,1,WS
335,8,1,WS
336,8,1,WS
337,8,1,WS
338,8,1,WS
339,8,1,WS
340,7,1,WS
341,8,1,WS
342,8,1,WS
343,8,1,WS
344,8,1,WS
345,8,1,WS
346,8,1,WS
347,8,1,WS
348,8,1,WS
349,8,1,WS
350,8,1,WS
351,8,1,WS
352,8,2,WS
353,8,2,WS
354,8,2,WS
355,8,2,WS
356,8,2,WS
357,8,2,WS
358,8,2,WS
359,8,2,WS
360,8,2,WS
361,8,2,WS
362,8,2,WS
363,8,2,WS
364,8,2,WS
365,8,2,WS
366,8,2,WS
367,8,2,WS
368,8,2,WS
369,8,2,WS
370,8,2,WS
371,8,2,WS
372,8,2,WS
373,8,2,WS
374,8,2,WS
375,8,2,WS
376,8,2,WS
377,8,2,WS
378,8,2,WS
379,7,2,WS
380,9,2,WS
381,8,2,WS
382,8,2,WS
383,8,2,WS
384,8,2,WS
385,8,2,WS
386,7,2,WS
387,8,2,WS
388,8,2,WS
389,8,2,WS
390,8,2,WS
391,8,2,WS
392,8,2,WS
393,8,2,WS
394,8,2,WS
395,8,2,WS
396,8,2,WS
397,8,2,WS
398,8,2,WS
399,8,2,WS
400,8,2,WS
401,8,2,WS
402,8,2,WS
403,8,2,WS
404,8,2,WS
405,8,2,WS
406,8,2,WS
407,8,2,WS
408,8,2,WS
409,8,2,WS
410,8,2,WS
411,8,2,WS
412,8,2,WS
413,8,2,WS
414,7,2,WS
415,8,2,WS
416,8,2,WS
417,9,2,WS
418,8,2,WS
419,8,2,WS
420,8,2,WS
421,8,2,WS
422,8,2,WS
423,8,2,WS
424,8,2,WS
425,8,2,WS
426,8,2,WS
427,8,2,WS
428,8,2,WS
429,8,2,WS
430,8,2,WS
431,8,2,WS
432,8,2,WS
433,8,2,WS
434,8,2,WS
435,8,2,WS
436,8,2,WS
437,8,2,WS
438,9,2,WS
439,8,2,WS
440,8,2,WS
441,8,2,WS
442,8,2,WS
443,8,2,WS
444,8,2,WS
445,8,2,WS
446,8,2,WS
447,8,2,WS
448,8,2,WS
449,8,2,WS
450,8,2,WS
451,8,2,WS
452,8,2,WS
453,8,2,WS
454,8,2,WS
455,8,2,WS
456,8,2,WS
457,8,2,WS
458,8,2,WS
459,8,2,WS
460,8,2,WS
461,9,2,WS
462,8,2,WS
463,8,2,WS
464,8,2,WS
465,8,2,WS
466,8,2,WS
467,8,2,WS
468,8,2,WS
469,8,2,WS
470,8,2,WS
471,8,2,WS
472,8,2,WS
473,8,2,WS
474,8,2,WS
475,8,2,WS
476,8,2,WS
477,8,2,WS
478,8,2,WS
479,7,2,WS
480,8,2,WS
481,8,2,WS
482,8,2,WS
483,8,2,WS
484,7,2,WS
485,8,2,WS
486,8,2,WS
487,8,2,WS
488,8,2,WS
489,8,2,WS
490,8,2,WS
491,9,2,WS
492,8,2,WS
493,8,2,WS
494,8,2,WS
495,8,2,WS
496,8,2,WS
497,8,2,WS
498,8,2,WS
499,8,2,WS
500,8,2,WS
501,8,2,WS
502,8,2,WS
503,8,2,WS
504,8,2,WS
505,8,2,WS
506,9,2,WS
507,7,2,WS
508,8,2,WS
509,8,2,WS
510,8,2,WS
511,8,2,WS
512,8,2,WS
513,8,2,WS
514,8,2,WS
515,9,2,WS
516,7,2,WS
517,9,2,WS
518,8,2,WS
519,8,2,WS
520,8,2,WS
521,8,2,WS
522,8,2,WS
523,8,2,WS
524,8,2,WS
525,8,2,WS
526,7,2,WS
527,8,2,WS
528,8,3,WS
529,8,3,WS
530,8,3,WS
531,8,3,WS
532,8,3,WS
533,8,3,WS
534,8,3,WS
535,8,3,WS
536,8,3,WS
537,8,3,WS
538,8,3,WS
539,8,3,WS
540,9,3,WS
541,8,3,WS
542,8,3,WS
543,8,3,WS
544,8,3,WS
545,8,3,WS
546,8,3,WS
547,8,3,WS
548,8,3,WS
549,8,3,WS
550,8,3,WS
551,8,3,WS
552,8,3,WS
553,8,3,WS
554,8,3,WS
555,8,3,WS
556,8,3,WS
557,8,3,WS
558,8,3,WS
559,8,3,WS
560,9,3,WS
561,8,3,WS
562,8,3,WS
563,8,3,WS
564,8,3,WS
565,8,3,WS
566,8,3,WS
567,8,3,WS
568,8,3,WS
569,8,3,WS
570,8,3,WS
571,8,3,WS
572,8,3,WS
573,8,3,WS
574,8,3,WS
575,8,3,WS
576,8,3,WS
577,8,3,WS
578,8,3,WS
579,8,3,WS
580,8,3,WS
581,8,3,WS
582,8,3,WS
583,8,3,WS
584,8,3,WS
585,8,3,WS
586,8,3,WS
587,8,3,WS
588,8,3,WS
589,8,3,WS
590,8,3,WS
591,8,3,WS
592,8,3,WS
593,8,3,WS
594,8,3,WS
595,8,3,WS
596,8,3,WS
597,8,3,WS
598,8,3,WS
599,8,3,WS
600,8,3,WS
601,8,3,WS
602,8,3,WS
603,8,3,WS
604,8,3,WS
605,8,3,WS
606,8,3,WS
607,8,3,WS
608,8,3,WS
609,8,3,WS
610,8,3,WS
611,8,3,WS
612,8,3,WS
613,8,3,WS
614,8,3,WS
615,8,3,WS
616,8,3,WS
617,8,3,WS
618,8,3,WS
619,8,3,WS
620,8,3,WS
621,8,3,WS
622,8,3,WS
623,8,3,WS
624,8,3,WS
625,8,3,WS
626,8,3,WS
627,8,3,WS
628,8,3,WS
629,8,3,WS
630,8,3,WS
631,8,3,WS
632,8,3,WS
633,8,3,WS
634,8,3,WS
635,8,3,WS
636,8,3,WS
637,8,3,WS
638,8,3,WS
639,8,3,WS
640,8,3,WS
641,8,3,WS
642,8,3,WS
643,8,3,WS
644,8,3,WS
645,8,3,WS
646,8,3,WS
647,8,3,WS
648,8,3,WS
649,8,3,WS
650,9,3,WS
651,8,3,WS
652,8,3,WS
653,8,3,WS
654,7,3,WS
655,8,3,WS
656,8,3,WS
657,8,3,WS
658,8,3,WS
659,8,3,WS
660,8,3,WS
661,8,3,WS
662,8,3,WS
663,8,3,WS
664,8,3,WS
665,8,3,WS
666,8,3,WS
667,9,3,WS
668,8,3,WS
669,8,3,WS
670,8,3,WS
671,8,3,WS
672,8,3,WS
673,7,3,WS
674,8,3,WS
675,8,3,WS
676,8,3,WS
677,8,3,WS
678,9,3,WS
679,8,3,WS
680,8,3,WS
681,8,3,WS
682,7,3,WS
683,8,3,WS
684,7,3,WS
685,8,3,WS
686,8,3,WS
687,8,3,WS
688,8,3,WS
689,8,3,WS
690,8,3,WS
691,8,3,WS
692,8,3,WS
693,8,3,WS
694,8,3,WS
695,7,3,WS
696,8,3,WS
697,8,3,WS
698,8,3,WS
699,8,3,WS
700,8,3,WS
701,8,3,WS
702,8,3,WS
703,8,3,WS
704,9,4,WS
705,8,4,WS
706,7,4,WS
707,8,4,WS
708,8,4,WS
709,8,4,WS
710,8,4,WS
711,8,4,WS
712,8,4,WS
713,9,4,WS
714,8,4,WS
715,8,4,WS
716,8,4,WS
717,8,4,WS
718,8,4,WS
719,8,4,WS
720,8,4,WS
721,8,4,WS
722,8,4,WS
723,8,4,WS
724,8,4,WS
725,7,4,WS
726,8,4,WS
727,8,4,WS
728,8,4,WS
729,8,4,WS
730,8,4,WS
731,8,4,WS
732,8,4,WS
733,8,4,WS
734,8,4,WS
735,8,4,WS
736,8,4,WS
737,8,4,WS
738,8,4,WS
739,8,4,WS
740,8,4,WS
741,8,4,WS
742,8,4,WS
743,8,4,WS
744,7,4,WS
745,8,4,WS
746,8,4,WS
747,8,4,WS
748,8,4,WS
749,8,4,WS
750,8,4,WS
751,8,4,WS
752,8,4,WS
753,8,4,WS
754,8,4,WS
755,9,4,WS
756,8,4,WS
757,8,4,WS
758,8,4,WS
759,8,4,WS
760,9,4,WS
761,8,4,WS
762,8,4,WS
763,8,4,WS
764,8,4,WS
765,8,4,WS
766,8,4,WS
767,9,4,WS
768,8,4,WS
769,8,4,WS
770,8,4,WS
771,8,4,WS
772,8,4,WS
773,8,4,WS
774,8,4,WS
775,8,4,WS
776,8,4,WS
777,8,4,WS
778,8,4,WS
779,8,4,WS
780,8,4,WS
781,8,4,WS
782,8,4,WS
783,8,4,WS
784,8,4,WS
785,8,4,WS
786,8,4,WS
787,8,4,WS
788,8,4,WS
789,8,4,WS
790,8,4,WS
791,8,4,WS
792,8,4,WS
793,8,4,WS
794,8,4,WS
795,8,4,WS
796,8,4,WS
797,9,4,WS
798,8,4,WS
799,8,4,WS
800,8,4,WS
801,8,4,WS
802,8,4,WS
803,8,4,WS
804,8,4,WS
805,8,4,WS
806,8,4,WS
807,8,4,WS
808,8,4,WS
809,8,4,WS
810,7,4,WS
811,8,4,WS
812,8,4,WS
813,8,4,WS
814,8,4,WS
815,8,4,WS
816,8,4,WS
817,8,4,WS
818,7,4,WS
819,7,4,WS
820,8,4,WS
821,8,4,WS
822,8,4,WS
823,8,4,WS
824,8,4,WS
825,8,4,WS
826,8,4,WS
827,9,4,WS
828,8,4,WS
829,8,4,WS
830,8,4,WS
831,7,4,WS
832,8,4,WS
833,8,4,WS
834,8,4,WS
835,8,4,WS
836,8,4,WS
837,8,4,WS
838,8,4,WS
839,8,4,WS
840,9,4,WS
841,8,4,WS
842,8,4,WS
843,8,4,WS
844,8,4,WS
845,8,4,WS
846,8,4,WS
847,8,4,WS
848,8,4,WS
849,8,4,WS
850,8,4,WS
851,8,4,WS
852,8,4,WS
853,8,4,WS
854,8,4,WS
855,8,4,WS
856,8,4,WS
857,8,4,WS
858,8,4,WS
859,8,4,WS
860,8,4,WS
861,8,4,WS
862,7,4,WS
863,8,4,WS
864,8,4,WS
865,8,4,WS
866,8,4,WS
867,8,4,WS
868,8,4,WS
869,8,4,WS
870,8,4,WS
871,8,4,WS
872,8,4,WS
873,8,4,WS
874,8,4,WS
875,8,4,WS
876,8,4,WS
877,8,4,WS
878,8,4,WS
879,8,4,WS
880,8,0,WS
881,8,0,WS
882,8,0,WS
883,8,0,WS
884,8,0,WS
885,8,0,WS
886,8,0,WS
887,9,0,WS
888,8,0,WS
889,9,0,WS
890,8,0,WS
891,8,0,WS
892,8,0,WS
893,8,0,WS
894,8,0,WS
895,8,0,WS
896,8,0,WS
897,8,0,WS
898,8,0,WS
899,8,0,WS
900,8,0,WS
901,8,0,WS
902,8,0,WS
903,8,0,WS
904,8,0,WS
905,8,0,WS
906,8,0,WS
907,8,0,WS
908,8,0,WS
909,7,0,WS
910,7,0,WS
911,8,0,WS
912,8,0,WS
913,8,0,WS
914,8,0,WS
915,8,0,WS
916,7,0,WS
917,8,0,WS
918,8,0,WS
919,9,0,WS
920,8,0,WS
921,8,0,WS
922,8,0,WS
923,8,0,WS
924,8,0,WS
925,8,0,WS
926,8,0,WS
927,8,0,WS
928,8,0,WS
929,8,0,WS
930,8,0,WS
931,8,0,WS
932,8,0,WS
933,8,0,WS
934,8,0,WS
935,8,0,WS
936,8,0,WS
937,7,0,WS
938,8,0,WS
939,8,0,WS
940,8,0,WS
941,8,0,WS
942,8,0,WS
943,8,0,WS
944,8,0,WS
945,8,0,WS
946,8,0,WS
947,8,0,WS
948,9,0,WS
949,8,0,WS
950,8,0,WS
951,8,0,WS
952,8,0,WS
953,9,0,WS
954,8,0,WS
955,8,0,WS
956,8,0,WS
957,8,0,WS
958,8,0,WS
959,8,0,WS
960,8,0,WS
961,8,0,WS
962,8,0,WS
963,8,0,WS
964,8,0,WS
965,8,0,WS
966,7,0,WS
967,8,0,WS
968,8,0,WS
969,8,0,WS
970,8,0,WS
971,8,0,WS
972,8,0,WS
973,8,0,WS
974,8,0,WS
975,8,0,WS
976,7,0,WS
977,8,0,WS
978,8,0,WS
979,8,0,WS
980,8,0,WS
981,8,0,WS
982,8,0,WS
983,8,0,WS
984,8,0,WS
985,8,0,WS
986,8,0,WS
987,8,0,WS
988,8,0,WS
989,8,0,WS
990,8,0,WS
991,8,0,WS
992,8,0,WS
993,8,0,WS
994,8,0,WS
995,8,0,WS
996,8,0,WS
997,8,0,WS
998,8,0,WS
999,8,0,WS
1000,8,0,WS
1001,8,0,WS
1002,8,0,WS
1003,9,0,WS
1004,8,0,WS
1005,8,0,WS
1006,8,0,WS
1007,7,0,WS
1008,8,0,WS
1009,8,0,WS
1010,8,0,WS
1011,8,0,WS
1012,8,0,WS
1013,9,0,WS
1014,8,0,WS
1015,8,0,WS
1016,8,0,WS
1017,8,0,WS
1018,7,0,WS
1019,8,0,WS
1020,8,0,WS
1021,8,0,WS
1022,8,0,WS
1023,8,0,WS
1024,8,0,WS
1025,9,0,WS
1026,8,0,WS
1027,8,0,WS
1028,8,0,WS
1029,8,0,WS
1030,8,0,WS
1031,8,0,WS
1032,8,0,WS
1033,8,0,WS
1034,8,0,WS
1035,8,0,WS
1036,9,0,WS
1037,7,0,WS
1038,8,0,WS
1039,8,0,WS
1040,8,0,WS
1041,8,0,WS
1042,8,0,WS
1043,8,0,WS
1044,7,0,WS
1045,8,0,WS
1046,8,0,WS
1047,8,0,WS
1048,9,0,WS
1049,8,0,WS
1050,8,0,WS
1051,8,0,WS
1052,8,0,WS
1053,8,0,WS
1054,8,0,WS
1055,8,0,WS
1056,8,1,WS
1057,8,1,WS
1058,8,1,WS
1059,8,1,WS
1060,8,1,WS
1061,8,1,WS
1062,10,1,WS
1063,8,1,WS
1064,8,1,WS
1065,8,1,WS
1066,8,1,WS
1067,8,1,WS
1068,8,1,WS
1069,8,1,WS
1070,9,1,WS
1071,9,1,WS
1072,8,1,WS
1073,8,1,WS
1074,8,1,WS
1075,8,1,WS
1076,8,1,WS
1077,9,1,WS
1078,8,1,WS
1079,8,1,WS
1080,8,1,WS
1081,8,1,WS
1082,8,1,WS
1083,8,1,WS
1084,8,1,WS
1085,8,1,WS
1086,8,1,WS
1087,8,1,WS
1088,8,1,WS
1089,8,1,WS
1090,8,1,WS
1091,7,1,WS
1092,8,1,WS
1093,8,1,WS
1094,8,1,WS
1095,8,1,WS
1096,8,1,WS
1097,8,1,WS
1098,7,1,WS
1099,8,1,WS
1100,8,1,WS
1101,8,1,WS
1102,8,1,WS
1103,8,1,WS
1104,7,1,WS
1105,8,1,WS
1106,8,1,WS
1107,8,1,WS
1108,8,1,WS
1109,8,1,WS
1110,8,1,WS
1111,8,1,WS
1112,8,1,WS
1113,8,1,WS
1114,8,1,WS
1115,8,1,WS
1116,8,1,WS
1117,8,1,WS
1118,7,1,WS
1119,8,1,WS
1120,6,1,WS
1121,8,1,WS
1122,8,1,WS
1123,8,1,WS
1124,8,1,WS
1125,8,1,WS
1126,8,1,WS
1127,8,1,WS
1128,8,1,WS
1129,8,1,WS
1130,7,1,WS
1131,8,1,WS
1132,8,1,WS
1133,8,1,WS
1134,8,1,WS
1135,8,1,WS
1136,8,1,WS
1137,8,1,WS
1138,8,1,WS
1139,8,1,WS
1140,8,1,WS
1141,8,1,WS
1142,8,1,WS
1143,8,1,WS
1144,8,1,WS
1145,8,1,WS
1146,8,1,WS
1147,8,1,WS
1148,8,1,WS
1149,8,1,WS
1150,8,1,WS
1151,7,1,WS
1152,8,1,WS
1153,8,1,WS
1154,8,1,WS
1155,8,1,WS
1156,8,1,WS
1157,8,1,WS
1158,8,1,WS
1159,8,1,WS
1160,8,1,WS
1161,8,1,WS
1162,8,1,WS
1163,8,1,WS
1164,8,1,WS
1165,8,1,WS
1166,8,1,WS
1167,8,1,WS
1168,8,1,WS
1169,8,1,WS
1170,9,1,WS
1171,8,1,WS
1172,8,1,WS
1173,8,1,WS
1174,8,1,WS
1175,8,1,WS
1176,8,1,WS
1177,8,1,WS
1178,8,1,WS
1179,8,1,WS
1180,8,1,WS
1181,7,1,WS
1182,8,1,WS
1183,8,1,WS
1184,8,1,WS
1185,8,1,WS
1186,8,1,WS
1187,8,1,WS
1188,8,1,WS
1189,8,1,WS
1190,9,1,WS
1191,8,1,WS
1192,8,1,WS
1193,8,1,WS
1194,9,1,WS
1195,8,1,WS
1196,8,1,WS
1197,8,1,WS
1198,8,1,WS
1199,8,1,WS
1200,8,1,WS
1201,8,1,WS
1202,8,1,WS
1203,8,1,WS
1204,8,1,WS
1205,8,1,WS
1206,8,1,WS
1207,8,1,WS
1208,8,1,WS
1209,7,1,WS
1210,8,1,WS
1211,8,1,WS
1212,9,1,WS
1213,8,1,WS
1214,8,1,WS
1215,8,1,WS
1216,8,1,WS
1217,8,1,WS
1218,8,1,WS
1219,9,1,WS
1220,8,1,WS
1221,8,1,WS
1222,8,1,WS
1223,9,1,WS
1224,8,1,WS
1225,7,1,WS
1226,8,1,WS
1227,8,1,WS
1228,8,1,WS
1229,8,1,WS
1230,8,1,WS
1231,8,1,WS
1232,8,2,WS
1233,8,2,WS
1234,10,2,WS
1235,8,2,WS
1236,8,2,WS
1237,8,2,WS
1238,8,2,WS
1239,8,2,WS
1240,8,2,WS
1241,8,2,WS
1242,7,2,WS
1243,8,2,WS
1244,7,2,WS
1245,7,2,WS
1246,8,2,WS
1247,8,2,WS
1248,7,2,WS
1249,8,2,WS
1250,7,2,WS
1251,8,2,WS
1252,8,2,WS
1253,8,2,WS
1254,7,2,WS
1255,8,2,WS
1256,8,2,WS
1257,8,2,WS
1258,8,2,WS
1259,9,2,WS
1260,7,2,WS
1261,8,2,WS
1262,8,2,WS
1263,8,2,WS
1264,8,2,WS
1265,8,2,WS
1266,8,2,WS
1267,8,2,WS
1268,7,2,WS
1269,8,2,WS
1270,8,2,WS
1271,8,2,WS
1272,8,2,WS
1273,8,2,WS
1274,9,2,WS
1275,9,2,WS
1276,8,2,WS
1277,8,2,WS
1278,8,2,WS
1279,8,2,WS
1280,8,2,WS
1281,8,2,WS
1282,8,2,WS
1283,8,2,WS
1284,8,2,WS
1285,8,2,WS
1286,9,2,WS
1287,8,2,WS
1288,8,2,WS
1289,8,2,WS
1290,8,2,WS
1291,8,2,WS
1292,8,2,WS
1293,8,2,WS
1294,8,2,WS
1295,9,2,WS
1296,9,2,WS
1297,8,2,WS
1298,7,2,WS
1299,8,2,WS
1300,8,2,WS
1301,8,2,WS
1302,7,2,WS
1303,8,2,WS
1304,8,2,WS
1305,8,2,WS
1306,8,2,WS
1307,8,2,WS
1308,8,2,WS
1309,8,2,WS
1310,8,2,WS
1311,8,2,WS
1312,9,2,WS
1313,7,2,WS
1314,8,2,WS
1315,7,2,WS
1316,8,2,WS
1317,8,2,WS
1318,8,2,WS
1319,8,2,WS
1320,8,2,WS
1321,8,2,WS
1322,8,2,WS
1323,8,2,WS
1324,8,2,WS
1325,8,2,WS
1326,8,2,WS
1327,7,2,WS
1328,8,2,WS
1329,8,2,WS
1330,7,2,WS
1331,8,2,WS
1332,9,2,WS
1333,7,2,WS
1334,8,2,WS
1335,8,2,WS
1336,9,2,WS
1337,8,2,WS
1338,8,2,WS
1339,8,2,WS
1340,8,2,WS
1341,8,2,WS
1342,8,2,WS
1343,8,2,WS
1344,8,2,WS
1345,8,2,WS
1346,8,2,WS
1347,7,2,WS
1348,9,2,WS
1349,8,2,WS
1350,8,2,WS
1351,8,2,WS
1352,8,2,WS
1353,8,2,WS
1354,8,2,WS
1355,8,2,WS
1356,8,2,WS
1357,8,2,WS
1358,8,2,WS
1359,8,2,WS
1360,7,2,WS
1361,8,2,WS
1362,8,2,WS
1363,8,2,WS
1364,8,2,WS
1365,8,2,WS
1366,8,2,WS
1367,8,2,WS
1368,8,2,WS
1369,8,2,WS
1370,8,2,WS
1371,8,2,WS
1372,8,2,WS
1373,8,2,WS
1374,9,2,WS
1375,8,2,WS
1376,8,2,WS
1377,8,2,WS
1378,8,2,WS
1379,9,2,WS
1380,8,2,WS
1381,8,2,WS
1382,8,2,WS
1383,8,2,WS
1384,8,2,WS
1385,8,2,WS
1386,9,2,WS
1387,9,2,WS
1388,9,2,WS
1389,8,2,WS
1390,7,2,WS
1391,8,2,WS
1392,8,2,WS
1393,8,2,WS
1394,7,2,WS
1395,8,2,WS
1396,8,2,WS
1397,8,2,WS
1398,8,2,WS
1399,8,2,WS
1400,9,2,WS
1401,8,2,WS
1402,8,2,WS
1403,8,2,WS
1404,8,2,WS
1405,8,2,WS
1406,8,2,WS
1407,9,2,WS
1408,8,3,WS
1409,7,3,WS
1410,8,3,WS
1411,8,3,WS
1412,9,3,WS
1413,8,3,WS
1414,8,3,WS
1415,8,3,WS
1416,8,3,WS
1417,8,3,WS
1418,8,3,WS
1419,7,3,WS
1420,8,3,WS
1421,8,3,WS
1422,8,3,WS
1423,8,3,WS
1424,8,3,WS
1425,8,3,WS
1426,7,3,WS
1427,8,3,WS
1428,8,3,WS
1429,8,3,WS
1430,8,3,WS
1431,9,3,WS
1432,8,3,WS
1433,8,3,WS
1434,8,3,WS
1435,7,3,WS
1436,8,3,WS
1437,8,3,WS
1438,8,3,WS
1439,8,3,WS
1440,7,3,WS
1441,8,3,WS
1442,8,3,WS
1443,8,3,WS
1444,8,3,WS
1445,8,3,WS
1446,8,3,WS
1447,8,3,WS
1448,8,3,WS
1449,8,3,WS
1450,8,3,WS
1451,8,3,WS
1452,8,3,WS
1453,8,3,WS
1454,8,3,WS
1455,8,3,WS
1456,8,3,WS
1457,8,3,WS
1458,8,3,WS
1459,8,3,WS
1460,9,3,WS
1461,8,3,WS
1462,8,3,WS
1463,8,3,WS
1464,8,3,WS
1465,8,3,WS
1466,8,3,WS
1467,8,3,WS
1468,8,3,WS
1469,9,3,WS
1470,8,3,WS
1471,8,3,WS
1472,8,3,WS
1473,8,3,WS
1474,6,3,WS
1475,8,3,WS
1476,8,3,WS
1477,8,3,WS
1478,8,3,WS
1479,8,3,WS
1480,9,3,WS
1481,8,3,WS
1482,8,3,WS
1483,8,3,WS
1484,8,3,WS
1485,8,3,WS
1486,8,3,WS
1487,7,3,WS
1488,8,3,WS
1489,8,3,WS
1490,8,3,WS
1491,8,3,WS
1492,8,3,WS
1493,8,3,WS
1494,8,3,WS
1495,8,3,WS
1496,8,3,WS
