,Degree,iter,type
17165,6,2,power
17166,6,2,power
17167,6,2,power
17168,4,2,power
17169,5,2,power
17170,7,2,power
17171,5,2,power
17172,6,2,power
17173,4,2,power
17174,6,2,power
17175,4,2,power
17176,7,2,power
17177,4,2,power
17178,6,2,power
17179,4,2,power
17180,5,2,power
17181,4,2,power
17182,4,2,power
17183,5,2,power
17184,5,2,power
17185,6,2,power
17186,4,2,power
17187,5,2,power
17188,5,2,power
17189,9,2,power
17190,4,2,power
17191,4,2,power
17192,5,2,power
17193,4,2,power
17194,6,2,power
17195,6,2,power
17196,4,2,power
17197,4,2,power
17198,5,2,power
17199,6,2,power
17200,5,2,power
17201,4,2,power
17202,4,2,power
17203,4,2,power
17204,5,2,power
17205,5,2,power
17206,6,2,power
17207,5,2,power
17208,5,2,power
17209,5,2,power
17210,5,2,power
17211,4,2,power
17212,5,2,power
17213,4,2,power
17214,4,2,power
17215,4,2,power
17216,4,2,power
17217,5,2,power
17218,4,2,power
17219,4,2,power
17220,5,2,power
17221,5,2,power
17222,4,2,power
17223,5,2,power
17224,4,2,power
17225,4,2,power
17226,4,2,power
17227,4,2,power
17228,4,2,power
17229,5,2,power
17230,4,2,power
17231,4,2,power
17232,5,2,power
17233,4,2,power
17234,4,2,power
17235,4,2,power
17236,4,2,power
17237,4,2,power
17238,4,2,power
17239,4,2,power
17240,4,2,power
17241,5,2,power
17242,4,2,power
17243,4,2,power
17244,4,2,power
17245,4,2,power
17246,4,2,power
17247,4,2,power
17248,24,3,power
17249,34,3,power
17250,9,3,power
17251,3,3,power
17252,37,3,power
17253,27,3,power
17254,26,3,power
17255,8,3,power
17256,38,3,power
17257,37,3,power
17258,14,3,power
17259,8,3,power
17260,6,3,power
17261,12,3,power
17262,11,3,power
17263,5,3,power
17264,30,3,power
17265,12,3,power
17266,13,3,power
17267,8,3,power
17268,7,3,power
17269,16,3,power
17270,10,3,power
17271,19,3,power
17272,47,3,power
17273,7,3,power
17274,10,3,power
17275,6,3,power
17276,25,3,power
17277,5,3,power
17278,8,3,power
17279,5,3,power
17280,17,3,power
17281,25,3,power
17282,6,3,power
17283,8,3,power
17284,8,3,power
17285,6,3,power
17286,5,3,power
17287,7,3,power
17288,14,3,power
17289,6,3,power
17290,8,3,power
17291,8,3,power
17292,6,3,power
17293,10,3,power
17294,13,3,power
17295,10,3,power
17296,5,3,power
17297,11,3,power
17298,6,3,power
17299,4,3,power
17300,9,3,power
17301,5,3,power
17302,5,3,power
17303,6,3,power
17304,14,3,power
17305,15,3,power
17306,9,3,power
17307,5,3,power
17308,4,3,power
17309,9,3,power
17310,5,3,power
17311,4,3,power
17312,5,3,power
17313,7,3,power
17314,5,3,power
17315,8,3,power
17316,7,3,power
17317,5,3,power
17318,9,3,power
17319,12,3,power
17320,8,3,power
17321,9,3,power
17322,4,3,power
17323,7,3,power
17324,4,3,power
17325,4,3,power
17326,6,3,power
17327,5,3,power
17328,6,3,power
17329,4,3,power
17330,5,3,power
17331,4,3,power
17332,7,3,power
17333,7,3,power
17334,8,3,power
17335,4,3,power
17336,5,3,power
17337,8,3,power
17338,4,3,power
17339,4,3,power
17340,4,3,power
17341,6,3,power
17342,5,3,power
17343,8,3,power
17344,7,3,power
17345,5,3,power
17346,6,3,power
17347,6,3,power
17348,7,3,power
17349,6,3,power
17350,4,3,power
17351,8,3,power
17352,7,3,power
17353,4,3,power
17354,4,3,power
17355,9,3,power
17356,6,3,power
17357,4,3,power
17358,5,3,power
17359,5,3,power
17360,5,3,power
17361,9,3,power
17362,4,3,power
17363,5,3,power
17364,5,3,power
17365,4,3,power
17366,4,3,power
17367,5,3,power
17368,6,3,power
17369,4,3,power
17370,5,3,power
17371,4,3,power
17372,5,3,power
17373,4,3,power
17374,6,3,power
17375,4,3,power
17376,7,3,power
17377,5,3,power
17378,4,3,power
17379,4,3,power
17380,4,3,power
17381,6,3,power
17382,5,3,power
17383,4,3,power
17384,4,3,power
17385,4,3,power
17386,5,3,power
17387,4,3,power
17388,4,3,power
17389,5,3,power
17390,4,3,power
17391,4,3,power
17392,5,3,power
17393,4,3,power
17394,4,3,power
17395,4,3,power
17396,4,3,power
17397,5,3,power
17398,4,3,power
17399,4,3,power
17400,4,3,power
17401,4,3,power
17402,4,3,power
17403,4,3,power
17404,5,3,power
17405,5,3,power
17406,4,3,power
17407,4,3,power
17408,4,3,power
17409,4,3,power
17410,4,3,power
17411,4,3,power
17412,4,3,power
17413,4,3,power
17414,4,3,power
17415,4,3,power
17416,4,3,power
17417,4,3,power
17418,4,3,power
17419,4,3,power
17420,5,3,power
17421,4,3,power
17422,4,3,power
17423,4,3,power
17424,4,4,power
17425,67,4,power
17426,15,4,power
17427,7,4,power
17428,34,4,power
17429,34,4,power
17430,30,4,power
17431,8,4,power
17432,32,4,power
17433,28,4,power
17434,10,4,power
17435,22,4,power
17436,4,4,power
17437,18,4,power
17438,8,4,power
17439,14,4,power
17440,17,4,power
17441,19,4,power
17442,12,4,power
17443,18,4,power
17444,9,4,power
17445,7,4,power
17446,13,4,power
17447,4,4,power
17448,13,4,power
17449,12,4,power
17450,18,4,power
17451,10,4,power
17452,8,4,power
17453,10,4,power
17454,9,4,power
17455,6,4,power
17456,13,4,power
17457,24,4,power
17458,12,4,power
17459,11,4,power
17460,9,4,power
17461,15,4,power
17462,4,4,power
17463,5,4,power
17464,10,4,power
17465,6,4,power
17466,5,4,power
17467,12,4,power
17468,9,4,power
17469,7,4,power
17470,6,4,power
17471,8,4,power
17472,10,4,power
17473,10,4,power
17474,7,4,power
17475,6,4,power
17476,5,4,power
17477,6,4,power
17478,6,4,power
17479,9,4,power
17480,8,4,power
17481,11,4,power
17482,6,4,power
17483,10,4,power
17484,9,4,power
17485,5,4,power
17486,9,4,power
17487,9,4,power
17488,12,4,power
17489,7,4,power
17490,7,4,power
17491,4,4,power
17492,5,4,power
17493,5,4,power
17494,8,4,power
17495,6,4,power
17496,4,4,power
17497,7,4,power
17498,6,4,power
17499,6,4,power
17500,6,4,power
17501,5,4,power
17502,6,4,power
17503,7,4,power
17504,7,4,power
17505,6,4,power
17506,7,4,power
17507,5,4,power
17508,4,4,power
17509,4,4,power
17510,4,4,power
17511,5,4,power
17512,11,4,power
17513,7,4,power
17514,8,4,power
17515,5,4,power
17516,5,4,power
17517,4,4,power
17518,8,4,power
17519,4,4,power
17520,5,4,power
17521,7,4,power
17522,4,4,power
17523,5,4,power
17524,10,4,power
17525,4,4,power
17526,6,4,power
17527,4,4,power
17528,4,4,power
17529,4,4,power
17530,4,4,power
17531,4,4,power
17532,8,4,power
17533,5,4,power
17534,4,4,power
17535,7,4,power
17536,4,4,power
17537,5,4,power
17538,7,4,power
17539,5,4,power
17540,4,4,power
17541,8,4,power
17542,5,4,power
17543,5,4,power
17544,5,4,power
17545,6,4,power
17546,4,4,power
17547,5,4,power
17548,4,4,power
17549,4,4,power
17550,5,4,power
17551,5,4,power
17552,7,4,power
17553,6,4,power
17554,4,4,power
17555,4,4,power
17556,4,4,power
17557,4,4,power
17558,4,4,power
17559,4,4,power
17560,5,4,power
17561,5,4,power
17562,4,4,power
17563,6,4,power
17564,4,4,power
17565,4,4,power
17566,5,4,power
17567,4,4,power
17568,4,4,power
17569,4,4,power
17570,5,4,power
17571,4,4,power
17572,5,4,power
17573,4,4,power
17574,4,4,power
17575,5,4,power
17576,4,4,power
17577,6,4,power
17578,5,4,power
17579,5,4,power
17580,4,4,power
17581,4,4,power
17582,4,4,power
17583,4,4,power
17584,4,4,power
17585,4,4,power
17586,5,4,power
17587,4,4,power
17588,5,4,power
17589,4,4,power
17590,4,4,power
17591,4,4,power
17592,4,4,power
17593,4,4,power
17594,4,4,power
17595,4,4,power
17596,4,4,power
17597,4,4,power
17598,4,4,power
17599,4,4,power
17600,17,0,BA
17601,10,0,BA
17602,38,0,BA
17603,11,0,BA
17604,42,0,BA
17605,40,0,BA
17606,33,0,BA
17607,23,0,BA
17608,25,0,BA
17609,16,0,BA
17610,17,0,BA
17611,27,0,BA
17612,19,0,BA
17613,22,0,BA
17614,18,0,BA
17615,16,0,BA
17616,10,0,BA
17617,25,0,BA
17618,7,0,BA
17619,14,0,BA
17620,16,0,BA
17621,7,0,BA
17622,8,0,BA
17623,5,0,BA
17624,12,0,BA
17625,9,0,BA
17626,16,0,BA
17627,5,0,BA
17628,13,0,BA
17629,10,0,BA
17630,7,0,BA
17631,11,0,BA
17632,10,0,BA
17633,6,0,BA
17634,12,0,BA
17635,7,0,BA
17636,7,0,BA
17637,5,0,BA
17638,9,0,BA
17639,5,0,BA
17640,4,0,BA
17641,6,0,BA
17642,10,0,BA
17643,9,0,BA
17644,8,0,BA
17645,13,0,BA
17646,11,0,BA
17647,6,0,BA
17648,9,0,BA
17649,10,0,BA
17650,6,0,BA
17651,8,0,BA
17652,12,0,BA
17653,6,0,BA
17654,8,0,BA
17655,9,0,BA
17656,6,0,BA
17657,5,0,BA
17658,9,0,BA
17659,10,0,BA
17660,4,0,BA
17661,6,0,BA
17662,7,0,BA
17663,12,0,BA
17664,6,0,BA
17665,7,0,BA
17666,7,0,BA
17667,8,0,BA
17668,4,0,BA
17669,11,0,BA
17670,11,0,BA
17671,6,0,BA
17672,8,0,BA
17673,5,0,BA
17674,7,0,BA
17675,5,0,BA
17676,6,0,BA
17677,7,0,BA
17678,6,0,BA
17679,10,0,BA
17680,5,0,BA
17681,9,0,BA
17682,7,0,BA
17683,4,0,BA
17684,4,0,BA
17685,4,0,BA
17686,6,0,BA
17687,6,0,BA
17688,5,0,BA
17689,5,0,BA
17690,4,0,BA
17691,7,0,BA
17692,4,0,BA
17693,7,0,BA
17694,4,0,BA
17695,4,0,BA
17696,4,0,BA
17697,5,0,BA
17698,6,0,BA
17699,6,0,BA
17700,7,0,BA
17701,5,0,BA
17702,6,0,BA
17703,7,0,BA
17704,7,0,BA
17705,8,0,BA
17706,6,0,BA
17707,5,0,BA
17708,6,0,BA
17709,5,0,BA
17710,4,0,BA
17711,5,0,BA
17712,5,0,BA
17713,4,0,BA
17714,4,0,BA
17715,7,0,BA
17716,6,0,BA
17717,5,0,BA
17718,4,0,BA
17719,6,0,BA
17720,5,0,BA
17721,4,0,BA
17722,6,0,BA
17723,5,0,BA
17724,4,0,BA
17725,4,0,BA
17726,4,0,BA
17727,4,0,BA
17728,4,0,BA
17729,6,0,BA
17730,4,0,BA
17731,6,0,BA
17732,4,0,BA
17733,4,0,BA
17734,5,0,BA
17735,5,0,BA
17736,4,0,BA
17737,4,0,BA
17738,6,0,BA
17739,4,0,BA
17740,5,0,BA
17741,4,0,BA
17742,4,0,BA
17743,4,0,BA
17744,4,0,BA
17745,5,0,BA
17746,4,0,BA
17747,4,0,BA
17748,4,0,BA
17749,4,0,BA
17750,4,0,BA
17751,4,0,BA
17752,4,0,BA
17753,4,0,BA
17754,4,0,BA
17755,4,0,BA
17756,4,0,BA
17757,4,0,BA
17758,4,0,BA
17759,5,0,BA
17760,4,0,BA
17761,4,0,BA
17762,4,0,BA
17763,5,0,BA
17764,4,0,BA
17765,4,0,BA
17766,4,0,BA
17767,4,0,BA
17768,4,0,BA
17769,4,0,BA
17770,4,0,BA
17771,4,0,BA
17772,4,0,BA
17773,4,0,BA
17774,4,0,BA
17775,4,0,BA
17776,15,1,BA
17777,3,1,BA
17778,36,1,BA
17779,7,1,BA
17780,47,1,BA
17781,37,1,BA
17782,33,1,BA
17783,15,1,BA
17784,14,1,BA
17785,38,1,BA
17786,37,1,BA
17787,19,1,BA
17788,29,1,BA
17789,18,1,BA
17790,5,1,BA
17791,9,1,BA
17792,30,1,BA
17793,12,1,BA
17794,7,1,BA
17795,19,1,BA
17796,8,1,BA
17797,6,1,BA
17798,12,1,BA
17799,14,1,BA
17800,9,1,BA
17801,12,1,BA
17802,6,1,BA
17803,7,1,BA
17804,8,1,BA
17805,14,1,BA
17806,11,1,BA
17807,10,1,BA
17808,10,1,BA
17809,13,1,BA
17810,11,1,BA
17811,14,1,BA
17812,6,1,BA
17813,6,1,BA
17814,13,1,BA
17815,13,1,BA
17816,6,1,BA
17817,7,1,BA
17818,13,1,BA
17819,9,1,BA
17820,6,1,BA
17821,9,1,BA
17822,8,1,BA
17823,5,1,BA
17824,6,1,BA
17825,7,1,BA
17826,9,1,BA
17827,9,1,BA
17828,10,1,BA
17829,8,1,BA
17830,12,1,BA
17831,8,1,BA
17832,5,1,BA
17833,5,1,BA
17834,6,1,BA
17835,9,1,BA
17836,5,1,BA
17837,10,1,BA
17838,7,1,BA
17839,8,1,BA
17840,4,1,BA
17841,4,1,BA
17842,8,1,BA
17843,7,1,BA
17844,5,1,BA
17845,8,1,BA
17846,7,1,BA
17847,6,1,BA
17848,6,1,BA
17849,4,1,BA
17850,6,1,BA
17851,9,1,BA
17852,6,1,BA
17853,5,1,BA
17854,4,1,BA
17855,5,1,BA
17856,7,1,BA
17857,6,1,BA
17858,10,1,BA
17859,5,1,BA
17860,6,1,BA
17861,6,1,BA
17862,6,1,BA
17863,7,1,BA
17864,4,1,BA
17865,4,1,BA
17866,5,1,BA
17867,8,1,BA
17868,9,1,BA
17869,6,1,BA
17870,5,1,BA
17871,5,1,BA
17872,7,1,BA
17873,6,1,BA
17874,7,1,BA
17875,8,1,BA
17876,5,1,BA
17877,5,1,BA
17878,4,1,BA
17879,7,1,BA
17880,4,1,BA
17881,4,1,BA
17882,6,1,BA
17883,4,1,BA
17884,4,1,BA
17885,5,1,BA
17886,8,1,BA
17887,5,1,BA
17888,4,1,BA
17889,4,1,BA
17890,5,1,BA
17891,5,1,BA
17892,4,1,BA
17893,4,1,BA
17894,5,1,BA
17895,4,1,BA
17896,5,1,BA
17897,4,1,BA
17898,5,1,BA
17899,4,1,BA
17900,5,1,BA
17901,5,1,BA
17902,4,1,BA
17903,4,1,BA
17904,4,1,BA
17905,4,1,BA
17906,6,1,BA
17907,4,1,BA
17908,4,1,BA
17909,4,1,BA
17910,4,1,BA
17911,4,1,BA
17912,4,1,BA
17913,4,1,BA
17914,5,1,BA
17915,4,1,BA
17916,4,1,BA
17917,5,1,BA
17918,4,1,BA
17919,5,1,BA
17920,4,1,BA
17921,6,1,BA
17922,5,1,BA
17923,4,1,BA
17924,4,1,BA
17925,5,1,BA
17926,4,1,BA
17927,4,1,BA
17928,5,1,BA
17929,4,1,BA
17930,4,1,BA
17931,4,1,BA
17932,4,1,BA
17933,4,1,BA
17934,4,1,BA
17935,4,1,BA
17936,4,1,BA
17937,5,1,BA
17938,4,1,BA
17939,4,1,BA
17940,4,1,BA
17941,4,1,BA
17942,4,1,BA
17943,4,1,BA
17944,4,1,BA
17945,4,1,BA
17946,4,1,BA
17947,4,1,BA
17948,4,1,BA
17949,4,1,BA
17950,4,1,BA
17951,4,1,BA
17952,11,2,BA
17953,5,2,BA
17954,14,2,BA
17955,30,2,BA
17956,19,2,BA
17957,38,2,BA
17958,19,2,BA
17959,30,2,BA
17960,37,2,BA
17961,26,2,BA
17962,19,2,BA
17963,34,2,BA
17964,18,2,BA
17965,23,2,BA
17966,20,2,BA
17967,11,2,BA
17968,9,2,BA
17969,9,2,BA
17970,19,2,BA
17971,11,2,BA
17972,9,2,BA
17973,11,2,BA
17974,28,2,BA
17975,11,2,BA
17976,14,2,BA
17977,11,2,BA
17978,13,2,BA
17979,5,2,BA
17980,9,2,BA
17981,6,2,BA
17982,14,2,BA
17983,9,2,BA
17984,17,2,BA
17985,11,2,BA
17986,8,2,BA
17987,7,2,BA
17988,12,2,BA
17989,9,2,BA
17990,7,2,BA
17991,8,2,BA
17992,8,2,BA
17993,6,2,BA
17994,13,2,BA
17995,5,2,BA
17996,7,2,BA
17997,11,2,BA
17998,5,2,BA
17999,5,2,BA
18000,8,2,BA
18001,9,2,BA
18002,9,2,BA
18003,13,2,BA
18004,6,2,BA
18005,13,2,BA
18006,10,2,BA
18007,8,2,BA
18008,7,2,BA
18009,6,2,BA
18010,11,2,BA
18011,7,2,BA
18012,4,2,BA
18013,10,2,BA
18014,11,2,BA
18015,7,2,BA
18016,6,2,BA
18017,5,2,BA
18018,7,2,BA
18019,7,2,BA
18020,4,2,BA
18021,6,2,BA
18022,5,2,BA
18023,7,2,BA
18024,6,2,BA
18025,4,2,BA
18026,4,2,BA
18027,5,2,BA
18028,7,2,BA
18029,6,2,BA
18030,5,2,BA
18031,5,2,BA
18032,5,2,BA
18033,7,2,BA
18034,5,2,BA
18035,5,2,BA
18036,8,2,BA
18037,4,2,BA
18038,8,2,BA
18039,4,2,BA
18040,9,2,BA
18041,5,2,BA
18042,5,2,BA
18043,6,2,BA
18044,7,2,BA
18045,4,2,BA
18046,5,2,BA
18047,5,2,BA
18048,5,2,BA
18049,5,2,BA
18050,6,2,BA
18051,6,2,BA
18052,5,2,BA
18053,4,2,BA
18054,7,2,BA
18055,4,2,BA
18056,7,2,BA
18057,5,2,BA
18058,8,2,BA
18059,5,2,BA
18060,4,2,BA
18061,5,2,BA
18062,4,2,BA
18063,6,2,BA
18064,5,2,BA
18065,6,2,BA
18066,4,2,BA
18067,7,2,BA
18068,4,2,BA
18069,6,2,BA
18070,4,2,BA
18071,4,2,BA
18072,5,2,BA
18073,4,2,BA
18074,4,2,BA
18075,4,2,BA
18076,4,2,BA
18077,4,2,BA
18078,6,2,BA
18079,5,2,BA
18080,6,2,BA
18081,5,2,BA
18082,5,2,BA
18083,5,2,BA
18084,5,2,BA
18085,5,2,BA
18086,4,2,BA
18087,6,2,BA
18088,4,2,BA
18089,4,2,BA
18090,5,2,BA
18091,5,2,BA
18092,5,2,BA
18093,6,2,BA
18094,4,2,BA
18095,4,2,BA
18096,4,2,BA
18097,4,2,BA
18098,4,2,BA
18099,4,2,BA
18100,4,2,BA
18101,4,2,BA
18102,7,2,BA
18103,5,2,BA
18104,4,2,BA
18105,4,2,BA
18106,4,2,BA
18107,5,2,BA
18108,4,2,BA
18109,4,2,BA
18110,4,2,BA
18111,4,2,BA
18112,4,2,BA
18113,4,2,BA
18114,4,2,BA
18115,4,2,BA
18116,4,2,BA
18117,5,2,BA
18118,4,2,BA
18119,5,2,BA
18120,4,2,BA
18121,4,2,BA
18122,4,2,BA
18123,4,2,BA
18124,4,2,BA
18125,4,2,BA
18126,4,2,BA
18127,4,2,BA
18128,16,3,BA
18129,2,3,BA
18130,18,3,BA
18131,19,3,BA
18132,55,3,BA
18133,44,3,BA
18134,33,3,BA
18135,44,3,BA
18136,13,3,BA
18137,8,3,BA
18138,22,3,BA
18139,13,3,BA
18140,22,3,BA
18141,18,3,BA
18142,29,3,BA
18143,12,3,BA
18144,17,3,BA
18145,21,3,BA
18146,11,3,BA
18147,12,3,BA
18148,7,3,BA
18149,8,3,BA
18150,8,3,BA
18151,9,3,BA
18152,8,3,BA
18153,14,3,BA
18154,6,3,BA
18155,10,3,BA
18156,15,3,BA
18157,11,3,BA
18158,10,3,BA
18159,8,3,BA
18160,7,3,BA
18161,10,3,BA
18162,16,3,BA
18163,6,3,BA
18164,9,3,BA
18165,13,3,BA
18166,9,3,BA
18167,13,3,BA
18168,10,3,BA
18169,6,3,BA
18170,5,3,BA
18171,9,3,BA
18172,9,3,BA
18173,4,3,BA
18174,9,3,BA
18175,4,3,BA
18176,4,3,BA
18177,7,3,BA
18178,6,3,BA
18179,10,3,BA
18180,9,3,BA
18181,10,3,BA
18182,6,3,BA
18183,12,3,BA
18184,4,3,BA
18185,7,3,BA
18186,7,3,BA
18187,5,3,BA
18188,10,3,BA
18189,7,3,BA
18190,8,3,BA
18191,6,3,BA
18192,4,3,BA
18193,6,3,BA
18194,8,3,BA
18195,10,3,BA
18196,6,3,BA
18197,5,3,BA
18198,7,3,BA
18199,4,3,BA
18200,10,3,BA
18201,8,3,BA
18202,4,3,BA
18203,7,3,BA
18204,7,3,BA
18205,5,3,BA
18206,8,3,BA
18207,10,3,BA
18208,4,3,BA
18209,8,3,BA
18210,4,3,BA
18211,8,3,BA
18212,6,3,BA
18213,6,3,BA
18214,4,3,BA
18215,5,3,BA
18216,6,3,BA
18217,9,3,BA
18218,4,3,BA
18219,5,3,BA
18220,7,3,BA
18221,5,3,BA
18222,4,3,BA
18223,6,3,BA
18224,6,3,BA
18225,5,3,BA
18226,4,3,BA
18227,4,3,BA
18228,5,3,BA
18229,12,3,BA
18230,5,3,BA
18231,6,3,BA
18232,6,3,BA
18233,7,3,BA
18234,5,3,BA
18235,5,3,BA
18236,5,3,BA
18237,4,3,BA
18238,4,3,BA
18239,4,3,BA
18240,6,3,BA
18241,4,3,BA
18242,6,3,BA
18243,4,3,BA
18244,5,3,BA
18245,5,3,BA
18246,6,3,BA
18247,5,3,BA
18248,4,3,BA
18249,5,3,BA
18250,5,3,BA
18251,4,3,BA
18252,4,3,BA
18253,7,3,BA
18254,5,3,BA
18255,5,3,BA
18256,4,3,BA
18257,4,3,BA
18258,5,3,BA
18259,6,3,BA
18260,6,3,BA
18261,5,3,BA
18262,4,3,BA
18263,4,3,BA
18264,4,3,BA
18265,4,3,BA
18266,4,3,BA
18267,4,3,BA
18268,5,3,BA
18269,4,3,BA
18270,5,3,BA
18271,4,3,BA
18272,5,3,BA
18273,4,3,BA
18274,6,3,BA
18275,4,3,BA
18276,5,3,BA
18277,4,3,BA
18278,4,3,BA
18279,4,3,BA
18280,4,3,BA
18281,5,3,BA
18282,5,3,BA
18283,5,3,BA
18284,4,3,BA
18285,4,3,BA
18286,4,3,BA
18287,5,3,BA
18288,5,3,BA
18289,4,3,BA
18290,4,3,BA
18291,4,3,BA
18292,4,3,BA
18293,4,3,BA
18294,4,3,BA
18295,4,3,BA
18296,4,3,BA
18297,4,3,BA
18298,4,3,BA
18299,4,3,BA
18300,4,3,BA
18301,4,3,BA
18302,4,3,BA
18303,4,3,BA
18304,23,4,BA
18305,16,4,BA
18306,42,4,BA
18307,16,4,BA
18308,23,4,BA
18309,32,4,BA
18310,28,4,BA
18311,25,4,BA
18312,14,4,BA
18313,32,4,BA
18314,22,4,BA
18315,31,4,BA
18316,25,4,BA
18317,13,4,BA
18318,17,4,BA
18319,14,4,BA
18320,13,4,BA
18321,9,4,BA
18322,16,4,BA
18323,8,4,BA
18324,6,4,BA
18325,12,4,BA
18326,7,4,BA
18327,10,4,BA
18328,8,4,BA
18329,9,4,BA
18330,7,4,BA
18331,13,4,BA
18332,10,4,BA
18333,9,4,BA
18334,15,4,BA
18335,15,4,BA
18336,5,4,BA
18337,12,4,BA
18338,11,4,BA
18339,10,4,BA
18340,22,4,BA
18341,14,4,BA
18342,5,4,BA
18343,13,4,BA
18344,10,4,BA
18345,14,4,BA
18346,4,4,BA
18347,9,4,BA
18348,6,4,BA
18349,15,4,BA
18350,15,4,BA
18351,11,4,BA
18352,7,4,BA
18353,4,4,BA
18354,6,4,BA
18355,8,4,BA
18356,5,4,BA
18357,16,4,BA
18358,8,4,BA
18359,4,4,BA
18360,5,4,BA
18361,5,4,BA
18362,9,4,BA
18363,6,4,BA
18364,6,4,BA
18365,5,4,BA
18366,5,4,BA
18367,8,4,BA
18368,6,4,BA
18369,5,4,BA
18370,6,4,BA
18371,10,4,BA
18372,4,4,BA
18373,6,4,BA
18374,9,4,BA
18375,6,4,BA
18376,7,4,BA
18377,6,4,BA
18378,5,4,BA
18379,7,4,BA
18380,5,4,BA
18381,8,4,BA
18382,5,4,BA
18383,5,4,BA
18384,7,4,BA
18385,5,4,BA
18386,9,4,BA
18387,7,4,BA
18388,6,4,BA
18389,7,4,BA
18390,4,4,BA
18391,4,4,BA
18392,6,4,BA
18393,4,4,BA
18394,6,4,BA
18395,6,4,BA
18396,6,4,BA
18397,6,4,BA
18398,6,4,BA
18399,5,4,BA
18400,5,4,BA
18401,5,4,BA
18402,5,4,BA
18403,5,4,BA
18404,4,4,BA
18405,5,4,BA
18406,5,4,BA
18407,6,4,BA
18408,4,4,BA
18409,4,4,BA
18410,4,4,BA
18411,5,4,BA
18412,4,4,BA
18413,5,4,BA
18414,4,4,BA
18415,4,4,BA
18416,5,4,BA
18417,6,4,BA
18418,4,4,BA
18419,5,4,BA
18420,4,4,BA
18421,5,4,BA
18422,5,4,BA
18423,4,4,BA
18424,4,4,BA
18425,5,4,BA
18426,4,4,BA
18427,4,4,BA
18428,4,4,BA
18429,4,4,BA
18430,4,4,BA
18431,5,4,BA
18432,5,4,BA
18433,4,4,BA
18434,6,4,BA
18435,5,4,BA
18436,4,4,BA
18437,7,4,BA
18438,4,4,BA
18439,8,4,BA
18440,5,4,BA
18441,5,4,BA
18442,4,4,BA
18443,5,4,BA
18444,5,4,BA
18445,4,4,BA
18446,5,4,BA
18447,4,4,BA
18448,4,4,BA
18449,4,4,BA
18450,4,4,BA
18451,5,4,BA
18452,4,4,BA
18453,5,4,BA
18454,4,4,BA
18455,4,4,BA
18456,4,4,BA
18457,4,4,BA
18458,4,4,BA
18459,4,4,BA
18460,4,4,BA
18461,4,4,BA
18462,4,4,BA
18463,4,4,BA
18464,4,4,BA
18465,4,4,BA
18466,5,4,BA
18467,4,4,BA
18468,5,4,BA
18469,4,4,BA
18470,5,4,BA
18471,4,4,BA
18472,4,4,BA
18473,4,4,BA
18474,4,4,BA
18475,4,4,BA
18476,4,4,BA
18477,4,4,BA
18478,4,4,BA
18479,4,4,BA
18480,14,5,BA
18481,10,5,BA
18482,23,5,BA
18483,32,5,BA
18484,56,5,BA
18485,35,5,BA
18486,38,5,BA
18487,33,5,BA
18488,12,5,BA
18489,21,5,BA
18490,21,5,BA
18491,25,5,BA
18492,13,5,BA
18493,12,5,BA
18494,11,5,BA
18495,17,5,BA
18496,7,5,BA
18497,17,5,BA
18498,14,5,BA
18499,14,5,BA
18500,20,5,BA
18501,14,5,BA
18502,11,5,BA
18503,6,5,BA
18504,15,5,BA
18505,24,5,BA
18506,5,5,BA
18507,8,5,BA
18508,11,5,BA
18509,6,5,BA
18510,8,5,BA
18511,19,5,BA
18512,6,5,BA
18513,7,5,BA
18514,7,5,BA
18515,9,5,BA
18516,7,5,BA
18517,11,5,BA
18518,8,5,BA
18519,8,5,BA
18520,12,5,BA
18521,5,5,BA
18522,5,5,BA
18523,9,5,BA
18524,7,5,BA
18525,8,5,BA
18526,8,5,BA
18527,9,5,BA
18528,7,5,BA
18529,9,5,BA
18530,7,5,BA
18531,9,5,BA
18532,5,5,BA
18533,7,5,BA
18534,8,5,BA
18535,12,5,BA
18536,5,5,BA
18537,9,5,BA
18538,5,5,BA
18539,6,5,BA
18540,6,5,BA
18541,4,5,BA
18542,5,5,BA
18543,12,5,BA
18544,5,5,BA
18545,5,5,BA
18546,6,5,BA
18547,4,5,BA
18548,7,5,BA
18549,6,5,BA
18550,7,5,BA
18551,6,5,BA
18552,4,5,BA
18553,11,5,BA
18554,10,5,BA
18555,6,5,BA
18556,11,5,BA
18557,4,5,BA
18558,4,5,BA
18559,6,5,BA
18560,5,5,BA
18561,6,5,BA
18562,6,5,BA
18563,6,5,BA
18564,4,5,BA
18565,5,5,BA
18566,5,5,BA
18567,6,5,BA
18568,6,5,BA
18569,6,5,BA
18570,5,5,BA
18571,6,5,BA
18572,8,5,BA
18573,5,5,BA
18574,6,5,BA
18575,4,5,BA
18576,5,5,BA
18577,6,5,BA
18578,9,5,BA
18579,5,5,BA
18580,5,5,BA
18581,4,5,BA
18582,7,5,BA
18583,5,5,BA
18584,5,5,BA
18585,4,5,BA
18586,5,5,BA
18587,5,5,BA
18588,4,5,BA
18589,6,5,BA
18590,4,5,BA
18591,4,5,BA
18592,4,5,BA
18593,6,5,BA
18594,6,5,BA
18595,5,5,BA
18596,5,5,BA
18597,4,5,BA
18598,6,5,BA
18599,5,5,BA
18600,4,5,BA
18601,4,5,BA
18602,4,5,BA
18603,5,5,BA
18604,5,5,BA
18605,5,5,BA
18606,6,5,BA
