,Cellid,Motility,Persistance,AutoSlope,P-val,Lambda,Max_act,Speed
4778,216,0.798921704541852,42.90756128931058,-5.2102844186888535e-05,0.982693867106531,1000,894,0.03853397983200155
4779,135,88.62253220507836,389.457051956865,-0.0012510984526997743,0.00013635858294194105,7000,683,0.7854653457661088
4780,104,13.456488144296465,57.15109251711325,-0.0005316536331781762,0.1305402786045392,4000,894,0.4884377451566076
4781,98,101.31384498069086,327.7002899648711,-0.0006891691045973772,0.0010087930782393978,6000,683,0.8606695162120029
4782,194,20.78398528806523,307.5982256008889,-0.0013034928389210204,9.091374163667796e-10,10000,3000,0.3676914549814495
4783,82,23224.91796210438,36714.52148443557,-0.0012206815234454213,4.609036992721474e-06,9000,50,1.0834066501863981
4784,27,211.439358003697,32602.139711221833,-0.0013895748820185625,0.00018440362457308417,2000,683,0.12716744408786404
4785,51,708.7414442382088,59585.245054795865,-0.0014997370041878006,2.4034890658659206e-09,4000,4000,0.15278182080665964
4786,207,1277.3191982636097,50051.60615867341,-0.003794947583037748,3.4785320942484805e-31,5000,1000,0.2704836555139602
4787,61,10.166505330032544,23.032576094422087,-0.0019097423556828654,2.6799808253117887e-15,7000,261,0.754498584814963
4788,85,5.961969800635075,117.44394185864381,0.0005745571675366376,0.18353213282518172,3000,894,0.2914153479721566
4789,187,4.313716320311369,117.08099066737286,-0.002255701281462928,1.7454390788738164e-19,2000,788,0.29028790771531504
4790,34,0.5140319903239423,12.591801804607536,-0.0851952695315431,0.01052709107336462,2000,155,0.016550126843572096
4791,128,0.022522521053025744,133.27605434441693,-0.0025649099510160274,1.6375856134593375e-25,2000,261,0.01989527179118435
4792,186,6694.528222220457,96240.6662317103,-0.0010373919316718355,1.5563778974753963e-09,8000,2000,0.4347317313638504
4793,149,4.997917000940087,11.140228904302868,-0.0008101028280827145,0.0013976507820867036,5000,1000,0.5728964776651385
4794,96,3517.345671981886,49457.150452168215,-0.0008620146093943599,0.00012054032626785245,5000,2000,0.38490416956084883
4795,41,0.0,0.0,,,9000,894,0.0
4796,49,7.552436662431801,69.53582771522728,-0.00021028799365782337,0.506882868329549,5000,683,0.4535327666902613
4797,100,21.765740262782472,47.156413907444914,-0.0016621757374829025,1.3185221773800187e-14,10000,472,0.8698250146727906
4798,87,16.64757122209404,398.18686265741394,-0.002524310539598155,1.74896363106809e-17,7000,3000,0.3009951827150097
4799,24,28.65541299530326,21.56034355887214,-7.410340263282788e-06,0.9697013015382787,8000,683,1.109553921143992
4800,9,27.851367929209154,163.34949173998584,-0.0013296074152481742,1.0303061041935562e-06,7000,366,0.6155413074108738
4801,184,149.38595224529487,129.73850195998193,-0.0006739510206389167,0.00842981076242195,10000,50,1.5521839300773874
4802,70,5089.605616028678,81633.13162394053,-0.0013158014654330928,1.5050324845184903e-06,3000,366,0.3723653866861385
4803,138,43.40328044391011,91.75394695891242,-0.0016695063833049835,5.481121152443705e-06,3000,155,0.7477148358523311
4804,38,0.00487151443604212,38.41856030148014,-0.0005529677545127104,0.961274671785247,1000,683,0.002499214996730002
4805,50,1682.3379129755854,34434.51109726983,-0.0019567460581754225,1.557130063866167e-05,2000,683,0.31681959613176763
4806,21,16.915204216070467,145.3227827820175,-0.0018500953536353688,5.5134860569140156e-11,7000,577,0.5049722995823146
4807,83,183.37987649934115,1061.8722738671936,-0.00010419979140056971,0.5761341081717357,2000,2000,0.5438489053956383
4808,24,2.1912431240253585,509.90284820578336,,,1000,155,0.0013300797948005893
4809,152,203.8213861628717,207.42472111507374,-0.0013606269399637023,4.7077015018135287e-08,7000,472,1.077298626114993
4810,219,3.931967391759897,466.0153582635581,-0.0011639570330629918,8.666286693285805e-06,7000,5000,0.16052577649772362
4811,168,0.7163978182231528,102.45377798777557,-0.002174783862442249,7.439751845419642e-15,2000,894,0.14182279405419318
4812,191,13.807802396081154,186.67525357405276,-0.0017674087348445782,2.2076067296595727e-13,8000,3000,0.3998199064505144
4813,201,1.3010463057814323,69.5614120613328,-0.0007036905715669239,0.027326812356383352,7000,3000,0.21299386278646687
4814,208,1.6291773652455894,55.4500052014619,8.470113618341754e-05,0.9641489248451677,1000,894,0.04664467957789541
4815,113,39.39147229836383,236.91169533272873,-0.0008666021667872557,0.00011580990750110362,6000,472,0.6259348735445054
4816,191,35.791314759187905,140.92113247499805,-0.0006796689316091088,0.004243233024385588,9000,472,0.769415044989616
4817,32,3.555114585603513,317.5707211495152,8.404682814071872e-05,0.6473098329376283,4000,5000,0.17695603830218015
4818,43,414.6115129964701,2277.6015966049345,-0.0007799088592557563,0.0012376646091312186,5000,577,0.6157293161936223
4819,208,9.863507908194615,40.45151134034177,-0.0008434772520399747,0.002044678417126977,9000,683,0.7069027212880552
4820,42,9868.111625167387,35788.00128505032,-0.00028960220873882524,0.11486979442458652,4000,788,0.7655698772686995
4821,58,6.696490451064586,487.8090821454049,-0.00033685432834420354,0.09988274612062263,3000,5000,0.19628231483932126
4822,138,5.369713778796856,59.0980937453883,-0.0006274797265687613,0.04382182394667354,6000,788,0.4061251583312382
4823,106,4.1365359735404175,47.14233068795378,-0.0008579460074887025,0.0020926184491784606,2000,472,0.37079456940928873
4824,202,194.72897776613237,2003.6036421190315,-0.0004239370476647724,0.06610171289832852,9000,3000,0.46828221426103483
4825,41,2299.0072970139895,25923.95284593566,-0.0007339917620630787,0.0009126167059839779,4000,3000,0.48100939371662577
4826,130,48.26563928516641,520.2817060924922,-0.0012807028840266523,1.7610842041012907e-05,5000,1000,0.40199419296768185
4827,204,15.985349953138456,639.6729705067339,-0.004095180714379234,5.2784263606585567e-48,2000,577,0.21074281171505768
4828,113,0.29754906565224726,77.2514667980624,-0.0013981258348412238,0.6479669279599516,1000,1000,0.015204007673552912
4829,98,0.0,0.0,,,2000,50,0.00016707984316659903
4830,205,95.44770489406392,138.2104898372378,-0.0010069320971159861,1.6450527855686548e-06,9000,50,1.2431675730626797
4831,194,1140.658616449791,40816.18202819285,-0.0022921745961721526,2.3887584123966152e-29,2000,3000,0.21647178735444633
4832,76,0.02522796509761396,0.5728108769941582,,,4000,50,0.005158582776080787
4833,165,0.0,0.0,,,1000,50,0.0
4834,196,0.014305353126820495,10.252652808116522,0.000572764271800952,0.9667901460690702,1000,683,0.006612460062263182
4835,118,0.0,0.0,,,1000,366,2.284201498873033e-05
4836,152,5.707211464431576,724.214167481075,-0.0001818121526312536,0.48640504504796556,4000,5000,0.14664627254451937
4837,109,97.33026862905791,188.83063502756244,-0.0030308723332219856,4.2971454666647224e-34,9000,577,0.8598057043679281
4838,126,6.654219082336504,597.3543995659642,-0.00109967991681038,4.2935361415241635e-05,2000,1000,0.17775701756006873
4839,66,12.81368440467663,94.58264565563256,-0.0008608746028604123,0.005497883503850267,9000,472,0.5188209959522454
4840,133,2.0208257604358555,302.11658187205325,-0.0012311764930330801,3.2233738858735393e-10,5000,5000,0.13825454648666774
4841,150,25876.917122100298,35778.187666032616,-0.0027909250710231076,8.356532175644638e-30,6000,50,1.2183948747607771
4842,123,40.93418702761133,102.24732472631945,-0.0009563673346583247,0.000244927108513864,4000,683,0.6546557823903413
4843,62,0.03616241112265976,622.3391355163646,5.126149957044028e-05,0.7891153739648167,10000,894,0.010884387433596938
4844,24,0.7699105053829676,19593.14733852289,-0.008126671542079947,0.04417787959378238,1000,683,0.0033100640617215824
4845,181,26.01231036880824,253.77637940178778,-0.0018928192933397167,2.533510942038586e-10,8000,2000,0.4339576393480522
4846,141,0.0,0.0,,,1000,155,0.0009982273488939532
4847,20,59.83329703873057,729.0832986847317,-0.00112807594293241,1.611596590810946e-10,3000,577,0.4302309812449733
4848,214,25.960938994108158,341.34091643431975,-0.000471935521999287,0.0594758440033721,10000,788,0.40941678410896476
4849,185,45.96323711508282,39935.98694561104,-0.002062370049280158,5.950236992316905e-16,3000,155,0.05916472057174225
4850,97,128.7464037981229,319.4888193505084,-0.0010571905612518748,4.62450063418358e-06,9000,683,0.9982602083758829
4851,48,290.20977018330973,7788.065872062081,-0.001210026714311263,1.67913810988979e-05,4000,2000,0.3007985507904182
4852,42,20.608252725163844,94.1072427057924,-0.0008866371374848708,0.003317514617936324,6000,472,0.6935311921067326
4853,69,10.014496016634721,87.78736046082923,-0.0019988371002863624,1.8645339664130127e-08,4000,577,0.47382909139776475
4854,95,40.249855200224616,239.44114748401913,-0.0004745076870078549,0.04387144527551962,9000,472,0.580422188779569
4855,193,5857.344676799138,43267.89758124772,-0.0008250721294360815,0.001903343555008945,7000,1000,0.572727928495565
4856,29,617.0408001290231,657.8406265291795,-0.0010403257445623364,3.8583267203591996e-05,6000,1000,1.1167163665134427
4857,134,9.635468177252479,98.89226836897801,9.280685738823287e-05,0.5959803566752179,3000,5000,0.45602823940420906
4858,100,9.572072119337173,23.35142254198808,-0.0007686761823344044,0.0006829805495696726,2000,683,0.7975903227749636
4859,194,2.261148276630676,20.584093452551446,-0.002048141166581391,8.99631701339922e-14,5000,1000,0.40841446290600025
4860,217,27.945269279544657,109.86750194344506,-0.0003060103065749025,0.24352078199291374,10000,261,0.7567094985984002
4861,82,30.70687523782594,27.414359909644766,-0.0006856508409336464,0.03731766007352693,4000,683,0.9069668395348721
4862,2,46.60105552455177,79.96373974293245,-3.026554814416785e-05,0.899576804777364,7000,261,1.0296635067624806
4863,13,8712.686367623288,44539.21035790406,-0.0004190502566402817,0.03756019166789245,4000,261,0.6948187353912916
4864,173,4.833836014670252,79.18361346428613,-0.0019716780869946803,1.6113603962547259e-13,6000,894,0.3593328591700727
4865,136,3695.093650683945,20984.91062613385,-0.0023609522886665567,1.3474214674675979e-17,4000,472,0.6605217816674926
4866,190,6.244983008451209,153.90988452770947,-0.0006547043474215913,0.0014075731536683984,2000,2000,0.28613401104917346
4867,213,32.36498799571146,135.70997948435746,-0.001547436817089765,1.5279100207742942e-13,8000,472,0.9079574333915992
4868,33,223.3763775490264,947.971015884164,-0.002248161352732725,3.041531575356231e-14,4000,472,0.6844801599085826
4869,217,8400.871226646153,62989.587451414845,-0.00014605705897037933,0.4662860146078459,5000,1000,0.5302204350842115
4870,214,6577.655766956873,5908.963965866204,-0.0007393923846204007,0.0016410025492169166,10000,261,1.3228991657013434
4871,144,136.93220597105727,80.55959881332141,-0.0019715677827634556,2.691775811733603e-13,8000,577,1.4253618632013096
4872,121,55.82419678958419,136.8722443947035,-0.001955044900775629,1.887523673580154e-12,10000,261,0.9763339757032391
4873,20,226.91081806238967,66.56510772786584,-0.0005853063005363265,0.006843542187156964,8000,50,2.3107535342670746
4874,87,28.15237860941336,79.44228344521824,-0.002567338116903807,3.6588182486892085e-26,2000,472,0.7610523310694195
4875,171,0.6865539725941893,1103.7946883858253,-0.00038023551122742035,0.07403874773506475,1000,4000,0.036234726988090694
4876,212,36.14261742092421,60.505825183728966,-0.001179892101217047,4.958035093040445e-06,7000,50,1.1510903045063414
4877,86,33.21657186599251,153.71216148360008,-0.0008045050903134074,0.002259616407123141,6000,2000,0.5984400531056195
4878,152,25.895918781221788,86.27544833325568,-0.0015063382595010353,7.500342735928166e-06,4000,683,0.764947556411859
4879,198,2643.798928243714,44508.664074615284,-0.0015584974548742544,1.1325147212633158e-11,5000,2000,0.3556688600356161
4880,135,0.8994518199369866,184.68294482764043,-0.0006547945901211569,0.021907161416276594,6000,3000,0.1099759825483565
4881,9,182.18429226244112,975.9639502218296,-0.0021737734710171423,2.977395521925205e-22,5000,261,0.6087457266943632
4882,55,1.391396156582025,64.87274860484507,0.0039025633661799518,0.7335040221532951,1000,472,0.021720083910134302
4883,116,0.27526784883206495,527.9389379531442,0.0015881169383951707,0.6518501904798029,1000,5000,0.010364525085601086
4884,147,0.0,0.0,,,8000,366,0.0
4885,122,27.34551481112824,59.85990286071694,-0.0009129971383439521,6.788733641489774e-06,2000,894,0.750517472971778
4886,97,46.152488163140774,188.8950209933878,-0.0013277304394713836,3.727771229668769e-07,7000,788,0.6215931780667167
4887,78,8.172532623962875,466.37874964460195,-0.0012197828387367482,2.4070630858720185e-11,6000,3000,0.20561321552482043
4888,82,3.8624218375964614,41.54686387359783,-0.0010721920054304784,0.004412789788112735,5000,366,0.38205602586434784
4889,191,145.1440684663262,191.71992908273356,-0.0012545908715644683,3.8538888124529885e-09,9000,50,1.2146228459440083
4890,46,0.0,0.0,,,5000,4000,0.0
4891,57,4.686304740195935,48.97946884331693,-0.0027211327162681657,1.1327541589135619e-23,7000,3000,0.40281678827694084
4892,134,69.90494319179089,972.3831262471689,-0.0017758869120407862,2.6718905523555442e-15,3000,472,0.3700689430845386
4893,110,69.01598877198533,14213.309998147397,0.0017616082078250207,0.6775247239821207,1000,1000,0.018453855776376808
4894,27,149.38498671928107,86.49639620388591,-0.0015159889160640055,1.794799438772707e-11,8000,155,1.7105901219863244
4895,165,28.434660938728495,271.05319298481925,-0.0011422253715349313,0.003085499486540798,7000,683,0.4508559407791419
4896,75,136.59952961641395,133.7996150853,-0.0006732703807682957,0.006759230136345669,10000,577,1.252220850821107
4897,180,65.62187517080363,350.8952819790864,-0.0010082904675385882,8.083319994218873e-05,10000,577,0.614825525898314
4898,183,14.860179874519824,491.7757034843323,-0.0013774657938204528,1.4312428922199918e-10,4000,2000,0.24637926516506026
4899,75,8.439216031422538,503.35491399615626,-0.0023004945565827458,1.5052253312510624e-12,10000,4000,0.2163857504297687
4900,55,29.409580823526245,207.4364007191732,-0.00036483442710818044,0.3186761525217247,9000,894,0.5805125088898009
4901,128,0.0014835144438843115,1.440619485303278,,,1000,50,0.0011834117488552763
4902,190,189.1613394243106,213.2959271567134,-0.001048132761537273,1.826035692034951e-09,8000,50,1.4328127819453529
4903,23,215.94836549791117,350.9628193444904,-0.0013087220609538763,6.211733317811897e-07,7000,155,1.2118834952089264
4904,150,138.05038370867368,349.0656377266124,-0.00141694282359652,3.6342628185448553e-13,5000,155,0.9598846958227619
4905,195,12.075195749416048,67.17998649712149,-0.0005804412444950004,0.018225159265188716,5000,3000,0.551435126878731
4906,131,5480.1150157532,69139.19802293103,-0.0014503374083556166,4.0301030407623606e-11,6000,2000,0.4393361082678634
4907,99,362.5849060063858,12578.323658586429,-0.002926857935049949,2.9737328649451043e-18,7000,1000,0.29553657736074895
4908,51,71.43942873585539,48.90942255415929,-0.001344150845205758,3.426316017766738e-08,9000,155,1.563467980152513
4909,133,14.486749519966326,871.0536513649342,-0.0013565666527858991,7.560463574703514e-05,5000,894,0.21273805020502842
4910,154,18.78333922492596,162.6898843918113,-0.0005364979584324479,0.06799732944202891,8000,1000,0.47058088693321004
4911,170,12.154745039104437,218.11147928420058,-0.0012401419198303856,3.1055008213348295e-08,8000,2000,0.370441589734178
4912,216,117.6227425447244,682.4632402213743,-0.0013568000935894869,8.40058411127516e-07,10000,894,0.7177371228357404
4913,14,57.66502597481629,263.5687563339513,-0.0016264387330016915,1.1100075408005585e-12,6000,261,0.7388973664384311
4914,50,12.635784274240619,102.80663989609911,-0.0017368281864716482,2.459712531956131e-13,7000,1000,0.5477272145650441
4915,102,25.61669579212309,19.062304347778777,-0.002215720395793786,5.164652145176853e-13,10000,261,1.4376289235956419
4916,56,16.74043136346797,320.2401861152634,-0.0011716033041730416,2.3325494321349602e-07,2000,577,0.3339961913427164
4917,6,23.067313616496172,134.1724252117417,-0.002205180393568931,3.1868431567381054e-20,6000,472,0.6501683415507643
4918,117,9.256457419968505,9172.321296083644,,,5000,577,0.002663663297073321
4919,177,11.503494292121696,483.5743086935398,-0.0016148754511510043,3.62879070000051e-11,10000,5000,0.25067451873537544
4920,147,184.20071137236656,108.20321180268887,-0.0030687015486384576,9.070194982645309e-36,2000,261,1.6751201771354476
4921,196,55.56797476423928,84.09706077788891,-0.000702010224110845,0.007251458174917615,7000,1000,0.8838366976930457
4922,75,26.41380941207212,151.08514789428887,-0.00029597158220938055,0.1779722028975054,6000,261,0.6556121365344392
4923,199,1273.2156571744895,38205.38784420415,-0.001765212551256965,5.3423797946433486e-11,7000,788,0.2932518446564756
4924,43,1862.8558902532334,2479.22688024361,-0.0011854006398309867,1.194198921781644e-07,10000,155,1.373687096217794
4925,166,26.365324777090354,163.9693230888487,-0.0005221340204239961,0.08184597058929652,7000,894,0.6216518787087258
4926,199,11209.172833954464,66562.34605012192,-7.019799733254246e-05,0.6918793627359888,3000,4000,0.5927181456314041
4927,169,88.86834877914366,376.9446210104505,-0.00048371967741683174,0.07891569615176211,6000,3000,0.7753428232021844
4928,30,45.6572446206548,118.26501627390715,-9.695679009862145e-05,0.7168960849782277,8000,2000,0.7123015269107204
4929,161,24.755367858344375,311.252130978208,-0.0013599269350807585,8.246130434456501e-10,9000,1000,0.418339696134077
4930,198,15.791800485201522,139.90537939925068,-0.003238991581213846,2.6581740090466386e-18,5000,683,0.5204914186913924
4931,36,94.69250698336326,1409.7556288502462,-0.00023808086944863776,0.2690968929853715,9000,5000,0.40334270156218255
4932,179,24.20657551594967,416.3205611472884,-0.0016921380298610103,6.652413640974715e-11,4000,1000,0.3453591814406629
4933,172,0.5332343439227545,480.56667338023124,-0.001874867338823067,1.2878756560903103e-14,2000,261,0.0335913593809927
4934,63,59.254853863865186,35.42062725022004,-0.002170270649879847,2.9683990847033005e-17,6000,155,1.389108542579968
4935,120,30.946680693263506,100.21405795224233,-0.003153207008192262,5.022595892059993e-26,9000,155,0.9404512302329003
4936,195,20.57628259047023,183.26383201999,-0.00218891667471348,3.3151340058262955e-20,7000,2000,0.542245489965336
4937,20,128.52657243454107,65.72396050179475,-0.0013438029623715642,5.7221716417324985e-09,9000,50,1.8983808637291069
4938,58,57.85748396565986,159.32955099890987,3.547879944966329e-05,0.8911943881050137,8000,577,0.8488235640172281
4939,72,0.01410371212276699,1.1286172183549463,-0.038670638292359394,0.3727322965764762,8000,3000,0.00594481128920627
4940,113,2.2585530521494155,33.44157354958955,-0.004087285916278031,5.1506658287105175e-21,7000,3000,0.27173776425712143
4941,25,10.650560345954569,71.85631603455347,-0.0008671621317748643,0.003595529264571608,5000,472,0.5986513371922317
4942,97,4.63732337267763,87.76407038109542,-0.001508649178665328,1.3476386364375468e-05,7000,3000,0.2798718369031664
4943,53,7367.0349092985425,85236.72132112035,-0.0007764195356562696,0.003573591125592685,8000,1000,0.4290868770586455
4944,96,9.780706546213478,151.99011958133565,-0.0008282698533634534,0.010665960677352785,6000,50,0.3622869323649124
4945,211,498.89796370517195,686.2067875629148,-0.00046460940870050486,0.05943710697515228,5000,683,1.169196958597243
4946,182,0.012396537724401316,279.86781061579273,0.0002995734627242768,0.2990875306610442,9000,2000,0.006803325308897941
4947,17,7.769654378905875,18.621023200633044,-0.0004644044223740712,0.08885747844087563,7000,472,0.6828702797239263
4948,17,6.976550546615794,145.1782863862303,-0.0022358538699892025,1.2626893823176389e-23,6000,3000,0.38023958599618346
4949,9,80.75463364002373,882.6636223776328,-0.000878100049454253,0.004327037722384877,5000,894,0.41483775602255507
4950,185,53.92854378415746,1291.4579345016064,-0.0009014012127554188,0.00044570425623959763,4000,3000,0.27326493365547244
4951,5,19.140336981598075,61.297314869063015,-0.00177518189884704,5.788554415877287e-11,5000,4000,0.5383262529587495
4952,153,12.68595834211512,67.46738568183132,-0.0017716489578214858,6.609446977087529e-10,4000,472,0.5996075849606907
4953,184,3.4917981450742115,69.73179198705536,-0.00111536050008199,0.0001411066340958054,7000,2000,0.3044634306997701
4954,60,105.57877200156231,119.2096383413145,-0.0014632038065017115,1.2685682787174249e-08,5000,261,1.0201494573054795
4955,7,49.648526808950294,271.13229556381697,-0.0003925531884492949,0.11283824261835237,5000,2000,0.6760557568123672
4956,27,2134.0072505613607,56528.10199803451,-0.0007740774777320065,6.133784033144607e-05,3000,4000,0.2954018049119388
4957,132,9.072394237254622,111.41354744994588,-0.001053958528112618,1.3559321874908672e-06,10000,366,0.5455648429354312
4958,129,6.73661120504568,23.093531904423248,-0.00038736421085606743,0.07157182482091476,4000,472,0.6807460222488886
4959,219,1.5960482718349704,1392.257627178304,0.00010343309852043646,0.4843734018439624,2000,1000,0.05899308564315818
4960,112,6.948333422193185,117.52696583047087,-0.00043692787029512035,0.20594364595792894,8000,2000,0.3083912076160568
4961,4,25.10086832915166,28414.691655144645,-0.0031477110922153344,0.41303208074129905,1000,894,0.0076802641494273394
4962,112,0.06517485739794404,117.71733245898196,-0.0003296511415415821,0.14914376435900079,1000,4000,0.022810895511697425
4963,36,46.87804569248841,131.42842759792376,-0.0021367757286075264,5.788543713371382e-17,6000,50,0.8664591353612647
4964,198,33.28301668369131,103.32796994219149,-0.0021796457232647736,2.291984559208244e-17,8000,50,0.6853444975250416
4965,145,0.6492126975892053,56.92776138014835,0.0009325505888020925,0.1516793821785662,1000,1000,0.03126558836092641
4966,188,3.709251592785301,6.490168803634605,-0.000878223755595662,5.501415502522342e-06,6000,3000,0.5636639941511602
4967,44,67.78542067603706,330.7287019365588,-0.00038611880065737804,0.13260682693866102,7000,261,0.6825184749888604
4968,118,82.39703918044341,225.46648867261908,-0.0016382327127240036,3.1283943300313784e-12,8000,261,0.9436998357431085
4969,32,6297.312314791478,29548.066473375242,-0.0007784995371821284,0.0010582917251666928,10000,788,0.7384047622441238
4970,165,239.84032277289168,1220.0590121402795,-0.0005436527089482001,0.0038851944774270573,4000,3000,0.73070875003305
4971,59,1972.9943247933948,41225.39495000121,-0.0005314681358210503,0.05739564369019843,7000,788,0.3305628527067707
4972,10,952.2994446534634,35402.994776093765,-0.0018106152965450153,6.296794313057683e-14,3000,2000,0.22324011008905675
4973,67,6.023056856381521,104.08130709233181,-0.0012533545002943757,6.291482648694356e-10,3000,2000,0.3235550214393504
4974,178,2.538624897941423,361.178980252741,-0.0008412306616616698,0.047705407922956716,4000,2000,0.13584674877150488
4975,109,30.09786465942165,394.2345514871167,-0.00053446430664859,0.001165363193453487,5000,4000,0.43052723906103285
4976,158,403.7428599243112,30948.909007359664,-0.0005454767123672306,0.0012274861135643262,2000,5000,0.16993126017354376
4977,103,2.4546503797451718,40.009791227883746,-0.0006435454754881197,0.06125725914458906,7000,683,0.3687984524461801
4978,110,25.991659829015212,148.55943026301998,-0.0017485563985169819,1.44341846659657e-11,10000,1000,0.6084442110393415
4979,148,0.0,0.0,,,8000,2000,0.0
4980,208,14.029931319820168,261.5964654238918,-0.00039665674860510987,0.08200269348158178,9000,2000,0.3358460518918675
4981,221,0.0,0.0,,,7000,261,0.0
4982,95,16.740771354236873,137.90969874217447,5.47528019250268e-05,0.8748859366986758,7000,683,0.5282999291801216
4983,71,2.5556311259348425,35.96219173922501,-0.0005882080117286095,0.05905679206370261,7000,894,0.3769154583022434
4984,91,1293.8649544063169,8542.09827808711,-0.0009496674699785358,8.138731134017726e-05,10000,788,0.588273785778755
4985,211,216.88088217397032,338.8337236100805,-0.001155209420896746,6.589299910733994e-06,9000,261,1.1282796975049365
4986,156,136.14953090632167,73.95033182904177,-0.0011701135991294808,1.741962253676785e-10,7000,577,1.399927272171387
4987,195,2.727753086685952,109.5463267044238,-0.0007532504370417703,3.2126140029327615e-05,5000,4000,0.23979252157887984
4988,71,0.0006726313098256646,0.5016689205466491,0.026061928528390427,0.5835737023355865,1000,50,0.0013824491987617976
4989,30,0.006597233871766544,38.85456470507144,-0.06506169015015985,0.014257844703811676,1000,472,0.0013098985479045701
4990,38,35.715998608974395,178.7380810885193,-0.002153190018459017,4.3033851350293905e-08,10000,1000,0.6086907299126383
4991,20,21.58748807737745,428.58922574024757,-0.00040424120220641205,0.0414801479319845,3000,3000,0.3743624949726449
4992,83,7.32267596448377,866.0605652748947,-0.0040429164580635365,3.55362491973298e-32,9000,4000,0.1567315834469863
4993,30,5.034371511528325,79.45797798853985,-0.0015377581379518372,2.9365814610106376e-14,8000,50,0.2882803928263837
4994,99,49.01092872788663,253.3242611915837,-0.0003777064302950708,0.2516648468437224,7000,894,0.5904170835843311
4995,31,3.263381407148594,401.54952499368994,-0.0005821705283198276,0.057617931450905734,6000,3000,0.1439056960245738
4996,177,14.179135918966729,3289.1091580277857,-0.04708824967186471,0.18400119156630776,1000,366,0.006727231022330173
4997,86,18.066976428939125,307.8256954888303,-0.0016738281610021513,1.0828935479526709e-08,2000,577,0.3598765043017668
4998,148,22.72158853214022,1161.317329165037,-0.00015927234831021557,0.938486242213554,1000,894,0.04182890773879463
4999,38,21.393423226212537,71.64910745762214,-0.00318343616095634,1.405466058366335e-30,10000,894,0.643581827110037
5000,174,0.0,0.0,,,1000,894,0.0
5001,146,0.0031024913152035193,15.6382554618325,,,1000,50,0.0009662550941679927
5002,108,2908.8776379185597,39908.41681570001,-0.0015388210854397405,3.526164006068509e-12,5000,2000,0.4102303300346005
5003,152,5.029195418273692,106.61670977672566,-0.001483626169431856,1.962624332300929e-06,2000,472,0.28708734238990424
5004,7,8.094049478941,188.87163952030346,-0.0033230197502097164,9.779154961190275e-23,6000,3000,0.2510846996951415
5005,67,9.947586903432768,313.899560374114,-0.0009102211514272957,2.704265792126191e-07,4000,4000,0.26414781798255926
5006,44,0.0019143530938696448,3.53899652677864,0.04886776632531177,0.08724445009866712,5000,50,0.002251363856099446
5007,205,63.423984310368986,176.11409727815538,-0.000640914568092176,0.009339743337345214,10000,577,0.7930330123240681
5008,59,24.907671241335834,221.9054034873697,-0.001673317732743602,4.47723906096154e-12,9000,1000,0.4859620348140165
5009,76,326.0820854247382,100034.1482153864,0.00010956784503996437,0.5400560886173691,1000,4000,0.06431150485448317
5010,166,0.0,0.0,,,5000,261,0.0
5011,195,0.0,0.0,,,4000,5000,0.0
5012,3,122.5810571884876,290.7601443793741,-0.0008186573879018262,0.00016971918291556465,7000,894,0.7928907436431006
5013,94,9916.907650299929,35688.21027307897,-0.0008239198965322173,0.002431792157590309,8000,894,0.80968030098966
5014,214,0.12673274200681223,77.08947915112802,-0.01484250529484745,0.10032933171061194,1000,577,0.00762508787835494
5015,105,7.604454395577657,74.52422141513009,-0.0015766838542189741,3.1866663009921295e-08,7000,894,0.43669578105590495
5016,77,10.627477053842554,8.543328710124355,-0.0008146627477355198,0.0032464591291872296,4000,366,0.8798404412828866
5017,123,0.0005278355431925488,0.786881078789896,,,2000,50,0.0004494422034543079
5018,77,43.07609546447612,806.1000506117792,-0.00306249860175972,2.4290685922056506e-16,2000,683,0.3359270359017716
5019,140,147.5146481016748,202.81240944915137,-0.0005006075652144807,0.01283369502237769,10000,261,1.1401875230032537
5020,79,9.535832154274395,166.4272443392227,-0.0005706990515798446,0.0065174928847046626,10000,3000,0.38097037054156924
5021,2,92.66475094937066,110.2909092243004,-0.00020946185608482744,0.3281220506152631,9000,261,1.1733003287428985
5022,5,24.01438395724057,40406.208344463674,0.00018419341899839805,0.46130615079831605,1000,3000,0.023991177710782043
5023,211,10.837619312570038,53.58280523614051,-0.0023410815386226275,1.6650669517325128e-16,9000,577,0.654132710692636
5024,82,47.123832879172014,92.44355383266976,-0.00014338579428114031,0.44112277227681995,10000,577,0.951945801163544
5025,215,217.32661209337877,46827.695513854145,0.00016620572313312158,0.4526332313742627,1000,3000,0.06542312213078312
5026,96,57.072514381661236,278.7940631752143,-0.0013819486998974963,1.3927626621631079e-11,10000,577,0.6811556237996949
5027,87,0.0,0.0,,,3000,50,0.0
5028,18,25.28334772755632,69.2924947967206,-0.0019991041018017136,3.481074730539553e-13,4000,261,0.8074880488741548
5029,175,2.3117049659768765,312.7379663288372,-0.0010404652714014679,0.003435540916428443,2000,788,0.14149657533628204
5030,15,2864.504008868936,35795.56696808118,-0.0003709434945364868,0.0791182499884712,7000,5000,0.4326812672832424
5031,20,150.71771122592898,181.039480601462,-0.0004549155857224639,0.007018868529864852,8000,3000,1.1596613564164908
5032,79,158.37083112906848,3032.4396711840964,-0.0016178164290033077,4.432675501079688e-17,3000,3000,0.3779261466286894
5033,48,0.0007664193913358638,2.8158432384352357,,,2000,155,0.0004920292639730891
