,Motility,Persistance,AutoSlope,P-val,Lambda,Max_act
0,0.0,0.0,,,10000,10
1,0.0,0.0,,,10000,10
2,0.0,0.0,,,10000,10
3,3017.600997579781,36063.21746175467,-9.033312579194494e-05,0.590099581457844,10000,1256
4,5060.131181731895,54690.657931234644,0.0001701385886040447,0.3019409754975036,10000,1256
5,2192.2531121621123,25681.99828456629,-0.000228716484318374,0.25193891222116255,10000,1256
6,3927.2870083421485,28988.214783500276,0.00017271996162069168,0.39139757680995246,10000,158
7,5167.160308329822,38261.8193894174,-0.000450792402135674,0.01893909734563105,10000,158
8,4604.199942337856,35420.876614596746,5.310305037484944e-05,0.7685745980870629,10000,158
9,0.0,0.0,,,10000,19
10,470.31315177816833,872.3762434508969,,,10000,19
11,0.0,0.0,,,10000,19
12,2454.371773692606,32300.10847376962,-5.842820505559519e-05,0.7156104642114934,10000,2506
13,3814.0115801894244,46669.00861833863,0.0001451042484752353,0.3736937810850165,10000,2506
14,4228.276230717481,52217.44052347258,-0.0001222326555570253,0.5001067497826883,10000,2506
15,2203.357703115662,21225.916180300614,0.00023681735182694803,0.19344134723855597,10000,315
16,4893.331561198702,47437.532493052124,3.679083904322877e-05,0.81628266864941,10000,315
17,4545.907008477608,44415.37110669436,7.822937377742568e-05,0.6306718289765263,10000,315
18,3492.2170891721235,7446.463461363052,-0.00030073161211015026,0.056111420077460165,10000,39
19,17370.65904337857,35054.53659661253,8.65720590434218e-05,0.6628716303405386,10000,39
20,1122.6206339680557,2280.6939305689193,7.606333763116851e-06,0.9752898013694531,10000,39
21,3780.823468076318,44753.39685342794,8.826097920668039e-05,0.5956747905521497,10000,4999
22,217.0914839589598,2608.0096638098494,5.143232909612201e-05,0.745413584408027,10000,4999
23,3509.0158316355505,44076.64430417105,-6.425008632966847e-05,0.6991891648649935,10000,4999
24,272.509493461529,3006.0711696731446,0.00018835381310068744,0.23218785909110717,10000,629
25,100.30861726701055,1107.288821509594,-0.0001558849325925246,0.32334086374053417,10000,629
26,1964.8351411162403,23125.97922511475,-0.00024855001656357755,0.11298541088808546,10000,629
27,10610.578313733438,50788.75635750828,-7.544834035029611e-05,0.7052067372938734,10000,79
28,5973.182868917777,25309.516250118075,-0.00010670950585379349,0.6095459576471255,10000,79
29,7777.317083111533,35925.80949623097,0.00018091301289967942,0.4450549107580728,10000,79
30,0.0,0.0,,,1176,10
31,0.0,0.0,,,1176,10
32,3.1521042702081856,225.96655329208815,-0.049344619306866164,0.00567092635895041,1176,348
33,0.0,0.0,,,1176,59
34,0.0,0.0,,,1176,59
35,0.0,0.0,,,1357,10
36,0.0,0.0,,,1357,10
37,0.0,0.0,,,1357,10
38,715.1837670514925,47236.92802539145,-2.568748560576067e-06,0.9863022225290383,1357,1256
39,45.946040771743895,3595.7119121634664,-0.0002371196523073112,0.12548017537348474,1357,1256
40,57.14402371294111,3600.539197779534,-0.00010757033445495672,0.5447485870854841,1357,1256
41,32.0175143074428,3326.3347044170564,-0.14309407740981853,0.025119689059246282,1357,158
42,1.9380515771567761,144.60610346384144,0.0737070604925628,0.4072802449284823,1357,158
43,58.301689439523344,3534.030087210312,-0.07714763630610712,0.26622450530679764,1357,158
44,0.0,0.0,,,1357,19
45,0.0,0.0,,,1357,19
46,0.0,0.0,,,1357,19
47,938.5698761139447,56006.471943408935,0.00019555314351262713,0.31107120476906297,1357,2506
48,676.4123487692108,37663.94961056148,8.237350729357692e-05,0.6173556170925358,1357,2506
49,555.5035183676682,30808.348531634245,0.00037045444506677026,0.025078314390740788,1357,2506
50,7.225089099284813,504.19577076021886,-0.0028646440878641764,0.6842691809491539,1357,315
51,305.2837800959053,18430.963799005585,-0.009315148175905367,0.13179164181978617,1357,315
52,1.0676208046891473,104.12987496310794,0.007916247506259882,0.3553260970937421,1357,315
53,0.0,0.0,,,1357,39
54,0.0,0.0,,,1357,39
55,0.0,0.0,,,1357,39
56,26.484096215480275,1454.0166690591077,0.0001075892649521215,0.5661054582574558,1357,4999
57,790.4805537522459,42951.725751310885,1.3716189384512017e-05,0.9463338544673243,1357,4999
58,643.4945939214236,36091.88971928713,-0.00018236592033864428,0.16368721658255628,1357,4999
59,527.0170272375778,39933.08737333741,7.830039141095534e-05,0.775047871482528,1357,629
60,848.4960953081271,52473.50386109931,-0.00036642610229900053,0.25416298951752186,1357,629
61,349.58450316793073,28028.403510984786,-0.00033665338091138893,0.17505218541332923,1357,629
62,6.727033540602553,723.7875057254413,,,1357,79
63,0.06671169637540063,4.823522948331338,,,1357,79
64,0.18265828281049648,15.51207331408476,,,1357,79
65,0.0,0.0,,,1893,10
66,0.0,0.0,,,1893,10
67,0.0,0.0,,,1893,10
68,491.148720682858,19882.430175218247,-0.00024912801683342104,0.12132198604076563,1893,1256
69,1394.901227392114,55025.37043121426,-0.00010694281839644186,0.48930600179633,1893,1256
70,39.090657691693046,1561.0101854237287,2.1202520945785954e-05,0.9061849126647225,1893,1256
71,171.51986291548116,5720.32293392983,-0.06128908822970141,0.0007825222461978502,1893,158
72,356.4936282202877,16139.212897383382,-0.07855156450083865,3.434141135838562e-06,1893,158
73,298.27888705207386,7581.533863655462,0.003885688197393298,0.8381965976075104,1893,158
74,0.0,0.0,,,1893,19
75,0.0,0.0,,,1893,19
76,0.0,0.0,,,1893,19
77,968.0598253823522,35487.058125927666,-1.3463476516675729e-05,0.9284044718184504,1893,2506
78,433.0033115515984,16374.15537267474,-9.192995224184957e-06,0.9568216838036518,1893,2506
79,62.785952207889544,2469.185123411927,-0.0003211488847109271,0.05267790695989916,1893,2506
80,10.900601210531383,487.5189295061081,-0.00010517571441720479,0.6741944028976385,1893,315
81,57.66958101786464,2134.984185504518,4.791710467302234e-06,0.9873171418824114,1893,315
82,1090.3322453340854,43379.82612814054,-0.00026904579861306997,0.34226867682373063,1893,315
83,0.0,0.0,,,1893,39
84,0.0,0.0,,,1893,39
85,0.0,0.0,,,1893,39
86,47.69850629736357,1701.4679444256637,-8.493693006189244e-05,0.6309291929511047,1893,4999
87,38.31298158560837,1437.418640359341,0.00014375205070831832,0.39723189875450426,1893,4999
88,135.09197863033737,4678.758363981948,-0.00022577435251069556,0.22041012933932624,1893,4999
89,23.079202706087955,986.9913435312178,-3.227539320762114e-05,0.8600045700512529,1893,629
90,898.9357979616025,35568.16236088087,0.00013082838922987233,0.445519747657244,1893,629
91,79.66817157935358,3014.9818268393733,-0.0002738133381199347,0.12140577163800753,1893,629
92,0.09969220966295123,5.763202302362911,,,1893,79
93,0.213938629462322,17.53242860587607,,,1893,79
94,0.024568244924656268,2.377252902247845,,,1893,79
95,0.0,0.0,,,2640,10
